season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2024-2025,8794,G. Hirst,Ipswich,Missing Fixture,Knee Injury,2024-08-17,,141
2024-2025,138836,H. Clarke,Ipswich,Missing Fixture,Achilles Tendon Injury,2024-08-17,,77
2024-2025,20167,J. Donacien,Ipswich,Missing Fixture,Groin Injury,2024-08-17,,141
2024-2025,126791,N. Broadhead,Ipswich,Missing Fixture,Thigh Injury,2024-08-17,,266
2024-2025,8794,G. Hirst,Ipswich,Missing Fixture,Knee Injury,2024-08-24,,141
2024-2025,138836,H. Clarke,Ipswich,Missing Fixture,Achilles Tendon Injury,2024-08-24,,77
2024-2025,20167,J. Donacien,Ipswich,Missing Fixture,Groin Injury,2024-08-24,,141
2024-2025,19130,K. Phillips,Ipswich,Missing Fixture,Injury,2024-08-24,,274
2024-2025,126791,N. Broadhead,Ipswich,Missing Fixture,Thigh Injury,2024-08-24,,266
2024-2025,20089,W. Burns,Ipswich,Missing Fixture,Thigh Injury,2024-08-24,,274
2024-2025,8794,G. Hirst,Ipswich,Missing Fixture,Knee Injury,2024-08-31,,141
2024-2025,138836,H. Clarke,Ipswich,Missing Fixture,Achilles Tendon Injury,2024-08-31,,77
2024-2025,20167,J. Donacien,Ipswich,Missing Fixture,Groin Injury,2024-08-31,,141
2024-2025,126791,N. Broadhead,Ipswich,Missing Fixture,Thigh Injury,2024-08-31,,266
2024-2025,20089,W. Burns,Ipswich,Missing Fixture,Thigh Injury,2024-08-31,,274
2024-2025,138836,H. Clarke,Ipswich,Missing Fixture,Achilles Tendon Injury,2024-09-14,,77
2024-2025,20167,J. Donacien,Ipswich,Missing Fixture,Groin Injury,2024-09-14,,141
2024-2025,126791,N. Broadhead,Ipswich,Missing Fixture,Thigh Injury,2024-09-14,,266
2024-2025,20167,J. Donacien,Ipswich,Missing Fixture,Groin Injury,2024-09-21,,141
2024-2025,20167,J. Donacien,Ipswich,Missing Fixture,Groin Injury,2024-10-05,,141
2024-2025,19182,A. Tuanzebe,Ipswich,Missing Fixture,Finger Injury,2024-10-19,,147
2024-2025,20167,J. Donacien,Ipswich,Missing Fixture,Groin Injury,2024-10-19,,141
2024-2025,2752,M. Luongo,Ipswich,Missing Fixture,Ankle Injury,2024-10-19,,7
