match_id,date,home_team,away_team,home_score,away_score,status
12436471,1734885000,Tottenham Hotspur,Liverpool FC,3.0,6.0,Ended
12436481,1735216200,Manchester City,Everton,1.0,1.0,Ended
12436490,1732374000,Fulham,Wolverhampton,1.0,4.0,Ended
12436488,1732374000,Everton,Brentford,0.0,0.0,Ended
12436491,1732374000,Bournemouth,Brighton & Hove Albion,1.0,2.0,Ended
12436493,1732374000,Aston Villa,Crystal Palace,2.0,2.0,Ended
12436489,1732374000,Arsenal,Nottingham Forest,3.0,0.0,Ended
12436499,1732383000,Manchester City,Tottenham Hotspur,0.0,4.0,Ended
12436506,1732456800,Southampton,Liverpool FC,2.0,3.0,Ended
12436497,1732465800,Ipswich Town,Manchester United,1.0,1.0,Ended
12436496,1732564800,Newcastle United,West Ham United,0.0,2.0,Ended
12436501,1732910400,Brighton & Hove Albion,Southampton,1.0,1.0,Ended
12436503,1732978800,Nottingham Forest,Ipswich Town,1.0,0.0,Ended
12436922,1732978800,Wolverhampton,Bournemouth,2.0,4.0,Ended
12436500,1732978800,Brentford,Leicester City,4.0,1.0,Ended
12436502,1732978800,Crystal Palace,Newcastle United,1.0,1.0,Ended
12436914,1732987800,West Ham United,Arsenal,2.0,5.0,Ended
12436507,1733059800,Tottenham Hotspur,Fulham,1.0,1.0,Ended
12436498,1733059800,Chelsea,Aston Villa,3.0,0.0,Ended
12436505,1733059800,Manchester United,Everton,4.0,0.0,Ended
12436504,1733068800,Liverpool FC,Manchester City,2.0,0.0,Ended
12436961,1733254200,Ipswich Town,Crystal Palace,0.0,1.0,Ended
12436966,1733256900,Leicester City,West Ham United,3.0,1.0,Ended
12436947,1733340600,Everton,Wolverhampton,4.0,0.0,Ended
12436984,1733340600,Southampton,Chelsea,1.0,5.0,Ended
12436978,1733340600,Newcastle United,Liverpool FC,3.0,3.0,Ended
12436972,1733340600,Manchester City,Nottingham Forest,3.0,0.0,Ended
12436942,1733343300,Aston Villa,Brentford,3.0,1.0,Ended
12436935,1733343300,Arsenal,Manchester United,2.0,0.0,Ended
12436955,1733427000,Fulham,Brighton & Hove Albion,3.0,1.0,Ended
13015216,1733429700,Bournemouth,Tottenham Hotspur,1.0,0.0,Ended
12436452,1733574600,Everton,Liverpool FC,,,Postponed
12437043,1729951200,Brentford,Ipswich Town,4.0,3.0,Ended
12437044,1729951200,Brighton & Hove Albion,Wolverhampton,2.0,2.0,Ended
12437041,1729951200,Aston Villa,Bournemouth,1.0,1.0,Ended
12437049,1729951200,Manchester City,Southampton,1.0,0.0,Ended
12437047,1729960200,Everton,Fulham,1.0,1.0,Ended
12437046,1730037600,Crystal Palace,Tottenham Hotspur,1.0,0.0,Ended
12437045,1730037600,Chelsea,Newcastle United,2.0,1.0,Ended
12437050,1730037600,West Ham United,Manchester United,2.0,1.0,Ended
12437040,1730046600,Arsenal,Liverpool FC,2.0,2.0,Ended
12437056,1730550600,Newcastle United,Arsenal,1.0,0.0,Ended
12437058,1730559600,Southampton,Everton,1.0,0.0,Ended
12437053,1730559600,Ipswich Town,Leicester City,1.0,1.0,Ended
12437057,1730559600,Nottingham Forest,West Ham United,3.0,0.0,Ended
12437054,1730559600,Liverpool FC,Brighton & Hove Albion,2.0,1.0,Ended
12437051,1730559600,Bournemouth,Manchester City,2.0,1.0,Ended
12437060,1730568600,Wolverhampton,Crystal Palace,2.0,2.0,Ended
12437059,1730642400,Tottenham Hotspur,Aston Villa,4.0,1.0,Ended
12437055,1730651400,Manchester United,Chelsea,1.0,1.0,Ended
12437052,1730750400,Fulham,Brentford,2.0,1.0,Ended
12436876,1731164400,Brentford,Bournemouth,3.0,2.0,Ended
12436485,1731164400,Wolverhampton,Southampton,2.0,0.0,Ended
12436483,1731164400,Crystal Palace,Fulham,0.0,2.0,Ended
12436486,1731164400,West Ham United,Everton,0.0,0.0,Ended
12436882,1731173400,Brighton & Hove Albion,Manchester City,2.0,1.0,Ended
12436484,1731182400,Liverpool FC,Aston Villa,2.0,0.0,Ended
12436487,1731247200,Nottingham Forest,Newcastle United,1.0,3.0,Ended
12436492,1731247200,Tottenham Hotspur,Ipswich Town,1.0,2.0,Ended
12436494,1731247200,Manchester United,Leicester City,3.0,0.0,Ended
12436890,1731256200,Chelsea,Arsenal,1.0,1.0,Ended
12436495,1732365000,Leicester City,Chelsea,1.0,2.0,Ended
12437001,1727532000,Nottingham Forest,Fulham,0.0,1.0,Ended
12436992,1727532000,Everton,Crystal Palace,2.0,1.0,Ended
12436987,1727532000,Brentford,West Ham United,1.0,1.0,Ended
12436989,1727532000,Chelsea,Brighton & Hove Albion,4.0,2.0,Ended
12436985,1727532000,Arsenal,Leicester City,4.0,2.0,Ended
12437002,1727541000,Wolverhampton,Liverpool FC,1.0,2.0,Ended
12436993,1727614800,Ipswich Town,Aston Villa,2.0,2.0,Ended
12436995,1727623800,Manchester United,Tottenham Hotspur,0.0,3.0,Ended
