Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,Nation,Age,Min,SoTA,GA,Saves,Save%
e755dab4,https://fbref.com/en/matches/e755dab4/Bournemouth-Manchester-City-March-30-2025-FA-Cup,2025-03-30,FA Cup,Quarter-finals,Away,Bournemouth,W,2025-03-30_fa_cup_bournemouth,Manchester City,Ederson,br BRA,31-225,90,1,1,0,0.0
