accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,player,team,player id,team id,position_group
2,1,25.0,13,4,100.0,27,11,37,84.09,1,33.33,2,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,,,0,0,0.0,0,0,0,1,1,0,0,0,,1,50.0,0,0,0,7,0,1,0,1,66,0,,0,0,0,0,0.0,0,0,0,0,13,0,0,6.8,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,0,0.0,0,1,0,0.0,1,2,1,4,2,40.0,4,37,11,44,6.8,1,0,65,0,0,0,Miguel Gutiérrez,Real Madrid,908716,2829,Defenders
0,1,50.0,2,0,0.0,4,3,6,100.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,,0,0.0,0,0,0,0,0,1,0,0,9,0,,0,0,0,0,0.0,0,0,0,0,1,0,0,6.8,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,2,0,0.0,0,5,3,6,6.8,0,0,8,0,0,0,Aleksandar Kolarov,Inter,26097,2697,Defenders
0,0,0.0,2,0,0.0,7,9,16,72.73,1,100.0,0,1,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,,1,100.0,0,0,0,6,0,0,0,0,29,0,,0,0,0,0,0.0,0,0,0,0,6,0,0,6.8,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1,0,0,2,100.0,2,11,11,22,6.8,0,0,29,1,0,0,Teden Mengi,Manchester United,979233,35,Defenders
5,0,0.0,5,4,33.33,21,42,63,85.14,0,0.0,0,1,0,0,0,0,6,0,0,0,0,4,1,0,0,0,0,0,0,0,,,0,0,0.0,0,0,0,1,1,0,0,0,,2,100.0,0,0,0,11,0,0,0,1,90,0,,0,0,0,0,0.0,0,0,0,0,12,0,0,6.8,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,0,0.0,0,1,0,0.0,0,12,0,1,2,100.0,12,31,44,74,6.8,1,0,83,1,0,0,Fabian Lustenberger,BSC Young Boys,16214,2445,Defenders
1,0,0.0,2,3,50.0,4,25,29,90.63,1,100.0,0,1,0,0,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,,,0,0,0.0,0,0,0,5,4,1,0,0,,2,100.0,0,0,0,3,0,0,0,1,90,0,,0,0,0,0,0.0,0,0,0,0,3,0,0,6.8,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,100.0,0,1,0,0.0,0,2,1,0,3,100.0,6,4,28,32,6.8,0,0,41,0,0,0,Artem Shabanov,Dynamo Kyiv,114171,3305,Defenders
0,0,0.0,4,0,0.0,9,14,23,85.19,3,50.0,3,2,0,0,0,0,7,0,0,0,0,2,2,0,0,0,3,7,0,0,,,2,0,0.0,0,0,0,2,2,0,0,0,,11,73.33,0,0,0,4,3,0,0,1,91,0,,0,0,0,0,0.0,0,0,0,0,13,0,0,6.8,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,100.0,0,8,3,37.5,0,1,1,1,14,66.67,1,13,15,27,13.6,0,0,63,2,0,0,Fodé Ballo-Touré,Milan,788170,2692,Defenders
6,5,33.33,38,8,50.0,93,79,167,79.9,5,50.0,5,5,0,0,0,0,24,1,1,0,1,11,5,0,0,9,3,28,0,0,,,5,0,0.0,0,0,0,8,7,1,0,0,,32,58.18,0,0,0,42,3,6,0,5,450,4,,0,0,0,0,0.0,0,0,0,0,91,2,0,6.8,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,2,1,17,73.91,0,6,5,83.33,6,15,23,15,37,56.92,16,133,91,209,34.0,3,0,362,9,2,0,Theo Hernández,Milan,788027,2692,Defenders
8,0,0.0,75,13,23.64,111,88,199,65.03,24,61.54,15,8,0,0,0,0,40,0,0,2,1,18,8,0,0,1,14,52,0,0,,,14,0,0.0,0,0,0,14,13,1,0,0,,49,56.98,0,0,1,107,10,0,0,8,720,2,,0,0,0,0,0.0,0,0,0,0,159,6,0,6.79,0,0,0,0,0,0,0,0,0.0,0.0,0,8,1,5,2,8,47.06,0,37,24,64.86,0,30,17,12,73,58.4,55,198,120,306,54.3,9,0,544,4,1,0,Rasmus Kristensen,Red Bull Salzburg,921789,2046,Defenders
2,0,0.0,39,8,53.33,93,125,218,85.16,1,25.0,3,6,0,0,0,0,34,0,0,1,1,7,6,0,1,4,1,14,0,0,,,4,0,0.0,0,0,0,5,4,1,0,0,,22,66.67,0,0,0,38,11,1,0,5,419,0,,0,0,0,0,0.0,0,0,0,0,62,3,0,6.78,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,8,80.0,0,12,7,58.33,1,7,10,9,23,62.16,15,119,146,256,40.7,1,0,371,2,0,0,Aaron Wan-Bissaka,Manchester United,863653,35,Defenders
8,4,25.0,51,7,35.0,117,75,188,82.82,7,63.64,4,5,2,0,0,0,18,1,0,0,0,4,5,0,0,1,2,17,0,0,,,7,0,0.0,0,0,2,8,7,1,0,0,,11,45.83,0,0,0,39,9,4,0,5,398,1,,0,0,0,0,0.0,0,0,0,0,69,2,0,6.78,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,3,50.0,0,4,3,75.0,4,19,6,16,18,51.43,20,154,89,227,33.9,1,0,347,5,2,0,Luke Shaw,Manchester United,190839,35,Defenders
20,0,0.0,16,20,57.14,66,123,189,83.26,5,45.45,6,5,0,0,0,0,23,0,0,0,0,19,5,0,1,2,0,13,0,0,,,6,0,0.0,0,0,0,8,8,0,0,0,,4,36.36,0,0,0,38,13,1,0,5,413,0,,0,0,0,0,0.0,0,0,0,0,42,0,0,6.78,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,100.0,0,2,2,100.0,1,31,2,0,9,40.91,35,83,144,227,33.9,0,0,283,0,1,0,Anel Ahmedhodžić,Malmö FF,825899,1892,Defenders
6,0,0.0,18,7,46.67,59,115,174,83.65,13,68.42,6,5,0,0,0,0,40,0,0,0,1,18,5,0,0,2,5,26,0,0,,,11,0,0.0,0,0,0,5,4,1,0,0,,10,33.33,0,0,0,34,15,1,0,5,430,0,,0,0,0,1,0.0,0,0,0,0,42,1,0,6.78,1,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,1,33.33,0,8,6,75.0,1,9,3,0,23,46.94,15,78,130,208,33.9,1,0,281,1,2,1,Josuha Guilavogui,VfL Wolfsburg,45686,2524,Defenders
5,1,6.67,57,6,35.29,95,107,201,73.36,13,68.42,6,6,1,0,0,0,50,0,0,0,1,9,6,0,0,4,7,27,0,0,,,6,0,0.0,0,0,1,11,9,2,0,0,,25,54.35,0,0,0,73,11,3,0,6,484,1,,0,0,0,0,0.0,0,0,0,0,110,2,0,6.77,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,11,73.33,0,13,8,61.54,3,17,15,15,38,58.46,17,162,127,274,40.6,1,0,425,1,1,0,Thomas Meunier,Borussia Dortmund,128587,2673,Defenders
2,0,0.0,43,2,28.57,77,74,151,82.07,9,81.82,2,5,0,0,0,0,21,0,0,0,0,11,5,0,0,1,3,9,0,0,,,1,0,0.0,0,0,0,9,8,1,0,0,,15,68.18,0,0,0,33,5,3,0,4,356,2,,0,0,0,0,0.0,0,0,0,0,48,0,0,6.76,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,3,0,5,71.43,0,6,3,50.0,3,4,7,4,24,72.73,7,104,84,184,33.8,3,0,285,4,0,0,Ismaily,Shakhtar Donetsk,78352,3313,Defenders
13,0,0.0,13,20,50.0,36,160,196,85.22,2,66.67,1,5,0,0,0,0,25,0,0,0,1,31,5,0,0,0,8,13,0,0,,,4,0,0.0,0,0,0,6,6,0,0,0,,8,40.0,0,0,0,34,6,0,0,5,450,0,,0,0,0,0,0.0,0,0,0,0,37,1,0,6.76,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,0,0.0,0,8,5,62.5,0,26,0,0,10,43.48,40,51,179,230,33.8,1,0,288,0,0,0,Oleksandr Syrota,Dynamo Kyiv,976367,3305,Defenders
2,0,0.0,7,7,43.75,34,160,194,91.51,8,50.0,8,5,0,0,0,0,17,0,1,2,1,17,5,0,0,0,3,16,0,0,,,7,0,0.0,0,0,0,7,7,0,0,0,,3,27.27,0,0,0,18,4,0,0,5,444,0,,0,0,0,0,0.0,0,0,0,0,19,0,0,6.76,1,0,0,0,0,0,0,0,0.0,0.0,0,5,0,2,1,0,0.0,0,2,0,0.0,0,3,0,0,11,40.74,16,41,171,212,33.8,5,0,250,1,0,1,Dmitry Chistyakov,Zenit St. Petersburg,798386,2321,Defenders
17,1,8.33,54,8,36.36,87,63,149,70.95,11,64.71,6,6,1,0,0,0,37,0,0,1,1,9,6,0,0,5,7,28,0,0,,,9,0,20.0,0,1,2,14,13,1,1,0,,24,52.17,0,0,0,61,8,4,0,6,484,0,,1,0,0,0,0.0,0,0,0,0,91,1,0,6.75,0,1,0,0,0,0,0,0,484.0,0.0,0,2,3,2,2,2,50.0,0,15,5,33.33,4,28,4,12,35,55.56,22,126,96,210,40.5,5,0,347,8,0,0,Nordi Mukiele,RB Leipzig,780014,36360,Defenders
0,0,0.0,6,0,0.0,8,9,17,100.0,0,0.0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,,,0,0,0.0,0,0,1,0,0,0,0,0,,0,0.0,0,0,0,0,0,1,0,0,21,0,,0,0,0,0,0.0,0,0,0,0,0,0,0,6.75,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0.0,0,8,9,17,13.5,0,0,18,0,0,0,Josip Stanišić,FC Bayern München,927407,2672,Defenders
1,3,100.0,32,1,20.0,62,50,109,86.51,0,0.0,1,4,1,0,0,0,13,1,0,0,1,0,4,0,0,2,1,6,1,0,,,2,0,0.0,0,0,1,4,2,2,0,0,,10,66.67,0,0,0,17,2,5,0,3,195,0,,0,0,0,0,0.0,0,0,0,0,26,3,0,6.75,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,100.0,0,7,4,57.14,5,3,3,3,10,62.5,5,73,56,126,27.0,0,1,169,0,0,0,Nico Schulz,Borussia Dortmund,97925,2673,Defenders
12,0,0.0,61,11,61.11,100,47,147,77.37,2,50.0,2,6,1,0,0,0,32,1,0,1,0,0,6,0,0,3,20,39,0,0,,,11,0,0.0,0,0,1,11,11,0,0,0,,25,40.32,0,0,0,43,7,5,0,6,405,0,,0,0,0,0,0.0,0,0,0,0,58,3,0,6.75,0,0,0,0,0,0,0,0,0.0,0.0,0,5,0,1,3,7,70.0,0,13,7,53.85,5,19,10,3,27,40.91,18,142,51,190,40.5,5,0,270,5,0,0,Konrad Laimer,RB Leipzig,355492,36360,Defenders
2,0,0.0,11,2,66.67,32,36,68,91.89,4,66.67,2,2,0,0,0,0,9,0,0,0,0,6,2,0,0,0,3,5,0,0,,,0,0,0.0,0,0,0,3,2,1,0,0,,6,66.67,0,0,0,6,1,0,0,1,100,0,,0,0,0,0,0.0,0,0,0,0,8,0,0,6.75,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,100.0,0,4,2,50.0,0,3,1,0,10,66.67,3,35,39,74,13.5,0,0,96,1,0,0,Malang Sarr,Chelsea,826203,38,Defenders
6,1,9.09,55,7,46.67,114,103,216,85.38,3,75.0,1,8,0,0,0,0,27,2,0,0,2,12,8,0,0,8,8,30,0,1,,,5,0,0.0,0,0,0,8,8,0,0,0,,37,56.06,0,0,0,37,4,3,0,7,582,2,,0,0,0,0,0.0,0,0,0,0,87,1,0,6.75,0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,0,2,12,60.0,0,16,7,43.75,3,13,20,11,40,57.14,15,143,121,253,54.0,2,0,436,10,1,0,Nuno Mendes,Paris Saint-Germain,989768,1644,Defenders
16,2,16.67,67,15,50.0,146,244,388,89.2,7,46.67,8,8,0,0,0,0,45,0,0,0,3,14,8,0,0,2,6,30,0,0,,,11,0,0.0,0,0,0,6,4,2,0,0,,17,43.59,0,0,0,47,6,1,0,7,666,0,,0,0,0,0,0.0,0,0,0,0,69,2,0,6.75,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,2,40.0,0,7,5,71.43,1,30,5,12,24,44.44,30,185,262,435,54.0,1,0,535,8,2,0,Alessandro Bastoni,Inter,826188,2697,Defenders
7,1,20.0,24,8,57.14,47,60,106,79.1,1,20.0,4,5,0,0,0,0,16,0,0,0,1,8,5,0,0,1,2,10,0,0,,,3,0,0.0,0,0,0,7,6,1,0,0,,10,62.5,0,0,0,28,5,2,0,4,366,0,,0,0,0,0,0.0,0,0,0,0,42,0,0,6.74,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,8,5,62.5,2,13,0,5,11,52.38,14,65,74,134,33.7,0,0,206,2,0,0,Tomasz Kędziora,Dynamo Kyiv,138595,3305,Defenders
10,0,0.0,13,8,29.63,44,179,223,83.83,9,52.94,8,6,0,0,0,0,24,0,0,0,1,18,5,0,0,0,2,12,0,1,,,0,0,0.0,0,0,0,8,8,0,0,0,,12,75.0,0,0,0,43,13,1,0,5,450,0,,0,0,0,0,0.0,0,0,0,0,53,1,0,6.74,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,4,66.67,0,7,3,42.86,1,28,6,1,21,63.64,27,67,200,266,33.7,1,0,333,1,2,0,Zouhair Feddal,Sporting CP,220131,3001,Defenders
1,1,33.33,24,1,33.33,42,12,53,86.89,1,25.0,3,3,0,0,0,0,7,0,0,1,0,1,3,0,0,0,0,3,0,0,,,1,0,0.0,0,0,0,0,0,0,0,0,,2,100.0,0,0,0,8,2,0,0,0,93,0,,0,0,0,0,0.0,0,0,0,0,16,4,0,6.73,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,1,0,0,0.0,0,2,1,50.0,0,3,0,3,3,50.0,3,52,12,61,20.2,2,0,86,0,0,0,Marcelo,Real Madrid,17787,2829,Defenders
7,0,0.0,2,5,71.43,4,31,35,83.33,0,0.0,0,3,0,0,0,0,7,0,0,0,0,4,3,0,0,0,1,1,0,0,,,0,0,0.0,0,0,0,6,6,0,0,0,,5,83.33,0,0,0,7,4,0,0,1,131,0,,0,0,0,0,0.0,0,0,0,0,8,0,0,6.73,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,5,2,40.0,0,8,0,0,5,83.33,7,7,35,42,20.2,0,0,65,0,0,0,Brandon Mechele,Club Brugge KV,248331,2888,Defenders
3,0,0.0,19,6,22.22,116,186,302,86.53,19,61.29,12,7,0,0,0,0,29,1,0,1,2,22,7,0,0,1,2,16,0,0,,,3,0,0.0,0,0,0,10,10,0,0,0,,13,76.47,0,0,0,47,9,1,0,7,627,0,,0,0,0,1,0.0,0,0,0,0,53,0,0,6.73,0,0,0,0,0,0,0,0,0.0,0.0,0,2,0,1,0,4,100.0,0,7,5,71.43,1,11,4,1,32,66.67,27,142,208,349,47.1,2,0,422,2,2,0,Matthijs de Ligt,Juventus,803031,2687,Defenders
4,0,0.0,9,7,35.0,29,90,119,86.23,3,50.0,3,6,0,0,0,0,13,0,0,0,1,33,6,0,0,0,2,6,0,0,,,1,0,0.0,0,0,0,11,8,3,0,0,,5,62.5,0,0,0,19,12,0,0,6,540,0,,0,0,0,0,0.0,0,0,0,0,20,0,0,6.72,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,1,100.0,0,3,2,66.67,0,11,1,0,8,57.14,20,39,99,138,40.3,1,0,213,1,1,0,Danilo Arboleda,Sheriff Tiraspol,819093,5173,Defenders
12,1,16.67,30,13,56.52,62,129,190,81.55,3,27.27,8,8,0,0,0,0,31,0,0,1,1,8,8,0,0,2,5,21,0,0,,,6,0,0.0,0,0,0,13,12,1,0,0,,25,65.79,0,0,0,43,10,0,0,7,611,0,,0,0,0,0,0.0,0,0,0,0,62,4,0,6.71,0,0,0,0,0,0,0,0,0.0,0.0,0,1,3,3,0,8,88.89,0,9,6,66.67,0,24,9,6,28,57.14,23,96,143,233,53.7,4,0,358,8,0,0,Matheus Reis,Sporting CP,797648,3001,Defenders
5,5,27.78,34,5,55.56,58,61,114,76.51,6,33.33,12,10,2,0,0,0,21,1,0,1,1,10,10,0,0,6,7,43,0,1,,,14,0,25.0,0,1,3,3,3,0,1,0,,21,40.38,1,0,0,35,7,8,0,4,486,5,,0,0,0,0,0.0,0,0,0,0,74,1,0,6.71,0,0,0,0,0,0,0,0,486.0,0.0,0,4,0,1,2,6,60.0,0,9,5,55.56,8,8,10,18,27,38.57,9,96,71,149,67.1,4,0,271,6,0,0,Renan Lodi,Atlético Madrid,851150,2836,Defenders
8,0,0.0,24,10,62.5,52,48,100,67.11,1,25.0,3,6,0,0,0,0,29,0,0,1,0,8,6,0,0,2,4,19,0,0,,,3,0,50.0,0,1,1,7,6,1,1,0,,15,48.39,0,0,0,49,2,3,0,5,413,0,,0,0,0,0,0.0,0,0,0,0,80,3,0,6.7,0,1,0,0,0,0,0,0,413.0,0.0,0,1,1,0,1,4,36.36,0,10,6,60.0,3,17,11,8,16,45.71,16,86,71,149,40.2,2,0,235,1,0,0,Ridle Baku,VfL Wolfsburg,856553,2524,Defenders
2,0,0.0,2,2,33.33,18,73,91,90.1,1,50.0,1,2,0,0,0,0,14,0,0,0,0,4,2,0,0,0,0,4,0,0,,,4,0,0.0,0,0,0,6,5,1,0,0,,8,72.73,0,0,0,10,4,0,0,2,180,1,,0,0,0,1,0.0,0,0,0,0,11,0,0,6.7,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,100.0,0,3,1,33.33,0,4,1,0,9,69.23,6,26,75,101,13.4,0,0,127,4,1,0,Domagoj Vida,Beşiktaş JK,51225,3050,Defenders
0,1,12.5,9,0,0.0,20,20,39,73.58,2,40.0,3,3,0,0,0,0,3,0,0,0,0,2,2,0,0,1,0,6,0,0,,,2,0,0.0,0,0,0,1,1,0,0,0,,4,57.14,0,0,0,14,3,2,0,1,79,0,,0,0,0,0,0.0,0,0,0,0,25,0,0,6.7,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0,0.0,2,5,0,8,6,50.0,3,35,26,53,13.4,0,0,87,3,1,0,Ludwig Augustinsson,Sevilla,138546,2833,Defenders
10,6,28.57,60,15,50.0,98,113,205,84.36,2,50.0,2,4,0,0,0,0,27,0,0,0,1,4,4,0,0,1,0,14,0,0,,,3,0,0.0,0,0,0,4,4,0,0,0,,6,33.33,0,0,0,38,4,4,0,4,332,0,,0,0,0,1,0.0,0,0,0,0,67,2,0,6.7,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,1,11.11,0,1,1,100.0,4,21,9,21,8,36.36,30,137,127,243,26.8,1,0,326,4,1,0,Jesús Navas,Sevilla,11869,2833,Defenders
7,1,33.33,15,10,43.48,48,109,156,83.87,10,66.67,5,5,0,0,0,0,23,0,0,0,0,9,5,0,0,2,2,12,0,0,,,1,0,0.0,0,0,0,9,7,2,0,0,,20,74.07,0,0,0,30,4,0,0,4,367,2,,0,0,0,0,0.0,0,0,0,0,41,1,0,6.7,0,0,0,0,0,0,0,0,0.0,0.0,0,2,1,3,0,6,75.0,0,9,8,88.89,0,14,8,3,30,71.43,23,66,123,186,33.5,3,0,265,5,1,0,Ronald Araújo,FC Barcelona,925097,2817,Defenders
5,0,0.0,18,3,42.86,75,106,181,85.78,11,78.57,3,7,0,0,0,0,12,0,0,0,0,6,7,0,0,2,0,6,0,0,,,1,0,0.0,0,0,0,6,6,0,0,0,,6,66.67,0,0,0,30,7,2,0,2,260,0,,0,0,0,0,0.0,0,0,0,0,39,0,0,6.69,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,2,100.0,0,4,1,25.0,2,7,2,1,17,73.91,7,97,115,211,46.8,1,0,260,0,0,0,Joe Gomez,Liverpool FC,318927,44,Defenders
14,0,0.0,12,8,36.36,43,101,144,85.71,1,25.0,3,4,0,0,0,0,20,0,0,0,0,17,4,0,0,2,4,14,0,0,,,4,0,100.0,0,1,1,12,11,1,1,0,,10,47.62,1,0,0,24,8,0,0,4,306,0,,0,0,0,0,0.0,0,0,0,0,28,0,0,6.68,0,0,0,0,0,0,0,0,306.0,0.0,0,1,0,0,1,0,0.0,0,7,4,57.14,0,23,1,0,11,44.0,22,59,109,168,26.7,1,0,228,3,2,0,Javi Montero,Beşiktaş JK,927376,3050,Defenders
11,0,0.0,15,8,44.44,57,110,167,85.64,3,50.0,3,4,0,0,0,0,20,0,0,0,0,8,4,0,0,0,1,8,0,0,,,3,0,0.0,0,0,0,13,12,1,0,0,,15,75.0,0,0,0,28,6,2,0,4,315,1,,0,0,0,0,0.0,0,0,0,0,31,0,0,6.68,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,50.0,0,11,6,54.55,2,17,2,0,18,69.23,18,76,119,195,26.7,0,0,238,3,1,0,Willi Orbán,RB Leipzig,136924,36360,Defenders
4,0,0.0,31,5,83.33,77,121,198,94.29,7,63.64,4,4,0,0,0,0,19,0,0,0,0,2,4,0,0,1,1,12,0,0,,,6,0,0.0,0,0,0,4,4,0,0,0,,8,50.0,0,0,0,12,4,0,0,2,211,0,,0,0,0,0,0.0,0,0,0,0,14,2,0,6.68,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,100.0,0,5,2,40.0,0,7,1,0,15,55.56,6,82,128,210,26.7,0,0,229,2,1,0,Tanguy Nianzou,FC Bayern München,1003007,2672,Defenders
16,3,12.0,29,13,40.63,57,76,130,67.71,1,33.33,2,7,0,0,0,0,35,1,0,3,0,6,7,0,0,2,13,38,0,0,,,6,0,12.5,0,1,1,12,11,1,1,0,,30,45.45,1,0,1,62,11,4,0,7,529,0,,0,0,0,0,0.0,0,0,0,0,118,1,0,6.67,0,0,0,0,0,0,0,0,529.0,0.0,0,6,2,2,3,6,28.57,0,12,5,41.67,4,31,21,25,31,44.93,32,116,101,192,46.7,8,0,356,12,2,0,Pedro Porro,Sporting CP,913654,3001,Defenders
6,5,25.0,54,6,31.58,97,52,144,77.01,3,37.5,5,10,1,0,0,0,26,3,2,0,0,7,10,0,0,4,4,29,0,0,,,5,0,0.0,0,0,1,5,5,0,0,0,,18,42.86,0,0,1,43,4,5,0,4,447,0,,0,0,0,0,0.0,0,0,0,0,87,2,0,6.67,0,0,0,0,0,0,0,0,0.0,0.0,0,6,0,5,1,6,33.33,0,9,3,33.33,5,14,18,20,21,42.0,19,141,66,187,66.7,6,0,323,3,1,0,Alfonso Pedraza,Villarreal,797290,2819,Defenders
9,5,26.32,46,11,45.83,77,77,149,71.63,1,20.0,4,6,1,0,0,0,30,1,0,1,0,7,6,0,0,5,6,26,0,0,,,10,0,50.0,0,1,2,8,7,1,0,1,,11,33.33,0,0,0,59,5,6,1,4,387,0,,0,1,0,0,0.0,0,0,0,0,87,1,0,6.67,0,0,0,0,0,0,0,0,387.0,0.0,0,1,1,0,1,1,25.0,0,9,5,55.56,5,23,4,19,12,31.58,24,131,96,208,40.0,2,0,321,1,1,0,Silvan Hefti,BSC Young Boys,814214,2445,Defenders
5,0,0.0,8,5,71.43,33,47,80,88.89,2,28.57,5,3,0,0,0,0,13,0,0,0,0,3,3,0,0,2,1,8,0,0,,,1,0,0.0,0,0,0,2,2,0,0,0,,4,57.14,0,0,0,10,4,0,0,2,191,0,,0,0,0,0,0.0,0,0,0,0,14,0,0,6.67,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,100.0,0,2,2,100.0,0,7,1,0,6,42.86,7,39,51,90,20.0,0,0,112,1,1,0,Niklas Moisander,Malmö FF,32414,1892,Defenders
5,1,16.67,5,4,40.0,14,38,51,62.96,12,52.17,11,5,0,0,0,0,15,0,1,0,0,13,5,0,0,0,4,28,0,0,,,12,0,0.0,0,0,0,4,4,0,0,0,,13,43.33,0,0,1,30,8,0,0,3,304,0,,0,0,0,0,0.0,0,0,0,0,47,0,0,6.66,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,0,0.0,0,11,8,72.73,0,8,2,6,25,47.17,10,43,44,81,33.3,1,0,164,2,1,0,Šime Vrsaljko,Atlético Madrid,70630,2836,Defenders
8,0,0.0,45,16,64.0,183,240,423,94.84,9,42.86,12,5,0,0,0,0,18,0,0,0,1,11,5,0,0,0,1,18,1,0,,,6,0,0.0,0,0,0,11,10,1,0,0,,3,33.33,0,0,0,23,2,0,0,5,450,0,,0,0,0,0,0.0,0,0,0,0,25,0,0,6.66,0,0,0,0,0,0,0,0,0.0,0.0,0,3,0,3,0,1,100.0,0,2,1,50.0,0,16,1,0,12,40.0,25,200,246,446,33.3,3,0,486,0,0,0,Marlon,Shakhtar Donetsk,331853,3313,Defenders
1,0,0.0,11,1,33.33,21,21,42,91.3,0,0.0,1,2,0,0,0,0,9,0,0,0,0,1,2,0,0,0,0,1,0,0,,,0,0,0.0,0,0,0,1,1,0,0,0,,1,100.0,0,0,0,4,1,1,0,1,82,0,,0,0,0,0,0.0,0,0,0,0,9,1,0,6.65,0,0,0,0,0,0,0,0,0.0,0.0,1,0,1,1,0,0,0.0,0,0,0,0.0,1,1,0,4,1,50.0,3,27,23,46,13.3,1,0,65,1,0,0,Viktor Korniienko,Shakhtar Donetsk,904853,3313,Defenders
