season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2023-2024,1445,K. Mavropanos,West Ham,Missing Fixture,Lower Back Injury,2023-09-01,,0
2023-2024,1243,T. Soucek,West Ham,Missing Fixture,Head Injury,2023-09-01,,0
2023-2024,2869,E. Alvarez,West Ham,Missing Fixture,Red Card,2023-09-21,,203
2023-2024,18813,A. Cresswell,West Ham,Missing Fixture,Thigh Injury,2023-09-24,,14
2023-2024,18813,A. Cresswell,West Ham,Missing Fixture,Thigh Injury,2023-10-08,,14
2023-2024,18823,B. Johnson,West Ham,Missing Fixture,Groin Injury,2023-10-08,,0
2023-2024,2284,Emerson,West Ham,Missing Fixture,Yellow Cards,2023-10-29,,172
2023-2024,2869,E. Alvarez,West Ham,Missing Fixture,Yellow Cards,2023-11-04,,203
2023-2024,18819,M. Antonio,West Ham,Missing Fixture,Knee Injury,2023-11-25,,77
2023-2024,18819,M. Antonio,West Ham,Missing Fixture,Knee Injury,2023-11-30,,77
2023-2024,18819,M. Antonio,West Ham,Missing Fixture,Knee Injury,2023-12-03,,77
2023-2024,18819,M. Antonio,West Ham,Missing Fixture,Knee Injury,2023-12-07,,77
2023-2024,18819,M. Antonio,West Ham,Missing Fixture,Knee Injury,2023-12-10,,77
2023-2024,18819,M. Antonio,West Ham,Missing Fixture,Knee Injury,2023-12-14,,77
2023-2024,18819,M. Antonio,West Ham,Missing Fixture,Knee Injury,2023-12-17,,77
2023-2024,18819,M. Antonio,West Ham,Missing Fixture,Knee Injury,2023-12-23,,77
2023-2024,18819,M. Antonio,West Ham,Missing Fixture,Knee Injury,2023-12-28,,77
2023-2024,1646,L. Paqueta,West Ham,Missing Fixture,Knee Injury,2024-01-02,,106
2023-2024,18819,M. Antonio,West Ham,Missing Fixture,Knee Injury,2024-01-02,,77
2023-2024,1231,V. Coufal,West Ham,Missing Fixture,Illness,2024-01-02,,30
2023-2024,1646,L. Paqueta,West Ham,Missing Fixture,Calf Injury,2024-01-21,,106
2023-2024,18819,M. Antonio,West Ham,Missing Fixture,Knee Injury,2024-01-21,,77
2023-2024,15911,M. Kudus,West Ham,Missing Fixture,National selection,2024-01-21,,0
2023-2024,21694,N. Aguerd,West Ham,Missing Fixture,National selection,2024-01-21,,104
2023-2024,1646,L. Paqueta,West Ham,Missing Fixture,Calf Injury,2024-02-01,,106
2023-2024,18819,M. Antonio,West Ham,Missing Fixture,Knee Injury,2024-02-01,,77
2023-2024,1231,V. Coufal,West Ham,Missing Fixture,Red Card,2024-02-01,,30
2023-2024,1646,L. Paqueta,West Ham,Missing Fixture,Calf Injury,2024-02-04,,106
2023-2024,18819,M. Antonio,West Ham,Missing Fixture,Knee Injury,2024-02-04,,77
2023-2024,18819,M. Antonio,West Ham,Missing Fixture,Knee Injury,2024-02-11,,77
2023-2024,19130,K. Phillips,West Ham,Missing Fixture,Red Card,2024-02-26,,82
2023-2024,665,M. Cornet,West Ham,Missing Fixture,Thigh Injury,2024-03-02,,14
2023-2024,665,M. Cornet,West Ham,Missing Fixture,Thigh Injury,2024-03-07,,14
2023-2024,665,M. Cornet,West Ham,Missing Fixture,Thigh Injury,2024-03-10,,14
2023-2024,665,M. Cornet,West Ham,Missing Fixture,Thigh Injury,2024-03-14,,14
2023-2024,665,M. Cornet,West Ham,Missing Fixture,Thigh Injury,2024-03-17,,14
2023-2024,253,A. Areola,West Ham,Missing Fixture,Injury,2024-04-02,,11
2023-2024,2869,E. Alvarez,West Ham,Missing Fixture,Yellow Cards,2024-04-02,,203
2023-2024,253,A. Areola,West Ham,Missing Fixture,Injury,2024-04-06,,11
2023-2024,253,A. Areola,West Ham,Missing Fixture,Groin Injury,2024-04-11,,11
2023-2024,2869,E. Alvarez,West Ham,Missing Fixture,Yellow Cards,2024-04-11,,203
2023-2024,19428,J. Bowen,West Ham,Missing Fixture,Hip Injury,2024-04-11,,9
2023-2024,19130,K. Phillips,West Ham,Missing Fixture,Thigh Injury,2024-04-11,,82
2023-2024,253,A. Areola,West Ham,Missing Fixture,Groin Injury,2024-04-14,,11
2023-2024,19428,J. Bowen,West Ham,Missing Fixture,Hip Injury,2024-04-14,,9
2023-2024,19130,K. Phillips,West Ham,Missing Fixture,Thigh Injury,2024-04-14,,82
2023-2024,2284,Emerson,West Ham,Missing Fixture,Yellow Cards,2024-04-18,,172
2023-2024,291363,G. Earthy,West Ham,Missing Fixture,Concussion,2024-04-18,,8
2023-2024,1646,L. Paqueta,West Ham,Missing Fixture,Yellow Cards,2024-04-18,,106
2023-2024,291363,G. Earthy,West Ham,Missing Fixture,Concussion,2024-04-21,,8
2023-2024,19428,J. Bowen,West Ham,Missing Fixture,Injury,2024-04-21,,9
2023-2024,291363,G. Earthy,West Ham,Missing Fixture,Concussion,2024-04-27,,8
2023-2024,21694,N. Aguerd,West Ham,Missing Fixture,Ankle Injury,2024-04-27,,104
2023-2024,19130,K. Phillips,West Ham,Missing Fixture,Injury,2024-05-05,,82
2023-2024,21694,N. Aguerd,West Ham,Missing Fixture,Ankle Injury,2024-05-05,,104
2023-2024,19130,K. Phillips,West Ham,Missing Fixture,Injury,2024-05-11,,82
2023-2024,19130,K. Phillips,West Ham,Missing Fixture,Injury,2024-05-19,,82
