team,appearances,minutesPlayed,tackles,interceptions,clearances,aerialDuelsWon,groundDuelsWon,blockedShots,errorLeadToGoal,rating
Manchester United,4,53,0,1,1,0,2,0,0,6.73
Galatasaray,6,427,7,6,9,6,16,0,0,6.73
RC Lens,6,495,9,5,7,4,19,1,0,6.73
Manchester United,4,233,7,5,2,1,18,0,0,6.73
Borussia Dortmund,8,357,8,5,6,6,15,3,0,6.73
FK Crvena zvezda,5,376,7,7,6,3,10,3,0,6.72
1. FC Union Berlin,5,238,10,4,3,3,11,1,0,6.72
Inter,6,202,2,1,3,0,7,0,0,6.72
Benfica,6,505,7,3,0,4,22,2,0,6.72
Sevilla,6,540,12,4,17,8,14,0,0,6.72
FC Porto,6,233,4,2,4,6,11,0,0,6.72
Lazio,7,263,7,1,2,1,10,2,0,6.71
Celtic,5,268,5,3,1,1,13,1,0,6.7
Royal Antwerp FC,5,358,5,0,1,0,11,1,0,6.7
Royal Antwerp FC,5,387,9,5,1,1,17,0,0,6.7
Borussia Dortmund,7,208,2,1,2,0,13,3,0,6.7
FC København,8,557,16,2,2,9,37,5,0,6.7
FC København,1,58,2,3,1,0,2,0,0,6.7
FC Barcelona,2,22,0,1,1,0,1,0,0,6.7
Manchester United,2,61,2,0,0,1,7,0,0,6.7
Feyenoord,2,35,0,1,0,0,1,0,0,6.7
Sevilla,4,215,5,3,2,5,8,0,0,6.7
FC København,7,481,7,4,10,11,12,2,0,6.7
Manchester United,3,108,3,1,0,1,8,0,0,6.7
FC København,6,45,3,0,1,0,5,0,0,6.7
FK Crvena zvezda,5,173,6,1,2,4,12,0,0,6.7
Manchester United,5,327,8,3,3,2,13,0,0,6.7
1. FC Union Berlin,3,124,4,1,3,0,4,0,0,6.7
Feyenoord,1,35,1,1,0,0,2,0,0,6.7
Lazio,5,156,2,1,1,0,5,0,0,6.7
RB Leipzig,7,168,1,3,0,1,12,1,0,6.69
RC Lens,5,224,0,0,2,3,0,1,1,6.68
1. FC Union Berlin,5,416,6,2,8,1,11,2,0,6.68
BSC Young Boys,6,164,3,1,1,2,11,3,0,6.68
Sevilla,4,247,2,1,0,0,11,1,0,6.68
Red Bull Salzburg,3,206,2,1,2,0,3,1,0,6.67
Royal Antwerp FC,3,263,8,2,3,0,17,0,0,6.67
Galatasaray,4,90,3,0,1,2,6,1,0,6.67
Lazio,3,136,5,3,0,0,6,0,0,6.67
Inter,5,322,3,0,0,4,7,2,0,6.66
Benfica,5,265,6,0,2,1,15,1,0,6.66
FK Crvena zvezda,4,299,5,2,10,6,9,0,0,6.65
RC Lens,2,99,4,0,1,0,5,0,0,6.65
Sevilla,2,82,1,0,0,0,4,1,0,6.65
Milan,5,352,6,2,2,1,14,1,0,6.64
Sporting Braga,3,31,3,0,0,0,3,0,0,6.63
Sevilla,6,373,5,1,3,5,13,0,0,6.63
RB Leipzig,4,277,9,5,4,1,10,0,0,6.63
1. FC Union Berlin,5,233,5,0,0,5,7,0,0,6.62
RB Leipzig,6,117,3,3,2,6,8,2,0,6.62
Celtic,6,310,2,5,2,5,18,0,0,6.62
FC Barcelona,7,348,7,1,1,4,14,0,2,6.61
Sevilla,6,320,15,2,4,5,24,0,0,6.6
Galatasaray,6,121,2,2,0,2,5,0,0,6.6
Shakhtar Donetsk,1,25,0,0,0,0,1,0,0,6.6
Milan,1,13,0,0,0,0,1,0,0,6.6
BSC Young Boys,1,20,1,0,0,0,1,0,0,6.6
Borussia Dortmund,2,20,1,0,1,1,2,0,0,6.6
SSC Napoli,2,100,0,2,0,2,1,0,0,6.6
Sevilla,3,186,7,2,0,1,8,0,0,6.6
Sporting Braga,2,55,0,0,0,0,1,1,0,6.6
SSC Napoli,4,69,6,0,0,0,10,0,0,6.6
1. FC Union Berlin,4,293,6,2,2,3,6,0,0,6.6
BSC Young Boys,3,57,1,1,1,1,2,0,0,6.6
Benfica,5,58,1,0,1,0,2,1,0,6.6
SSC Napoli,1,21,0,0,0,1,1,1,0,6.6
Arsenal,2,63,0,0,0,1,0,0,0,6.6
Red Bull Salzburg,4,78,3,0,0,0,4,1,0,6.58
Celtic,3,61,3,0,2,0,4,0,0,6.57
RC Lens,6,373,8,7,6,0,16,0,0,6.57
Feyenoord,5,204,3,1,1,0,6,2,0,6.56
SSC Napoli,6,164,7,2,2,1,13,0,0,6.56
Newcastle United,2,43,2,2,0,0,5,0,0,6.55
PSV Eindhoven,5,185,2,0,1,2,4,0,0,6.54
1. FC Union Berlin,5,358,5,1,5,8,12,1,0,6.54
FC Porto,3,47,2,0,1,6,2,0,0,6.53
RC Lens,3,113,2,2,0,0,5,0,0,6.53
Feyenoord,4,65,0,0,1,1,1,1,0,6.53
Shakhtar Donetsk,4,217,5,0,2,2,12,0,0,6.53
Arsenal,1,10,0,0,0,0,0,0,0,6.5
FK Crvena zvezda,1,8,1,0,0,0,2,0,0,6.5
FK Crvena zvezda,1,12,1,0,0,0,1,0,0,6.5
Red Bull Salzburg,1,8,0,0,1,0,1,0,0,6.5
Sevilla,2,81,5,0,0,1,7,0,0,6.5
Sevilla,3,108,1,0,0,0,3,0,0,6.5
Celtic,3,93,2,0,0,1,2,0,0,6.5
Real Sociedad,1,13,0,0,1,0,0,0,0,6.5
Real Sociedad,1,10,0,0,0,0,0,1,0,6.5
FK Crvena zvezda,6,488,14,6,7,3,16,1,0,6.5
Sporting Braga,1,8,0,1,0,1,1,1,0,6.5
Shakhtar Donetsk,5,391,7,1,2,3,14,1,0,6.48
Paris Saint-Germain,8,392,8,8,4,3,18,2,0,6.48
Benfica,2,31,0,0,0,0,1,0,0,6.45
1. FC Union Berlin,6,134,1,3,1,2,3,1,0,6.45
RC Lens,3,135,5,1,4,0,7,0,0,6.43
Newcastle United,3,162,1,2,2,1,1,2,0,6.43
Shakhtar Donetsk,1,90,1,3,2,0,1,0,0,6.4
Arsenal,1,62,0,0,2,0,0,0,0,6.4
Paris Saint-Germain,2,11,0,0,0,0,0,0,0,6.4
Galatasaray,2,61,2,0,0,2,3,0,0,6.4
Shakhtar Donetsk,2,12,0,0,0,0,0,0,0,6.4
Newcastle United,2,100,2,0,0,0,2,1,0,6.4
1. FC Union Berlin,1,13,0,0,1,0,0,0,0,6.3
Celtic,2,39,1,0,1,0,3,0,0,6.3
FC København,1,69,1,0,2,1,1,0,0,6.3
FC København,5,108,0,1,0,4,0,0,0,6.25
Manchester City,1,14,0,0,0,0,0,0,0,6.2
Inter,4,89,1,0,0,0,1,0,0,6.2
SSC Napoli,1,11,0,0,1,0,1,1,0,6.2
Benfica,3,111,3,3,1,0,3,0,1,6.1
Royal Antwerp FC,4,277,0,1,3,2,3,0,0,6.1
FC Porto,1,64,0,1,1,0,2,0,1,6.0
PSV Eindhoven,2,25,1,0,0,0,1,0,1,5.5
Celtic,2,55,0,0,2,1,3,0,0,5.5
Manchester City,1,2,0,0,0,0,0,0,0,0.0
Sporting Braga,1,2,0,0,0,0,0,2,0,0.0
Manchester City,7,278,3,0,2,1,9,3,0,8.07
Atlético Madrid,10,822,12,6,10,9,26,4,0,7.84
Arsenal,9,725,16,2,3,3,51,5,0,7.71
Paris Saint-Germain,12,1080,2,4,0,4,50,9,0,7.69
Real Madrid,10,901,8,1,0,3,59,6,0,7.66
FC Bayern München,12,1065,9,1,7,24,37,8,0,7.62
FC Porto,7,546,17,0,8,11,30,4,0,7.53
FC Porto,7,491,6,3,2,9,24,3,0,7.41
PSV Eindhoven,2,166,2,1,0,1,18,3,0,7.4
PSV Eindhoven,8,653,10,4,1,4,36,6,0,7.36
Paris Saint-Germain,11,954,15,6,1,3,51,8,0,7.35
Sporting Braga,5,371,8,1,2,0,24,3,0,7.34
Arsenal,8,413,8,1,3,9,25,1,0,7.3
Galatasaray,2,37,0,0,0,0,0,1,0,7.3
Borussia Dortmund,12,789,17,4,10,7,30,5,0,7.25
Sporting Braga,6,503,7,3,1,0,19,4,0,7.25
Milan,5,443,7,2,1,6,37,0,0,7.24
FC Barcelona,9,736,7,0,8,26,22,3,0,7.23
Real Madrid,11,293,1,0,4,17,4,5,0,7.23
SSC Napoli,8,672,8,4,2,5,51,8,0,7.23
Manchester City,9,778,5,0,3,11,12,5,0,7.21
FC Barcelona,8,375,4,0,2,4,13,1,0,7.19
Shakhtar Donetsk,6,479,6,1,11,17,22,2,1,7.18
Manchester United,6,489,0,1,0,9,11,2,0,7.15
PSV Eindhoven,7,627,5,1,4,30,14,5,0,7.14
Arsenal,6,484,4,2,1,3,30,2,0,7.13
Sporting Braga,6,397,18,2,2,2,31,3,0,7.13
Real Madrid,13,1022,8,2,2,3,34,10,0,7.13
Milan,2,30,0,0,0,2,1,3,0,7.1
Arsenal,9,533,4,3,2,1,16,0,0,7.07
Galatasaray,6,519,2,0,3,16,6,5,0,7.07
Lazio,6,464,8,5,1,3,41,3,0,7.07
RB Leipzig,8,558,2,0,2,2,24,10,0,7.06
FC Porto,7,644,10,3,1,6,37,5,0,7.06
Feyenoord,4,70,6,1,0,1,7,0,0,7.05
Newcastle United,3,87,2,0,1,0,4,0,0,7.05
Red Bull Salzburg,6,340,2,2,3,11,11,2,0,7.04
Lazio,5,243,0,2,1,3,13,3,0,7.04
Borussia Dortmund,8,459,3,0,4,3,19,5,0,7.04
Atlético Madrid,3,102,0,1,0,2,8,2,0,7.03
Royal Antwerp FC,4,153,2,3,0,1,25,0,0,7.03
Sporting Braga,6,341,1,0,2,22,20,2,0,7.02
FC Bayern München,8,145,1,2,0,0,15,4,0,7.01
Borussia Dortmund,13,1041,2,1,10,54,18,10,0,7.01
1. FC Union Berlin,4,198,2,0,6,8,11,0,0,7.0
Real Sociedad,6,426,0,1,1,2,2,1,0,6.98
Lazio,8,507,2,1,6,7,11,3,0,6.98
FC Barcelona,9,373,4,0,1,2,18,5,0,6.97
Galatasaray,6,441,5,2,3,3,15,5,0,6.97
RC Lens,6,468,10,5,8,19,18,4,0,6.97
PSV Eindhoven,5,158,1,0,0,1,9,1,0,6.95
BSC Young Boys,2,127,3,1,0,0,4,2,0,6.95
Benfica,4,125,3,0,2,5,4,0,0,6.95
1. FC Union Berlin,5,301,3,1,8,10,12,1,0,6.94
Milan,4,171,2,0,1,1,9,2,0,6.93
Sevilla,6,514,5,3,2,16,15,0,0,6.92
Real Sociedad,7,588,8,0,0,6,14,0,0,6.91
Atlético Madrid,10,667,5,0,9,12,14,8,0,6.91
Inter,8,334,5,2,0,5,16,0,0,6.9
FC Barcelona,2,33,1,0,3,0,2,1,0,6.9
Shakhtar Donetsk,3,19,1,0,0,0,1,1,0,6.9
Real Sociedad,2,92,2,0,1,2,5,1,0,6.9
Feyenoord,1,11,0,0,0,0,0,0,0,6.9
Inter,8,457,4,1,3,13,26,4,0,6.89
Sporting Braga,5,409,7,3,2,3,26,3,0,6.88
Feyenoord,4,349,0,1,4,3,8,2,0,6.88
FC Porto,8,252,2,1,1,0,12,1,0,6.87
SSC Napoli,6,460,0,3,10,13,12,7,0,6.87
Lazio,8,195,2,0,0,0,9,0,0,6.86
Borussia Dortmund,12,709,7,8,4,5,32,5,0,6.86
Inter,8,531,5,1,3,13,19,9,0,6.85
BSC Young Boys,4,283,2,0,3,8,4,2,0,6.85
Milan,6,440,6,0,2,2,16,5,0,6.85
BSC Young Boys,4,163,3,0,2,4,6,1,0,6.85
Newcastle United,6,439,10,2,1,2,29,3,0,6.85
PSV Eindhoven,8,132,1,0,0,4,2,1,0,6.84
Atlético Madrid,10,322,1,0,1,2,13,3,0,6.83
SSC Napoli,6,93,3,1,1,2,7,3,0,6.83
FC København,4,144,0,1,1,0,6,1,0,6.83
FK Crvena zvezda,6,360,4,1,6,11,18,2,0,6.82
PSV Eindhoven,7,378,5,2,3,4,19,4,0,6.81
Royal Antwerp FC,6,411,4,0,5,3,10,4,0,6.8
Manchester United,4,290,3,1,2,3,13,1,0,6.8
Red Bull Salzburg,2,66,2,0,3,0,3,0,0,6.8
Paris Saint-Germain,10,484,12,3,2,3,35,4,0,6.79
SSC Napoli,8,256,3,1,1,1,8,6,0,6.79
RC Lens,6,460,2,0,0,2,14,6,0,6.78
Benfica,6,231,6,1,2,7,15,0,0,6.78
Borussia Dortmund,4,60,0,1,1,4,1,0,0,6.78
Arsenal,10,832,16,3,5,28,31,2,0,6.77
Milan,3,47,0,0,0,0,1,0,0,6.77
Red Bull Salzburg,6,211,1,0,3,13,2,3,0,6.77
Feyenoord,5,148,1,0,0,3,4,4,0,6.76
BSC Young Boys,6,500,4,0,2,1,17,2,0,6.73
Inter,4,193,0,1,2,4,6,0,0,6.73
Newcastle United,5,312,1,0,2,3,8,1,0,6.72
Arsenal,6,141,0,0,1,1,3,1,0,6.72
Sporting Braga,6,217,1,0,0,2,2,1,0,6.72
RB Leipzig,7,338,1,1,0,4,9,1,0,6.7
Red Bull Salzburg,1,35,0,0,0,2,2,1,0,6.7
RC Lens,3,52,1,0,0,1,2,2,0,6.7
Milan,6,512,3,0,10,15,11,1,0,6.68
Paris Saint-Germain,10,484,7,1,4,6,22,3,0,6.68
FC Bayern München,5,60,1,0,2,2,3,0,0,6.68
Royal Antwerp FC,6,161,1,0,1,1,4,0,0,6.67
Sevilla,3,60,1,0,0,2,1,2,0,6.67
Benfica,3,177,2,1,0,0,5,3,0,6.67
Lazio,7,213,2,0,2,10,7,2,0,6.66
Benfica,4,145,1,0,0,2,2,1,0,6.65
Paris Saint-Germain,7,225,4,0,2,0,8,2,0,6.64
Celtic,6,452,0,1,3,0,6,4,0,6.63
RB Leipzig,4,46,1,0,1,0,2,0,0,6.63
FC København,3,79,1,0,0,6,1,0,0,6.63
RB Leipzig,8,403,4,1,3,8,12,3,0,6.63
Red Bull Salzburg,4,146,3,1,0,2,6,1,0,6.63
Galatasaray,5,230,7,2,3,7,12,2,0,6.6
FC København,6,143,2,0,0,3,2,0,0,6.6
FK Crvena zvezda,4,108,3,1,0,5,6,1,0,6.6
FC Porto,3,38,1,1,0,0,4,0,0,6.6
Real Sociedad,4,100,2,0,1,0,7,0,0,6.6
BSC Young Boys,6,108,0,0,3,7,2,0,0,6.58
Red Bull Salzburg,5,237,2,3,4,2,9,3,0,6.58
Celtic,4,209,4,3,0,3,12,0,0,6.58
Borussia Dortmund,4,22,1,0,1,1,2,0,0,6.55
FK Crvena zvezda,4,115,0,0,0,0,4,0,0,6.55
Manchester United,2,97,2,1,0,0,3,2,0,6.55
Benfica,3,34,0,0,0,0,3,0,0,6.55
Celtic,5,108,1,0,1,4,10,1,0,6.54
Manchester United,6,300,4,5,0,1,18,2,0,6.53
RC Lens,4,69,0,0,1,1,1,1,0,6.53
FC Porto,1,14,0,0,0,0,0,0,0,6.5
FC Porto,2,12,0,0,2,2,0,0,0,6.5
Feyenoord,2,21,0,0,0,0,1,1,0,6.5
FK Crvena zvezda,3,212,0,1,1,0,6,2,0,6.47
Shakhtar Donetsk,5,131,2,0,1,3,2,1,0,6.45
FC Porto,3,21,0,0,0,0,0,0,0,6.45
Real Sociedad,4,70,1,1,1,5,1,0,0,6.45
Royal Antwerp FC,3,39,0,0,0,0,0,0,0,6.43
Sevilla,2,36,0,1,0,2,0,0,0,6.4
RB Leipzig,3,121,6,1,0,1,11,2,0,6.37
Real Sociedad,4,131,0,0,0,1,2,0,0,6.37
Newcastle United,4,237,0,0,0,4,3,0,0,6.35
Royal Antwerp FC,5,207,3,0,1,1,7,0,0,6.28
Celtic,4,285,2,3,3,4,14,1,0,6.08
Newcastle United,1,1,0,0,0,0,0,0,0,0.0
SSC Napoli,1,1,0,0,0,0,0,0,0,0.0
