team,appearances,minutesPlayed,assists,keyPasses,bigChancesCreated,accuratePasses,accurateLongBalls,successfulDribbles,tackles,interceptions,ballRecovery,goals,rating
Galatasaray,6,499,0,5,0,271,11,4,11,8,61,0,6.97
Milan,3,122,0,2,0,67,9,2,3,3,10,0,6.97
Real Madrid,11,418,0,17,1,361,21,1,6,5,26,0,6.96
Sevilla,5,346,0,4,1,75,1,16,5,4,21,1,6.96
RC Lens,2,36,0,2,1,14,0,2,1,0,6,0,6.95
Manchester City,6,434,0,6,0,324,1,4,7,5,16,0,6.95
FK Crvena zvezda,3,148,0,0,0,73,9,1,4,0,9,0,6.95
Arsenal,9,531,0,6,0,301,13,0,16,9,22,1,6.94
Atlético Madrid,7,258,1,4,1,156,10,4,5,7,18,1,6.94
Inter,7,372,0,4,1,138,13,1,0,3,24,1,6.94
Shakhtar Donetsk,6,497,1,2,0,194,6,0,14,6,23,0,6.93
Milan,6,479,0,6,0,179,6,9,11,5,19,0,6.93
Borussia Dortmund,7,563,0,9,2,202,5,26,9,2,40,1,6.93
Borussia Dortmund,13,496,1,8,2,127,2,3,12,3,21,2,6.93
Newcastle United,5,354,0,3,0,113,2,3,7,2,26,1,6.92
Atlético Madrid,10,887,0,1,0,536,25,1,7,11,46,0,6.92
1. FC Union Berlin,6,441,0,1,1,111,2,1,6,3,25,1,6.92
PSV Eindhoven,7,622,0,8,0,332,13,6,13,5,48,0,6.91
Lazio,8,546,1,11,2,186,2,13,17,12,30,0,6.9
Lazio,8,492,1,4,2,192,8,5,6,5,24,0,6.9
Benfica,6,540,1,6,1,226,15,1,13,3,45,0,6.9
FC Barcelona,5,395,0,2,0,243,15,4,9,3,18,0,6.9
Celtic,6,521,0,2,1,295,6,2,4,6,28,0,6.9
Celtic,3,137,0,3,0,50,2,0,0,0,6,0,6.9
RB Leipzig,5,269,0,5,1,129,8,0,7,2,19,0,6.9
Celtic,2,97,0,3,0,25,1,3,3,1,4,0,6.9
FC Porto,4,96,0,2,0,27,1,0,6,0,1,0,6.9
Real Madrid,9,386,1,10,3,248,5,2,5,1,22,0,6.89
Red Bull Salzburg,6,482,1,9,1,144,6,6,6,2,30,2,6.88
1. FC Union Berlin,6,247,1,2,1,85,5,1,7,2,15,1,6.88
BSC Young Boys,6,535,1,5,1,192,11,2,6,17,31,0,6.88
Real Sociedad,6,187,0,4,0,72,3,5,4,1,15,0,6.88
Borussia Dortmund,6,291,0,3,0,50,4,1,13,4,11,0,6.88
Arsenal,5,174,2,6,0,83,2,7,6,1,8,0,6.88
FC Porto,4,238,0,5,1,98,3,1,5,1,6,0,6.88
SSC Napoli,7,628,1,5,1,329,5,6,11,8,45,1,6.87
Arsenal,3,49,0,2,0,34,1,0,1,1,7,0,6.87
Real Madrid,9,320,1,9,3,114,1,12,8,0,14,2,6.86
FC Barcelona,8,280,0,10,0,113,9,4,10,2,21,2,6.85
Galatasaray,6,402,1,5,0,71,2,10,9,1,20,1,6.85
Lazio,6,473,0,2,0,213,10,1,9,6,23,1,6.85
Inter,2,112,0,2,0,35,3,2,0,1,2,0,6.85
PSV Eindhoven,7,317,0,3,1,82,3,9,4,3,20,1,6.84
Manchester United,5,381,1,3,2,116,2,3,2,1,14,1,6.84
Galatasaray,5,123,1,5,1,67,9,4,4,0,11,0,6.84
Red Bull Salzburg,5,400,0,2,1,185,18,6,10,12,32,0,6.84
FC Bayern München,7,207,0,1,1,48,1,0,4,0,10,2,6.83
Paris Saint-Germain,6,119,0,3,0,50,2,2,2,0,6,0,6.83
Borussia Dortmund,10,897,0,3,1,364,11,14,27,4,59,0,6.83
Atlético Madrid,8,317,0,4,2,126,5,12,10,2,22,0,6.83
Inter,7,406,0,3,0,186,11,4,8,2,11,0,6.83
Shakhtar Donetsk,4,207,1,3,1,89,2,0,4,2,21,0,6.83
Milan,4,219,0,8,0,117,6,0,4,3,13,0,6.83
Borussia Dortmund,9,450,0,4,0,194,5,0,10,7,33,0,6.82
FC Barcelona,5,202,1,4,2,119,4,1,3,1,8,0,6.82
RB Leipzig,6,412,0,7,0,74,1,4,8,4,14,1,6.82
Manchester City,4,132,0,1,0,107,2,0,2,0,6,1,6.8
1. FC Union Berlin,6,276,1,3,1,80,3,6,5,1,22,0,6.8
BSC Young Boys,1,8,0,1,0,1,0,0,0,0,0,0,6.8
FC Porto,8,708,0,0,0,328,18,3,15,8,50,0,6.8
SSC Napoli,8,681,0,3,0,380,12,1,11,10,40,0,6.8
Red Bull Salzburg,6,496,0,0,0,97,9,2,22,7,41,0,6.8
Arsenal,3,86,0,2,0,43,3,1,0,0,9,0,6.8
Real Sociedad,5,217,0,4,0,91,5,1,4,1,15,0,6.78
Milan,4,149,0,0,0,25,2,1,3,1,8,0,6.78
Shakhtar Donetsk,4,220,0,1,0,130,8,1,4,2,16,0,6.78
FK Crvena zvezda,6,201,0,7,0,78,2,12,2,1,17,0,6.77
FK Crvena zvezda,5,83,0,2,1,15,0,3,2,0,4,1,6.76
Manchester United,4,204,1,4,1,105,11,0,0,3,15,0,6.75
Manchester United,2,42,0,0,0,19,2,1,2,0,3,0,6.75
Royal Antwerp FC,6,387,1,2,1,143,6,3,9,3,28,1,6.73
Atlético Madrid,10,437,0,3,0,175,5,0,8,6,28,1,6.73
Newcastle United,3,171,1,3,0,53,0,0,3,2,6,0,6.73
Manchester United,4,53,1,2,1,13,0,2,0,1,2,0,6.73
Galatasaray,6,427,0,3,1,164,7,4,7,6,21,0,6.73
RC Lens,6,495,0,6,1,165,6,1,9,5,29,0,6.73
Manchester United,4,233,0,1,0,60,0,6,7,5,8,0,6.73
Borussia Dortmund,8,357,0,5,0,89,4,4,8,5,18,1,6.73
FK Crvena zvezda,5,376,1,5,1,66,5,1,7,7,23,0,6.72
1. FC Union Berlin,5,238,1,2,1,41,1,0,10,4,15,0,6.72
Inter,6,202,0,1,0,140,10,3,2,1,13,0,6.72
Benfica,6,505,0,6,0,138,3,4,7,3,17,2,6.72
Sevilla,6,540,0,1,0,277,10,0,12,4,22,2,6.72
FC Porto,6,233,0,4,0,67,2,2,4,2,9,0,6.72
Lazio,7,263,0,1,0,104,5,1,7,1,12,0,6.71
Celtic,5,268,0,1,0,79,6,3,5,3,16,2,6.7
Royal Antwerp FC,5,358,0,2,0,82,2,6,5,0,10,1,6.7
Royal Antwerp FC,5,387,0,5,1,77,4,6,9,5,14,1,6.7
Borussia Dortmund,7,208,0,1,0,35,2,5,2,1,6,1,6.7
FC København,8,557,1,5,1,123,0,17,16,2,37,0,6.7
FC København,1,58,0,0,0,6,0,0,2,3,2,0,6.7
FC Barcelona,2,22,0,0,0,17,2,0,0,1,1,0,6.7
Manchester United,2,61,0,0,0,19,0,2,2,0,1,0,6.7
Feyenoord,2,35,0,1,0,24,1,1,0,1,0,0,6.7
Sevilla,4,215,0,0,0,141,5,3,5,3,11,0,6.7
FC København,7,481,0,7,0,129,1,3,7,4,25,0,6.7
Manchester United,3,108,0,1,0,19,0,2,3,1,3,0,6.7
FC København,6,45,0,0,0,16,0,2,3,0,6,0,6.7
FK Crvena zvezda,5,173,0,1,0,25,0,1,6,1,13,0,6.7
Manchester United,5,327,0,1,0,146,7,0,8,3,21,0,6.7
1. FC Union Berlin,3,124,0,2,0,32,4,0,4,1,5,0,6.7
Feyenoord,1,35,0,0,0,13,0,1,1,1,1,0,6.7
Lazio,5,156,0,1,0,78,4,2,2,1,5,0,6.7
RB Leipzig,7,168,0,0,0,65,2,9,1,3,8,0,6.69
RC Lens,5,224,0,4,0,77,3,0,0,0,12,1,6.68
1. FC Union Berlin,5,416,0,5,0,96,8,2,6,2,27,0,6.68
BSC Young Boys,6,164,0,3,0,31,3,3,3,1,7,0,6.68
Sevilla,4,247,0,4,0,52,0,5,2,1,12,0,6.68
Red Bull Salzburg,3,206,1,3,0,65,3,0,2,1,16,0,6.67
Royal Antwerp FC,3,263,0,0,0,92,3,4,8,2,19,0,6.67
Galatasaray,4,90,0,0,0,38,0,2,3,0,3,0,6.67
Lazio,3,136,0,1,0,92,3,0,5,3,10,0,6.67
Inter,5,322,1,4,1,66,1,4,3,0,11,0,6.66
Benfica,5,265,0,2,0,115,14,4,6,0,20,0,6.66
FK Crvena zvezda,4,299,0,0,0,58,7,1,5,2,17,1,6.65
RC Lens,2,99,0,0,0,19,1,0,4,0,5,0,6.65
Sevilla,2,82,0,0,0,24,1,1,1,0,3,0,6.65
Milan,5,352,0,2,0,86,1,5,6,2,21,0,6.64
Sporting Braga,3,31,0,2,0,32,3,0,3,0,2,0,6.63
Sevilla,6,373,0,0,0,120,6,0,5,1,21,0,6.63
RB Leipzig,4,277,0,2,0,60,3,1,9,5,14,0,6.63
1. FC Union Berlin,5,233,0,3,1,27,1,1,5,0,4,1,6.62
RB Leipzig,6,117,0,1,0,33,4,1,3,3,4,0,6.62
Celtic,6,310,0,1,0,95,0,8,2,5,12,0,6.62
FC Barcelona,7,348,0,1,1,217,12,2,7,1,24,0,6.61
Sevilla,6,320,1,2,1,103,4,4,15,2,24,0,6.6
Galatasaray,6,121,1,1,1,27,1,0,2,2,8,0,6.6
Shakhtar Donetsk,1,25,0,0,0,8,0,0,0,0,1,0,6.6
Milan,1,13,0,1,0,5,0,0,0,0,1,0,6.6
BSC Young Boys,1,20,0,0,0,10,1,0,1,0,4,0,6.6
Borussia Dortmund,2,20,0,0,0,8,0,1,1,0,1,0,6.6
SSC Napoli,2,100,0,3,0,34,1,1,0,2,9,0,6.6
Sevilla,3,186,0,1,1,39,0,0,7,2,16,0,6.6
Sporting Braga,2,55,0,1,0,24,2,1,0,0,3,0,6.6
SSC Napoli,4,69,0,0,0,25,1,2,6,0,4,0,6.6
1. FC Union Berlin,4,293,0,1,1,96,3,0,6,2,18,0,6.6
BSC Young Boys,3,57,0,0,0,11,1,0,1,1,9,0,6.6
Benfica,5,58,0,0,0,38,1,0,1,0,2,0,6.6
SSC Napoli,1,21,0,1,0,12,0,0,0,0,2,0,6.6
Arsenal,2,63,0,0,0,21,0,0,0,0,1,0,6.6
Red Bull Salzburg,4,78,0,1,0,21,1,0,3,0,6,0,6.58
Celtic,3,61,0,0,0,18,2,0,3,0,3,0,6.57
RC Lens,6,373,0,2,0,125,1,0,8,7,21,0,6.57
Feyenoord,5,204,1,2,1,66,1,2,3,1,14,0,6.56
SSC Napoli,6,164,0,0,0,59,2,1,7,2,10,0,6.56
Newcastle United,2,43,0,1,0,11,0,2,2,2,3,0,6.55
PSV Eindhoven,5,185,0,2,0,31,1,1,2,0,5,0,6.54
1. FC Union Berlin,5,358,0,3,0,79,2,2,5,1,16,0,6.54
FC Porto,3,47,0,0,0,15,2,0,2,0,3,0,6.53
RC Lens,3,113,0,0,0,50,2,2,2,2,4,0,6.53
Feyenoord,4,65,0,0,0,24,0,1,0,0,4,0,6.53
Shakhtar Donetsk,4,217,0,2,0,33,1,6,5,0,18,0,6.53
Arsenal,1,10,0,0,0,8,1,0,0,0,1,0,6.5
FK Crvena zvezda,1,8,0,0,0,8,0,0,1,0,1,0,6.5
FK Crvena zvezda,1,12,0,0,0,2,0,0,1,0,1,0,6.5
Red Bull Salzburg,1,8,0,0,0,3,0,0,0,0,1,0,6.5
Sevilla,2,81,0,0,0,23,1,0,5,0,3,0,6.5
Sevilla,3,108,0,2,0,44,0,0,1,0,6,0,6.5
Celtic,3,93,0,1,0,25,0,0,2,0,2,0,6.5
Real Sociedad,1,13,0,0,0,1,0,0,0,0,0,0,6.5
Real Sociedad,1,10,0,0,0,2,0,0,0,0,1,0,6.5
FK Crvena zvezda,6,488,0,1,0,125,11,2,14,6,30,0,6.5
Sporting Braga,1,8,0,0,0,1,0,1,0,1,2,0,6.5
Shakhtar Donetsk,5,391,0,2,0,90,2,3,7,1,28,0,6.48
Paris Saint-Germain,8,392,0,0,0,230,9,1,8,8,29,0,6.48
Benfica,2,31,0,1,0,9,0,1,0,0,3,0,6.45
1. FC Union Berlin,6,134,0,0,0,29,1,1,1,3,10,0,6.45
RC Lens,3,135,0,1,0,36,0,1,5,1,6,0,6.43
Newcastle United,3,162,0,1,0,26,2,0,1,2,5,0,6.43
Shakhtar Donetsk,1,90,0,1,0,39,5,0,1,3,4,0,6.4
Arsenal,1,62,0,1,0,18,0,0,0,0,3,0,6.4
Paris Saint-Germain,2,11,0,0,0,2,0,0,0,0,0,0,6.4
Galatasaray,2,61,0,0,0,30,3,0,2,0,7,0,6.4
Shakhtar Donetsk,2,12,0,0,0,1,0,0,0,0,0,0,6.4
Newcastle United,2,100,0,0,0,34,0,0,2,0,7,0,6.4
1. FC Union Berlin,1,13,0,0,0,1,0,0,0,0,0,0,6.3
Celtic,2,39,0,0,0,5,0,0,1,0,1,0,6.3
FC København,1,69,0,0,0,15,1,0,1,0,2,0,6.3
FC København,5,108,0,0,0,20,0,0,0,1,1,0,6.25
Manchester City,1,14,0,0,0,14,0,0,0,0,1,0,6.2
Inter,4,89,0,0,0,28,0,0,1,0,4,0,6.2
SSC Napoli,1,11,0,0,0,3,0,1,0,0,0,0,6.2
Benfica,3,111,0,0,0,50,4,0,3,3,5,0,6.1
Royal Antwerp FC,4,277,0,2,0,50,5,1,0,1,11,0,6.1
FC Porto,1,64,0,2,0,15,0,1,0,1,4,0,6.0
PSV Eindhoven,2,25,0,0,0,13,0,0,1,0,7,0,5.5
Celtic,2,55,0,0,0,11,0,2,0,0,5,0,5.5
Manchester City,1,2,0,0,0,8,0,0,0,0,1,0,0.0
Sporting Braga,1,2,0,0,0,4,0,0,0,0,2,0,0.0
Manchester City,7,278,2,16,2,148,3,6,3,0,7,5,8.07
Atlético Madrid,10,822,1,28,5,399,22,5,12,6,37,6,7.84
Arsenal,9,725,4,17,3,203,4,10,16,2,32,4,7.71
Paris Saint-Germain,12,1080,0,26,9,309,15,36,2,4,20,8,7.69
Real Madrid,10,901,4,19,5,218,9,37,8,1,27,6,7.66
FC Bayern München,12,1065,4,15,2,151,24,4,9,1,30,8,7.62
FC Porto,7,546,2,8,2,104,6,3,17,0,17,2,7.53
FC Porto,7,491,1,6,2,85,3,5,6,3,21,4,7.41
PSV Eindhoven,2,166,0,5,1,43,7,13,2,1,8,0,7.4
PSV Eindhoven,8,653,1,19,2,173,4,20,10,4,32,1,7.36
Paris Saint-Germain,11,954,1,23,1,386,14,23,15,6,34,2,7.35
Sporting Braga,5,371,1,7,0,147,3,11,8,1,18,2,7.34
Arsenal,8,413,3,8,4,105,1,11,8,1,21,4,7.3
Galatasaray,2,37,0,1,0,7,0,0,0,0,1,1,7.3
Borussia Dortmund,12,789,2,28,3,311,15,11,17,4,45,2,7.25
Sporting Braga,6,503,2,12,2,180,9,4,7,3,21,0,7.25
Milan,5,443,0,10,3,80,6,18,7,2,18,1,7.24
FC Barcelona,9,736,1,9,1,121,2,2,7,0,23,3,7.23
Real Madrid,11,293,0,4,0,61,1,0,1,0,5,5,7.23
SSC Napoli,8,672,1,20,1,229,17,29,8,4,23,0,7.23
Manchester City,9,778,1,8,1,70,0,3,5,0,8,6,7.21
FC Barcelona,8,375,1,7,0,111,8,4,4,0,6,3,7.19
Shakhtar Donetsk,6,479,0,6,0,74,0,6,6,1,20,4,7.18
Manchester United,6,489,0,3,0,48,1,5,0,1,8,5,7.15
PSV Eindhoven,7,627,0,7,0,100,1,0,5,1,19,3,7.14
Arsenal,6,484,1,9,3,121,4,20,4,2,25,2,7.13
Sporting Braga,6,397,1,10,1,233,20,6,18,2,30,0,7.13
Real Madrid,13,1022,2,18,3,330,6,18,8,2,27,5,7.13
Milan,2,30,0,2,2,6,0,0,0,0,2,0,7.1
Arsenal,9,533,1,10,1,113,4,4,4,3,12,4,7.07
Galatasaray,6,519,0,9,2,59,0,1,2,0,7,2,7.07
Lazio,6,464,0,3,0,136,3,8,8,5,21,0,7.07
RB Leipzig,8,558,0,4,0,68,2,10,2,0,16,4,7.06
FC Porto,7,644,2,12,0,155,6,10,10,3,32,1,7.06
Feyenoord,4,70,0,3,1,46,1,1,6,1,3,1,7.05
Newcastle United,3,87,1,1,0,18,0,0,2,0,1,0,7.05
Red Bull Salzburg,6,340,1,4,1,33,0,3,2,2,10,1,7.04
Lazio,5,243,1,5,1,68,2,8,0,2,11,0,7.04
Borussia Dortmund,8,459,0,5,2,102,3,7,3,0,20,1,7.04
Atlético Madrid,3,102,0,2,0,42,3,3,0,1,7,1,7.03
Royal Antwerp FC,4,153,0,4,0,71,3,18,2,3,10,0,7.03
Sporting Braga,6,341,1,3,1,54,1,5,1,0,3,0,7.02
FC Bayern München,8,145,1,4,2,51,4,11,1,2,11,2,7.01
Borussia Dortmund,13,1041,3,20,3,185,9,2,2,1,24,3,7.01
1. FC Union Berlin,4,198,0,5,0,24,0,5,2,0,6,1,7.0
Real Sociedad,6,426,0,7,2,55,2,0,0,1,15,2,6.98
Lazio,8,507,0,7,0,91,4,6,2,1,11,4,6.98
FC Barcelona,9,373,1,3,1,118,2,7,4,0,14,3,6.97
Galatasaray,6,441,0,9,3,81,4,3,5,2,25,2,6.97
RC Lens,6,468,1,5,2,127,9,2,10,5,19,0,6.97
PSV Eindhoven,5,158,1,2,0,36,0,4,1,0,9,1,6.95
BSC Young Boys,2,127,0,0,0,19,1,1,3,1,10,1,6.95
Benfica,4,125,0,2,0,20,2,1,3,0,4,1,6.95
1. FC Union Berlin,5,301,0,1,0,40,1,1,3,1,11,0,6.94
Milan,4,171,0,4,1,38,3,5,2,0,6,2,6.93
Sevilla,6,514,0,0,0,43,1,1,5,3,8,2,6.92
Real Sociedad,7,588,0,8,1,119,4,2,8,0,28,2,6.91
Atlético Madrid,10,667,1,3,0,114,5,3,5,0,20,5,6.91
Inter,8,334,0,10,0,67,4,2,5,2,7,2,6.9
FC Barcelona,2,33,0,0,0,1,0,0,1,0,0,1,6.9
Shakhtar Donetsk,3,19,0,0,0,0,0,0,1,0,0,1,6.9
Real Sociedad,2,92,0,2,0,20,0,2,2,0,5,0,6.9
Feyenoord,1,11,0,1,0,5,0,0,0,0,1,0,6.9
Inter,8,457,0,9,1,71,0,12,4,1,23,1,6.89
Sporting Braga,5,409,0,7,0,68,2,9,7,3,14,2,6.88
Feyenoord,4,349,1,2,1,33,0,4,0,1,2,2,6.88
FC Porto,8,252,1,4,1,58,1,5,2,1,10,1,6.87
SSC Napoli,6,460,0,5,1,56,3,5,0,3,8,2,6.87
Lazio,8,195,0,3,0,80,2,5,2,0,9,2,6.86
Borussia Dortmund,12,709,1,14,3,140,5,13,7,8,42,2,6.86
Inter,8,531,0,3,1,81,4,4,5,1,19,2,6.85
BSC Young Boys,4,283,0,1,0,30,2,0,2,0,13,1,6.85
Milan,6,440,0,6,1,116,4,6,6,0,22,1,6.85
BSC Young Boys,4,163,1,3,1,25,1,0,3,0,6,0,6.85
Newcastle United,6,439,0,3,1,88,1,4,10,2,14,0,6.85
PSV Eindhoven,8,132,1,2,0,30,2,0,1,0,3,1,6.84
Atlético Madrid,10,322,0,8,1,96,2,9,1,0,13,1,6.83
SSC Napoli,6,93,0,0,0,17,1,1,3,1,6,1,6.83
FC København,4,144,0,3,1,45,2,6,0,1,6,1,6.83
FK Crvena zvezda,6,360,0,6,0,57,0,5,4,1,12,1,6.82
PSV Eindhoven,7,378,0,1,0,88,2,7,5,2,20,0,6.81
Royal Antwerp FC,6,411,0,3,1,90,6,2,4,0,15,1,6.8
Manchester United,4,290,2,7,2,89,2,9,3,1,11,0,6.8
Red Bull Salzburg,2,66,0,3,0,8,0,1,2,0,2,0,6.8
Paris Saint-Germain,10,484,1,11,1,140,0,19,12,3,19,1,6.79
SSC Napoli,8,256,0,6,1,68,3,2,3,1,8,1,6.79
RC Lens,6,460,1,2,0,55,0,5,2,0,5,2,6.78
Benfica,6,231,0,4,0,41,0,8,6,1,11,0,6.78
Borussia Dortmund,4,60,0,0,0,12,0,0,0,1,2,1,6.78
Arsenal,10,832,0,8,3,201,0,3,16,3,27,1,6.77
Milan,3,47,1,1,1,4,0,1,0,0,1,0,6.77
Red Bull Salzburg,6,211,0,4,1,19,0,0,1,0,5,0,6.77
Feyenoord,5,148,0,1,0,18,0,0,1,0,3,0,6.76
BSC Young Boys,6,500,0,10,0,70,1,6,4,0,9,2,6.73
Inter,4,193,0,0,0,23,0,2,0,1,4,2,6.73
Newcastle United,5,312,0,3,1,53,2,2,1,0,9,1,6.72
Arsenal,6,141,0,1,0,34,0,1,0,0,6,1,6.72
Sporting Braga,6,217,0,3,0,50,3,0,1,0,3,0,6.72
RB Leipzig,7,338,1,3,1,52,0,4,1,1,10,0,6.7
Red Bull Salzburg,1,35,0,1,0,5,0,1,0,0,2,0,6.7
RC Lens,3,52,0,1,0,10,0,1,1,0,1,0,6.7
Milan,6,512,1,3,1,66,0,0,3,0,9,1,6.68
Paris Saint-Germain,10,484,0,8,3,80,0,7,7,1,11,1,6.68
FC Bayern München,5,60,0,1,0,14,1,1,1,0,3,0,6.68
Royal Antwerp FC,6,161,0,3,1,12,0,1,1,0,2,1,6.67
Sevilla,3,60,0,0,0,7,0,0,1,0,3,0,6.67
Benfica,3,177,0,1,0,49,1,2,2,1,8,0,6.67
Lazio,7,213,0,2,1,29,1,0,2,0,4,0,6.66
Benfica,4,145,1,2,1,14,1,0,1,0,5,0,6.65
Paris Saint-Germain,7,225,0,4,1,58,0,0,4,0,8,0,6.64
Celtic,6,452,0,1,0,29,2,1,0,1,3,2,6.63
RB Leipzig,4,46,0,0,0,14,0,0,1,0,1,0,6.63
FC København,3,79,0,2,0,14,0,0,1,0,1,0,6.63
RB Leipzig,8,403,0,2,0,62,1,5,4,1,11,2,6.63
Red Bull Salzburg,4,146,0,1,0,30,0,0,3,1,7,0,6.63
Galatasaray,5,230,0,3,0,67,4,4,7,2,14,1,6.6
FC København,6,143,1,1,1,21,0,0,2,0,5,0,6.6
FK Crvena zvezda,4,108,1,2,0,16,1,2,3,1,2,0,6.6
FC Porto,3,38,0,0,0,4,0,1,1,1,4,0,6.6
Real Sociedad,4,100,0,2,0,16,1,4,2,0,2,0,6.6
BSC Young Boys,6,108,0,2,0,23,0,2,0,0,7,0,6.58
Red Bull Salzburg,5,237,0,3,0,38,1,4,2,3,8,0,6.58
Celtic,4,209,0,1,0,42,0,4,4,3,5,0,6.58
Borussia Dortmund,4,22,0,0,0,8,0,1,1,0,6,0,6.55
FK Crvena zvezda,4,115,0,1,0,18,2,2,0,0,4,0,6.55
Manchester United,2,97,0,0,0,32,2,0,2,1,7,0,6.55
Benfica,3,34,0,0,0,4,0,1,0,0,0,0,6.55
Celtic,5,108,0,0,0,12,0,2,1,0,2,0,6.54
Manchester United,6,300,0,3,0,60,5,4,4,5,19,1,6.53
RC Lens,4,69,0,1,0,18,1,0,0,0,3,0,6.53
FC Porto,1,14,0,0,0,1,0,0,0,0,0,0,6.5
FC Porto,2,12,0,0,0,1,0,0,0,0,0,0,6.5
Feyenoord,2,21,0,0,0,11,0,1,0,0,0,0,6.5
FK Crvena zvezda,3,212,0,2,0,32,4,3,0,1,8,0,6.47
Shakhtar Donetsk,5,131,0,0,0,12,0,0,2,0,1,1,6.45
FC Porto,3,21,0,0,0,8,0,0,0,0,2,0,6.45
Real Sociedad,4,70,0,0,0,15,0,0,1,1,2,0,6.45
Royal Antwerp FC,3,39,0,0,0,8,1,0,0,0,2,0,6.43
Sevilla,2,36,0,0,0,1,0,0,0,1,0,0,6.4
RB Leipzig,3,121,0,0,0,34,0,1,6,1,5,0,6.37
Real Sociedad,4,131,0,1,0,21,0,0,0,0,10,0,6.37
Newcastle United,4,237,0,1,0,18,0,0,0,0,4,0,6.35
Royal Antwerp FC,5,207,0,0,0,29,0,3,3,0,8,0,6.28
Celtic,4,285,1,2,0,58,1,8,2,3,16,0,6.08
Newcastle United,1,1,0,0,0,0,0,0,0,0,0,0,0.0
SSC Napoli,1,1,0,0,0,0,0,0,0,0,0,0,0.0
