season,tracked_team,match_date,competition,opponent_team,original_file,Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,shirtnumber,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,shots,shots_on_target,CrdY,CrdR,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded
2022-2023,Tottenham Hotspur 2022 2023,2022-08-06,Premier League,Southampton,2022-08-06_premier_league_southampton_player_stats.csv,09d8a999,https://fbref.com/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Home,Southampton,W,2022-08-06_premier_league_southampton,Tottenham Hotspur,Matt Doherty,2,ie IRL,"DF,MF",30-202,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-06,Premier League,Southampton,2022-08-06_premier_league_southampton_player_stats.csv,09d8a999,https://fbref.com/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Home,Southampton,W,2022-08-06_premier_league_southampton,Tottenham Hotspur,Ben Davies,33,wls WAL,CB,29-104,85,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-06,Premier League,Southampton,2022-08-06_premier_league_southampton_player_stats.csv,09d8a999,https://fbref.com/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Home,Southampton,W,2022-08-06_premier_league_southampton,Tottenham Hotspur,Clément Lenglet,34,fr FRA,DF,27-050,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-06,Premier League,Southampton,2022-08-06_premier_league_southampton_player_stats.csv,09d8a999,https://fbref.com/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Home,Southampton,W,2022-08-06_premier_league_southampton,Tottenham Hotspur,Eric Dier,15,eng ENG,CB,28-203,90,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-06,Premier League,Southampton,2022-08-06_premier_league_southampton_player_stats.csv,09d8a999,https://fbref.com/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Home,Southampton,W,2022-08-06_premier_league_southampton,Tottenham Hotspur,Cristian Romero,17,ar ARG,CB,24-101,90,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-06,Premier League,Southampton,2022-08-06_premier_league_southampton_player_stats.csv,09d8a999,https://fbref.com/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Home,Southampton,W,2022-08-06_premier_league_southampton,Tottenham Hotspur,Hugo Lloris,1,fr FRA,GK,35-223,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,Harry Kane,10,eng ENG,FW,29-017,90,1,0,0,0,3,1,0,0,1,3,0,0,1,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,Son Heung-min,7,kr KOR,AM,30-037,78,0,0,0,0,2,1,0,0,0,1,0,3,0,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,Ivan Perišić,14,hr CRO,"FW,MF",33-193,12,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,Dejan Kulusevski,21,se SWE,AM,22-111,90,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,Ryan Sessegnon,19,eng ENG,DM,22-088,56,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,Richarlison,9,br BRA,"FW,MF",25-096,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,Rodrigo Bentancur,30,uy URU,DM,25-050,78,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,Yves Bissouma,38,ml MLI,MF,25-349,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,Pierre Højbjerg,5,dk DEN,DM,27-009,90,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,Emerson,12,br BRA,DM,23-212,81,0,0,0,0,0,0,0,0,0,1,0,3,1,3,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,Lucas Moura,27,br BRA,"FW,MF",30-001,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,Ben Davies,33,wls WAL,CB,29-112,90,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,Eric Dier,15,eng ENG,CB,28-211,90,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,Cristian Romero,17,ar ARG,CB,24-109,90,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,Hugo Lloris,1,fr FRA,GK,35-231,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_player_stats.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,Harry Kane,10,eng ENG,FW,29-023,90,1,0,0,0,4,2,1,0,0,1,0,1,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_player_stats.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,Son Heung-min,7,kr KOR,AM,30-043,75,0,0,0,0,3,1,0,0,2,2,0,7,0,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_player_stats.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,Richarlison,9,br BRA,"FW,MF",25-102,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_player_stats.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,Dejan Kulusevski,21,se SWE,AM,22-117,85,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_player_stats.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,Yves Bissouma,38,ml MLI,MF,25-355,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_player_stats.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,Ivan Perišić,14,hr CRO,DM,33-199,75,0,1,0,0,0,0,0,0,2,0,2,5,3,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_player_stats.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,Ryan Sessegnon,19,eng ENG,"DF,FW",22-094,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_player_stats.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,Rodrigo Bentancur,30,uy URU,DM,25-056,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_player_stats.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,Pierre Højbjerg,5,dk DEN,DM,27-015,90,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_player_stats.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,Emerson,12,br BRA,DM,23-218,90,0,0,0,0,1,0,0,0,1,1,0,5,2,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_player_stats.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,Ben Davies,33,wls WAL,CB,29-118,90,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_player_stats.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,Eric Dier,15,eng ENG,CB,28-217,90,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_player_stats.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,Davinson Sánchez,6,co COL,CB,26-069,90,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_player_stats.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,Hugo Lloris,1,fr FRA,GK,35-237,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_player_stats.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,Harry Kane,10,eng ENG,FW,29-031,90,2,0,0,1,6,4,1,0,2,3,1,3,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_player_stats.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,Son Heung-min,7,kr KOR,AM,30-051,73,0,0,0,0,2,1,0,0,1,1,1,1,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_player_stats.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,Richarlison,9,br BRA,"FW,MF",25-110,17,0,1,0,0,2,1,0,0,1,1,0,1,0,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_player_stats.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,Dejan Kulusevski,21,se SWE,AM,22-125,82,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_player_stats.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,Yves Bissouma,38,ml MLI,MF,25-363,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_player_stats.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,Ivan Perišić,14,hr CRO,DM,33-207,73,0,0,0,0,1,0,0,0,1,0,0,2,2,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_player_stats.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,Ryan Sessegnon,19,eng ENG,"DF,FW",22-102,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_player_stats.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,Rodrigo Bentancur,30,uy URU,DM,25-064,89,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_player_stats.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,Djed Spence,24,eng ENG,"DF,MF",22-019,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_player_stats.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,Pierre Højbjerg,5,dk DEN,DM,27-023,90,0,0,0,0,1,0,0,0,3,2,0,1,0,5,0,,
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_player_stats.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,Emerson,12,br BRA,DM,23-226,90,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,,
