Date,start_time,Competition,Round,Day,Venue,Result,goals_for,goals_against,Opponent,possession,attendance,captain,formation,opp_formation,referee,Match_Report_URL,Match_Report,notes
2023-09-27,19:45(20:45),EFL Cup,Third round,Wed,Away,W,1,0,Brentford,60,"16,688",Jorginho,4-3-3,3-5-2,Darren Bond,https://fbref.com/en/matches/80d68b2d/Brentford-Arsenal-September-27-2023-EFL-Cup,Match Report,
2023-11-01,19:30(20:30),EFL Cup,Fourth round,Wed,Away,L,1,3,West Ham United,72,"62,154",Jorginho,4-3-3,4-2-3-1,Simon Hooper,https://fbref.com/en/matches/7fbf0cfb/West-Ham-United-Arsenal-November-1-2023-EFL-Cup,Match Report,
