Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Formation,Lineup_Section,Jersey_Number,Player
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Starter,24,André Onana
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Starter,7,Mason Mount
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Starter,11,Rasmus Højlund
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Starter,14,Christian Eriksen
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Starter,17,Alejandro Garnacho
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Starter,18,Casemiro
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Starter,20,Diogo Dalot
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Starter,21,Antony
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Starter,29,Aaron Wan-Bissaka
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Starter,35,Jonny Evans
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Starter,37,Kobbie Mainoo
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Bench,1,Altay Bayındır
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Bench,22,Tom Heaton
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Bench,4,Sofyan Amrabat
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Bench,16,Amad Diallo
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Bench,65,Toby Collyer
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Bench,70,Harry Amass
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Bench,75,Habeeb Ogunneye
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Bench,78,Louis Jackson
8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,4-2-3-1,Bench,84,Ethan Wheatley
