season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2022-2023,18765,A. Gomes,Everton,Missing Fixture,Injury,2022-08-06,,20
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-08-06,,294
2022-2023,18766,D. Calvert-Lewin,Everton,Missing Fixture,Knee Injury,2022-08-06,,294
2022-2023,2461,S. Rondon,Everton,Missing Fixture,Red Card,2022-08-06,,0
2022-2023,18765,A. Gomes,Everton,Missing Fixture,Injury,2022-08-13,,20
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-08-13,,294
2022-2023,19073,B. Godfrey,Everton,Missing Fixture,Ankle Injury,2022-08-13,,288
2022-2023,18766,D. Calvert-Lewin,Everton,Missing Fixture,Knee Injury,2022-08-13,,294
2022-2023,2484,Y. Mina,Everton,Missing Fixture,Ankle Injury,2022-08-13,,84
2022-2023,18805,A. Doucoure,Everton,Missing Fixture,Thigh Injury,2022-08-20,,245
2022-2023,18765,A. Gomes,Everton,Missing Fixture,Injury,2022-08-20,,20
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-08-20,,294
2022-2023,19073,B. Godfrey,Everton,Missing Fixture,Ankle Injury,2022-08-20,,288
2022-2023,18766,D. Calvert-Lewin,Everton,Missing Fixture,Knee Injury,2022-08-20,,294
2022-2023,2484,Y. Mina,Everton,Missing Fixture,Ankle Injury,2022-08-20,,84
2022-2023,18805,A. Doucoure,Everton,Missing Fixture,Thigh Injury,2022-08-27,,245
2022-2023,18765,A. Gomes,Everton,Missing Fixture,Injury,2022-08-27,,20
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-08-27,,294
2022-2023,19073,B. Godfrey,Everton,Missing Fixture,Ankle Injury,2022-08-27,,288
2022-2023,18766,D. Calvert-Lewin,Everton,Missing Fixture,Knee Injury,2022-08-27,,294
2022-2023,2484,Y. Mina,Everton,Missing Fixture,Ankle Injury,2022-08-27,,84
2022-2023,18805,A. Doucoure,Everton,Missing Fixture,Thigh Injury,2022-08-30,,245
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-08-30,,294
2022-2023,19073,B. Godfrey,Everton,Missing Fixture,Ankle Injury,2022-08-30,,288
2022-2023,18766,D. Calvert-Lewin,Everton,Missing Fixture,Knee Injury,2022-08-30,,294
2022-2023,19150,M. Holgate,Everton,Missing Fixture,Knee Injury,2022-08-30,,239
2022-2023,2484,Y. Mina,Everton,Missing Fixture,Ankle Injury,2022-08-30,,84
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-09-03,,294
2022-2023,19073,B. Godfrey,Everton,Missing Fixture,Ankle Injury,2022-09-03,,288
2022-2023,18766,D. Calvert-Lewin,Everton,Missing Fixture,Knee Injury,2022-09-03,,294
2022-2023,19150,M. Holgate,Everton,Missing Fixture,Knee Injury,2022-09-03,,239
2022-2023,2484,Y. Mina,Everton,Missing Fixture,Ankle Injury,2022-09-03,,84
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-09-18,,294
2022-2023,19073,B. Godfrey,Everton,Missing Fixture,Ankle Injury,2022-09-18,,288
2022-2023,19150,M. Holgate,Everton,Missing Fixture,Knee Injury,2022-09-18,,239
2022-2023,2484,Y. Mina,Everton,Missing Fixture,Ankle Injury,2022-09-18,,84
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-10-01,,294
2022-2023,19073,B. Godfrey,Everton,Missing Fixture,Ankle Injury,2022-10-01,,288
2022-2023,18766,D. Calvert-Lewin,Everton,Missing Fixture,Muscle Injury,2022-10-01,,294
2022-2023,19150,M. Holgate,Everton,Missing Fixture,Knee Injury,2022-10-01,,239
2022-2023,138417,N. Patterson,Everton,Missing Fixture,Knee Injury,2022-10-01,,239
2022-2023,2484,Y. Mina,Everton,Missing Fixture,Ankle Injury,2022-10-01,,84
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-10-09,,294
2022-2023,19073,B. Godfrey,Everton,Missing Fixture,Ankle Injury,2022-10-09,,288
2022-2023,138417,N. Patterson,Everton,Missing Fixture,Knee Injury,2022-10-09,,239
2022-2023,138787,A. Gordon,Everton,Missing Fixture,Yellow Cards,2022-10-15,,0
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-10-15,,294
2022-2023,19073,B. Godfrey,Everton,Missing Fixture,Ankle Injury,2022-10-15,,288
2022-2023,138417,N. Patterson,Everton,Missing Fixture,Knee Injury,2022-10-15,,239
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-10-19,,294
2022-2023,19073,B. Godfrey,Everton,Missing Fixture,Ankle Injury,2022-10-19,,288
2022-2023,138417,N. Patterson,Everton,Missing Fixture,Knee Injury,2022-10-19,,239
2022-2023,2484,Y. Mina,Everton,Missing Fixture,Ankle Injury,2022-10-19,,84
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-10-22,,294
2022-2023,19073,B. Godfrey,Everton,Missing Fixture,Ankle Injury,2022-10-22,,288
2022-2023,2484,Y. Mina,Everton,Missing Fixture,Ankle Injury,2022-10-22,,84
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-10-29,,294
2022-2023,19073,B. Godfrey,Everton,Missing Fixture,Ankle Injury,2022-10-29,,288
2022-2023,2484,Y. Mina,Everton,Missing Fixture,Ankle Injury,2022-10-29,,84
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-11-05,,294
2022-2023,19073,B. Godfrey,Everton,Missing Fixture,Ankle Injury,2022-11-05,,288
2022-2023,2484,Y. Mina,Everton,Missing Fixture,Ankle Injury,2022-11-05,,84
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-11-12,,294
2022-2023,18766,D. Calvert-Lewin,Everton,Missing Fixture,Thigh Injury,2022-11-12,,294
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-12-26,,294
2022-2023,18741,C. Coady,Everton,Missing Fixture,Loan agreement,2022-12-26,,144
2022-2023,895,J. Garner,Everton,Missing Fixture,Back Injury,2022-12-26,,39
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2022-12-31,,294
2022-2023,895,J. Garner,Everton,Missing Fixture,Back Injury,2022-12-31,,39
2022-2023,162714,A. Onana,Everton,Missing Fixture,Yellow Cards,2023-01-03,,0
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2023-01-03,,294
2022-2023,895,J. Garner,Everton,Missing Fixture,Back Injury,2023-01-03,,39
2022-2023,2934,M. Keane,Everton,Missing Fixture,Knee Injury,2023-01-03,,17
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2023-01-14,,294
2022-2023,895,J. Garner,Everton,Missing Fixture,Back Injury,2023-01-14,,39
2022-2023,2934,M. Keane,Everton,Missing Fixture,Knee Injury,2023-01-14,,17
2022-2023,138417,N. Patterson,Everton,Missing Fixture,Knee Injury,2023-01-14,,239
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2023-01-21,,294
2022-2023,895,J. Garner,Everton,Missing Fixture,Back Injury,2023-01-21,,39
2022-2023,2934,M. Keane,Everton,Missing Fixture,Knee Injury,2023-01-21,,17
2022-2023,138417,N. Patterson,Everton,Missing Fixture,Knee Injury,2023-01-21,,239
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2023-02-04,,294
2022-2023,895,J. Garner,Everton,Missing Fixture,Back Injury,2023-02-04,,39
2022-2023,138417,N. Patterson,Everton,Missing Fixture,Knee Injury,2023-02-04,,239
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2023-02-13,,294
2022-2023,138417,N. Patterson,Everton,Missing Fixture,Knee Injury,2023-02-13,,239
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2023-02-18,,294
2022-2023,18766,D. Calvert-Lewin,Everton,Missing Fixture,Thigh Injury,2023-02-18,,294
2022-2023,18854,A. Townsend,Everton,Missing Fixture,Knee Injury,2023-02-25,,294
