season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2023-2024,138822,A. Broja,Chelsea,Missing Fixture,Knee Injury,2023-08-13,,69
2023-2024,269,C. Nkunku,Chelsea,Missing Fixture,Knee Injury,2023-08-13,,263
2023-2024,19012,M. Bettinelli,Chelsea,Missing Fixture,Injury,2023-08-13,,50
2023-2024,19720,T. Chalobah,Chelsea,Missing Fixture,Injury,2023-08-13,,229
2023-2024,22094,W. Fofana,Chelsea,Missing Fixture,Leg Injury,2023-08-13,,279
2023-2024,138822,A. Broja,Chelsea,Missing Fixture,Knee Injury,2023-08-20,,69
2023-2024,269,C. Nkunku,Chelsea,Missing Fixture,Knee Injury,2023-08-20,,263
2023-2024,19012,M. Bettinelli,Chelsea,Missing Fixture,Injury,2023-08-20,,50
2023-2024,19545,R. James,Chelsea,Missing Fixture,Hamstring Injury,2023-08-20,,272
2023-2024,19720,T. Chalobah,Chelsea,Missing Fixture,Injury,2023-08-20,,229
2023-2024,22094,W. Fofana,Chelsea,Missing Fixture,Leg Injury,2023-08-20,,279
2023-2024,138822,A. Broja,Chelsea,Missing Fixture,Knee Injury,2023-08-25,,69
2023-2024,95,B. Badiashile,Chelsea,Missing Fixture,Groin Injury,2023-08-25,,189
2023-2024,138935,C. Chukwuemeka,Chelsea,Missing Fixture,Knee Injury,2023-08-25,,259
2023-2024,269,C. Nkunku,Chelsea,Missing Fixture,Knee Injury,2023-08-25,,263
2023-2024,19012,M. Bettinelli,Chelsea,Missing Fixture,Injury,2023-08-25,,50
2023-2024,63577,M. Mudryk,Chelsea,Missing Fixture,Injury,2023-08-25,,267
2023-2024,19545,R. James,Chelsea,Missing Fixture,Hamstring Injury,2023-08-25,,272
2023-2024,19720,T. Chalobah,Chelsea,Missing Fixture,Injury,2023-08-25,,229
2023-2024,22094,W. Fofana,Chelsea,Missing Fixture,Leg Injury,2023-08-25,,279
2023-2024,138822,A. Broja,Chelsea,Missing Fixture,Knee Injury,2023-09-02,,69
2023-2024,138935,C. Chukwuemeka,Chelsea,Missing Fixture,Knee Injury,2023-09-02,,259
2023-2024,269,C. Nkunku,Chelsea,Missing Fixture,Knee Injury,2023-09-02,,263
2023-2024,19012,M. Bettinelli,Chelsea,Missing Fixture,Injury,2023-09-02,,50
2023-2024,19545,R. James,Chelsea,Missing Fixture,Hamstring Injury,2023-09-02,,272
2023-2024,19720,T. Chalobah,Chelsea,Missing Fixture,Injury,2023-09-02,,229
2023-2024,22094,W. Fofana,Chelsea,Missing Fixture,Leg Injury,2023-09-02,,279
2023-2024,138822,A. Broja,Chelsea,Missing Fixture,Knee Injury,2023-09-17,,69
2023-2024,138935,C. Chukwuemeka,Chelsea,Missing Fixture,Knee Injury,2023-09-17,,259
2023-2024,269,C. Nkunku,Chelsea,Missing Fixture,Knee Injury,2023-09-17,,263
2023-2024,19012,M. Bettinelli,Chelsea,Missing Fixture,Injury,2023-09-17,,50
2023-2024,19545,R. James,Chelsea,Missing Fixture,Hamstring Injury,2023-09-17,,272
2023-2024,282125,R. Lavia,Chelsea,Missing Fixture,Ankle Injury,2023-09-17,,245
2023-2024,22094,W. Fofana,Chelsea,Missing Fixture,Knee Injury,2023-09-17,,279
2023-2024,269,C. Nkunku,Chelsea,Missing Fixture,Knee Injury,2023-09-24,,263
2023-2024,19012,M. Bettinelli,Chelsea,Missing Fixture,Injury,2023-09-24,,50
2023-2024,19545,R. James,Chelsea,Missing Fixture,Hamstring Injury,2023-09-24,,272
2023-2024,282125,R. Lavia,Chelsea,Missing Fixture,Ankle Injury,2023-09-24,,245
2023-2024,22094,W. Fofana,Chelsea,Missing Fixture,Knee Injury,2023-09-24,,279
2023-2024,2933,B. Chilwell,Chelsea,Missing Fixture,Thigh Injury,2023-10-02,,221
2023-2024,269,C. Nkunku,Chelsea,Missing Fixture,Knee Injury,2023-10-02,,263
2023-2024,19012,M. Bettinelli,Chelsea,Missing Fixture,Injury,2023-10-02,,50
2023-2024,161907,M. Gusto,Chelsea,Missing Fixture,Red Card,2023-10-02,,212
2023-2024,283058,N. Jackson,Chelsea,Missing Fixture,Yellow Cards,2023-10-02,,121
2023-2024,282125,R. Lavia,Chelsea,Missing Fixture,Ankle Injury,2023-10-02,,245
2023-2024,22094,W. Fofana,Chelsea,Missing Fixture,Knee Injury,2023-10-02,,279
2023-2024,2933,B. Chilwell,Chelsea,Missing Fixture,Thigh Injury,2023-10-07,,221
2023-2024,269,C. Nkunku,Chelsea,Missing Fixture,Knee Injury,2023-10-07,,263
2023-2024,161907,M. Gusto,Chelsea,Missing Fixture,Red Card,2023-10-07,,212
2023-2024,19545,R. James,Chelsea,Missing Fixture,Suspended,2023-10-07,,272
2023-2024,282125,R. Lavia,Chelsea,Missing Fixture,Ankle Injury,2023-10-07,,245
2023-2024,22094,W. Fofana,Chelsea,Missing Fixture,Knee Injury,2023-10-07,,279
2023-2024,138822,A. Broja,Chelsea,Missing Fixture,Injury,2023-10-21,,69
2023-2024,2933,B. Chilwell,Chelsea,Missing Fixture,Thigh Injury,2023-10-21,,221
2023-2024,138935,C. Chukwuemeka,Chelsea,Missing Fixture,Knee Injury,2023-10-21,,259
2023-2024,269,C. Nkunku,Chelsea,Missing Fixture,Knee Injury,2023-10-21,,263
2023-2024,282125,R. Lavia,Chelsea,Missing Fixture,Ankle Injury,2023-10-21,,245
2023-2024,19720,T. Chalobah,Chelsea,Missing Fixture,Thigh Injury,2023-10-21,,229
2023-2024,22094,W. Fofana,Chelsea,Missing Fixture,Knee Injury,2023-10-21,,279
2023-2024,2933,B. Chilwell,Chelsea,Missing Fixture,Thigh Injury,2023-10-28,,221
2023-2024,138935,C. Chukwuemeka,Chelsea,Missing Fixture,Knee Injury,2023-10-28,,259
2023-2024,269,C. Nkunku,Chelsea,Missing Fixture,Knee Injury,2023-10-28,,263
2023-2024,5996,E. Fernandez,Chelsea,Missing Fixture,Rest,2023-10-28,,204
2023-2024,63577,M. Mudryk,Chelsea,Missing Fixture,Muscle Injury,2023-10-28,,267
2023-2024,282125,R. Lavia,Chelsea,Missing Fixture,Ankle Injury,2023-10-28,,245
2023-2024,19720,T. Chalobah,Chelsea,Missing Fixture,Thigh Injury,2023-10-28,,229
2023-2024,22094,W. Fofana,Chelsea,Missing Fixture,Knee Injury,2023-10-28,,279
2023-2024,2933,B. Chilwell,Chelsea,Missing Fixture,Thigh Injury,2023-11-06,,221
2023-2024,138935,C. Chukwuemeka,Chelsea,Missing Fixture,Knee Injury,2023-11-06,,259
2023-2024,269,C. Nkunku,Chelsea,Missing Fixture,Knee Injury,2023-11-06,,263
2023-2024,282125,R. Lavia,Chelsea,Missing Fixture,Ankle Injury,2023-11-06,,245
2023-2024,19720,T. Chalobah,Chelsea,Missing Fixture,Thigh Injury,2023-11-06,,229
2023-2024,22094,W. Fofana,Chelsea,Missing Fixture,Knee Injury,2023-11-06,,279
2023-2024,2933,B. Chilwell,Chelsea,Missing Fixture,Thigh Injury,2023-11-12,,221
2023-2024,138935,C. Chukwuemeka,Chelsea,Missing Fixture,Knee Injury,2023-11-12,,259
2023-2024,19720,T. Chalobah,Chelsea,Missing Fixture,Thigh Injury,2023-11-12,,229
2023-2024,22094,W. Fofana,Chelsea,Missing Fixture,Knee Injury,2023-11-12,,279
2023-2024,2933,B. Chilwell,Chelsea,Missing Fixture,Thigh Injury,2023-11-25,,221
2023-2024,138935,C. Chukwuemeka,Chelsea,Missing Fixture,Knee Injury,2023-11-25,,259
2023-2024,269,C. Nkunku,Chelsea,Missing Fixture,Knee Injury,2023-11-25,,263
2023-2024,282125,R. Lavia,Chelsea,Missing Fixture,Ankle Injury,2023-11-25,,245
2023-2024,19720,T. Chalobah,Chelsea,Missing Fixture,Thigh Injury,2023-11-25,,229
2023-2024,22094,W. Fofana,Chelsea,Missing Fixture,Knee Injury,2023-11-25,,279
2023-2024,2933,B. Chilwell,Chelsea,Missing Fixture,Thigh Injury,2023-12-03,,221
2023-2024,138935,C. Chukwuemeka,Chelsea,Missing Fixture,Knee Injury,2023-12-03,,259
2023-2024,47380,M. Cucurella,Chelsea,Missing Fixture,Yellow Cards,2023-12-03,,76
2023-2024,19545,R. James,Chelsea,Missing Fixture,Red Card,2023-12-03,,272
2023-2024,19720,T. Chalobah,Chelsea,Missing Fixture,Thigh Injury,2023-12-03,,229
2023-2024,22094,W. Fofana,Chelsea,Missing Fixture,Knee Injury,2023-12-03,,279
2023-2024,2933,B. Chilwell,Chelsea,Missing Fixture,Thigh Injury,2023-12-06,,221
2023-2024,138935,C. Chukwuemeka,Chelsea,Missing Fixture,Knee Injury,2023-12-06,,259
2023-2024,67972,C. Gallagher,Chelsea,Missing Fixture,Red Card,2023-12-06,,0
2023-2024,269,C. Nkunku,Chelsea,Missing Fixture,Knee Injury,2023-12-06,,263
