season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Back Injury,2024-08-17,,161
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-08-17,,259
2024-2025,328105,L. Miley,Newcastle,Missing Fixture,Back Injury,2024-08-17,,49
2024-2025,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2024-08-17,,245
2024-2025,31146,S. Tonali,Newcastle,Missing Fixture,Suspended,2024-08-17,,7
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Back Injury,2024-08-25,,161
2024-2025,2806,F. Schar,Newcastle,Missing Fixture,Red Card,2024-08-25,,131
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-08-25,,259
2024-2025,138906,J. White,Newcastle,Missing Fixture,Injury,2024-08-25,,0
2024-2025,328105,L. Miley,Newcastle,Missing Fixture,Back Injury,2024-08-25,,49
2024-2025,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2024-08-25,,245
2024-2025,31146,S. Tonali,Newcastle,Missing Fixture,Suspended,2024-08-25,,7
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Back Injury,2024-09-01,,161
2024-2025,2806,F. Schar,Newcastle,Missing Fixture,Red Card,2024-09-01,,131
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-09-01,,259
2024-2025,328105,L. Miley,Newcastle,Missing Fixture,Back Injury,2024-09-01,,49
2024-2025,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2024-09-01,,245
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Back Injury,2024-09-15,,161
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-09-15,,259
2024-2025,328105,L. Miley,Newcastle,Missing Fixture,Back Injury,2024-09-15,,49
2024-2025,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2024-09-15,,245
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Back Injury,2024-09-21,,161
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-09-21,,259
2024-2025,328105,L. Miley,Newcastle,Missing Fixture,Back Injury,2024-09-21,,49
2024-2025,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2024-09-21,,245
2024-2025,2864,A. Isak,Newcastle,Missing Fixture,Finger Injury,2024-10-05,,0
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Back Injury,2024-10-05,,161
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-10-05,,259
2024-2025,328105,L. Miley,Newcastle,Missing Fixture,Back Injury,2024-10-05,,49
2024-2025,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2024-10-05,,245
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-10-19,,259
2024-2025,169,K. Trippier,Newcastle,Missing Fixture,Muscle Injury,2024-10-19,,211
2024-2025,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2024-10-19,,245
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Back Injury,2024-10-27,,161
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-10-27,,259
2024-2025,169,K. Trippier,Newcastle,Missing Fixture,Muscle Injury,2024-10-27,,211
2024-2025,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2024-10-27,,245
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Back Injury,2024-11-02,,161
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-11-02,,259
2024-2025,169,K. Trippier,Newcastle,Missing Fixture,Muscle Injury,2024-11-02,,211
2024-2025,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2024-11-02,,245
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Back Injury,2024-11-10,,161
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-11-10,,259
2024-2025,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2024-11-10,,245
2024-2025,18961,D. Burn,Newcastle,Missing Fixture,Yellow Cards,2024-11-25,,0
2024-2025,2855,E. Krafth,Newcastle,Missing Fixture,Shoulder Injury,2024-11-25,,39
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-11-25,,259
2024-2025,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2024-11-25,,245
2024-2025,2855,E. Krafth,Newcastle,Missing Fixture,Shoulder Injury,2024-11-30,,39
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-11-30,,259
2024-2025,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2024-11-30,,245
2024-2025,2855,E. Krafth,Newcastle,Missing Fixture,Shoulder Injury,2024-12-04,,39
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-12-04,,259
2024-2025,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2024-12-04,,245
2024-2025,2855,E. Krafth,Newcastle,Missing Fixture,Shoulder Injury,2024-12-07,,39
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-12-07,,259
2024-2025,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2024-12-07,,245
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Thigh Injury,2024-12-14,,161
2024-2025,2855,E. Krafth,Newcastle,Missing Fixture,Shoulder Injury,2024-12-14,,39
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-12-14,,259
2024-2025,38734,S. Botman,Newcastle,Missing Fixture,Knee Injury,2024-12-14,,245
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Thigh Injury,2024-12-21,,161
2024-2025,2855,E. Krafth,Newcastle,Missing Fixture,Shoulder Injury,2024-12-21,,39
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-12-21,,259
2024-2025,723,Joelinton,Newcastle,Missing Fixture,Yellow Cards,2024-12-21,,155
2024-2025,18911,N. Pope,Newcastle,Missing Fixture,Knee Injury,2024-12-21,,27
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Thigh Injury,2024-12-26,,161
2024-2025,2855,E. Krafth,Newcastle,Missing Fixture,Shoulder Injury,2024-12-26,,39
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-12-26,,259
2024-2025,18911,N. Pope,Newcastle,Missing Fixture,Knee Injury,2024-12-26,,27
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Thigh Injury,2024-12-30,,161
2024-2025,2855,E. Krafth,Newcastle,Missing Fixture,Shoulder Injury,2024-12-30,,39
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2024-12-30,,259
2024-2025,18911,N. Pope,Newcastle,Missing Fixture,Knee Injury,2024-12-30,,27
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Thigh Injury,2025-01-04,,161
2024-2025,2855,E. Krafth,Newcastle,Missing Fixture,Shoulder Injury,2025-01-04,,39
2024-2025,2806,F. Schar,Newcastle,Missing Fixture,Yellow Cards,2025-01-04,,131
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2025-01-04,,259
2024-2025,18911,N. Pope,Newcastle,Missing Fixture,Knee Injury,2025-01-04,,27
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Thigh Injury,2025-01-15,,161
2024-2025,18778,H. Barnes,Newcastle,Missing Fixture,Thigh Injury,2025-01-15,,16
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2025-01-15,,259
2024-2025,18911,N. Pope,Newcastle,Missing Fixture,Knee Injury,2025-01-15,,27
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Thigh Injury,2025-01-18,,161
2024-2025,18778,H. Barnes,Newcastle,Missing Fixture,Thigh Injury,2025-01-18,,16
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2025-01-18,,259
2024-2025,18911,N. Pope,Newcastle,Missing Fixture,Knee Injury,2025-01-18,,27
2024-2025,2939,C. Wilson,Newcastle,Missing Fixture,Thigh Injury,2025-01-25,,161
2024-2025,18778,H. Barnes,Newcastle,Missing Fixture,Thigh Injury,2025-01-25,,16
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2025-01-25,,259
2024-2025,18778,H. Barnes,Newcastle,Missing Fixture,Thigh Injury,2025-02-01,,16
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2025-02-01,,259
2024-2025,18894,J. Lascelles,Newcastle,Missing Fixture,Knee Injury,2025-02-15,,259
2024-2025,723,Joelinton,Newcastle,Missing Fixture,Knee Injury,2025-02-15,,155
