variant,best_iteration,train_auc_roc,val_auc_roc,test_auc_roc,train_auc_pr,val_auc_pr,test_auc_pr,test_base,test_pr_lift,best_thr,test_precision,test_recall,test_f1,test_specificity,alert_rate,tn,fp,fn,tp
v4b_no_competition,26,0.721538326535309,0.6428275845714218,0.6336976674844357,0.564836466764456,0.40049731056377735,0.4224580346890723,0.3046817309112391,1.3865551880173088,0.44980481266975403,0.360885770664328,0.7978671837130392,0.4969806763285024,0.3808411214953271,0.6736080342637719,1793,2915,417,1646
v4a_keep_competition,17,0.7116654621456149,0.6450754117409915,0.6417319701287111,0.5513009695648673,0.404198801715729,0.41996958464186174,0.3046817309112391,1.378387812704821,0.47408124804496765,0.380126953125,0.7547261269995152,0.5056015586945932,0.4607051826677995,0.6049328016541131,2169,2539,506,1557
