season,tracked_team,match_date,competition,opponent_team,original_file,Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,shirtnumber,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,shots,shots_on_target,CrdY,CrdR,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded
2023-2024,Newcastle United 2023 2024,2023-08-12,Premier League,Aston Villa,2023-08-12_premier_league_aston_villa_player_stats.csv,8ff2f8fe,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Aston Villa,W,2023-08-12_premier_league_aston_villa,Newcastle United,Elliot Anderson,32,eng ENG,MF,20-279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-12,Premier League,Aston Villa,2023-08-12_premier_league_aston_villa_player_stats.csv,8ff2f8fe,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Aston Villa,W,2023-08-12_premier_league_aston_villa,Newcastle United,Dan Burn,33,eng ENG,LB,31-095,90,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,
2023-2024,Newcastle United 2023 2024,2023-08-12,Premier League,Aston Villa,2023-08-12_premier_league_aston_villa_player_stats.csv,8ff2f8fe,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Aston Villa,W,2023-08-12_premier_league_aston_villa,Newcastle United,Sven Botman,4,nl NED,CB,23-212,90,0,1,0,0,1,0,1,0,1,0,1,0,2,1,0,,
2023-2024,Newcastle United 2023 2024,2023-08-12,Premier League,Aston Villa,2023-08-12_premier_league_aston_villa_player_stats.csv,8ff2f8fe,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Aston Villa,W,2023-08-12_premier_league_aston_villa,Newcastle United,Fabian Schär,5,ch SUI,CB,31-235,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
2023-2024,Newcastle United 2023 2024,2023-08-12,Premier League,Aston Villa,2023-08-12_premier_league_aston_villa_player_stats.csv,8ff2f8fe,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Aston Villa,W,2023-08-12_premier_league_aston_villa,Newcastle United,Kieran Trippier,2,eng ENG,RB,32-327,90,0,0,0,0,0,0,0,0,1,1,0,7,0,1,0,,
2023-2024,Newcastle United 2023 2024,2023-08-12,Premier League,Aston Villa,2023-08-12_premier_league_aston_villa_player_stats.csv,8ff2f8fe,https://fbref.com/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Aston Villa,W,2023-08-12_premier_league_aston_villa,Newcastle United,Nick Pope,22,eng ENG,GK,31-115,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-19,Premier League,Manchester City,2023-08-19_premier_league_manchester_city_player_stats.csv,0b8f50a5,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Manchester City,L,2023-08-19_premier_league_manchester_city,Newcastle United,Anthony Gordon,10,eng ENG,FW,22-176,55,0,0,0,0,2,0,1,0,1,1,0,1,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-19,Premier League,Manchester City,2023-08-19_premier_league_manchester_city_player_stats.csv,0b8f50a5,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Manchester City,L,2023-08-19_premier_league_manchester_city,Newcastle United,Harvey Barnes,15,eng ENG,"FW,MF",25-253,35,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-19,Premier League,Manchester City,2023-08-19_premier_league_manchester_city_player_stats.csv,0b8f50a5,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Manchester City,L,2023-08-19_premier_league_manchester_city,Newcastle United,Alexander Isak,14,se SWE,FW,23-332,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-19,Premier League,Manchester City,2023-08-19_premier_league_manchester_city_player_stats.csv,0b8f50a5,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Manchester City,L,2023-08-19_premier_league_manchester_city,Newcastle United,Callum Wilson,9,eng ENG,FW,31-173,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-19,Premier League,Manchester City,2023-08-19_premier_league_manchester_city_player_stats.csv,0b8f50a5,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Manchester City,L,2023-08-19_premier_league_manchester_city,Newcastle United,Miguel Almirón,24,py PAR,FW,29-190,85,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-19,Premier League,Manchester City,2023-08-19_premier_league_manchester_city_player_stats.csv,0b8f50a5,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Manchester City,L,2023-08-19_premier_league_manchester_city,Newcastle United,Valentino Livramento,21,eng ENG,"DF,MF",20-280,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-19,Premier League,Manchester City,2023-08-19_premier_league_manchester_city_player_stats.csv,0b8f50a5,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Manchester City,L,2023-08-19_premier_league_manchester_city,Newcastle United,Joelinton,7,br BRA,CM,27-005,56,0,0,0,0,1,0,1,0,2,1,0,0,0,2,0,,
2023-2024,Newcastle United 2023 2024,2023-08-19,Premier League,Manchester City,2023-08-19_premier_league_manchester_city_player_stats.csv,0b8f50a5,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Manchester City,L,2023-08-19_premier_league_manchester_city,Newcastle United,Sean Longstaff,36,eng ENG,MF,25-293,34,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-19,Premier League,Manchester City,2023-08-19_premier_league_manchester_city_player_stats.csv,0b8f50a5,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Manchester City,L,2023-08-19_premier_league_manchester_city,Newcastle United,Bruno Guimarães,39,br BRA,CM,25-276,90,0,0,0,0,1,0,1,0,3,4,0,0,0,1,0,,
2023-2024,Newcastle United 2023 2024,2023-08-19,Premier League,Manchester City,2023-08-19_premier_league_manchester_city_player_stats.csv,0b8f50a5,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Manchester City,L,2023-08-19_premier_league_manchester_city,Newcastle United,Sandro Tonali,8,it ITA,CM,23-103,65,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-19,Premier League,Manchester City,2023-08-19_premier_league_manchester_city_player_stats.csv,0b8f50a5,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Manchester City,L,2023-08-19_premier_league_manchester_city,Newcastle United,Elliot Anderson,32,eng ENG,MF,20-286,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,
2023-2024,Newcastle United 2023 2024,2023-08-19,Premier League,Manchester City,2023-08-19_premier_league_manchester_city_player_stats.csv,0b8f50a5,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Manchester City,L,2023-08-19_premier_league_manchester_city,Newcastle United,Dan Burn,33,eng ENG,LB,31-102,90,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,,
2023-2024,Newcastle United 2023 2024,2023-08-19,Premier League,Manchester City,2023-08-19_premier_league_manchester_city_player_stats.csv,0b8f50a5,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Manchester City,L,2023-08-19_premier_league_manchester_city,Newcastle United,Sven Botman,4,nl NED,CB,23-219,90,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-19,Premier League,Manchester City,2023-08-19_premier_league_manchester_city_player_stats.csv,0b8f50a5,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Manchester City,L,2023-08-19_premier_league_manchester_city,Newcastle United,Fabian Schär,5,ch SUI,CB,31-242,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-19,Premier League,Manchester City,2023-08-19_premier_league_manchester_city_player_stats.csv,0b8f50a5,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Manchester City,L,2023-08-19_premier_league_manchester_city,Newcastle United,Kieran Trippier,2,eng ENG,RB,32-334,90,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,,
2023-2024,Newcastle United 2023 2024,2023-08-19,Premier League,Manchester City,2023-08-19_premier_league_manchester_city_player_stats.csv,0b8f50a5,https://fbref.com/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Manchester City,L,2023-08-19_premier_league_manchester_city,Newcastle United,Nick Pope,22,eng ENG,GK,31-122,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-27,Premier League,Liverpool,2023-08-27_premier_league_liverpool_player_stats.csv,b31156ab,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,2023-08-27,Premier League,Matchweek 3,Home,Liverpool,L,2023-08-27_premier_league_liverpool,Newcastle United,Anthony Gordon,10,eng ENG,FW,22-184,71,1,0,0,0,4,3,0,0,1,1,0,2,1,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-27,Premier League,Liverpool,2023-08-27_premier_league_liverpool_player_stats.csv,b31156ab,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,2023-08-27,Premier League,Matchweek 3,Home,Liverpool,L,2023-08-27_premier_league_liverpool,Newcastle United,Harvey Barnes,15,eng ENG,"FW,MF",25-261,19,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-27,Premier League,Liverpool,2023-08-27_premier_league_liverpool_player_stats.csv,b31156ab,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,2023-08-27,Premier League,Matchweek 3,Home,Liverpool,L,2023-08-27_premier_league_liverpool,Newcastle United,Alexander Isak,14,se SWE,FW,23-340,71,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-27,Premier League,Liverpool,2023-08-27_premier_league_liverpool_player_stats.csv,b31156ab,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,2023-08-27,Premier League,Matchweek 3,Home,Liverpool,L,2023-08-27_premier_league_liverpool,Newcastle United,Callum Wilson,9,eng ENG,FW,31-181,19,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-27,Premier League,Liverpool,2023-08-27_premier_league_liverpool_player_stats.csv,b31156ab,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,2023-08-27,Premier League,Matchweek 3,Home,Liverpool,L,2023-08-27_premier_league_liverpool,Newcastle United,Miguel Almirón,24,py PAR,FW,29-198,90,0,0,0,0,6,1,0,0,1,0,0,0,1,1,0,,
2023-2024,Newcastle United 2023 2024,2023-08-27,Premier League,Liverpool,2023-08-27_premier_league_liverpool_player_stats.csv,b31156ab,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,2023-08-27,Premier League,Matchweek 3,Home,Liverpool,L,2023-08-27_premier_league_liverpool,Newcastle United,Joelinton,7,br BRA,CM,27-013,81,0,0,0,0,1,1,0,0,4,0,0,0,2,1,0,,
2023-2024,Newcastle United 2023 2024,2023-08-27,Premier League,Liverpool,2023-08-27_premier_league_liverpool_player_stats.csv,b31156ab,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,2023-08-27,Premier League,Matchweek 3,Home,Liverpool,L,2023-08-27_premier_league_liverpool,Newcastle United,Elliot Anderson,32,eng ENG,MF,20-294,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-27,Premier League,Liverpool,2023-08-27_premier_league_liverpool_player_stats.csv,b31156ab,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,2023-08-27,Premier League,Matchweek 3,Home,Liverpool,L,2023-08-27_premier_league_liverpool,Newcastle United,Bruno Guimarães,39,br BRA,CM,25-284,90,0,0,0,0,1,0,0,0,4,2,0,0,1,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-27,Premier League,Liverpool,2023-08-27_premier_league_liverpool_player_stats.csv,b31156ab,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,2023-08-27,Premier League,Matchweek 3,Home,Liverpool,L,2023-08-27_premier_league_liverpool,Newcastle United,Sandro Tonali,8,it ITA,CM,23-111,71,0,0,0,0,1,0,0,0,1,1,0,2,2,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-27,Premier League,Liverpool,2023-08-27_premier_league_liverpool_player_stats.csv,b31156ab,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,2023-08-27,Premier League,Matchweek 3,Home,Liverpool,L,2023-08-27_premier_league_liverpool,Newcastle United,Sean Longstaff,36,eng ENG,MF,25-301,19,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-27,Premier League,Liverpool,2023-08-27_premier_league_liverpool_player_stats.csv,b31156ab,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,2023-08-27,Premier League,Matchweek 3,Home,Liverpool,L,2023-08-27_premier_league_liverpool,Newcastle United,Dan Burn,33,eng ENG,LB,31-110,90,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-27,Premier League,Liverpool,2023-08-27_premier_league_liverpool_player_stats.csv,b31156ab,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,2023-08-27,Premier League,Matchweek 3,Home,Liverpool,L,2023-08-27_premier_league_liverpool,Newcastle United,Sven Botman,4,nl NED,CB,23-227,86,0,0,0,0,2,0,0,0,0,1,0,0,2,2,0,,
2023-2024,Newcastle United 2023 2024,2023-08-27,Premier League,Liverpool,2023-08-27_premier_league_liverpool_player_stats.csv,b31156ab,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,2023-08-27,Premier League,Matchweek 3,Home,Liverpool,L,2023-08-27_premier_league_liverpool,Newcastle United,Matt Targett,13,eng ENG,"DF,MF",27-343,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-27,Premier League,Liverpool,2023-08-27_premier_league_liverpool_player_stats.csv,b31156ab,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,2023-08-27,Premier League,Matchweek 3,Home,Liverpool,L,2023-08-27_premier_league_liverpool,Newcastle United,Fabian Schär,5,ch SUI,CB,31-250,90,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-08-27,Premier League,Liverpool,2023-08-27_premier_league_liverpool_player_stats.csv,b31156ab,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,2023-08-27,Premier League,Matchweek 3,Home,Liverpool,L,2023-08-27_premier_league_liverpool,Newcastle United,Kieran Trippier,2,eng ENG,RB,32-342,90,0,0,0,0,0,0,1,0,1,2,0,7,0,1,0,,
2023-2024,Newcastle United 2023 2024,2023-08-27,Premier League,Liverpool,2023-08-27_premier_league_liverpool_player_stats.csv,b31156ab,https://fbref.com/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,2023-08-27,Premier League,Matchweek 3,Home,Liverpool,L,2023-08-27_premier_league_liverpool,Newcastle United,Nick Pope,22,eng ENG,GK,31-130,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-09-02,Premier League,Brighton,2023-09-02_premier_league_brighton_player_stats.csv,4f754e0a,https://fbref.com/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,2023-09-02,Premier League,Matchweek 4,Away,Brighton,L,2023-09-02_premier_league_brighton,Newcastle United,Anthony Gordon,10,eng ENG,FW,22-190,90,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,,
2023-2024,Newcastle United 2023 2024,2023-09-02,Premier League,Brighton,2023-09-02_premier_league_brighton_player_stats.csv,4f754e0a,https://fbref.com/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,2023-09-02,Premier League,Matchweek 4,Away,Brighton,L,2023-09-02_premier_league_brighton,Newcastle United,Alexander Isak,14,se SWE,FW,23-346,73,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-09-02,Premier League,Brighton,2023-09-02_premier_league_brighton_player_stats.csv,4f754e0a,https://fbref.com/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,2023-09-02,Premier League,Matchweek 4,Away,Brighton,L,2023-09-02_premier_league_brighton,Newcastle United,Harvey Barnes,15,eng ENG,"FW,MF",25-267,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-09-02,Premier League,Brighton,2023-09-02_premier_league_brighton_player_stats.csv,4f754e0a,https://fbref.com/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,2023-09-02,Premier League,Matchweek 4,Away,Brighton,L,2023-09-02_premier_league_brighton,Newcastle United,Miguel Almirón,24,py PAR,FW,29-204,57,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,
2023-2024,Newcastle United 2023 2024,2023-09-02,Premier League,Brighton,2023-09-02_premier_league_brighton_player_stats.csv,4f754e0a,https://fbref.com/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,2023-09-02,Premier League,Matchweek 4,Away,Brighton,L,2023-09-02_premier_league_brighton,Newcastle United,Elliot Anderson,32,eng ENG,MF,20-300,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-09-02,Premier League,Brighton,2023-09-02_premier_league_brighton_player_stats.csv,4f754e0a,https://fbref.com/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,2023-09-02,Premier League,Matchweek 4,Away,Brighton,L,2023-09-02_premier_league_brighton,Newcastle United,Joelinton,7,br BRA,CM,27-019,57,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,,
2023-2024,Newcastle United 2023 2024,2023-09-02,Premier League,Brighton,2023-09-02_premier_league_brighton_player_stats.csv,4f754e0a,https://fbref.com/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,2023-09-02,Premier League,Matchweek 4,Away,Brighton,L,2023-09-02_premier_league_brighton,Newcastle United,Callum Wilson,9,eng ENG,FW,31-187,33,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-09-02,Premier League,Brighton,2023-09-02_premier_league_brighton_player_stats.csv,4f754e0a,https://fbref.com/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,2023-09-02,Premier League,Matchweek 4,Away,Brighton,L,2023-09-02_premier_league_brighton,Newcastle United,Bruno Guimarães,39,br BRA,CM,25-290,90,0,0,0,0,0,0,0,0,1,4,0,1,2,0,0,,
2023-2024,Newcastle United 2023 2024,2023-09-02,Premier League,Brighton,2023-09-02_premier_league_brighton_player_stats.csv,4f754e0a,https://fbref.com/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,2023-09-02,Premier League,Matchweek 4,Away,Brighton,L,2023-09-02_premier_league_brighton,Newcastle United,Sandro Tonali,8,it ITA,CM,23-117,57,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,,
2023-2024,Newcastle United 2023 2024,2023-09-02,Premier League,Brighton,2023-09-02_premier_league_brighton_player_stats.csv,4f754e0a,https://fbref.com/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,2023-09-02,Premier League,Matchweek 4,Away,Brighton,L,2023-09-02_premier_league_brighton,Newcastle United,Sean Longstaff,36,eng ENG,MF,25-307,33,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,,
