season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2022-2023,19177,K. Hause,Aston Villa,Missing Fixture,Knee Injury,2022-08-06,,6
2022-2023,19177,K. Hause,Aston Villa,Missing Fixture,Knee Injury,2022-08-13,,6
2022-2023,21090,Diego Carlos,Aston Villa,Missing Fixture,Achilles Tendon Injury,2022-08-20,,196
2022-2023,21090,Diego Carlos,Aston Villa,Missing Fixture,Achilles Tendon Injury,2022-08-28,,196
2022-2023,21090,Diego Carlos,Aston Villa,Missing Fixture,Achilles Tendon Injury,2022-08-31,,196
2022-2023,21090,Diego Carlos,Aston Villa,Missing Fixture,Achilles Tendon Injury,2022-09-03,,196
2022-2023,21090,Diego Carlos,Aston Villa,Missing Fixture,Achilles Tendon Injury,2022-09-16,,196
2022-2023,2999,J. Bednarek,Aston Villa,Missing Fixture,Loan agreement,2022-09-16,,0
2022-2023,19298,M. Cash,Aston Villa,Missing Fixture,Muscle Injury,2022-09-16,,220
2022-2023,1904,B. Kamara,Aston Villa,Missing Fixture,Knee Injury,2022-10-02,,209
2022-2023,21090,Diego Carlos,Aston Villa,Missing Fixture,Achilles Tendon Injury,2022-10-02,,196
2022-2023,2724,L. Digne,Aston Villa,Missing Fixture,Ankle Injury,2022-10-02,,20
2022-2023,1904,B. Kamara,Aston Villa,Missing Fixture,Knee Injury,2022-10-10,,209
2022-2023,21090,Diego Carlos,Aston Villa,Missing Fixture,Achilles Tendon Injury,2022-10-10,,196
2022-2023,2852,L. Augustinsson,Aston Villa,Missing Fixture,Thigh Injury,2022-10-10,,18
2022-2023,2724,L. Digne,Aston Villa,Missing Fixture,Ankle Injury,2022-10-10,,20
2022-2023,1904,B. Kamara,Aston Villa,Missing Fixture,Knee Injury,2022-10-16,,209
2022-2023,21090,Diego Carlos,Aston Villa,Missing Fixture,Achilles Tendon Injury,2022-10-16,,196
2022-2023,2852,L. Augustinsson,Aston Villa,Missing Fixture,Thigh Injury,2022-10-16,,18
2022-2023,2724,L. Digne,Aston Villa,Missing Fixture,Ankle Injury,2022-10-16,,20
2022-2023,1904,B. Kamara,Aston Villa,Missing Fixture,Knee Injury,2022-10-20,,209
2022-2023,21090,Diego Carlos,Aston Villa,Missing Fixture,Achilles Tendon Injury,2022-10-20,,196
2022-2023,2852,L. Augustinsson,Aston Villa,Missing Fixture,Thigh Injury,2022-10-20,,18
2022-2023,2724,L. Digne,Aston Villa,Missing Fixture,Ankle Injury,2022-10-20,,20
2022-2023,1904,B. Kamara,Aston Villa,Missing Fixture,Knee Injury,2022-10-23,,209
2022-2023,21090,Diego Carlos,Aston Villa,Missing Fixture,Achilles Tendon Injury,2022-10-23,,196
2022-2023,2852,L. Augustinsson,Aston Villa,Missing Fixture,Thigh Injury,2022-10-23,,18
2022-2023,2724,L. Digne,Aston Villa,Missing Fixture,Ankle Injury,2022-10-23,,20
2022-2023,1904,B. Kamara,Aston Villa,Missing Fixture,Knee Injury,2022-10-29,,209
