season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2023-2024,204033,J. Hodge,Wolves,Missing Fixture,Thigh Injury,2023-09-03,,112
2023-2024,204033,J. Hodge,Wolves,Missing Fixture,Thigh Injury,2023-09-16,,112
2023-2024,20665,J. Bellegarde,Wolves,Missing Fixture,Red Card,2023-09-30,,203
2023-2024,144732,T. Doyle,Wolves,Missing Fixture,Loan agreement,2023-09-30,,0
2023-2024,20665,J. Bellegarde,Wolves,Missing Fixture,Red Card,2023-10-08,,203
2023-2024,18947,M. Lemina,Wolves,Missing Fixture,Red Card,2023-10-21,,42
2023-2024,130,N. Semedo,Wolves,Missing Fixture,Yellow Cards,2023-10-21,,0
2023-2024,280687,H. Bueno,Wolves,Missing Fixture,Thigh Injury,2023-10-28,,6
2023-2024,204033,J. Hodge,Wolves,Missing Fixture,Shoulder Injury,2023-10-28,,112
2023-2024,280687,H. Bueno,Wolves,Missing Fixture,Thigh Injury,2023-11-04,,6
2023-2024,204033,J. Hodge,Wolves,Missing Fixture,Shoulder Injury,2023-11-04,,112
2023-2024,1864,P. Neto,Wolves,Missing Fixture,Thigh Injury,2023-11-04,,174
2023-2024,204033,J. Hodge,Wolves,Missing Fixture,Shoulder Injury,2023-11-11,,112
2023-2024,19147,C. Dawson,Wolves,Missing Fixture,Yellow Cards,2023-11-27,,173
2023-2024,204033,J. Hodge,Wolves,Missing Fixture,Shoulder Injury,2023-11-27,,112
2023-2024,1864,P. Neto,Wolves,Missing Fixture,Thigh Injury,2023-11-27,,174
2023-2024,204033,J. Hodge,Wolves,Missing Fixture,Shoulder Injury,2023-12-02,,112
2023-2024,195103,Joao Gomes,Wolves,Missing Fixture,Yellow Cards,2023-12-02,,0
2023-2024,18947,M. Lemina,Wolves,Missing Fixture,Yellow Cards,2023-12-02,,42
2023-2024,1864,P. Neto,Wolves,Missing Fixture,Thigh Injury,2023-12-02,,174
2023-2024,204033,J. Hodge,Wolves,Missing Fixture,Shoulder Injury,2023-12-05,,112
2023-2024,18740,Jonny,Wolves,Missing Fixture,Injury,2023-12-05,,48
2023-2024,1864,P. Neto,Wolves,Missing Fixture,Thigh Injury,2023-12-05,,174
2023-2024,204033,J. Hodge,Wolves,Missing Fixture,Shoulder Injury,2023-12-09,,112
2023-2024,18740,Jonny,Wolves,Missing Fixture,Coach's decision,2023-12-09,,48
2023-2024,204033,J. Hodge,Wolves,Missing Fixture,Shoulder Injury,2023-12-17,,112
2023-2024,18740,Jonny,Wolves,Missing Fixture,Coach's decision,2023-12-17,,48
2023-2024,204033,J. Hodge,Wolves,Missing Fixture,Shoulder Injury,2023-12-24,,112
2023-2024,18740,Jonny,Wolves,Missing Fixture,Coach's decision,2023-12-24,,48
2023-2024,18740,Jonny,Wolves,Missing Fixture,Coach's decision,2023-12-27,,48
2023-2024,18740,Jonny,Wolves,Missing Fixture,Coach's decision,2023-12-30,,48
2023-2024,157912,B. Traore,Wolves,Missing Fixture,National selection,2024-01-22,,12
2023-2024,24888,Hwang Hee-Chan,Wolves,Missing Fixture,National selection,2024-01-22,,70
2023-2024,195103,J. Gomes,Wolves,Missing Fixture,Red Card,2024-01-22,,0
2023-2024,18740,Jonny,Wolves,Missing Fixture,Coach's decision,2024-01-22,,48
2023-2024,21138,R. Ait-Nouri,Wolves,Missing Fixture,National selection,2024-01-22,,0
2023-2024,157912,B. Traore,Wolves,Missing Fixture,International duty,2024-02-01,,12
2023-2024,24888,Hwang Hee-Chan,Wolves,Missing Fixture,International duty,2024-02-01,,70
2023-2024,157912,B. Traore,Wolves,Missing Fixture,International duty,2024-02-04,,12
2023-2024,24888,Hwang Hee-Chan,Wolves,Missing Fixture,International duty,2024-02-04,,70
2023-2024,1165,M. Cunha,Wolves,Missing Fixture,Thigh Injury,2024-02-17,,63
2023-2024,1165,M. Cunha,Wolves,Missing Fixture,Thigh Injury,2024-02-25,,63
2023-2024,24888,Hwang Hee-Chan,Wolves,Missing Fixture,Thigh Injury,2024-03-02,,70
2023-2024,1165,M. Cunha,Wolves,Missing Fixture,Thigh Injury,2024-03-02,,63
2023-2024,24888,Hwang Hee-Chan,Wolves,Missing Fixture,Thigh Injury,2024-03-09,,70
2023-2024,1165,M. Cunha,Wolves,Missing Fixture,Thigh Injury,2024-03-09,,63
