season,tracked_team,match_date,competition,opponent_team,original_file,Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Formation,Lineup_Section,Jersey_Number,Player
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Starter,6,Gabriel Magalhães
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Starter,14,Eddie Nketiah
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Starter,15,Jakub Kiwior
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Starter,17,Cédric Soares
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Starter,19,Leandro Trossard
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Starter,20,Jorginho
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Starter,24,Reiss Nelson
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Starter,25,Mohamed Elneny
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Starter,29,Kai Havertz
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Bench,22,David Raya
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Bench,31,Karl Jakob Hein
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Bench,4,Ben White
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Bench,7,Bukayo Saka
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Bench,8,Martin Ødegaard
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Bench,9,Gabriel Jesus
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Bench,10,Emile Smith Rowe
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Bench,35,Oleksandr Zinchenko
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Bench,41,Declan Rice
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Bench,63,Ethan Nwaneri
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Bench,72,Lino Sousa
2023-2024,Arsenal 2023 2024,2023-12-12,Champions Lg,Nlpsv,2023-12-12_champions_lg_nlpsv_lineups.csv,a44f0e00,https://fbref.com/en/matches/a44f0e00/PSV-Eindhoven-Arsenal-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Away,nlPSV,D,2023-12-12_champions_lg_nlpsv,Arsenal,4-3-3,Bench,76,Reuell Walters
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Starter,22,David Raya
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Starter,2,William Saliba
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Starter,4,Ben White
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Starter,6,Gabriel Magalhães
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Starter,7,Bukayo Saka
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Starter,8,Martin Ødegaard
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Starter,9,Gabriel Jesus
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Starter,11,Gabriel Martinelli
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Starter,29,Kai Havertz
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Starter,35,Oleksandr Zinchenko
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Starter,41,Declan Rice
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Bench,1,Aaron Ramsdale
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Bench,10,Emile Smith Rowe
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Bench,14,Eddie Nketiah
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Bench,15,Jakub Kiwior
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Bench,17,Cédric Soares
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Bench,19,Leandro Trossard
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Bench,24,Reiss Nelson
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Bench,59,Myles Lewis-Skelly
2023-2024,Arsenal 2023 2024,2023-12-17,Premier League,Brighton,2023-12-17_premier_league_brighton_lineups.csv,e3a46a4e,https://fbref.com/en/matches/e3a46a4e/Arsenal-Brighton-and-Hove-Albion-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Home,Brighton,W,2023-12-17_premier_league_brighton,Arsenal,4-3-3,Bench,76,Reuell Walters
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Starter,22,David Raya
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Starter,2,William Saliba
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Starter,4,Ben White
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Starter,6,Gabriel Magalhães
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Starter,7,Bukayo Saka
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Starter,8,Martin Ødegaard
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Starter,9,Gabriel Jesus
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Starter,11,Gabriel Martinelli
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Starter,29,Kai Havertz
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Starter,35,Oleksandr Zinchenko
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Starter,41,Declan Rice
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Bench,1,Aaron Ramsdale
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Bench,10,Emile Smith Rowe
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Bench,14,Eddie Nketiah
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Bench,15,Jakub Kiwior
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Bench,17,Cédric Soares
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Bench,19,Leandro Trossard
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Bench,20,Jorginho
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Bench,24,Reiss Nelson
2023-2024,Arsenal 2023 2024,2023-12-23,Premier League,Liverpool,2023-12-23_premier_league_liverpool_lineups.csv,bfbfbbe8,https://fbref.com/en/matches/bfbfbbe8/Liverpool-Arsenal-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,Liverpool,D,2023-12-23_premier_league_liverpool,Arsenal,4-3-3,Bench,25,Mohamed Elneny
2023-2024,Arsenal 2023 2024,2023-12-28,Premier League,West Ham United,2023-12-28_premier_league_west_ham_united_lineups.csv,ba570015,https://fbref.com/en/matches/ba570015/Arsenal-West-Ham-United-December-28-2023-Premier-League,2023-12-28,Premier League,Matchweek 19,Home,West Ham United,L,2023-12-28_premier_league_west_ham_united,Arsenal,4-3-3,Starter,22,David Raya
2023-2024,Arsenal 2023 2024,2023-12-28,Premier League,West Ham United,2023-12-28_premier_league_west_ham_united_lineups.csv,ba570015,https://fbref.com/en/matches/ba570015/Arsenal-West-Ham-United-December-28-2023-Premier-League,2023-12-28,Premier League,Matchweek 19,Home,West Ham United,L,2023-12-28_premier_league_west_ham_united,Arsenal,4-3-3,Starter,2,William Saliba
2023-2024,Arsenal 2023 2024,2023-12-28,Premier League,West Ham United,2023-12-28_premier_league_west_ham_united_lineups.csv,ba570015,https://fbref.com/en/matches/ba570015/Arsenal-West-Ham-United-December-28-2023-Premier-League,2023-12-28,Premier League,Matchweek 19,Home,West Ham United,L,2023-12-28_premier_league_west_ham_united,Arsenal,4-3-3,Starter,4,Ben White
2023-2024,Arsenal 2023 2024,2023-12-28,Premier League,West Ham United,2023-12-28_premier_league_west_ham_united_lineups.csv,ba570015,https://fbref.com/en/matches/ba570015/Arsenal-West-Ham-United-December-28-2023-Premier-League,2023-12-28,Premier League,Matchweek 19,Home,West Ham United,L,2023-12-28_premier_league_west_ham_united,Arsenal,4-3-3,Starter,6,Gabriel Magalhães
2023-2024,Arsenal 2023 2024,2023-12-28,Premier League,West Ham United,2023-12-28_premier_league_west_ham_united_lineups.csv,ba570015,https://fbref.com/en/matches/ba570015/Arsenal-West-Ham-United-December-28-2023-Premier-League,2023-12-28,Premier League,Matchweek 19,Home,West Ham United,L,2023-12-28_premier_league_west_ham_united,Arsenal,4-3-3,Starter,7,Bukayo Saka
2023-2024,Arsenal 2023 2024,2023-12-28,Premier League,West Ham United,2023-12-28_premier_league_west_ham_united_lineups.csv,ba570015,https://fbref.com/en/matches/ba570015/Arsenal-West-Ham-United-December-28-2023-Premier-League,2023-12-28,Premier League,Matchweek 19,Home,West Ham United,L,2023-12-28_premier_league_west_ham_united,Arsenal,4-3-3,Starter,8,Martin Ødegaard
2023-2024,Arsenal 2023 2024,2023-12-28,Premier League,West Ham United,2023-12-28_premier_league_west_ham_united_lineups.csv,ba570015,https://fbref.com/en/matches/ba570015/Arsenal-West-Ham-United-December-28-2023-Premier-League,2023-12-28,Premier League,Matchweek 19,Home,West Ham United,L,2023-12-28_premier_league_west_ham_united,Arsenal,4-3-3,Starter,9,Gabriel Jesus
2023-2024,Arsenal 2023 2024,2023-12-28,Premier League,West Ham United,2023-12-28_premier_league_west_ham_united_lineups.csv,ba570015,https://fbref.com/en/matches/ba570015/Arsenal-West-Ham-United-December-28-2023-Premier-League,2023-12-28,Premier League,Matchweek 19,Home,West Ham United,L,2023-12-28_premier_league_west_ham_united,Arsenal,4-3-3,Starter,11,Gabriel Martinelli
2023-2024,Arsenal 2023 2024,2023-12-28,Premier League,West Ham United,2023-12-28_premier_league_west_ham_united_lineups.csv,ba570015,https://fbref.com/en/matches/ba570015/Arsenal-West-Ham-United-December-28-2023-Premier-League,2023-12-28,Premier League,Matchweek 19,Home,West Ham United,L,2023-12-28_premier_league_west_ham_united,Arsenal,4-3-3,Starter,19,Leandro Trossard
2023-2024,Arsenal 2023 2024,2023-12-28,Premier League,West Ham United,2023-12-28_premier_league_west_ham_united_lineups.csv,ba570015,https://fbref.com/en/matches/ba570015/Arsenal-West-Ham-United-December-28-2023-Premier-League,2023-12-28,Premier League,Matchweek 19,Home,West Ham United,L,2023-12-28_premier_league_west_ham_united,Arsenal,4-3-3,Starter,35,Oleksandr Zinchenko
