season,tracked_team,match_date,competition,opponent_team,original_file,Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,shirtnumber,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,shots,shots_on_target,CrdY,CrdR,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded
2023-2024,Arsenal 2023 2024,2023-08-06,Community Shield,Manchester City,2023-08-06_community_shield_manchester_city_player_stats.csv,10e5c045,https://fbref.com/en/matches/10e5c045/Arsenal-Manchester-City-August-6-2023-FA-Community-Shield,2023-08-06,Community Shield,FA Community Shield,Neutral,Manchester City,D,2023-08-06_community_shield_manchester_city,Arsenal,Kieran Tierney,3,sct SCO,"DF,MF",26-062,15,0,0,0,0,0,0,0,0,0,0,,1,0,0,,,
2023-2024,Arsenal 2023 2024,2023-08-06,Community Shield,Manchester City,2023-08-06_community_shield_manchester_city_player_stats.csv,10e5c045,https://fbref.com/en/matches/10e5c045/Arsenal-Manchester-City-August-6-2023-FA-Community-Shield,2023-08-06,Community Shield,FA Community Shield,Neutral,Manchester City,D,2023-08-06_community_shield_manchester_city,Arsenal,Gabriel Magalhães,6,br BRA,CB,25-230,86,0,0,0,0,0,0,1,0,1,0,,0,0,1,,,
2023-2024,Arsenal 2023 2024,2023-08-06,Community Shield,Manchester City,2023-08-06_community_shield_manchester_city_player_stats.csv,10e5c045,https://fbref.com/en/matches/10e5c045/Arsenal-Manchester-City-August-6-2023-FA-Community-Shield,2023-08-06,Community Shield,FA Community Shield,Neutral,Manchester City,D,2023-08-06_community_shield_manchester_city,Arsenal,Emile Smith Rowe,10,eng ENG,MF,23-009,4,0,0,0,0,0,0,0,0,0,0,,0,1,1,,,
2023-2024,Arsenal 2023 2024,2023-08-06,Community Shield,Manchester City,2023-08-06_community_shield_manchester_city_player_stats.csv,10e5c045,https://fbref.com/en/matches/10e5c045/Arsenal-Manchester-City-August-6-2023-FA-Community-Shield,2023-08-06,Community Shield,FA Community Shield,Neutral,Manchester City,D,2023-08-06_community_shield_manchester_city,Arsenal,William Saliba,2,fr FRA,CB,22-135,90,0,0,0,0,0,0,0,0,0,1,,0,2,1,,,
2023-2024,Arsenal 2023 2024,2023-08-06,Community Shield,Manchester City,2023-08-06_community_shield_manchester_city_player_stats.csv,10e5c045,https://fbref.com/en/matches/10e5c045/Arsenal-Manchester-City-August-6-2023-FA-Community-Shield,2023-08-06,Community Shield,FA Community Shield,Neutral,Manchester City,D,2023-08-06_community_shield_manchester_city,Arsenal,Ben White,4,eng ENG,RB,25-302,90,0,0,0,0,0,0,0,0,1,1,,3,1,0,,,
2023-2024,Arsenal 2023 2024,2023-08-06,Community Shield,Manchester City,2023-08-06_community_shield_manchester_city_player_stats.csv,10e5c045,https://fbref.com/en/matches/10e5c045/Arsenal-Manchester-City-August-6-2023-FA-Community-Shield,2023-08-06,Community Shield,FA Community Shield,Neutral,Manchester City,D,2023-08-06_community_shield_manchester_city,Arsenal,Aaron Ramsdale,1,eng ENG,GK,25-084,90,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,
2023-2024,Arsenal 2023 2024,2023-08-12,Premier League,Nottingham Forest,2023-08-12_premier_league_nottingham_forest_player_stats.csv,26a7f90c,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Nottingham Forest,W,2023-08-12_premier_league_nottingham_forest,Arsenal,Gabriel Martinelli,11,br BRA,FW,22-055,85,0,1,0,0,0,0,0,0,2,2,0.0,2,1,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-12,Premier League,Nottingham Forest,2023-08-12_premier_league_nottingham_forest_player_stats.csv,26a7f90c,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Nottingham Forest,W,2023-08-12_premier_league_nottingham_forest,Arsenal,Gabriel Magalhães,6,br BRA,DF,25-236,5,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-12,Premier League,Nottingham Forest,2023-08-12_premier_league_nottingham_forest_player_stats.csv,26a7f90c,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Nottingham Forest,W,2023-08-12_premier_league_nottingham_forest,Arsenal,Eddie Nketiah,14,eng ENG,FW,24-074,73,1,0,0,0,3,1,0,0,0,1,1.0,0,1,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-12,Premier League,Nottingham Forest,2023-08-12_premier_league_nottingham_forest_player_stats.csv,26a7f90c,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Nottingham Forest,W,2023-08-12_premier_league_nottingham_forest,Arsenal,Leandro Trossard,19,be BEL,"FW,MF",28-251,17,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-12,Premier League,Nottingham Forest,2023-08-12_premier_league_nottingham_forest_player_stats.csv,26a7f90c,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Nottingham Forest,W,2023-08-12_premier_league_nottingham_forest,Arsenal,Bukayo Saka,7,eng ENG,FW,21-341,90,1,0,0,0,3,2,0,0,2,1,0.0,9,4,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-12,Premier League,Nottingham Forest,2023-08-12_premier_league_nottingham_forest_player_stats.csv,26a7f90c,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Nottingham Forest,W,2023-08-12_premier_league_nottingham_forest,Arsenal,Kai Havertz,29,de GER,CM,24-062,90,0,0,0,0,2,0,0,0,2,4,0.0,0,1,1,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-12,Premier League,Nottingham Forest,2023-08-12_premier_league_nottingham_forest_player_stats.csv,26a7f90c,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Nottingham Forest,W,2023-08-12_premier_league_nottingham_forest,Arsenal,Declan Rice,41,eng ENG,CM,24-210,90,0,0,0,0,3,3,0,0,2,1,0.0,0,4,1,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-12,Premier League,Nottingham Forest,2023-08-12_premier_league_nottingham_forest_player_stats.csv,26a7f90c,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Nottingham Forest,W,2023-08-12_premier_league_nottingham_forest,Arsenal,Martin Ødegaard,8,no NOR,CM,24-238,90,0,0,0,0,3,0,0,0,0,2,0.0,3,1,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-12,Premier League,Nottingham Forest,2023-08-12_premier_league_nottingham_forest_player_stats.csv,26a7f90c,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Nottingham Forest,W,2023-08-12_premier_league_nottingham_forest,Arsenal,Jurriën Timber,12,nl NED,LB,22-056,49,0,0,0,0,0,0,1,0,2,0,1.0,0,1,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-12,Premier League,Nottingham Forest,2023-08-12_premier_league_nottingham_forest_player_stats.csv,26a7f90c,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Nottingham Forest,W,2023-08-12_premier_league_nottingham_forest,Arsenal,Takehiro Tomiyasu,18,jp JPN,DF,24-280,41,0,0,0,0,1,1,0,0,0,0,0.0,0,0,1,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-12,Premier League,Nottingham Forest,2023-08-12_premier_league_nottingham_forest_player_stats.csv,26a7f90c,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Nottingham Forest,W,2023-08-12_premier_league_nottingham_forest,Arsenal,William Saliba,2,fr FRA,CB,22-141,90,0,1,0,0,0,0,0,0,1,1,0.0,0,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-12,Premier League,Nottingham Forest,2023-08-12_premier_league_nottingham_forest_player_stats.csv,26a7f90c,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Nottingham Forest,W,2023-08-12_premier_league_nottingham_forest,Arsenal,Ben White,4,eng ENG,CB,25-308,90,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-12,Premier League,Nottingham Forest,2023-08-12_premier_league_nottingham_forest_player_stats.csv,26a7f90c,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Nottingham Forest,W,2023-08-12_premier_league_nottingham_forest,Arsenal,Thomas Partey,5,gh GHA,RB,30-060,90,0,0,0,0,0,0,0,0,0,0,0.0,0,1,2,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-12,Premier League,Nottingham Forest,2023-08-12_premier_league_nottingham_forest_player_stats.csv,26a7f90c,https://fbref.com/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,2023-08-12,Premier League,Matchweek 1,Home,Nottingham Forest,W,2023-08-12_premier_league_nottingham_forest,Arsenal,Aaron Ramsdale,1,eng ENG,GK,25-090,90,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-21,Premier League,Crystal Palace,2023-08-21_premier_league_crystal_palace_player_stats.csv,3b5ecd36,https://fbref.com/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,2023-08-21,Premier League,Matchweek 2,Away,Crystal Palace,W,2023-08-21_premier_league_crystal_palace,Arsenal,Gabriel Martinelli,11,br BRA,FW,22-064,69,0,0,0,0,2,0,0,0,1,0,0.0,6,1,1,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-21,Premier League,Crystal Palace,2023-08-21_premier_league_crystal_palace_player_stats.csv,3b5ecd36,https://fbref.com/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,2023-08-21,Premier League,Matchweek 2,Away,Crystal Palace,W,2023-08-21_premier_league_crystal_palace,Arsenal,Gabriel Magalhães,6,br BRA,DF,25-245,21,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-21,Premier League,Crystal Palace,2023-08-21_premier_league_crystal_palace_player_stats.csv,3b5ecd36,https://fbref.com/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,2023-08-21,Premier League,Matchweek 2,Away,Crystal Palace,W,2023-08-21_premier_league_crystal_palace,Arsenal,Eddie Nketiah,14,eng ENG,FW,24-083,78,0,0,0,0,3,0,0,0,2,3,0.0,1,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-21,Premier League,Crystal Palace,2023-08-21_premier_league_crystal_palace_player_stats.csv,3b5ecd36,https://fbref.com/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,2023-08-21,Premier League,Matchweek 2,Away,Crystal Palace,W,2023-08-21_premier_league_crystal_palace,Arsenal,Jorginho,20,it ITA,MF,31-244,12,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-21,Premier League,Crystal Palace,2023-08-21_premier_league_crystal_palace_player_stats.csv,3b5ecd36,https://fbref.com/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,2023-08-21,Premier League,Matchweek 2,Away,Crystal Palace,W,2023-08-21_premier_league_crystal_palace,Arsenal,Bukayo Saka,7,eng ENG,FW,21-350,88,0,0,0,0,3,0,0,0,0,4,0.0,9,0,1,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-21,Premier League,Crystal Palace,2023-08-21_premier_league_crystal_palace_player_stats.csv,3b5ecd36,https://fbref.com/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,2023-08-21,Premier League,Matchweek 2,Away,Crystal Palace,W,2023-08-21_premier_league_crystal_palace,Arsenal,Jakub Kiwior,15,pl POL,"DF,MF",23-187,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-21,Premier League,Crystal Palace,2023-08-21_premier_league_crystal_palace_player_stats.csv,3b5ecd36,https://fbref.com/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,2023-08-21,Premier League,Matchweek 2,Away,Crystal Palace,W,2023-08-21_premier_league_crystal_palace,Arsenal,Kai Havertz,29,de GER,CM,24-071,90,0,0,0,0,1,0,1,0,3,3,0.0,0,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-21,Premier League,Crystal Palace,2023-08-21_premier_league_crystal_palace_player_stats.csv,3b5ecd36,https://fbref.com/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,2023-08-21,Premier League,Matchweek 2,Away,Crystal Palace,W,2023-08-21_premier_league_crystal_palace,Arsenal,Declan Rice,41,eng ENG,CM,24-219,90,0,0,0,0,0,0,0,0,0,1,0.0,0,1,1,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-21,Premier League,Crystal Palace,2023-08-21_premier_league_crystal_palace_player_stats.csv,3b5ecd36,https://fbref.com/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,2023-08-21,Premier League,Matchweek 2,Away,Crystal Palace,W,2023-08-21_premier_league_crystal_palace,Arsenal,Martin Ødegaard,8,no NOR,CM,24-247,88,1,0,1,1,3,2,0,0,0,0,1.0,2,1,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-21,Premier League,Crystal Palace,2023-08-21_premier_league_crystal_palace_player_stats.csv,3b5ecd36,https://fbref.com/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,2023-08-21,Premier League,Matchweek 2,Away,Crystal Palace,W,2023-08-21_premier_league_crystal_palace,Arsenal,Oleksandr Zinchenko,35,ua UKR,"DF,MF",26-249,2,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-21,Premier League,Crystal Palace,2023-08-21_premier_league_crystal_palace_player_stats.csv,3b5ecd36,https://fbref.com/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,2023-08-21,Premier League,Matchweek 2,Away,Crystal Palace,W,2023-08-21_premier_league_crystal_palace,Arsenal,Takehiro Tomiyasu,18,jp JPN,LB,24-289,66,0,0,0,0,0,0,2,1,2,0,0.0,1,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-21,Premier League,Crystal Palace,2023-08-21_premier_league_crystal_palace_player_stats.csv,3b5ecd36,https://fbref.com/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,2023-08-21,Premier League,Matchweek 2,Away,Crystal Palace,W,2023-08-21_premier_league_crystal_palace,Arsenal,William Saliba,2,fr FRA,CB,22-150,90,0,0,0,0,0,0,0,0,1,0,0.0,0,0,2,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-21,Premier League,Crystal Palace,2023-08-21_premier_league_crystal_palace_player_stats.csv,3b5ecd36,https://fbref.com/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,2023-08-21,Premier League,Matchweek 2,Away,Crystal Palace,W,2023-08-21_premier_league_crystal_palace,Arsenal,Ben White,4,eng ENG,CB,25-317,90,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-21,Premier League,Crystal Palace,2023-08-21_premier_league_crystal_palace_player_stats.csv,3b5ecd36,https://fbref.com/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,2023-08-21,Premier League,Matchweek 2,Away,Crystal Palace,W,2023-08-21_premier_league_crystal_palace,Arsenal,Thomas Partey,5,gh GHA,RB,30-069,90,0,0,0,0,2,1,0,0,0,2,0.0,2,3,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-21,Premier League,Crystal Palace,2023-08-21_premier_league_crystal_palace_player_stats.csv,3b5ecd36,https://fbref.com/en/matches/3b5ecd36/Crystal-Palace-Arsenal-August-21-2023-Premier-League,2023-08-21,Premier League,Matchweek 2,Away,Crystal Palace,W,2023-08-21_premier_league_crystal_palace,Arsenal,Aaron Ramsdale,1,eng ENG,GK,25-099,90,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-26,Premier League,Fulham,2023-08-26_premier_league_fulham_player_stats.csv,d8f8f8ad,https://fbref.com/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Fulham,D,2023-08-26_premier_league_fulham,Arsenal,Gabriel Martinelli,11,br BRA,FW,22-069,90,0,0,0,0,4,3,0,0,0,0,0.0,2,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-26,Premier League,Fulham,2023-08-26_premier_league_fulham_player_stats.csv,d8f8f8ad,https://fbref.com/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Fulham,D,2023-08-26_premier_league_fulham,Arsenal,Leandro Trossard,19,be BEL,FW,28-265,45,0,0,0,0,0,0,0,0,0,0,0.0,4,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-26,Premier League,Fulham,2023-08-26_premier_league_fulham_player_stats.csv,d8f8f8ad,https://fbref.com/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Fulham,D,2023-08-26_premier_league_fulham,Arsenal,Eddie Nketiah,14,eng ENG,FW,24-088,45,1,0,0,0,4,1,0,0,1,1,0.0,0,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-26,Premier League,Fulham,2023-08-26_premier_league_fulham_player_stats.csv,d8f8f8ad,https://fbref.com/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Fulham,D,2023-08-26_premier_league_fulham,Arsenal,Bukayo Saka,7,eng ENG,FW,21-355,90,1,0,1,1,3,2,0,0,0,1,0.0,8,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-26,Premier League,Fulham,2023-08-26_premier_league_fulham_player_stats.csv,d8f8f8ad,https://fbref.com/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Fulham,D,2023-08-26_premier_league_fulham,Arsenal,Kai Havertz,29,de GER,CM,24-076,55,0,0,0,0,1,0,0,0,1,0,2.0,1,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-26,Premier League,Fulham,2023-08-26_premier_league_fulham_player_stats.csv,d8f8f8ad,https://fbref.com/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Fulham,D,2023-08-26_premier_league_fulham,Arsenal,Fabio Vieira,21,pt POR,MF,23-088,35,0,1,0,0,1,1,0,0,1,1,1.0,5,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-26,Premier League,Fulham,2023-08-26_premier_league_fulham_player_stats.csv,d8f8f8ad,https://fbref.com/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Fulham,D,2023-08-26_premier_league_fulham,Arsenal,Declan Rice,41,eng ENG,CM,24-224,89,0,0,0,0,0,0,0,0,0,0,0.0,0,4,1,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-26,Premier League,Fulham,2023-08-26_premier_league_fulham_player_stats.csv,d8f8f8ad,https://fbref.com/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Fulham,D,2023-08-26_premier_league_fulham,Arsenal,Gabriel Jesus,9,br BRA,"FW,MF",26-145,1,0,0,0,0,1,1,0,0,0,0,1.0,0,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-26,Premier League,Fulham,2023-08-26_premier_league_fulham_player_stats.csv,d8f8f8ad,https://fbref.com/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Fulham,D,2023-08-26_premier_league_fulham,Arsenal,Martin Ødegaard,8,no NOR,CM,24-252,83,0,0,0,0,3,2,0,0,2,0,0.0,1,1,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-26,Premier League,Fulham,2023-08-26_premier_league_fulham_player_stats.csv,d8f8f8ad,https://fbref.com/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Fulham,D,2023-08-26_premier_league_fulham,Arsenal,Jorginho,20,it ITA,MF,31-249,7,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-26,Premier League,Fulham,2023-08-26_premier_league_fulham_player_stats.csv,d8f8f8ad,https://fbref.com/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Fulham,D,2023-08-26_premier_league_fulham,Arsenal,Jakub Kiwior,15,pl POL,LB,23-192,90,0,0,0,0,1,1,0,0,1,0,0.0,2,2,0,0.0,,
2023-2024,Arsenal 2023 2024,2023-08-26,Premier League,Fulham,2023-08-26_premier_league_fulham_player_stats.csv,d8f8f8ad,https://fbref.com/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Fulham,D,2023-08-26_premier_league_fulham,Arsenal,William Saliba,2,fr FRA,CB,22-155,90,0,0,0,0,1,0,0,0,0,1,0.0,0,0,1,0.0,,
