Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Stefan Ortega,deGER,GK,29,6,6,495,5.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Manuel Akanji,chSUI,"DF,MF",27,6,5,478,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Riyad Mahrez,dzALG,"MF,FW",31,5,5,397,4.4,5,1,6,3,2,2,0,0,1.13,0.23,1.36,0.68,0.91,Matches
Julián Álvarez,arARG,"MF,FW",22,5,4,393,4.4,3,2,5,2,1,1,0,0,0.69,0.46,1.15,0.46,0.92,Matches
Kyle Walker,engENG,"MF,DF",32,5,4,392,4.4,0,1,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,Matches
Bernardo Silva,ptPOR,MF,27,5,4,358,4.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Kevin De Bruyne,beBEL,MF,31,4,4,327,3.6,1,4,5,1,0,0,0,0,0.28,1.10,1.38,0.28,1.38,Matches
Erling Haaland,noNOR,"MF,FW",22,4,4,309,3.4,3,0,3,3,0,0,0,0,0.87,0.00,0.87,0.87,0.87,Matches
Rodri,esESP,"DF,MF",26,4,4,302,3.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Aymeric Laporte,esESP,DF,28,5,3,317,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Phil Foden,engENG,"FW,MF",22,5,3,300,3.3,3,1,4,3,0,0,1,0,0.90,0.30,1.20,0.90,1.20,Matches
Jack Grealish,engENG,FW,26,5,3,266,3.0,0,3,3,0,0,0,0,0,0.00,1.02,1.02,0.00,1.02,Matches
İlkay Gündoğan,deGER,MF,31,3,3,254,2.8,2,0,2,2,0,0,1,0,0.71,0.00,0.71,0.71,0.71,Matches
Rúben Dias,ptPOR,MF,25,3,3,242,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rico Lewis,engENG,DF,17,5,3,227,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Sergio Gómez,esESP,"MF,DF",21,4,2,181,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Nathan Aké,nlNED,DF,27,3,2,174,1.9,1,0,1,1,0,0,0,0,0.52,0.00,0.52,0.52,0.52,Matches
John Stones,engENG,"MF,DF",28,2,2,134,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kalvin Phillips,engENG,DF,26,4,1,164,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Cole Palmer,engENG,FW,20,4,1,150,1.7,1,0,1,1,0,0,0,0,0.60,0.00,0.60,0.60,0.60,Matches
Ederson,brBRA,GK,28,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
João Cancelo,ptPOR,"DF,MF",28,1,0,32,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Máximo Perrone,arARG,MF,19,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
