season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-08-18,,264
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-08-24,,264
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-08-31,,264
2024-2025,18861,N. Ake,Manchester City,Missing Fixture,Muscle Injury,2024-09-14,,238
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-09-14,,264
2024-2025,18861,N. Ake,Manchester City,Missing Fixture,Muscle Injury,2024-09-18,,238
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-09-18,,264
2024-2025,18861,N. Ake,Manchester City,Missing Fixture,Muscle Injury,2024-09-22,,238
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-09-22,,264
2024-2025,629,K. De Bruyne,Manchester City,Missing Fixture,Muscle Injury,2024-10-01,,24
2024-2025,18861,N. Ake,Manchester City,Missing Fixture,Muscle Injury,2024-10-01,,238
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-10-01,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-10-01,,220
2024-2025,629,K. De Bruyne,Manchester City,Missing Fixture,Muscle Injury,2024-10-05,,24
2024-2025,18861,N. Ake,Manchester City,Missing Fixture,Muscle Injury,2024-10-05,,238
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-10-05,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-10-05,,220
2024-2025,629,K. De Bruyne,Manchester City,Missing Fixture,Muscle Injury,2024-10-20,,24
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-10-20,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-10-20,,220
2024-2025,1422,J. Doku,Manchester City,Missing Fixture,Injury,2024-10-23,,101
2024-2025,19187,J. Grealish,Manchester City,Missing Fixture,Injury,2024-10-23,,213
2024-2025,629,K. De Bruyne,Manchester City,Missing Fixture,Muscle Injury,2024-10-23,,24
2024-2025,627,K. Walker,Manchester City,Missing Fixture,Illness,2024-10-23,,2
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-10-23,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-10-23,,220
2024-2025,1422,J. Doku,Manchester City,Missing Fixture,Injury,2024-10-26,,101
2024-2025,19187,J. Grealish,Manchester City,Missing Fixture,Injury,2024-10-26,,213
2024-2025,629,K. De Bruyne,Manchester City,Missing Fixture,Muscle Injury,2024-10-26,,24
2024-2025,627,K. Walker,Manchester City,Missing Fixture,Illness,2024-10-26,,2
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-10-26,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-10-26,,220
2024-2025,19187,J. Grealish,Manchester City,Missing Fixture,Injury,2024-11-02,,213
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-11-02,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-11-02,,220
2024-2025,19187,J. Grealish,Manchester City,Missing Fixture,Injury,2024-11-05,,213
2024-2025,626,J. Stones,Manchester City,Missing Fixture,Ankle Injury,2024-11-05,,200
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-11-05,,264
2024-2025,567,R. Dias,Manchester City,Missing Fixture,Injury,2024-11-05,,88
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-11-05,,220
2024-2025,19187,J. Grealish,Manchester City,Missing Fixture,Injury,2024-11-09,,213
2024-2025,626,J. Stones,Manchester City,Missing Fixture,Ankle Injury,2024-11-09,,200
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-11-09,,264
2024-2025,567,R. Dias,Manchester City,Missing Fixture,Injury,2024-11-09,,88
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-11-09,,220
2024-2025,2291,M. Kovacic,Manchester City,Missing Fixture,Injury,2024-11-23,,182
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-11-23,,264
2024-2025,567,R. Dias,Manchester City,Missing Fixture,Injury,2024-11-23,,88
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-11-23,,220
2024-2025,2291,M. Kovacic,Manchester City,Missing Fixture,Injury,2024-11-26,,182
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-11-26,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-11-26,,220
2024-2025,2291,M. Kovacic,Manchester City,Missing Fixture,Injury,2024-12-01,,182
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-12-01,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-12-01,,220
2024-2025,626,J. Stones,Manchester City,Missing Fixture,Health problems,2024-12-04,,200
2024-2025,2291,M. Kovacic,Manchester City,Missing Fixture,Injury,2024-12-04,,182
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-12-04,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-12-04,,220
2024-2025,2291,M. Kovacic,Manchester City,Missing Fixture,Injury,2024-12-07,,182
2024-2025,18861,N. Ake,Manchester City,Missing Fixture,Thigh Injury,2024-12-07,,238
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-12-07,,264
2024-2025,631,P. Foden,Manchester City,Missing Fixture,Illness,2024-12-07,,125
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-12-07,,220
2024-2025,626,J. Stones,Manchester City,Missing Fixture,Health problems,2024-12-11,,200
2024-2025,5,M. Akanji,Manchester City,Missing Fixture,Injury,2024-12-11,,121
2024-2025,18861,N. Ake,Manchester City,Missing Fixture,Thigh Injury,2024-12-11,,238
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-12-11,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-12-11,,220
2024-2025,5,M. Akanji,Manchester City,Missing Fixture,Injury,2024-12-15,,121
2024-2025,18861,N. Ake,Manchester City,Missing Fixture,Thigh Injury,2024-12-15,,238
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-12-15,,264
2024-2025,284230,R. Lewis,Manchester City,Missing Fixture,Red Card,2024-12-15,,0
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-12-15,,220
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-12-21,,264
2024-2025,567,R. Dias,Manchester City,Missing Fixture,Muscle Injury,2024-12-21,,88
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-12-21,,220
2024-2025,626,J. Stones,Manchester City,Missing Fixture,Ankle Injury,2024-12-26,,200
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-12-26,,264
2024-2025,567,R. Dias,Manchester City,Missing Fixture,Muscle Injury,2024-12-26,,88
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-12-26,,220
2024-2025,626,J. Stones,Manchester City,Missing Fixture,Ankle Injury,2024-12-29,,200
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2024-12-29,,264
2024-2025,567,R. Dias,Manchester City,Missing Fixture,Muscle Injury,2024-12-29,,88
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2024-12-29,,220
2024-2025,626,J. Stones,Manchester City,Missing Fixture,Ankle Injury,2025-01-04,,200
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2025-01-04,,264
2024-2025,567,R. Dias,Manchester City,Missing Fixture,Muscle Injury,2025-01-04,,88
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2025-01-04,,220
2024-2025,626,J. Stones,Manchester City,Missing Fixture,Ankle Injury,2025-01-14,,200
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2025-01-14,,264
2024-2025,567,R. Dias,Manchester City,Missing Fixture,Muscle Injury,2025-01-14,,88
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2025-01-14,,220
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2025-01-19,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2025-01-19,,220
2024-2025,18861,N. Ake,Manchester City,Missing Fixture,Muscle Injury,2025-01-22,,238
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2025-01-22,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2025-01-22,,220
2024-2025,1422,J. Doku,Manchester City,Missing Fixture,Injury,2025-01-25,,101
2024-2025,18861,N. Ake,Manchester City,Missing Fixture,Muscle Injury,2025-01-25,,238
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2025-01-25,,264
2024-2025,567,R. Dias,Manchester City,Missing Fixture,Injury,2025-01-25,,88
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2025-01-25,,220
2024-2025,360114,A. Khusanov,Manchester City,Missing Fixture,Inactive,2025-01-29,,0
2024-2025,1422,J. Doku,Manchester City,Missing Fixture,Injury,2025-01-29,,101
2024-2025,18861,N. Ake,Manchester City,Missing Fixture,Muscle Injury,2025-01-29,,238
2024-2025,81573,O. Marmoush,Manchester City,Missing Fixture,Inactive,2025-01-29,,0
2024-2025,567,R. Dias,Manchester City,Missing Fixture,Muscle Injury,2025-01-29,,88
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2025-01-29,,220
2024-2025,1422,J. Doku,Manchester City,Missing Fixture,Injury,2025-02-02,,101
2024-2025,18861,N. Ake,Manchester City,Missing Fixture,Muscle Injury,2025-02-02,,238
2024-2025,567,R. Dias,Manchester City,Missing Fixture,Muscle Injury,2025-02-02,,88
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2025-02-02,,220
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2025-02-11,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2025-02-11,,220
2024-2025,414385,C. Echeverri,Manchester City,Missing Fixture,International duty,2025-02-15,,0
2024-2025,5,M. Akanji,Manchester City,Missing Fixture,Injury,2025-02-15,,121
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2025-02-15,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2025-02-15,,220
2024-2025,5,M. Akanji,Manchester City,Missing Fixture,Muscle Injury,2025-02-19,,121
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2025-02-19,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2025-02-19,,220
2024-2025,626,J. Stones,Manchester City,Missing Fixture,Thigh Injury,2025-02-23,,200
2024-2025,5,M. Akanji,Manchester City,Missing Fixture,Muscle Injury,2025-02-23,,121
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2025-02-23,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2025-02-23,,220
2024-2025,626,J. Stones,Manchester City,Missing Fixture,Thigh Injury,2025-02-26,,200
2024-2025,5,M. Akanji,Manchester City,Missing Fixture,Muscle Injury,2025-02-26,,121
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2025-02-26,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2025-02-26,,220
2024-2025,626,J. Stones,Manchester City,Missing Fixture,Thigh Injury,2025-03-08,,200
2024-2025,5,M. Akanji,Manchester City,Missing Fixture,Muscle Injury,2025-03-08,,121
2024-2025,18861,N. Ake,Manchester City,Missing Fixture,Ankle Injury,2025-03-08,,238
2024-2025,278133,O. Bobb,Manchester City,Missing Fixture,Leg Injury,2025-03-08,,264
2024-2025,44,Rodri,Manchester City,Missing Fixture,Knee Injury,2025-03-08,,220
2024-2025,626,J. Stones,Manchester City,Missing Fixture,Thigh Injury,2025-03-15,,200
