season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2024-2025,385726,E. Gonzalez,Wolves,Missing Fixture,Knee Injury,2024-08-17,,281
2024-2025,380653,L. Chiwome,Wolves,Missing Fixture,Ankle Injury,2024-08-17,,281
2024-2025,130,N. Semedo,Wolves,Missing Fixture,Red Card,2024-08-17,,109
2024-2025,7722,S. Kalajdzic,Wolves,Missing Fixture,Knee Injury,2024-08-17,,281
2024-2025,385726,E. Gonzalez,Wolves,Missing Fixture,Knee Injury,2024-08-25,,281
2024-2025,380653,L. Chiwome,Wolves,Missing Fixture,Ankle Injury,2024-08-25,,281
2024-2025,130,N. Semedo,Wolves,Missing Fixture,Suspended,2024-08-25,,109
2024-2025,7722,S. Kalajdzic,Wolves,Missing Fixture,Knee Injury,2024-08-25,,281
2024-2025,385726,E. Gonzalez,Wolves,Missing Fixture,Knee Injury,2024-08-31,,281
2024-2025,380653,L. Chiwome,Wolves,Missing Fixture,Ankle Injury,2024-08-31,,281
2024-2025,7722,S. Kalajdzic,Wolves,Missing Fixture,Knee Injury,2024-08-31,,281
2024-2025,385726,E. Gonzalez,Wolves,Missing Fixture,Knee Injury,2024-09-15,,281
2024-2025,380653,L. Chiwome,Wolves,Missing Fixture,Ankle Injury,2024-09-15,,281
2024-2025,7722,S. Kalajdzic,Wolves,Missing Fixture,Knee Injury,2024-09-15,,281
2024-2025,388777,B. Meupiyou,Wolves,Missing Fixture,Injury,2024-09-21,,63
2024-2025,157912,B. Traore,Wolves,Missing Fixture,Knee Injury,2024-09-21,,116
2024-2025,385726,E. Gonzalez,Wolves,Missing Fixture,Knee Injury,2024-09-21,,281
2024-2025,380653,L. Chiwome,Wolves,Missing Fixture,Ankle Injury,2024-09-21,,281
2024-2025,7722,S. Kalajdzic,Wolves,Missing Fixture,Knee Injury,2024-09-21,,281
2024-2025,157912,B. Traore,Wolves,Missing Fixture,Knee Injury,2024-10-05,,116
2024-2025,385726,E. Gonzalez,Wolves,Missing Fixture,Knee Injury,2024-10-05,,281
2024-2025,380653,L. Chiwome,Wolves,Missing Fixture,Ankle Injury,2024-10-05,,281
2024-2025,7722,S. Kalajdzic,Wolves,Missing Fixture,Knee Injury,2024-10-05,,281
2024-2025,195717,Y. Mosquera,Wolves,Missing Fixture,Knee Injury,2024-10-05,,232
2024-2025,157912,B. Traore,Wolves,Missing Fixture,Knee Injury,2024-10-20,,116
2024-2025,385726,E. Gonzalez,Wolves,Missing Fixture,Knee Injury,2024-10-20,,281
2024-2025,24888,Hwang Hee-Chan,Wolves,Missing Fixture,Ankle Injury,2024-10-20,,128
2024-2025,380653,L. Chiwome,Wolves,Missing Fixture,Ankle Injury,2024-10-20,,281
2024-2025,7722,S. Kalajdzic,Wolves,Missing Fixture,Knee Injury,2024-10-20,,281
2024-2025,195717,Y. Mosquera,Wolves,Missing Fixture,Knee Injury,2024-10-20,,232
2024-2025,157912,B. Traore,Wolves,Missing Fixture,Knee Injury,2024-10-26,,116
2024-2025,385726,E. Gonzalez,Wolves,Missing Fixture,Knee Injury,2024-10-26,,281
2024-2025,24888,Hwang Hee-Chan,Wolves,Missing Fixture,Ankle Injury,2024-10-26,,128
2024-2025,380653,L. Chiwome,Wolves,Missing Fixture,Ankle Injury,2024-10-26,,281
2024-2025,7722,S. Kalajdzic,Wolves,Missing Fixture,Knee Injury,2024-10-26,,281
2024-2025,195717,Y. Mosquera,Wolves,Missing Fixture,Knee Injury,2024-10-26,,232
2024-2025,157912,B. Traore,Wolves,Missing Fixture,Knee Injury,2024-11-02,,116
2024-2025,385726,E. Gonzalez,Wolves,Missing Fixture,Knee Injury,2024-11-02,,281
2024-2025,24888,Hwang Hee-Chan,Wolves,Missing Fixture,Ankle Injury,2024-11-02,,128
2024-2025,380653,L. Chiwome,Wolves,Missing Fixture,Ankle Injury,2024-11-02,,281
2024-2025,7722,S. Kalajdzic,Wolves,Missing Fixture,Knee Injury,2024-11-02,,281
2024-2025,195717,Y. Mosquera,Wolves,Missing Fixture,Knee Injury,2024-11-02,,232
2024-2025,157912,B. Traore,Wolves,Missing Fixture,Knee Injury,2024-11-09,,116
2024-2025,385726,E. Gonzalez,Wolves,Missing Fixture,Knee Injury,2024-11-09,,281
2024-2025,380653,L. Chiwome,Wolves,Missing Fixture,Ankle Injury,2024-11-09,,281
2024-2025,7722,S. Kalajdzic,Wolves,Missing Fixture,Knee Injury,2024-11-09,,281
2024-2025,195717,Y. Mosquera,Wolves,Missing Fixture,Knee Injury,2024-11-09,,232
2024-2025,388777,B. Meupiyou,Wolves,Missing Fixture,Injury,2024-11-23,,63
2024-2025,157912,B. Traore,Wolves,Missing Fixture,Knee Injury,2024-11-23,,116
2024-2025,385726,E. Gonzalez,Wolves,Missing Fixture,Knee Injury,2024-11-23,,281
2024-2025,380653,L. Chiwome,Wolves,Missing Fixture,Ankle Injury,2024-11-23,,281
