accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,player,team,player id,team id,position_group
6,0,0.0,5,26,44.07,21,26,47,58.75,1,100.0,0,3,0,0,0,0,24,0,0,0,1,6,3,0,0,0,0,0,0,0,0.01,,0,0,0.0,30,0,0,3,3,0,0,0,2.14,1,100.0,0,1,0,33,0,0,0,3,270,0,,0,0,0,0,0.0,0,0,0,0,34,0,6,7.43,0,0,2,9,3,12,0,1,0.0,0.0,0,0,0,0,0,0,0.0,1,1,1,100.0,0,11,0,0,2,100.0,59,48,32,80,22.3,0,0,113,0,1,0,Ivan Guteša,FK Crvena zvezda,1019641,5149,Goalkeepers
14,0,0.0,3,25,20.49,12,260,272,73.32,5,100.0,0,12,0,0,0,0,84,0,0,0,1,9,12,0,0,0,0,0,0,0,0.0,,0,0,0.0,50,0,0,18,16,2,0,0,3.75,1,100.0,0,17,0,99,0,0,0,12,1110,0,,0,0,0,0,0.0,4,0,1,0,101,0,4,7.43,0,0,2,31,21,52,1,23,0.0,0.0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,20,0,0,6,100.0,122,87,284,371,89.2,0,0,512,1,0,0,Thibaut Courtois,Real Madrid,70988,2829,Goalkeepers
27,0,0.0,26,55,39.86,49,289,338,79.34,3,100.0,0,12,0,0,0,0,100,0,0,0,5,7,12,0,0,0,0,0,2,0,0.04,,0,0,0.0,41,0,0,12,11,1,0,0,3.5,4,100.0,0,12,0,88,1,0,0,12,1080,0,,0,0,0,0,0.0,1,0,0,0,90,0,3,7.42,0,0,3,30,18,49,1,8,0.0,0.0,0,0,0,0,0,0,0.0,3,1,1,100.0,0,45,0,0,7,100.0,138,122,304,426,89.0,0,0,545,3,0,0,Emiliano Martínez,Aston Villa,158263,40,Goalkeepers
1,0,0.0,0,2,50.0,0,21,21,91.3,2,100.0,0,2,0,0,0,0,16,0,0,0,0,1,2,0,0,0,0,0,0,0,0.0,,0,0,0.0,3,0,0,4,4,0,0,0,1.58,0,0.0,0,4,0,2,0,0,0,2,180,0,,0,0,0,0,0.0,1,0,0,0,2,0,1,7.4,0,0,0,6,2,8,0,2,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1,0,0,2,100.0,4,2,21,23,14.8,0,0,48,0,0,0,Andriy Lunin,Real Madrid,857574,2829,Goalkeepers
38,0,0.0,5,87,45.79,35,429,464,80.7,4,80.0,1,14,0,0,0,0,103,0,0,0,7,25,14,0,0,0,0,1,0,1,0.01,,0,0,0.0,72,0,0,16,16,0,0,0,2.8,2,100.0,0,12,0,111,0,0,0,14,1290,0,,1,0,0,0,0.0,1,0,0,0,117,0,13,7.39,0,0,4,32,19,51,0,8,0.0,0.0,0,0,0,0,0,1,100.0,4,0,0,0.0,0,65,1,0,6,85.71,190,101,474,575,103.5,0,2,739,1,0,0,Yann Sommer,Inter,16206,2697,Goalkeepers
11,0,0.0,3,23,43.4,11,77,88,73.33,2,100.0,0,4,0,0,0,0,30,0,0,0,2,5,4,0,0,0,0,0,0,0,0.0,,0,0,0.0,21,0,0,6,6,0,0,0,0.62,0,0.0,0,1,0,32,0,0,0,4,360,0,,0,0,0,0,0.0,0,0,0,0,32,0,1,7.3,0,0,3,11,4,15,0,2,0.0,0.0,0,0,0,0,0,0,0.0,3,0,0,0.0,0,15,0,0,2,100.0,53,32,88,120,29.2,0,0,157,0,1,0,Lukáš Hrádecký,Bayer 04 Leverkusen,15219,2681,Goalkeepers
8,0,0.0,2,30,36.59,13,159,172,76.44,2,66.67,1,7,0,0,0,0,47,0,0,0,1,4,7,0,0,0,0,1,1,0,0.03,,0,0,0.0,44,0,0,11,10,1,0,0,1.07,1,100.0,0,2,0,53,0,0,0,7,630,0,,1,0,0,0,0.0,2,0,1,0,54,0,4,7.3,0,0,0,21,10,31,0,7,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,16,0,0,3,75.0,82,53,172,225,51.1,0,0,290,1,2,0,Paulo Gazzaniga,Girona FC,164343,24264,Goalkeepers
15,0,0.0,8,46,49.46,23,242,265,84.13,0,0.0,0,10,0,0,0,0,76,0,0,0,1,6,10,0,0,0,0,0,1,1,0.02,,0,0,0.0,44,0,0,12,9,3,0,0,-0.68,5,100.0,0,7,0,50,1,0,0,10,861,0,,0,0,0,0,0.0,1,0,0,0,53,0,1,7.26,0,0,9,25,12,38,0,9,0.0,0.0,0,0,0,0,0,1,100.0,9,0,0,0.0,0,27,1,1,5,100.0,93,64,252,315,72.6,0,1,416,4,1,0,Mike Maignan,Milan,191210,2692,Goalkeepers
13,0,0.0,28,78,39.59,61,209,270,68.88,5,100.0,0,13,0,0,0,0,99,0,0,0,6,7,13,0,0,1,0,1,0,1,0.07,,0,0,0.0,59,0,0,9,7,2,0,0,5.89,0,0.0,0,14,0,122,0,1,0,13,1170,0,,0,0,0,0,0.0,4,0,2,0,127,0,5,7.22,0,0,3,20,10,32,0,10,0.0,0.0,0,0,0,0,0,0,0.0,3,0,0,0.0,1,26,0,0,5,83.33,197,161,231,392,93.9,0,0,503,1,2,0,David Raya,Arsenal,581310,42,Goalkeepers
19,0,0.0,19,87,46.28,61,75,136,57.38,3,60.0,2,9,0,0,0,0,73,0,0,0,2,14,9,0,0,0,0,3,0,1,0.02,,2,0,0.0,38,0,0,14,13,1,0,0,-0.03,1,50.0,0,10,0,101,0,0,0,9,810,0,,0,0,0,2,0.0,3,0,0,0,101,0,4,7.22,0,0,8,23,7,30,0,6,0.0,0.0,0,0,0,0,0,0,0.0,7,1,1,100.0,0,19,0,0,4,57.14,188,146,91,237,65.0,0,1,328,1,0,0,Marco Bizot,Stade Brestois,100390,1715,Goalkeepers
0,0,0.0,1,7,33.33,5,22,27,65.85,0,0.0,0,1,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,,0,0,0.0,2,0,0,1,1,0,0,0,-0.28,0,0.0,0,0,0,14,0,0,0,1,90,0,,0,0,0,0,0.0,0,0,0,0,14,0,0,7.2,0,0,1,2,2,4,0,1,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,2,0,0,0,0.0,21,14,27,41,7.2,0,0,52,0,0,0,Federico Ravaglia,Bologna,850952,2685,Goalkeepers
21,0,0.0,6,39,48.15,11,294,305,85.92,1,100.0,0,10,0,0,0,0,73,0,0,0,3,9,10,0,0,0,0,1,0,1,0.01,,1,0,0.0,66,0,0,17,16,1,0,0,0.55,0,0.0,0,2,0,50,0,0,0,10,900,0,,0,0,0,1,0.0,3,0,0,0,52,0,6,7.17,0,0,2,24,14,39,0,10,0.0,0.0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,32,0,0,1,50.0,81,35,320,355,71.7,0,0,452,0,1,0,Kasper Schmeichel,Celtic,1076,2352,Goalkeepers
5,0,0.0,5,40,36.04,20,91,111,60.99,4,100.0,0,6,0,0,0,0,39,0,0,0,1,9,6,1,0,0,0,0,0,0,0.01,,0,0,0.0,40,0,0,11,10,1,0,0,2.36,1,100.0,0,6,0,71,0,0,0,6,540,0,,0,0,0,0,0.0,0,0,0,0,74,0,6,7.17,0,0,1,17,7,24,0,4,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,8,0,0,5,100.0,111,75,107,182,43.0,0,0,248,2,0,0,Kjell Scherpen,SK Sturm Graz,852394,2051,Goalkeepers
4,0,0.0,6,26,31.71,14,202,216,79.41,2,100.0,0,8,0,0,0,0,75,0,0,0,2,19,8,0,0,0,0,2,1,0,0.0,,2,0,0.0,32,0,0,17,16,1,0,0,1.07,2,50.0,0,8,0,56,0,0,0,8,750,0,,0,0,0,2,0.0,3,0,0,0,56,0,4,7.15,0,0,14,20,7,28,0,7,0.0,0.0,0,0,0,0,0,0,0.0,14,0,0,0.0,0,8,0,0,4,66.67,82,60,212,272,57.2,0,2,368,3,0,0,Wojciech Szczęsny,FC Barcelona,50490,2817,Goalkeepers
40,0,0.0,9,81,48.5,34,294,328,78.66,1,100.0,0,12,0,0,0,0,83,0,0,0,3,8,12,0,0,0,0,0,0,0,0.02,,0,0,0.0,50,0,0,19,17,2,0,0,-1.04,3,100.0,0,11,0,89,0,0,0,12,1080,0,,0,0,0,0,0.0,3,0,1,0,90,0,2,7.13,0,0,6,21,15,37,1,9,0.0,0.0,0,0,0,0,0,1,100.0,6,0,0,0.0,0,49,1,0,4,100.0,167,97,320,417,85.6,0,1,524,3,1,0,Simon Mignolet,Club Brugge KV,10406,2888,Goalkeepers
6,0,0.0,5,20,31.25,17,96,113,71.97,0,0.0,0,4,0,0,0,0,33,0,0,0,0,6,4,0,0,0,0,0,0,0,0.04,,0,0,0.0,11,0,0,9,7,2,0,0,-1.28,1,100.0,0,0,0,44,0,1,0,4,360,0,,0,0,0,0,0.0,1,0,1,0,46,0,4,7.13,0,0,1,11,6,17,0,5,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,1,21,0,0,1,100.0,64,52,105,157,28.5,0,0,206,1,0,0,Marvin Keller,BSC Young Boys,1005744,2445,Goalkeepers
4,0,0.0,3,31,41.89,15,172,187,81.3,1,100.0,0,8,0,0,0,0,48,0,0,0,2,4,8,0,0,0,1,1,1,0,0.02,,0,0,0.0,59,0,0,12,11,1,0,0,0.66,2,66.67,0,3,0,43,0,0,0,8,720,0,,0,0,0,0,0.0,2,0,0,0,44,0,2,7.13,0,0,2,17,11,28,0,6,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0,0.0,0,6,0,0,3,75.0,74,50,180,230,57.0,0,0,297,1,0,0,Franco Israel,Sporting CP,1084846,3001,Goalkeepers
13,0,0.0,5,35,32.11,21,101,122,61.62,5,100.0,0,8,0,0,0,0,69,1,0,0,0,13,8,0,0,0,1,1,1,0,0.01,,0,0,0.0,80,0,0,27,24,3,0,0,-2.67,0,0.0,0,11,0,76,0,1,0,8,720,0,,0,0,0,0,0.0,2,0,1,0,78,0,8,7.13,0,0,0,28,9,38,0,10,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,28,0,0,5,83.33,109,79,119,198,57.0,0,1,304,2,0,0,Dominik Takáč,ŠK Slovan Bratislava,886365,2404,Goalkeepers
29,0,0.0,6,63,41.72,23,192,215,70.26,1,100.0,0,10,0,0,0,0,60,0,0,0,1,13,10,0,0,0,0,0,0,0,0.02,,0,0,0.0,36,0,0,13,9,4,0,0,3.55,2,100.0,0,5,0,91,0,0,0,10,900,0,,0,0,0,0,0.0,2,0,0,0,91,0,3,7.11,0,0,3,27,5,32,1,6,0.0,0.0,0,0,0,0,0,0,0.0,3,1,1,100.0,0,46,0,0,3,100.0,151,81,225,306,71.1,0,0,397,1,1,0,Lucas Chevalier,Lille,996953,1643,Goalkeepers
0,0,0.0,1,4,36.36,1,36,37,84.09,0,0.0,0,1,0,0,0,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,,0,0,0.0,4,0,0,0,0,0,0,0,0.07,0,0.0,0,2,0,7,0,0,0,1,90,0,,0,0,0,0,0.0,0,0,0,0,7,0,0,7.1,0,0,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0.0,11,7,37,44,7.1,0,0,52,0,0,0,Alexander Meyer,Borussia Dortmund,138491,2673,Goalkeepers
3,0,0.0,0,8,25.81,3,29,32,58.18,0,0.0,0,2,0,0,0,0,11,0,0,0,1,3,2,0,0,0,0,0,1,0,0.0,,0,0,0.0,10,0,0,1,1,0,0,0,0.95,0,0.0,0,2,0,23,0,0,0,2,180,0,,0,0,0,0,0.0,0,0,0,0,23,0,1,7.1,0,0,0,6,1,7,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,4,0,0,0,0.0,31,19,36,55,14.2,0,0,72,0,0,0,Matvey Safonov,Paris Saint-Germain,800749,1644,Goalkeepers
9,0,0.0,5,32,37.65,18,104,122,69.32,1,100.0,0,10,0,0,0,0,80,0,0,0,2,9,10,1,0,0,0,0,0,0,0.01,,0,0,0.0,53,0,0,14,12,2,0,0,1.2,1,100.0,0,12,0,54,0,0,0,10,930,0,,0,0,0,0,0.0,5,0,0,0,55,0,2,7.1,0,0,1,20,12,32,0,2,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,15,0,0,2,100.0,85,61,115,176,71.0,0,0,281,1,0,0,Jan Oblak,Atlético Madrid,69768,2836,Goalkeepers
27,0,0.0,2,55,35.71,14,269,283,73.89,11,84.62,2,15,0,0,0,0,103,0,0,0,6,24,15,0,0,0,0,2,1,0,0.0,,0,0,0.0,90,0,0,14,11,3,0,0,1.69,4,100.0,0,13,0,100,2,0,0,15,1380,0,,0,0,0,0,0.0,0,0,0,0,101,0,13,7.1,0,0,3,28,7,36,0,8,0.0,0.0,0,0,0,0,0,0,0.0,3,0,0,0.0,0,40,0,0,15,88.24,154,89,294,383,106.5,0,2,531,6,0,0,Gianluigi Donnarumma,Paris Saint-Germain,824509,1644,Goalkeepers
17,0,0.0,16,54,32.53,38,105,143,55.64,3,100.0,0,8,0,0,0,0,68,0,0,0,1,11,8,0,0,0,0,0,1,1,0.03,,0,0,0.0,52,0,0,21,18,3,0,0,-4.0,1,100.0,0,7,0,114,0,1,0,8,720,0,,0,0,0,0,0.0,1,0,0,0,118,0,9,7.08,0,0,5,25,16,41,0,9,0.0,0.0,0,0,0,0,0,0,0.0,5,0,0,0.0,1,24,0,0,4,100.0,166,136,121,257,56.6,0,0,360,2,1,0,Peter Vindahl,AC Sparta Praha,814180,2218,Goalkeepers
4,0,0.0,0,22,23.4,9,119,128,63.37,3,100.0,0,8,0,0,0,0,76,0,0,0,2,5,8,0,0,0,0,0,2,0,0.0,,0,0,0.0,61,0,0,14,14,0,0,0,2.65,2,100.0,0,6,0,74,0,0,0,8,720,0,,0,0,0,0,0.0,3,0,0,0,77,0,3,7.06,0,0,1,22,9,31,1,4,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,11,0,0,5,100.0,94,69,133,202,56.5,0,0,304,2,0,0,Radosław Majecki,AS Monaco,849114,1653,Goalkeepers
2,0,0.0,1,20,36.36,11,50,61,62.89,1,100.0,0,3,0,0,0,0,17,0,0,0,1,6,3,0,0,0,0,0,0,0,0.0,,0,0,0.0,33,0,0,4,3,1,0,0,0.69,1,100.0,0,2,0,36,1,0,0,3,270,0,,0,0,0,0,0.0,0,0,0,0,38,0,3,7.03,0,0,2,5,3,8,0,3,0.0,0.0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,4,0,0,2,100.0,55,43,54,97,21.1,0,0,125,1,0,0,Danijel Zagorac,GNK Dinamo Zagreb,65485,2032,Goalkeepers
3,0,0.0,0,6,54.55,1,25,26,83.87,1,100.0,0,1,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0.0,,0,0,0.0,5,0,0,1,1,0,0,0,0.07,0,0.0,0,0,0,5,0,0,0,1,90,0,,0,0,0,0,0.0,0,0,0,0,5,0,1,7.0,0,0,1,1,2,3,0,2,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,5,0,0,1,100.0,11,3,28,31,7.0,0,0,36,0,0,0,Daniel Peretz,FC Bayern München,1048265,2672,Goalkeepers
2,0,0.0,0,3,50.0,0,11,11,78.57,0,0.0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0.0,,0,0,0.0,3,0,0,1,1,0,0,0,0.43,0,0.0,0,0,0,3,0,0,0,0,39,0,,0,0,0,0,0.0,0,0,0,0,3,0,0,7.0,0,0,0,3,0,3,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,4,0,0,0,0.0,6,2,12,14,7.0,0,0,19,0,0,0,Lorenzo Torriani,Milan,1403294,2692,Goalkeepers
1,0,0.0,2,6,35.29,3,44,47,81.03,0,0.0,0,2,0,0,0,0,18,0,0,0,0,1,2,0,0,0,0,0,0,0,0.0,,0,0,0.0,12,0,0,2,2,0,0,0,-0.19,2,100.0,0,1,0,11,0,0,0,2,180,0,,0,0,0,0,0.0,0,0,0,0,11,0,0,7.0,0,0,3,2,3,5,0,0,0.0,0.0,0,0,0,0,0,2,100.0,3,0,0,0.0,0,3,2,0,2,100.0,17,11,47,58,14.0,0,0,74,0,1,0,Maarten Vandevoordt,RB Leipzig,934385,36360,Goalkeepers
16,0,0.0,8,87,49.71,47,277,324,78.64,5,100.0,0,11,0,0,0,0,87,0,0,0,1,10,11,0,0,0,1,1,3,2,0.02,,0,0,0.0,61,0,0,21,17,4,0,0,-2.98,3,75.0,0,12,0,88,0,0,0,11,1020,0,,0,0,0,0,0.0,1,0,0,0,89,0,2,6.99,0,0,7,28,10,38,1,9,0.0,0.0,0,0,0,0,0,0,0.0,7,0,0,0.0,0,19,0,0,8,88.89,175,115,297,412,76.9,0,0,529,4,1,0,Walter Benítez,PSV Eindhoven,249859,2952,Goalkeepers
21,0,0.0,11,61,38.61,28,258,286,73.9,3,100.0,0,11,0,0,0,0,94,0,0,0,1,10,11,0,0,0,0,1,1,1,0.02,,1,0,0.0,32,0,0,25,24,1,0,0,-1.35,5,83.33,0,6,0,101,0,0,0,10,954,0,,1,0,0,1,0.0,5,0,2,0,106,0,4,6.99,0,0,4,24,18,42,0,10,0.0,0.0,0,0,0,0,0,0,0.0,4,0,0,0.0,0,33,0,0,8,88.89,158,107,280,387,76.9,0,1,503,5,1,0,Timon Wellenreuther,Feyenoord,253875,2959,Goalkeepers
19,0,0.0,6,52,36.88,30,275,305,77.02,1,100.0,0,13,0,0,0,0,104,0,0,0,4,13,13,0,0,0,0,1,2,0,0.03,,0,0,0.0,47,0,0,19,18,1,0,0,-0.87,0,0.0,0,6,0,91,1,0,0,13,1170,0,,0,0,0,0,0.0,0,0,0,0,94,0,2,6.98,0,0,9,27,12,41,0,6,0.0,0.0,0,0,0,0,0,0,0.0,9,0,0,0.0,0,43,1,0,1,50.0,141,93,303,396,90.8,0,0,519,0,0,0,Gregor Kobel,Borussia Dortmund,556866,2673,Goalkeepers
3,0,0.0,0,3,50.0,4,36,40,93.02,0,0.0,0,2,0,0,0,0,7,0,0,0,2,1,2,0,0,0,0,0,0,0,0.0,,0,0,0.0,5,0,0,0,0,0,0,0,0.07,0,0.0,0,1,0,3,0,0,0,2,180,0,,0,0,0,0,0.0,0,0,0,0,3,0,0,6.95,0,0,0,1,0,1,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,5,0,0,0,0.0,6,5,38,43,13.9,0,0,49,0,0,0,Stefan Ortega,Manchester City,125274,17,Goalkeepers
