Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,Nation,Age,Min,SoTA,GA,Saves,Save%
e7033b85,https://fbref.com/en/matches/e7033b85/Arsenal-Lens-November-29-2023-Champions-League,2023-11-29,Champions Lg,Group stage,Home,frLens,W,2023-11-29_champions_lg_frlens,Arsenal,David Raya,es ESP,28-075,90,3,0,3,100.0
