season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2024-2025,2869,E. Alvarez,West Ham,Missing Fixture,Thigh Injury,2024-08-17,,83
2024-2025,18813,A. Cresswell,West Ham,Missing Fixture,Thigh Injury,2024-08-31,,224
2024-2025,25391,N. Fullkrug,West Ham,Missing Fixture,Achilles Tendon Injury,2024-10-19,,142
2024-2025,15911,M. Kudus,West Ham,Missing Fixture,Red Card,2024-10-27,,34
2024-2025,25391,N. Fullkrug,West Ham,Missing Fixture,Achilles Tendon Injury,2024-10-27,,142
2024-2025,15911,M. Kudus,West Ham,Missing Fixture,Red Card,2024-11-02,,34
2024-2025,25391,N. Fullkrug,West Ham,Missing Fixture,Achilles Tendon Injury,2024-11-02,,142
2024-2025,1243,T. Soucek,West Ham,Missing Fixture,Illness,2024-11-02,,57
2024-2025,2869,E. Alvarez,West Ham,Missing Fixture,Red Card,2024-11-09,,83
2024-2025,15911,M. Kudus,West Ham,Missing Fixture,Red Card,2024-11-09,,34
2024-2025,25391,N. Fullkrug,West Ham,Missing Fixture,Achilles Tendon Injury,2024-11-09,,142
2024-2025,15911,M. Kudus,West Ham,Missing Fixture,Red Card,2024-11-25,,34
2024-2025,25391,N. Fullkrug,West Ham,Missing Fixture,Achilles Tendon Injury,2024-11-25,,142
2024-2025,15911,M. Kudus,West Ham,Missing Fixture,Red Card,2024-11-30,,34
2024-2025,25391,N. Fullkrug,West Ham,Missing Fixture,Achilles Tendon Injury,2024-11-30,,142
2024-2025,18819,M. Antonio,West Ham,Missing Fixture,Inactive,2024-12-09,,166
2024-2025,2284,Emerson,West Ham,Missing Fixture,Yellow Cards,2024-12-16,,0
2024-2025,18819,M. Antonio,West Ham,Missing Fixture,Inactive,2024-12-16,,166
2024-2025,930,C. Soler,West Ham,Missing Fixture,Yellow Cards,2024-12-21,,0
2024-2025,18819,M. Antonio,West Ham,Missing Fixture,Inactive,2024-12-21,,166
2024-2025,1646,L. Paqueta,West Ham,Missing Fixture,Yellow Cards,2024-12-26,,63
2024-2025,18819,M. Antonio,West Ham,Missing Fixture,Inactive,2024-12-26,,166
2024-2025,2476,G. Rodriguez,West Ham,Missing Fixture,Yellow Cards,2024-12-29,,0
2024-2025,2997,L. Fabianski,West Ham,Missing Fixture,Head Injury,2024-12-29,,5
2024-2025,18819,M. Antonio,West Ham,Missing Fixture,Inactive,2024-12-29,,166
2024-2025,1243,T. Soucek,West Ham,Missing Fixture,Yellow Cards,2024-12-29,,57
2024-2025,19428,J. Bowen,West Ham,Missing Fixture,Broken Leg,2025-01-04,,22
2024-2025,2997,L. Fabianski,West Ham,Missing Fixture,Head Injury,2025-01-04,,5
2024-2025,18819,M. Antonio,West Ham,Missing Fixture,Inactive,2025-01-04,,166
2024-2025,19428,J. Bowen,West Ham,Missing Fixture,Broken Leg,2025-01-14,,22
2024-2025,138,J. Todibo,West Ham,Missing Fixture,Injury,2025-01-14,,20
2024-2025,18819,M. Antonio,West Ham,Missing Fixture,Inactive,2025-01-14,,166
2024-2025,25391,N. Fullkrug,West Ham,Missing Fixture,Leg Injury,2025-01-14,,142
2024-2025,19428,J. Bowen,West Ham,Missing Fixture,Broken Leg,2025-01-18,,22
2024-2025,138,J. Todibo,West Ham,Missing Fixture,Injury,2025-01-18,,20
2024-2025,18819,M. Antonio,West Ham,Missing Fixture,Inactive,2025-01-18,,166
2024-2025,25391,N. Fullkrug,West Ham,Missing Fixture,Leg Injury,2025-01-18,,142
2024-2025,19428,J. Bowen,West Ham,Missing Fixture,Broken Leg,2025-01-26,,22
2024-2025,138,J. Todibo,West Ham,Missing Fixture,Injury,2025-01-26,,20
2024-2025,1445,K. Mavropanos,West Ham,Missing Fixture,Red Card,2025-01-26,,0
2024-2025,18819,M. Antonio,West Ham,Missing Fixture,Inactive,2025-01-26,,166
2024-2025,25391,N. Fullkrug,West Ham,Missing Fixture,Leg Injury,2025-01-26,,142
2024-2025,138,J. Todibo,West Ham,Missing Fixture,Injury,2025-02-03,,20
2024-2025,18819,M. Antonio,West Ham,Missing Fixture,Inactive,2025-02-03,,166
2024-2025,25391,N. Fullkrug,West Ham,Missing Fixture,Leg Injury,2025-02-03,,142
2024-2025,37724,C. Summerville,West Ham,Missing Fixture,Hamstring Injury,2025-02-15,,99
