season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2022-2023,180,O. Skipp,Tottenham,Missing Fixture,Leg Injury,2022-08-06,,13
2022-2023,2413,Richarlison,Tottenham,Missing Fixture,Suspended,2022-08-06,,151
2022-2023,133,C. Lenglet,Tottenham,Missing Fixture,Groin Injury,2022-08-14,,0
2022-2023,180,O. Skipp,Tottenham,Missing Fixture,Leg Injury,2022-08-14,,13
2022-2023,30776,C. Romero,Tottenham,Missing Fixture,Groin Injury,2022-08-20,,281
2022-2023,180,O. Skipp,Tottenham,Missing Fixture,Leg Injury,2022-08-20,,13
2022-2023,178,Lucas Moura,Tottenham,Missing Fixture,Injury,2022-08-31,,234
2022-2023,178,Lucas Moura,Tottenham,Missing Fixture,Injury,2022-09-03,,234
2022-2023,178,Lucas Moura,Tottenham,Missing Fixture,Calf Injury,2022-09-07,,234
2022-2023,178,Lucas Moura,Tottenham,Missing Fixture,Calf Injury,2022-09-13,,234
2022-2023,178,Lucas Moura,Tottenham,Missing Fixture,Calf Injury,2022-09-17,,234
2022-2023,30435,D. Kulusevski,Tottenham,Missing Fixture,Thigh Injury,2022-10-04,,28
2022-2023,178,Lucas Moura,Tottenham,Missing Fixture,Calf Injury,2022-10-04,,234
2022-2023,30435,D. Kulusevski,Tottenham,Missing Fixture,Thigh Injury,2022-10-08,,28
2022-2023,1566,Emerson Royal,Tottenham,Missing Fixture,Red Card,2022-10-08,,203
2022-2023,149550,J. Tanganga,Tottenham,Missing Fixture,Knock,2022-10-08,,7
2022-2023,178,Lucas Moura,Tottenham,Missing Fixture,Calf Injury,2022-10-08,,234
2022-2023,30435,D. Kulusevski,Tottenham,Missing Fixture,Thigh Injury,2022-10-12,,28
2022-2023,149550,J. Tanganga,Tottenham,Missing Fixture,Knock,2022-10-12,,7
2022-2023,30435,D. Kulusevski,Tottenham,Missing Fixture,Thigh Injury,2022-10-15,,28
2022-2023,1566,Emerson Royal,Tottenham,Missing Fixture,Red Card,2022-10-15,,203
2022-2023,149550,J. Tanganga,Tottenham,Missing Fixture,Knock,2022-10-15,,7
2022-2023,1566,Emerson Royal,Tottenham,Missing Fixture,Red Card,2022-10-19,,203
2022-2023,2413,Richarlison,Tottenham,Missing Fixture,Calf Injury,2022-10-19,,151
2022-2023,30435,D. Kulusevski,Tottenham,Missing Fixture,Thigh Injury,2022-10-23,,28
2022-2023,2413,Richarlison,Tottenham,Missing Fixture,Calf Injury,2022-10-23,,151
2022-2023,30435,D. Kulusevski,Tottenham,Missing Fixture,Thigh Injury,2022-10-26,,28
2022-2023,2413,Richarlison,Tottenham,Missing Fixture,Calf Injury,2022-10-26,,151
2022-2023,30435,D. Kulusevski,Tottenham,Missing Fixture,Thigh Injury,2022-10-29,,28
2022-2023,2413,Richarlison,Tottenham,Missing Fixture,Calf Injury,2022-10-29,,151
2022-2023,30435,D. Kulusevski,Tottenham,Missing Fixture,Thigh Injury,2022-11-01,,28
