Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Kai Havertz,deGER,FW,25,1,1,120,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Gabriel Magalhães,brBRA,DF,26,1,1,120,1.3,1,0,1,1,0,0,1,0,0.75,0.00,0.75,0.75,0.75,Matches
Gabriel Martinelli,brBRA,FW,23,1,1,120,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
David Raya,esESP,GK,28,1,1,120,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
William Saliba,frFRA,DF,23,1,1,120,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Martin Ødegaard,noNOR,MF,25,1,1,120,1.3,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jorginho,itITA,MF,32,1,1,112,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jurriën Timber,nlNED,DF,23,1,1,99,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Myles Lewis-Skelly,engENG,DF,17,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Mikel Merino,esESP,MF,28,1,1,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Gabriel Jesus,brBRA,FW,27,1,1,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Raheem Sterling,engENG,"FW,MF",29,1,0,81,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Declan Rice,engENG,"DF,MF",25,1,0,48,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Leandro Trossard,beBEL,"FW,MF",29,1,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Thomas Partey,ghGHA,"DF,MF",31,1,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kieran Tierney,sctSCO,"DF,MF",27,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Nathan Butler-Oyedeji,engENG,FW,21,0,0,,,,,,,,,,,,,,,,Matches
Jakub Kiwior,plPOL,"DF,MF",24,0,0,,,,,,,,,,,,,,,,Matches
Neto,brBRA,GK,35,0,0,,,,,,,,,,,,,,,,Matches
Oleksandr Zinchenko,uaUKR,"DF,MF",27,0,0,,,,,,,,,,,,,,,,Matches
