team,appearances,minutesPlayed,tackles,interceptions,clearances,aerialDuelsWon,groundDuelsWon,blockedShots,errorLeadToGoal,rating
Lille,7,630,18,8,8,25,31,3,0,6.73
Sporting CP,5,134,9,4,0,1,21,1,0,6.73
Milan,5,352,3,0,2,0,27,1,0,6.72
Atalanta,5,218,2,2,3,8,4,1,0,6.72
Milan,6,375,15,5,4,7,34,1,1,6.72
Zenit St. Petersburg,4,292,1,2,4,0,2,0,0,6.7
Villarreal,8,462,6,10,7,5,21,0,0,6.7
Liverpool FC,1,59,1,0,0,0,2,0,0,6.7
Real Madrid,1,9,0,0,0,0,1,0,0,6.7
Shakhtar Donetsk,2,55,1,0,0,1,2,2,0,6.7
FC Bayern München,2,23,0,1,0,0,0,0,0,6.7
Malmö FF,2,89,1,0,1,1,3,1,0,6.7
Inter,2,17,0,1,0,0,0,0,0,6.7
Beşiktaş JK,2,55,2,0,0,0,5,0,0,6.7
Lille,3,29,1,0,0,0,3,0,0,6.7
FC Bayern München,4,78,3,1,0,1,4,0,0,6.7
Sevilla,4,200,6,6,3,6,8,1,0,6.7
Juventus,6,387,8,7,5,7,12,1,1,6.7
Shakhtar Donetsk,6,540,13,5,6,3,26,1,1,6.7
Lille,8,265,9,0,3,9,15,1,0,6.7
Atlético Madrid,9,665,14,5,4,2,28,2,0,6.69
Milan,6,445,13,5,2,5,31,2,0,6.68
Dynamo Kyiv,6,375,6,11,3,6,10,1,0,6.68
Dynamo Kyiv,5,436,3,2,0,2,22,0,0,6.68
Club Brugge KV,4,156,3,1,0,0,4,1,0,6.68
Liverpool FC,4,214,5,0,0,3,9,1,0,6.68
FC Barcelona,5,219,7,5,0,2,8,0,0,6.68
Benfica,5,44,1,0,1,0,3,0,0,6.68
Sevilla,6,327,5,3,1,2,14,1,0,6.67
Paris Saint-Germain,4,148,2,1,2,1,4,1,0,6.67
Club Brugge KV,3,55,4,3,0,0,6,0,0,6.67
Lille,7,444,5,5,4,14,13,1,0,6.66
Juventus,5,80,2,0,1,2,2,0,0,6.65
Red Bull Salzburg,8,517,13,4,2,3,21,5,0,6.65
Inter,5,197,7,2,2,0,9,1,0,6.65
Villarreal,6,222,6,0,4,1,8,2,0,6.65
Juventus,2,20,0,0,1,0,1,0,0,6.65
Inter,5,66,4,1,3,0,5,0,0,6.65
Malmö FF,5,88,5,2,0,1,11,0,0,6.65
Shakhtar Donetsk,5,255,5,3,0,0,11,1,0,6.64
Beşiktaş JK,3,261,5,2,5,6,7,3,0,6.63
Manchester United,8,194,3,4,3,2,9,0,0,6.63
Lille,4,56,1,0,0,0,6,1,0,6.63
Malmö FF,4,328,2,4,2,1,12,1,0,6.63
Benfica,9,703,11,5,0,0,43,4,0,6.62
Lille,5,255,5,1,1,3,10,3,0,6.62
Dynamo Kyiv,6,490,8,3,5,5,15,3,0,6.62
Red Bull Salzburg,8,715,14,2,4,6,37,4,0,6.61
FC Porto,2,84,0,0,2,0,5,0,0,6.6
Atalanta,6,405,5,2,2,1,19,2,0,6.6
Inter,7,467,3,6,4,5,13,1,0,6.6
FC Barcelona,1,17,1,0,0,0,1,0,0,6.6
Manchester United,1,8,0,0,0,0,1,0,0,6.6
Beşiktaş JK,1,90,1,1,1,0,4,1,0,6.6
Sevilla,1,22,0,0,0,1,1,0,0,6.6
BSC Young Boys,1,13,0,0,0,0,0,0,0,6.6
Manchester United,2,67,0,0,1,0,5,0,0,6.6
FC Barcelona,3,169,0,1,2,3,3,1,0,6.6
RB Leipzig,3,64,1,1,0,1,5,2,0,6.6
VfL Wolfsburg,4,337,11,1,1,4,25,0,0,6.6
Sevilla,4,168,3,0,0,2,8,0,0,6.6
Zenit St. Petersburg,5,156,1,2,0,2,5,0,0,6.6
Benfica,6,115,5,0,2,1,7,0,0,6.58
Zenit St. Petersburg,6,80,1,1,0,1,6,1,0,6.58
Manchester United,7,399,8,3,2,1,16,1,0,6.57
Dynamo Kyiv,3,93,0,0,0,4,5,0,0,6.57
VfL Wolfsburg,6,296,5,1,1,2,23,1,0,6.57
Shakhtar Donetsk,6,208,2,0,1,0,7,0,0,6.57
BSC Young Boys,6,271,7,6,3,0,10,2,1,6.55
Milan,2,117,1,0,3,2,1,0,0,6.55
Sporting CP,7,218,0,1,0,0,3,0,0,6.55
Malmö FF,2,122,0,0,2,0,0,0,0,6.55
Dynamo Kyiv,2,99,3,2,0,0,4,0,0,6.55
FC Porto,4,289,11,9,2,1,14,1,0,6.55
Shakhtar Donetsk,4,226,4,2,5,3,4,0,0,6.55
Beşiktaş JK,4,219,4,1,0,2,15,0,0,6.55
Manchester United,6,347,7,1,2,8,17,1,0,6.55
Liverpool FC,8,229,6,2,3,3,10,1,0,6.54
Beşiktaş JK,5,345,5,5,1,0,16,0,0,6.54
Malmö FF,3,222,1,1,5,0,4,0,0,6.53
Red Bull Salzburg,4,49,1,0,0,0,1,0,0,6.53
BSC Young Boys,3,269,5,7,0,3,5,1,0,6.53
Real Madrid,5,43,5,1,1,0,7,0,0,6.53
Benfica,9,543,9,3,2,6,25,1,0,6.53
FC Porto,4,212,6,3,6,4,13,0,0,6.53
Beşiktaş JK,4,83,4,0,1,1,6,0,0,6.53
AFC Ajax,5,76,2,1,0,0,2,0,0,6.53
FC Porto,6,217,4,5,2,3,8,3,0,6.52
Malmö FF,6,496,10,5,7,5,18,0,0,6.52
Juventus,1,9,0,0,0,0,0,0,0,6.5
Paris Saint-Germain,1,10,0,0,0,0,0,1,0,6.5
Manchester United,1,8,0,1,0,0,0,0,0,6.5
Dynamo Kyiv,1,9,0,0,0,0,0,0,0,6.5
Borussia Dortmund,2,60,1,1,4,0,2,1,0,6.5
Zenit St. Petersburg,2,20,0,0,0,1,0,0,0,6.5
AFC Ajax,3,43,2,1,0,0,4,0,0,6.5
Benfica,6,162,1,0,0,0,7,2,0,6.5
Zenit St. Petersburg,6,108,1,0,1,4,2,2,0,6.48
FC Bayern München,5,133,1,2,1,1,1,1,0,6.48
FC Barcelona,4,108,2,0,0,1,10,1,0,6.48
Inter,4,134,2,1,1,3,3,0,0,6.48
Beşiktaş JK,4,156,3,1,0,3,7,0,0,6.48
Malmö FF,5,283,11,8,1,0,17,1,0,6.46
Club Brugge KV,4,332,8,6,5,3,17,0,0,6.45
Lille,5,407,5,3,4,4,25,1,1,6.44
Sheriff Tiraspol,5,358,3,1,2,1,12,1,0,6.44
FC Barcelona,6,398,10,3,1,3,27,1,0,6.43
Shakhtar Donetsk,6,179,2,1,1,0,11,0,0,6.43
Benfica,9,347,3,3,1,1,14,0,0,6.43
Milan,5,321,4,5,4,5,10,1,0,6.4
Lille,1,13,1,0,0,1,1,0,0,6.4
Atlético Madrid,1,15,0,0,3,0,0,0,0,6.4
Villarreal,1,10,0,2,0,0,0,0,0,6.4
VfL Wolfsburg,2,35,0,0,0,0,1,0,0,6.4
Atalanta,3,56,1,0,3,0,3,0,0,6.4
Malmö FF,6,273,6,0,0,2,13,0,0,6.4
RB Leipzig,5,293,9,2,3,1,12,0,1,6.38
Sporting CP,4,213,7,4,0,0,15,0,0,6.38
Benfica,1,31,0,0,0,0,2,1,0,6.3
Red Bull Salzburg,1,23,0,1,1,1,0,0,0,6.3
Benfica,3,155,3,0,3,1,12,0,0,6.3
Club Brugge KV,5,298,9,3,1,2,18,3,0,6.3
Benfica,5,131,0,2,5,0,1,0,0,6.28
Dynamo Kyiv,3,91,1,0,0,2,5,2,1,6.27
Sheriff Tiraspol,6,406,4,0,0,2,22,2,0,6.23
BSC Young Boys,1,12,0,0,0,0,1,0,0,6.2
Dynamo Kyiv,2,54,0,1,0,0,1,0,0,6.2
Club Brugge KV,1,57,0,0,0,1,0,0,0,5.7
Juventus,1,1,0,1,0,0,0,0,0,0.0
Benfica,1,1,0,0,0,0,0,0,0,0.0
Club Brugge KV,1,1,0,0,0,0,0,0,0,0.0
Liverpool FC,1,1,0,0,0,0,0,0,0,0.0
Sheriff Tiraspol,1,1,0,0,0,0,0,0,0,0.0
Real Madrid,12,1106,3,1,11,7,19,9,0,8.08
RB Leipzig,6,531,11,4,0,7,23,2,0,7.87
FC Bayern München,10,876,4,1,2,6,26,4,0,7.84
Paris Saint-Germain,7,630,3,0,0,2,36,8,0,7.8
AFC Ajax,8,668,3,1,4,26,22,2,0,7.78
Juventus,5,254,3,0,0,1,19,0,0,7.6
Manchester United,7,611,3,0,7,9,22,2,0,7.54
Juventus,4,337,3,1,0,1,24,1,0,7.53
Chelsea,5,245,1,0,1,1,9,5,0,7.52
Paris Saint-Germain,8,673,1,1,1,2,35,6,0,7.41
AFC Ajax,8,629,5,2,3,6,6,4,0,7.4
Sporting CP,1,32,1,0,0,0,3,0,0,7.4
Real Madrid,11,504,8,11,1,2,28,6,0,7.27
Real Madrid,13,1199,21,2,1,1,78,9,0,7.27
Milan,2,115,4,2,0,2,11,0,0,7.25
AFC Ajax,7,630,8,5,3,3,26,4,0,7.24
Borussia Dortmund,6,392,1,3,0,2,21,2,0,7.18
Atalanta,4,249,0,1,0,1,18,2,1,7.18
Manchester City,8,352,5,2,1,2,20,1,0,7.16
Atlético Madrid,9,518,15,4,4,11,22,1,0,7.16
FC Barcelona,6,525,3,1,0,2,23,5,0,7.13
Inter,7,541,0,2,7,20,14,7,0,7.13
Chelsea,7,538,9,0,0,5,20,3,0,7.13
Manchester United,4,304,5,2,2,0,11,0,0,7.13
Lille,6,469,8,7,6,4,35,2,0,7.12
Villarreal,7,524,8,3,5,17,19,6,0,7.09
Atalanta,6,464,4,0,2,7,18,7,0,7.08
Benfica,10,613,6,0,9,17,26,0,0,7.06
Juventus,7,521,6,0,7,8,21,2,0,7.04
Paris Saint-Germain,6,467,6,0,0,1,40,3,0,7.02
Borussia Dortmund,3,203,0,0,5,4,4,0,0,7.0
Lille,5,298,2,0,1,0,15,5,0,7.0
Club Brugge KV,6,500,8,1,2,6,25,1,0,6.98
Zenit St. Petersburg,5,304,4,2,4,11,6,1,0,6.98
Inter,8,587,3,6,1,4,15,10,0,6.98
Club Brugge KV,6,528,8,4,0,1,35,3,0,6.97
Lille,7,530,0,0,2,7,18,8,0,6.93
Red Bull Salzburg,8,610,3,2,0,4,30,3,0,6.93
VfL Wolfsburg,5,258,11,1,2,1,18,1,0,6.9
Liverpool FC,7,185,4,0,0,4,13,3,0,6.9
Juventus,2,180,0,0,0,0,3,0,0,6.9
Villarreal,3,73,1,0,0,0,1,1,0,6.9
Sheriff Tiraspol,3,155,1,0,1,4,3,0,0,6.9
Villarreal,11,906,2,1,2,3,25,7,0,6.89
BSC Young Boys,6,341,3,1,2,10,8,1,0,6.88
BSC Young Boys,6,489,6,4,0,1,18,0,0,6.88
VfL Wolfsburg,5,322,5,1,4,9,19,4,0,6.88
Sporting CP,8,583,3,5,5,12,20,1,0,6.88
Lille,8,679,6,3,2,2,28,2,0,6.88
Sporting CP,4,205,2,0,1,0,5,0,0,6.88
Chelsea,7,368,3,1,0,2,14,0,0,6.87
Red Bull Salzburg,6,345,3,1,0,2,7,1,0,6.87
FC Bayern München,4,49,0,0,0,2,5,1,0,6.87
Shakhtar Donetsk,5,350,8,2,1,3,18,3,0,6.86
RB Leipzig,6,410,1,0,2,10,14,5,0,6.85
Sevilla,6,272,1,0,3,11,4,0,0,6.85
Real Madrid,3,83,1,0,0,1,6,0,0,6.83
Chelsea,6,320,0,0,1,7,3,2,0,6.82
Manchester City,12,584,8,2,0,3,35,1,0,6.81
Chelsea,9,672,5,3,6,12,23,6,0,6.8
Benfica,10,515,2,0,2,11,23,0,0,6.8
Manchester United,3,172,4,3,0,3,7,0,0,6.8
Atalanta,5,133,2,1,0,4,9,2,0,6.8
Borussia Dortmund,5,395,6,4,2,1,15,1,0,6.78
Atlético Madrid,8,573,3,8,8,3,21,2,0,6.78
RB Leipzig,4,152,0,1,4,3,3,1,0,6.78
Villarreal,7,432,8,8,1,1,26,0,0,6.77
Beşiktaş JK,3,184,4,2,0,1,15,0,0,6.77
AFC Ajax,2,56,0,1,1,0,5,0,0,6.75
VfL Wolfsburg,2,90,2,1,0,0,7,0,0,6.75
FC Porto,4,313,2,0,4,10,19,1,0,6.75
AFC Ajax,5,203,2,1,0,0,6,2,0,6.74
Sheriff Tiraspol,3,206,1,0,1,3,2,1,0,6.73
FC Barcelona,3,122,0,0,0,0,5,1,0,6.73
Milan,4,294,6,1,3,6,18,0,0,6.7
Inter,6,155,5,2,0,1,11,0,0,6.7
FC Porto,6,496,6,3,7,14,13,4,0,6.7
Manchester United,1,22,1,0,0,0,4,0,0,6.7
VfL Wolfsburg,5,398,2,0,4,17,9,1,0,6.68
FC Barcelona,3,154,1,1,0,2,5,2,0,6.67
Zenit St. Petersburg,6,276,0,1,6,14,3,2,0,6.65
Benfica,7,374,7,4,4,6,14,4,0,6.64
Manchester United,5,258,6,0,0,6,11,3,0,6.64
AFC Ajax,5,115,1,0,0,4,4,0,0,6.64
Club Brugge KV,3,68,0,0,2,7,1,0,0,6.63
Red Bull Salzburg,6,233,1,2,1,6,3,0,0,6.63
Red Bull Salzburg,8,241,4,0,0,5,10,1,0,6.61
Atlético Madrid,10,400,7,2,1,0,20,2,0,6.61
Manchester City,1,72,0,1,0,0,1,2,0,6.6
Manchester United,1,68,1,1,0,0,3,1,0,6.6
Club Brugge KV,1,8,0,0,0,0,1,1,0,6.6
Shakhtar Donetsk,2,101,0,0,1,0,1,0,0,6.6
Sporting CP,3,79,2,2,0,1,2,0,0,6.6
Beşiktaş JK,5,383,3,1,2,4,15,1,0,6.6
BSC Young Boys,5,75,0,0,0,6,1,1,0,6.6
Malmö FF,6,501,1,1,2,9,10,1,0,6.6
Villarreal,9,282,4,2,2,1,9,0,0,6.59
Manchester United,4,74,1,0,1,4,3,0,0,6.58
Atlético Madrid,7,347,1,1,2,4,6,1,0,6.57
Real Madrid,3,113,0,0,0,2,3,1,0,6.57
FC Barcelona,3,105,2,0,0,2,7,0,0,6.57
Milan,5,261,2,2,3,15,4,0,0,6.56
Milan,4,160,2,0,1,5,4,1,0,6.55
Sevilla,4,204,0,1,0,2,7,3,0,6.55
Juventus,6,172,3,1,1,4,3,1,0,6.53
VfL Wolfsburg,3,119,1,2,1,2,1,0,0,6.53
FC Porto,6,152,2,0,1,7,5,1,0,6.53
Beşiktaş JK,5,354,6,1,4,11,24,1,0,6.52
Sporting CP,5,169,3,1,0,2,9,0,0,6.52
Liverpool FC,11,578,8,6,3,5,25,5,0,6.5
Red Bull Salzburg,1,8,1,0,0,0,1,1,0,6.5
Villarreal,1,11,0,0,0,0,0,0,0,6.5
Dynamo Kyiv,2,105,0,1,2,5,2,0,0,6.5
Dynamo Kyiv,2,81,1,0,0,0,3,0,0,6.5
FC Porto,3,46,0,0,0,0,1,0,0,6.5
Malmö FF,4,115,0,0,3,2,4,0,0,6.5
Inter,5,106,1,0,0,1,3,0,0,6.5
Malmö FF,6,359,7,2,2,3,25,1,0,6.48
Real Madrid,2,19,0,0,0,1,0,0,0,6.45
Sporting CP,2,104,0,0,0,2,0,0,0,6.45
Dynamo Kyiv,2,19,0,0,0,0,0,0,0,6.45
Shakhtar Donetsk,6,374,2,2,0,0,19,2,0,6.45
Malmö FF,5,440,7,3,11,10,16,0,0,6.44
Milan,3,30,1,0,0,0,2,0,0,6.43
Manchester United,4,123,2,1,0,1,5,0,1,6.43
Atlético Madrid,7,472,7,2,2,1,30,3,0,6.41
Manchester City,1,9,0,0,0,0,0,0,0,6.4
Lille,1,9,0,0,0,0,1,0,0,6.4
Sevilla,1,20,0,0,0,0,1,0,0,6.4
Shakhtar Donetsk,1,8,0,0,0,0,0,0,0,6.4
VfL Wolfsburg,1,9,0,0,0,0,0,0,0,6.4
FC Porto,2,37,0,1,0,0,0,1,0,6.4
Club Brugge KV,2,26,0,0,0,1,1,0,0,6.4
Sheriff Tiraspol,2,19,0,0,1,0,0,0,0,6.4
FC Barcelona,3,179,0,1,0,4,1,0,0,6.4
Borussia Dortmund,3,28,3,1,0,1,5,0,0,6.4
Atlético Madrid,5,142,2,3,2,0,8,1,0,6.4
Villarreal,8,267,1,1,3,3,4,2,0,6.37
Paris Saint-Germain,3,51,0,0,1,1,0,0,0,6.35
FC Barcelona,1,15,0,0,0,0,1,1,0,6.3
Borussia Dortmund,1,20,0,0,0,0,0,1,0,6.3
BSC Young Boys,4,60,1,1,0,0,2,1,0,6.3
Beşiktaş JK,5,264,3,1,1,6,15,2,0,6.28
Sevilla,2,83,0,0,1,2,3,1,0,6.15
Borussia Dortmund,2,99,1,0,0,1,2,1,0,6.1
Real Madrid,1,12,0,0,0,1,0,0,0,6.0
Benfica,1,9,0,0,1,2,0,1,0,5.7
Sporting CP,1,1,0,0,0,0,0,0,0,0.0
Juventus,1,1,2,0,0,0,2,0,0,0.0
Zenit St. Petersburg,1,2,0,0,0,0,0,1,0,0.0
