team,appearances,minutesPlayed,assists,keyPasses,bigChancesCreated,accuratePasses,accurateLongBalls,successfulDribbles,tackles,interceptions,ballRecovery,goals,rating
Manchester City,10,659,2,15,3,357,12,6,7,7,39,0,6.93
RB Leipzig,4,208,0,8,1,81,2,5,1,0,10,2,6.93
FC Barcelona,4,247,0,5,2,125,1,9,4,3,17,0,6.93
BSC Young Boys,5,420,0,7,0,153,8,0,13,10,38,0,6.92
Sheriff Tiraspol,6,530,1,2,0,71,2,12,8,6,20,2,6.92
Dynamo Kyiv,6,536,0,0,0,255,16,5,21,12,44,0,6.92
Benfica,8,501,3,9,2,235,16,4,6,6,25,0,6.91
Sporting CP,8,510,1,11,3,94,5,2,7,4,16,2,6.9
Zenit St. Petersburg,4,258,0,3,0,66,1,3,5,3,12,1,6.9
BSC Young Boys,6,505,2,9,1,214,20,3,8,10,43,0,6.9
Beşiktaş JK,1,17,0,0,0,1,0,0,1,1,0,0,6.9
Liverpool FC,2,180,0,1,0,72,9,2,2,5,11,0,6.9
Milan,3,61,0,2,1,29,2,1,3,2,5,0,6.9
Manchester United,6,440,0,2,0,221,17,2,13,7,43,0,6.9
Juventus,7,536,0,0,0,244,12,3,14,7,44,0,6.9
FC Barcelona,6,523,0,6,1,302,12,7,13,5,40,0,6.88
Inter,7,287,0,8,0,124,10,0,7,3,20,0,6.88
Benfica,9,810,1,6,1,327,33,7,11,12,43,0,6.88
AFC Ajax,8,703,1,6,1,334,13,14,14,6,43,0,6.88
Shakhtar Donetsk,4,343,0,6,1,145,9,10,3,0,11,0,6.88
FC Bayern München,8,448,0,3,0,135,4,15,10,8,28,1,6.87
Paris Saint-Germain,6,333,0,2,0,201,3,2,11,7,11,1,6.87
BSC Young Boys,5,240,0,5,0,76,11,0,3,2,18,1,6.86
Benfica,10,863,3,14,2,246,8,13,20,7,47,0,6.86
Atlético Madrid,9,578,0,1,0,204,14,4,20,14,39,0,6.86
VfL Wolfsburg,5,201,1,4,2,45,0,1,6,0,15,0,6.85
FC Barcelona,2,158,0,1,0,87,7,2,4,1,8,0,6.85
Sevilla,4,228,0,4,1,82,8,4,1,2,12,0,6.85
Borussia Dortmund,6,471,0,2,1,293,9,1,8,7,43,0,6.85
Paris Saint-Germain,7,406,0,1,0,184,9,6,14,7,22,1,6.84
FC Porto,6,320,1,1,1,110,11,2,8,2,17,0,6.84
Manchester United,5,400,0,0,0,187,15,4,4,9,27,0,6.84
Sevilla,6,463,1,4,1,126,9,12,7,3,27,1,6.83
Dynamo Kyiv,6,324,0,1,0,75,1,3,9,3,13,1,6.83
Borussia Dortmund,3,126,0,4,0,61,0,4,3,0,12,0,6.83
RB Leipzig,3,270,0,0,0,167,4,2,6,6,24,0,6.83
FC Porto,6,450,0,12,0,140,8,4,14,1,26,0,6.83
Zenit St. Petersburg,6,540,0,2,0,267,21,3,15,9,50,0,6.83
Atalanta,5,210,1,4,2,101,11,0,5,0,16,0,6.83
RB Leipzig,5,432,3,5,3,122,10,3,1,5,24,0,6.82
Sevilla,5,322,0,4,0,148,10,8,2,0,19,0,6.82
Real Madrid,8,210,2,2,1,72,6,1,4,0,11,1,6.82
Villarreal,6,524,0,8,1,163,4,9,17,3,27,0,6.82
AFC Ajax,7,558,0,3,0,335,7,3,17,4,30,0,6.81
Paris Saint-Germain,5,261,0,2,1,91,4,1,0,1,9,2,6.8
Club Brugge KV,6,417,0,0,0,100,6,0,4,6,26,2,6.8
Villarreal,9,330,0,8,0,114,6,0,10,0,14,1,6.8
Atalanta,2,33,1,1,1,9,0,2,1,0,1,0,6.8
Sporting CP,1,9,0,0,0,7,0,0,0,1,1,0,6.8
FC Porto,1,11,0,0,0,9,1,0,1,0,1,0,6.8
BSC Young Boys,1,10,0,0,0,1,0,1,0,0,1,0,6.8
AFC Ajax,2,24,0,0,0,16,1,1,0,0,4,0,6.8
Lille,2,22,0,1,0,9,0,3,0,0,1,0,6.8
Milan,4,252,0,0,0,74,3,3,2,3,19,0,6.8
Shakhtar Donetsk,5,322,0,10,1,120,5,9,4,1,17,0,6.8
Club Brugge KV,5,407,0,4,0,106,10,8,14,12,48,0,6.8
Juventus,6,264,0,3,0,275,13,2,4,4,27,0,6.8
Sporting CP,6,534,0,0,0,156,13,5,22,7,43,0,6.78
Milan,6,333,0,1,0,140,14,7,11,3,31,0,6.78
Liverpool FC,10,487,1,5,3,306,8,8,15,3,46,1,6.78
Paris Saint-Germain,5,315,0,0,0,297,9,0,8,5,24,0,6.78
Beşiktaş JK,5,442,0,2,0,220,18,3,19,15,47,0,6.78
Atalanta,4,211,0,3,0,72,5,7,5,1,20,1,6.78
Sheriff Tiraspol,5,101,0,1,0,21,1,0,3,1,7,1,6.78
Manchester United,4,210,0,0,0,102,8,3,8,5,13,0,6.78
Villarreal,10,645,0,5,1,225,6,5,19,10,54,0,6.77
Real Madrid,10,303,1,3,1,152,17,1,14,0,18,0,6.76
AFC Ajax,7,230,1,3,0,93,4,0,7,2,15,1,6.76
Manchester City,3,39,0,1,0,16,0,0,2,0,7,1,6.75
RB Leipzig,2,88,1,2,1,31,5,2,1,1,4,0,6.75
Shakhtar Donetsk,2,84,0,1,0,87,1,0,2,1,6,0,6.75
Atlético Madrid,4,226,0,1,0,101,7,3,6,1,24,0,6.75
Sheriff Tiraspol,6,540,0,2,0,88,7,3,19,11,25,0,6.75
Beşiktaş JK,5,109,0,1,0,46,5,4,9,3,9,0,6.74
Borussia Dortmund,5,171,0,3,1,49,2,2,3,1,9,0,6.74
Atlético Madrid,8,377,0,5,0,125,7,9,6,6,26,0,6.74
Atalanta,6,484,0,3,0,238,32,1,16,15,31,0,6.73
Sheriff Tiraspol,6,492,0,5,0,124,5,4,19,11,34,0,6.73
Lille,7,630,0,4,0,296,17,3,18,8,62,0,6.73
Sporting CP,5,134,0,1,0,58,1,6,9,4,13,0,6.73
Milan,5,352,1,4,1,94,4,12,3,0,23,1,6.72
Atalanta,5,218,1,3,0,53,3,1,2,2,11,1,6.72
Milan,6,375,0,2,0,162,12,10,15,5,39,0,6.72
Zenit St. Petersburg,4,292,0,1,0,144,9,0,1,2,13,1,6.7
Villarreal,8,462,0,2,1,110,1,11,6,10,23,1,6.7
Liverpool FC,1,59,0,1,0,23,0,0,1,0,4,0,6.7
Real Madrid,1,9,0,0,0,15,0,0,0,0,1,0,6.7
Shakhtar Donetsk,2,55,0,3,0,44,0,0,1,0,3,0,6.7
FC Bayern München,2,23,0,1,1,5,0,0,0,1,1,0,6.7
Malmö FF,2,89,0,1,0,24,1,2,1,0,3,0,6.7
Inter,2,17,0,0,0,16,0,0,0,1,0,0,6.7
Beşiktaş JK,2,55,0,2,0,12,0,1,2,0,5,0,6.7
Lille,3,29,0,1,0,13,0,1,1,0,4,0,6.7
FC Bayern München,4,78,0,0,0,63,11,1,3,1,4,0,6.7
Sevilla,4,200,0,2,0,65,6,0,6,6,9,0,6.7
Juventus,6,387,0,8,0,146,11,2,8,7,23,0,6.7
Shakhtar Donetsk,6,540,0,1,1,257,10,6,13,5,51,0,6.7
Lille,8,265,0,5,1,79,7,3,9,0,16,0,6.7
Atlético Madrid,9,665,1,6,2,247,22,3,14,5,45,0,6.69
Milan,6,445,0,3,0,128,5,11,13,5,33,0,6.68
Dynamo Kyiv,6,375,0,3,0,82,2,2,6,11,22,0,6.68
Dynamo Kyiv,5,436,0,6,2,80,3,5,3,2,18,0,6.68
Club Brugge KV,4,156,1,2,1,68,4,1,3,1,9,0,6.68
Liverpool FC,4,214,0,3,0,71,4,1,5,0,12,0,6.68
FC Barcelona,5,219,0,3,0,113,5,0,7,5,12,0,6.68
Benfica,5,44,0,1,0,16,2,2,1,0,7,0,6.68
Sevilla,6,327,0,5,0,206,24,5,5,3,32,1,6.67
Paris Saint-Germain,4,148,1,2,0,67,2,1,2,1,7,0,6.67
Club Brugge KV,3,55,0,0,0,14,1,1,4,3,2,0,6.67
Lille,7,444,0,6,0,166,9,3,5,5,26,0,6.66
Juventus,5,80,0,3,1,18,0,0,2,0,3,1,6.65
Red Bull Salzburg,8,517,0,8,1,150,8,6,13,4,37,1,6.65
Inter,5,197,1,1,0,39,1,0,7,2,5,0,6.65
Villarreal,6,222,1,4,1,61,2,2,6,0,12,0,6.65
Juventus,2,20,0,0,0,22,0,1,0,0,1,0,6.65
Inter,5,66,0,0,0,42,0,0,4,1,3,0,6.65
Malmö FF,5,88,0,2,0,33,0,2,5,2,9,0,6.65
Shakhtar Donetsk,5,255,0,4,0,227,6,3,5,3,17,0,6.64
Beşiktaş JK,3,261,0,0,0,75,5,1,5,2,17,0,6.63
Manchester United,8,194,0,0,0,134,12,2,3,4,15,0,6.63
Lille,4,56,0,2,0,29,4,3,1,0,7,0,6.63
Malmö FF,4,328,0,3,0,160,12,7,2,4,17,0,6.63
Benfica,9,703,1,15,5,134,3,18,11,5,29,1,6.62
Lille,5,255,0,1,0,49,3,3,5,1,14,0,6.62
Dynamo Kyiv,6,490,1,6,1,154,4,2,8,3,34,0,6.62
Red Bull Salzburg,8,715,2,13,0,167,2,10,14,2,44,0,6.61
FC Porto,2,84,1,2,1,32,4,3,0,0,3,0,6.6
Atalanta,6,405,1,5,1,160,5,4,5,2,11,0,6.6
Inter,7,467,1,6,0,92,4,3,3,6,15,0,6.6
FC Barcelona,1,17,0,1,0,13,0,0,1,0,0,0,6.6
Manchester United,1,8,0,0,0,3,1,1,0,0,0,0,6.6
Beşiktaş JK,1,90,0,1,0,35,1,2,1,1,7,0,6.6
Sevilla,1,22,0,0,0,9,3,0,0,0,3,0,6.6
BSC Young Boys,1,13,0,0,0,3,0,0,0,0,0,0,6.6
Manchester United,2,67,0,0,0,27,0,2,0,0,2,0,6.6
FC Barcelona,3,169,0,0,0,60,1,2,0,1,8,0,6.6
RB Leipzig,3,64,0,3,1,26,2,2,1,1,4,0,6.6
VfL Wolfsburg,4,337,0,1,0,76,3,8,11,1,23,0,6.6
Sevilla,4,168,0,4,0,96,14,1,3,0,10,0,6.6
Zenit St. Petersburg,5,156,0,2,0,35,0,2,1,2,5,0,6.6
Benfica,6,115,0,0,0,36,2,1,5,0,7,0,6.58
Zenit St. Petersburg,6,80,0,2,0,46,1,3,1,1,6,0,6.58
Manchester United,7,399,0,2,0,172,1,6,8,3,27,1,6.57
Dynamo Kyiv,3,93,0,0,0,20,1,1,0,0,6,0,6.57
VfL Wolfsburg,6,296,0,1,0,49,3,14,5,1,10,0,6.57
Shakhtar Donetsk,6,208,0,5,1,109,2,3,2,0,7,0,6.57
BSC Young Boys,6,271,1,1,1,60,4,2,7,6,23,1,6.55
Milan,2,117,0,1,1,12,0,0,1,0,3,1,6.55
Sporting CP,7,218,0,4,2,45,2,1,0,1,5,1,6.55
Malmö FF,2,122,0,0,0,52,1,0,0,0,11,0,6.55
Dynamo Kyiv,2,99,0,1,0,41,5,0,3,2,5,0,6.55
FC Porto,4,289,0,1,0,83,6,2,11,9,25,0,6.55
Shakhtar Donetsk,4,226,0,0,0,134,5,0,4,2,5,0,6.55
Beşiktaş JK,4,219,0,3,2,41,2,4,4,1,12,0,6.55
Manchester United,6,347,0,5,0,159,12,3,7,1,19,0,6.55
Liverpool FC,8,229,1,3,1,113,4,0,6,2,10,0,6.54
Beşiktaş JK,5,345,0,6,1,108,12,5,5,5,30,1,6.54
Malmö FF,3,222,0,0,0,50,3,2,1,1,11,1,6.53
Red Bull Salzburg,4,49,0,0,0,4,0,0,1,0,0,1,6.53
BSC Young Boys,3,269,0,2,0,73,3,0,5,7,12,0,6.53
Real Madrid,5,43,0,0,0,11,0,1,5,1,3,0,6.53
Benfica,9,543,0,5,1,79,3,8,9,3,23,0,6.53
FC Porto,4,212,0,1,0,54,2,3,6,3,9,0,6.53
Beşiktaş JK,4,83,0,0,0,14,0,1,4,0,7,0,6.53
AFC Ajax,5,76,0,0,0,56,2,0,2,1,6,0,6.53
FC Porto,6,217,0,0,0,133,13,4,4,5,20,0,6.52
Malmö FF,6,496,0,1,0,192,7,1,10,5,31,0,6.52
Juventus,1,9,0,0,0,3,0,0,0,0,0,0,6.5
Paris Saint-Germain,1,10,0,0,0,9,0,0,0,0,0,0,6.5
Manchester United,1,8,0,0,0,2,0,0,0,1,2,0,6.5
Dynamo Kyiv,1,9,0,1,1,2,0,0,0,0,1,0,6.5
Borussia Dortmund,2,60,0,0,0,18,1,0,1,1,3,0,6.5
Zenit St. Petersburg,2,20,0,0,0,13,1,0,0,0,2,0,6.5
AFC Ajax,3,43,0,0,0,16,0,2,2,1,2,0,6.5
Benfica,6,162,0,2,0,39,2,3,1,0,8,0,6.5
Zenit St. Petersburg,6,108,0,0,0,24,0,0,1,0,5,0,6.48
FC Bayern München,5,133,0,2,0,73,4,0,1,2,5,0,6.48
FC Barcelona,4,108,0,1,0,53,0,4,2,0,3,0,6.48
Inter,4,134,0,0,0,29,2,1,2,1,6,0,6.48
Beşiktaş JK,4,156,0,1,0,73,0,1,3,1,13,0,6.48
Malmö FF,5,283,0,4,0,124,14,3,11,8,21,0,6.46
Club Brugge KV,4,332,1,1,1,70,5,7,8,6,22,0,6.45
Lille,5,407,0,2,0,159,10,12,5,3,38,0,6.44
Sheriff Tiraspol,5,358,0,3,0,67,1,4,3,1,30,0,6.44
FC Barcelona,6,398,0,2,0,148,1,10,10,3,22,0,6.43
Shakhtar Donetsk,6,179,0,4,0,53,0,5,2,1,6,0,6.43
Benfica,9,347,0,2,0,127,4,7,3,3,32,0,6.43
Milan,5,321,1,3,1,151,12,0,4,5,34,0,6.4
Lille,1,13,0,0,0,8,0,0,1,0,2,0,6.4
Atlético Madrid,1,15,0,0,0,0,0,0,0,0,0,0,6.4
Villarreal,1,10,0,0,0,3,0,0,0,2,0,0,6.4
VfL Wolfsburg,2,35,0,0,0,13,1,0,0,0,3,0,6.4
Atalanta,3,56,0,0,0,13,3,0,1,0,5,0,6.4
Malmö FF,6,273,0,0,0,46,1,1,6,0,13,0,6.4
RB Leipzig,5,293,0,0,0,147,7,1,9,2,20,0,6.38
Sporting CP,4,213,0,1,0,67,2,0,7,4,13,0,6.38
Benfica,1,31,0,0,0,8,0,2,0,0,1,0,6.3
Red Bull Salzburg,1,23,0,0,0,7,1,0,0,1,3,0,6.3
Benfica,3,155,0,0,0,34,1,1,3,0,12,0,6.3
Club Brugge KV,5,298,0,2,0,69,2,7,9,3,24,0,6.3
Benfica,5,131,0,4,0,34,4,0,0,2,7,0,6.28
Dynamo Kyiv,3,91,0,2,0,17,0,0,1,0,3,0,6.27
Sheriff Tiraspol,6,406,0,4,0,67,4,11,4,0,25,0,6.23
BSC Young Boys,1,12,0,0,0,2,0,0,0,0,2,0,6.2
Dynamo Kyiv,2,54,0,0,0,24,0,1,0,1,4,0,6.2
Club Brugge KV,1,57,0,0,0,9,0,0,0,0,0,0,5.7
Juventus,1,1,0,0,0,2,1,0,0,1,0,0,0.0
Benfica,1,1,0,0,0,0,0,0,0,0,0,0,0.0
Club Brugge KV,1,1,0,0,0,0,0,0,0,0,0,0,0.0
Liverpool FC,1,1,0,0,0,0,0,0,0,0,0,0,0.0
Sheriff Tiraspol,1,1,0,0,0,0,0,0,0,0,0,0,0.0
Real Madrid,12,1106,2,20,5,422,15,12,3,1,35,15,8.08
RB Leipzig,6,531,1,9,1,169,8,4,11,4,25,7,7.87
FC Bayern München,10,876,3,12,3,155,4,9,4,1,20,13,7.84
Paris Saint-Germain,7,630,0,13,3,380,11,23,3,0,23,5,7.8
AFC Ajax,8,668,2,13,1,138,2,8,3,1,20,11,7.78
Juventus,5,254,1,7,2,154,16,10,3,0,13,3,7.6
Manchester United,7,611,0,9,0,175,4,9,3,0,17,6,7.54
Juventus,4,337,0,3,0,73,7,10,3,1,13,2,7.53
Chelsea,5,245,2,4,3,57,0,4,1,0,13,4,7.52
Paris Saint-Germain,8,673,4,12,3,216,5,23,1,1,21,6,7.41
AFC Ajax,8,629,1,17,4,213,11,0,5,2,30,3,7.4
Sporting CP,1,32,0,1,1,12,1,1,1,0,4,0,7.4
Real Madrid,11,504,2,9,1,178,2,10,8,11,30,5,7.27
Real Madrid,13,1199,6,31,4,355,7,32,21,2,50,4,7.27
Milan,2,115,0,2,0,24,2,3,4,2,4,1,7.25
AFC Ajax,7,630,1,25,3,205,7,9,8,5,27,2,7.24
Borussia Dortmund,6,392,0,8,2,100,2,15,1,3,17,3,7.18
Atalanta,4,249,1,12,1,99,17,7,0,1,14,1,7.18
Manchester City,8,352,1,3,1,110,3,12,5,2,14,4,7.16
Atlético Madrid,9,518,2,10,2,143,6,3,15,4,25,4,7.16
FC Barcelona,6,525,0,17,2,191,4,15,3,1,11,0,7.13
Inter,7,541,1,7,1,113,7,5,0,2,22,3,7.13
Chelsea,7,538,2,15,1,213,3,5,9,0,23,1,7.13
Manchester United,4,304,1,5,2,118,9,3,5,2,13,1,7.13
Lille,6,469,0,9,0,168,4,17,8,7,34,0,7.12
Villarreal,7,524,4,8,4,106,6,4,8,3,20,2,7.09
Atalanta,6,464,3,8,1,87,2,8,4,0,17,3,7.08
Benfica,10,613,0,5,1,61,6,13,6,0,29,6,7.06
Juventus,7,521,0,11,2,102,7,2,6,0,17,2,7.04
Paris Saint-Germain,6,467,2,11,2,217,9,14,6,0,17,0,7.02
Borussia Dortmund,3,203,0,2,1,28,0,2,0,0,3,3,7.0
Lille,5,298,2,5,2,77,7,11,2,0,12,1,7.0
Club Brugge KV,6,500,1,11,1,97,4,6,8,1,14,0,6.98
Zenit St. Petersburg,5,304,0,1,1,37,1,1,4,2,7,2,6.98
Inter,8,587,0,10,2,90,3,3,3,6,18,1,6.98
Club Brugge KV,6,528,1,7,0,139,5,19,8,4,25,0,6.97
Lille,7,530,0,1,1,84,6,7,0,0,4,3,6.93
Red Bull Salzburg,8,610,1,6,2,47,1,9,3,2,19,3,6.93
VfL Wolfsburg,5,258,0,2,0,61,3,3,11,1,22,2,6.9
Liverpool FC,7,185,1,1,1,36,0,3,4,0,13,1,6.9
Juventus,2,180,0,1,0,21,2,1,0,0,3,1,6.9
Villarreal,3,73,0,0,0,7,0,0,1,0,1,1,6.9
Sheriff Tiraspol,3,155,0,4,0,32,1,0,1,0,9,1,6.9
Villarreal,11,906,1,6,1,126,1,16,2,1,20,6,6.89
BSC Young Boys,6,341,0,4,0,49,3,2,3,1,10,2,6.88
BSC Young Boys,6,489,0,6,1,94,5,5,6,4,17,1,6.88
VfL Wolfsburg,5,322,0,2,1,51,1,6,5,1,7,2,6.88
Sporting CP,8,583,1,7,1,106,5,4,3,5,17,3,6.88
Lille,8,679,0,7,0,114,3,10,6,3,25,3,6.88
Sporting CP,4,205,1,3,1,62,2,1,2,0,11,1,6.88
Chelsea,7,368,1,7,0,108,3,7,3,1,7,2,6.87
Red Bull Salzburg,6,345,0,7,2,43,3,2,3,1,20,3,6.87
FC Bayern München,4,49,0,0,0,13,0,4,0,0,2,1,6.87
Shakhtar Donetsk,5,350,0,2,0,57,1,7,8,2,7,2,6.86
RB Leipzig,6,410,1,8,1,76,0,5,1,0,17,3,6.85
Sevilla,6,272,0,3,0,29,1,2,1,0,13,1,6.85
Real Madrid,3,83,0,2,0,48,0,2,1,0,4,0,6.83
Chelsea,6,320,0,7,1,48,0,1,0,0,4,2,6.82
Manchester City,12,584,2,11,1,179,2,17,8,2,20,3,6.81
Chelsea,9,672,0,8,1,211,3,9,5,3,17,3,6.8
Benfica,10,515,0,2,1,62,1,8,2,0,13,3,6.8
Manchester United,3,172,0,0,0,24,0,1,4,3,2,1,6.8
Atalanta,5,133,0,2,0,46,1,4,2,1,11,1,6.8
Borussia Dortmund,5,395,0,8,2,185,10,7,6,4,32,0,6.78
Atlético Madrid,8,573,1,7,2,125,5,5,3,8,14,1,6.78
RB Leipzig,4,152,1,2,1,28,0,2,0,1,5,0,6.78
Villarreal,7,432,0,5,0,85,3,11,8,8,16,1,6.77
Beşiktaş JK,3,184,0,1,0,40,0,7,4,2,7,0,6.77
AFC Ajax,2,56,0,0,0,21,0,5,0,1,2,0,6.75
VfL Wolfsburg,2,90,0,0,0,11,0,3,2,1,1,0,6.75
FC Porto,4,313,0,2,0,57,0,3,2,0,6,0,6.75
AFC Ajax,5,203,0,4,1,85,0,4,2,1,15,1,6.74
Sheriff Tiraspol,3,206,0,0,0,23,2,1,1,0,4,1,6.73
FC Barcelona,3,122,0,2,0,38,3,3,0,0,7,0,6.73
Milan,4,294,1,2,1,33,2,10,6,1,14,1,6.7
Inter,6,155,1,3,0,56,8,4,5,2,5,1,6.7
FC Porto,6,496,1,3,0,75,2,2,6,3,18,1,6.7
Manchester United,1,22,0,0,0,8,0,0,1,0,1,0,6.7
VfL Wolfsburg,5,398,0,4,0,66,4,1,2,0,13,0,6.68
FC Barcelona,3,154,0,3,0,61,1,2,1,1,4,1,6.67
Zenit St. Petersburg,6,276,1,3,1,40,2,1,0,1,8,0,6.65
Benfica,7,374,0,2,0,70,2,2,7,4,21,1,6.64
Manchester United,5,258,0,0,0,94,4,1,6,0,4,1,6.64
AFC Ajax,5,115,0,1,0,14,0,0,1,0,4,0,6.64
Club Brugge KV,3,68,0,0,0,17,0,0,0,0,1,0,6.63
Red Bull Salzburg,6,233,0,1,0,42,1,2,1,2,17,0,6.63
Red Bull Salzburg,8,241,0,3,0,27,0,4,4,0,15,1,6.61
Atlético Madrid,10,400,0,3,0,92,4,5,7,2,17,1,6.61
Manchester City,1,72,0,2,0,8,0,1,0,1,1,0,6.6
Manchester United,1,68,0,0,0,17,2,1,1,1,4,0,6.6
Club Brugge KV,1,8,0,0,0,2,0,1,0,0,0,0,6.6
Shakhtar Donetsk,2,101,0,1,0,16,0,0,0,0,0,0,6.6
Sporting CP,3,79,0,2,1,18,0,0,2,2,3,0,6.6
Beşiktaş JK,5,383,0,3,0,61,4,9,3,1,9,0,6.6
BSC Young Boys,5,75,0,1,0,8,0,0,0,0,1,0,6.6
Malmö FF,6,501,0,5,0,65,1,3,1,1,15,0,6.6
Villarreal,9,282,0,2,0,37,1,3,4,2,16,2,6.59
Manchester United,4,74,1,2,1,26,0,1,1,0,5,0,6.58
Atlético Madrid,7,347,0,2,0,52,2,1,1,1,2,1,6.57
Real Madrid,3,113,0,2,0,35,1,0,0,0,3,0,6.57
FC Barcelona,3,105,0,1,0,37,3,4,2,0,7,0,6.57
Milan,5,261,0,1,0,35,0,0,2,2,5,0,6.56
Milan,4,160,0,0,0,38,0,0,2,0,4,0,6.55
Sevilla,4,204,0,1,0,41,3,1,0,1,10,0,6.55
Juventus,6,172,0,3,0,30,0,0,3,1,6,1,6.53
VfL Wolfsburg,3,119,0,1,0,23,0,0,1,2,5,0,6.53
FC Porto,6,152,0,0,0,15,0,0,2,0,5,0,6.53
Beşiktaş JK,5,354,0,2,0,75,0,7,6,1,15,1,6.52
Sporting CP,5,169,0,1,0,21,1,2,3,1,9,0,6.52
Liverpool FC,11,578,1,8,1,179,6,11,8,6,29,1,6.5
Red Bull Salzburg,1,8,0,0,0,1,0,0,1,0,0,0,6.5
Villarreal,1,11,0,0,0,3,0,0,0,0,0,0,6.5
Dynamo Kyiv,2,105,0,0,0,16,0,2,0,1,3,0,6.5
Dynamo Kyiv,2,81,0,1,0,15,0,0,1,0,3,0,6.5
FC Porto,3,46,0,0,0,4,0,0,0,0,2,0,6.5
Malmö FF,4,115,0,1,0,23,1,0,0,0,4,0,6.5
Inter,5,106,0,0,0,21,1,0,1,0,2,0,6.5
Malmö FF,6,359,1,3,0,56,5,8,7,2,9,0,6.48
Real Madrid,2,19,0,0,0,2,0,0,0,0,0,0,6.45
Sporting CP,2,104,0,1,0,17,0,0,0,0,1,0,6.45
Dynamo Kyiv,2,19,0,0,0,2,0,0,0,0,0,0,6.45
Shakhtar Donetsk,6,374,0,5,1,114,4,7,2,2,10,0,6.45
Malmö FF,5,440,0,4,0,108,4,5,7,3,25,0,6.44
Milan,3,30,0,0,0,5,0,0,1,0,4,0,6.43
Manchester United,4,123,1,3,1,38,0,2,2,1,9,0,6.43
Atlético Madrid,7,472,0,1,1,116,3,16,7,2,30,0,6.41
Manchester City,1,9,0,0,0,0,0,0,0,0,0,0,6.4
Lille,1,9,0,0,0,1,0,1,0,0,2,0,6.4
Sevilla,1,20,0,0,0,0,0,0,0,0,0,0,6.4
Shakhtar Donetsk,1,8,0,0,0,2,0,0,0,0,0,0,6.4
VfL Wolfsburg,1,9,0,0,0,0,0,0,0,0,0,0,6.4
FC Porto,2,37,0,0,0,9,0,0,0,1,2,0,6.4
Club Brugge KV,2,26,0,0,0,6,1,0,0,0,1,0,6.4
Sheriff Tiraspol,2,19,0,0,0,2,0,0,0,0,1,0,6.4
FC Barcelona,3,179,0,1,1,28,0,0,0,1,4,0,6.4
Borussia Dortmund,3,28,0,0,0,5,0,1,3,1,3,0,6.4
Atlético Madrid,5,142,0,1,0,15,0,3,2,3,3,0,6.4
Villarreal,8,267,0,2,0,32,0,0,1,1,7,1,6.37
Paris Saint-Germain,3,51,0,1,0,5,0,0,0,0,0,0,6.35
FC Barcelona,1,15,0,0,0,4,0,1,0,0,1,0,6.3
Borussia Dortmund,1,20,0,0,0,5,0,0,0,0,0,0,6.3
BSC Young Boys,4,60,0,0,0,11,0,1,1,1,3,0,6.3
Beşiktaş JK,5,264,0,1,1,56,1,10,3,1,12,0,6.28
Sevilla,2,83,0,0,0,6,0,0,0,0,0,0,6.15
Borussia Dortmund,2,99,0,0,0,10,1,0,1,0,3,0,6.1
Real Madrid,1,12,0,0,0,1,0,0,0,0,0,0,6.0
Benfica,1,9,0,0,0,3,0,0,0,0,0,0,5.7
Sporting CP,1,1,0,0,0,1,0,0,0,0,1,0,0.0
Juventus,1,1,0,0,0,0,0,0,2,0,1,0,0.0
Zenit St. Petersburg,1,2,0,0,0,3,0,0,0,0,1,0,0.0
