season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2024-2025,1117,K. Tierney,Arsenal,Missing Fixture,Muscle Injury,2024-08-17,,98
2024-2025,2597,T. Tomiyasu,Arsenal,Missing Fixture,Knee Injury,2024-08-17,,281
2024-2025,643,Gabriel Jesus,Arsenal,Missing Fixture,Groin Injury,2024-08-24,,273
2024-2025,1117,K. Tierney,Arsenal,Missing Fixture,Muscle Injury,2024-08-24,,98
2024-2025,2597,T. Tomiyasu,Arsenal,Missing Fixture,Knee Injury,2024-08-24,,281
2024-2025,643,Gabriel Jesus,Arsenal,Missing Fixture,Groin Injury,2024-08-31,,273
2024-2025,1117,K. Tierney,Arsenal,Missing Fixture,Muscle Injury,2024-08-31,,98
2024-2025,47311,M. Merino,Arsenal,Missing Fixture,Shoulder Injury,2024-08-31,,260
2024-2025,2597,T. Tomiyasu,Arsenal,Missing Fixture,Knee Injury,2024-08-31,,281
2024-2025,2937,D. Rice,Arsenal,Missing Fixture,Red Card,2024-09-15,,52
2024-2025,1117,K. Tierney,Arsenal,Missing Fixture,Muscle Injury,2024-09-15,,98
2024-2025,47311,M. Merino,Arsenal,Missing Fixture,Shoulder Injury,2024-09-15,,260
2024-2025,37127,M. Odegaard,Arsenal,Missing Fixture,Ankle Injury,2024-09-15,,132
2024-2025,2597,T. Tomiyasu,Arsenal,Missing Fixture,Knee Injury,2024-09-15,,281
2024-2025,1117,K. Tierney,Arsenal,Missing Fixture,Muscle Injury,2024-09-19,,98
2024-2025,47311,M. Merino,Arsenal,Missing Fixture,Shoulder Injury,2024-09-19,,260
2024-2025,37127,M. Odegaard,Arsenal,Missing Fixture,Ankle Injury,2024-09-19,,132
2024-2025,641,O. Zinchenko,Arsenal,Missing Fixture,Calf Injury,2024-09-19,,85
2024-2025,2597,T. Tomiyasu,Arsenal,Missing Fixture,Knee Injury,2024-09-19,,281
2024-2025,1117,K. Tierney,Arsenal,Missing Fixture,Muscle Injury,2024-09-22,,98
2024-2025,47311,M. Merino,Arsenal,Missing Fixture,Shoulder Injury,2024-09-22,,260
2024-2025,37127,M. Odegaard,Arsenal,Missing Fixture,Ankle Injury,2024-09-22,,132
2024-2025,641,O. Zinchenko,Arsenal,Missing Fixture,Calf Injury,2024-09-22,,85
2024-2025,2597,T. Tomiyasu,Arsenal,Missing Fixture,Knee Injury,2024-09-22,,281
2024-2025,1117,K. Tierney,Arsenal,Missing Fixture,Muscle Injury,2024-10-01,,98
2024-2025,37127,M. Odegaard,Arsenal,Missing Fixture,Ankle Injury,2024-10-01,,132
2024-2025,641,O. Zinchenko,Arsenal,Missing Fixture,Calf Injury,2024-10-01,,85
2024-2025,2597,T. Tomiyasu,Arsenal,Missing Fixture,Knee Injury,2024-10-01,,281
2024-2025,1117,K. Tierney,Arsenal,Missing Fixture,Muscle Injury,2024-10-05,,98
2024-2025,37127,M. Odegaard,Arsenal,Missing Fixture,Ankle Injury,2024-10-05,,132
2024-2025,641,O. Zinchenko,Arsenal,Missing Fixture,Calf Injury,2024-10-05,,85
2024-2025,1117,K. Tierney,Arsenal,Missing Fixture,Muscle Injury,2024-10-19,,98
2024-2025,37127,M. Odegaard,Arsenal,Missing Fixture,Ankle Injury,2024-10-19,,132
2024-2025,912,Neto,Arsenal,Missing Fixture,Loan agreement,2024-10-19,,196
2024-2025,2597,T. Tomiyasu,Arsenal,Missing Fixture,Knee Injury,2024-10-19,,281
2024-2025,1117,K. Tierney,Arsenal,Missing Fixture,Muscle Injury,2024-10-22,,98
2024-2025,37127,M. Odegaard,Arsenal,Missing Fixture,Ankle Injury,2024-10-22,,132
2024-2025,2597,T. Tomiyasu,Arsenal,Missing Fixture,Knee Injury,2024-10-22,,281
2024-2025,1117,K. Tierney,Arsenal,Missing Fixture,Muscle Injury,2024-10-27,,98
2024-2025,37127,M. Odegaard,Arsenal,Missing Fixture,Ankle Injury,2024-10-27,,132
2024-2025,157052,R. Calafiori,Arsenal,Missing Fixture,Knee Injury,2024-10-27,,188
2024-2025,2597,T. Tomiyasu,Arsenal,Missing Fixture,Knee Injury,2024-10-27,,281
2024-2025,22090,W. Saliba,Arsenal,Missing Fixture,Red Card,2024-10-27,,209
2024-2025,1117,K. Tierney,Arsenal,Missing Fixture,Muscle Injury,2024-11-02,,98
2024-2025,157052,R. Calafiori,Arsenal,Missing Fixture,Knee Injury,2024-11-02,,188
2024-2025,2597,T. Tomiyasu,Arsenal,Missing Fixture,Knee Injury,2024-11-02,,281
2024-2025,2937,D. Rice,Arsenal,Missing Fixture,Injury,2024-11-06,,52
2024-2025,1117,K. Tierney,Arsenal,Missing Fixture,Muscle Injury,2024-11-06,,98
