Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Joe Gomez,engENG,DF,25,2,2,210,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Caoimhín Kelleher,ieIRL,GK,23,2,2,210,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Stefan Bajcetic,esESP,MF,17,2,2,165,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Fabio Carvalho,ptPOR,FW,19,2,2,118,1.3,1,0,1,1,0,0,0,0,0.76,0.00,0.76,0.76,0.76,Matches
Nathaniel Phillips,engENG,DF,25,2,1,173,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Alex Oxlade-Chamberlain,engENG,MF,28,2,1,165,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Darwin Núñez,uyURU,FW,23,2,1,145,1.6,0,1,1,0,0,0,0,0,0.00,0.62,0.62,0.00,0.62,Matches
Calvin Ramsay,sctSCO,DF,19,1,1,120,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kostas Tsimikas,grGRE,DF,26,1,1,120,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Harvey Elliott,engENG,MF,19,2,1,111,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Joël Matip,cmCMR,DF,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Andrew Robertson,sctSCO,DF,28,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Mohamed Salah,egEGY,FW,30,1,1,90,1.0,1,0,1,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,Matches
Thiago Alcántara,esESP,MF,31,1,1,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Bobby Clark,engENG,MF,17,1,1,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Melkamu Frauendorf,deGER,FW,18,1,1,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Layton Stewart,engENG,FW,19,1,1,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
James Milner,engENG,DF,36,1,1,37,0.4,0,1,1,0,0,0,0,0,0.00,2.43,2.43,0.00,2.43,Matches
Roberto Firmino,brBRA,"FW,MF",30,1,0,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ben Gannon-Doak,sctSCO,MF,16,1,0,47,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Fabinho,brBRA,"DF,MF",28,1,0,45,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Jordan Henderson,engENG,MF,32,1,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Naby Keïta,gnGUI,MF,27,1,0,21,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Adrián,esESP,GK,35,0,0,,,,,,,,,,,,,,,,Matches
Jake Cain,engENG,MF,20,0,0,,,,,,,,,,,,,,,,Matches
Luke Chambers,engENG,"DF,MF",18,0,0,,,,,,,,,,,,,,,,Matches
Harvey Davies,engENG,GK,18,0,0,,,,,,,,,,,,,,,,Matches
Jarell Quansah,engENG,DF,19,0,0,,,,,,,,,,,,,,,,Matches
