Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Adrián,esESP,GK,35,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Fabinho,brBRA,MF,28,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Joël Matip,cmCMR,DF,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Andrew Robertson,sctSCO,DF,28,1,1,90,1.0,0,1,1,0,0,0,0,0,0.00,1.00,1.00,0.00,1.00,Matches
Virgil van Dijk,nlNED,DF,31,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Luis Díaz,coCOL,FW,25,1,1,89,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Mohamed Salah,egEGY,FW,30,1,1,89,1.0,1,1,2,0,1,1,0,0,1.01,1.01,2.02,0.00,1.01,Matches
Thiago Alcántara,esESP,MF,31,1,1,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Trent Alexander-Arnold,engENG,DF,23,1,1,73,0.8,1,0,1,1,0,0,0,0,1.23,0.00,1.23,1.23,1.23,Matches
Jordan Henderson,engENG,MF,32,1,1,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Roberto Firmino,brBRA,FW,30,1,1,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Darwin Núñez,uyURU,FW,23,1,0,32,0.4,1,0,1,1,0,0,1,0,2.81,0.00,2.81,2.81,2.81,Matches
Harvey Elliott,engENG,"FW,MF",19,1,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
James Milner,engENG,"DF,MF",36,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Naby Keïta,gnGUI,MF,27,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Fabio Carvalho,ptPOR,"FW,MF",19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Curtis Jones,engENG,"FW,MF",21,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Harvey Davies,engENG,GK,18,0,0,,,,,,,,,,,,,,,,Matches
Joe Gomez,engENG,DF,25,0,0,,,,,,,,,,,,,,,,Matches
Ibrahima Konaté,frFRA,DF,23,0,0,,,,,,,,,,,,,,,,Matches
