name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Trent Alexander-Arnold,Trent,Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,215834,M,TrentAA,795064,"{'nameTranslation': {'ar': 'ترنت ألكسندر-أرنولد', 'bn': 'ট্রেন্ট আলেকজান্ডার-আর্নল্ড', 'hi': 'ट्रेंट अलेक्जेंडर-अर्नोल्ड'}, 'shortNameTranslation': {'ar': 'ت. ألكسندر-أرنولد', 'bn': 'টি. আলেকজান্ডার-আর্নল্ড', 'hi': 'टी. अलेक्जेंडर-अर्नोल्ड'}}",52.116393442623,19.498360655738,61,Liverpool FC,1741723200_liverpool_fc_vs_paris_saint_germain
Wataru Endo,Wataru,Endo,wataru-endo,W. Endo,M,3,20381,M,endowataru,143040,"{'nameTranslation': {'ar': 'واتارو إندو', 'bn': 'ওয়ান্ডারিং এন্ডো', 'hi': 'वातारू एंडो'}, 'shortNameTranslation': {'ar': 'و. إندو', 'bn': 'ডব্লিউ. এন্ডো', 'hi': 'डब्लू. एंडो'}}",31.12,26.7,5,Liverpool FC,1741723200_liverpool_fc_vs_paris_saint_germain
Dominik Szoboszlai,Dominik,Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,89522,M,DomSzobo,869856,"{'nameTranslation': {'ar': 'دومينيك سوبوسلاي', 'bn': 'ডমিনিক সোবোসজলাই', 'hi': 'डोमिनिक स्ज़ोबोस्ज़लाई'}, 'shortNameTranslation': {'ar': 'د. سوبوسلاي', 'bn': 'ডি.সোবোসজলাই', 'hi': 'डी. स्ज़ोबोस्ज़लाई'}}",62.623684210526,35.05,76,Liverpool FC,1741723200_liverpool_fc_vs_paris_saint_germain
Luis Díaz,,,luis-diaz,L. Díaz,M,14,168900,M,LuisDíaz,883537,"{'nameTranslation': {'ar': 'لويس دياز', 'bn': 'লুইস দিয়াজ', 'hi': 'लुइस डियाज़'}, 'shortNameTranslation': {'ar': 'ل. دياز', 'bn': 'এল. দিয়াজ', 'hi': 'एल. डियाज़'}}",73.013432835821,79.423880597015,67,Liverpool FC,1741723200_liverpool_fc_vs_paris_saint_germain
Ibrahima Konaté,Ibrahima,Konate,ibrahima-konate,I. Konaté,D,5,29397,M,ibrahimakonate,826215,"{'nameTranslation': {'ar': 'إبراهيما كوناتي', 'bn': 'ইব্রাহিম কোনাতে', 'hi': 'इब्राहीमा कोनाटे'}, 'shortNameTranslation': {'ar': 'إ. كوناتي', 'bn': 'আই. কোনাতে', 'hi': 'आई. कोनाटे'}}",40.827631578947,31.306578947368,76,Liverpool FC,1741723200_liverpool_fc_vs_paris_saint_germain
Virgil van Dijk,Virgil,van Dijk,virgil-van-dijk,V. van Dijk,D,4,98981,M,VvD,151545,"{'nameTranslation': {'ar': 'فيرجيل فان دايك', 'bn': 'ভার্জিল ভ্যান ডাইক', 'hi': 'वर्जिल वान डिक'}, 'shortNameTranslation': {'ar': 'ف. فان دايك', 'bn': 'ভি. ভ্যান ডাইক', 'hi': 'वी. वान डिक'}}",40.974489795918,67.040816326531,98,Liverpool FC,1741723200_liverpool_fc_vs_paris_saint_germain
Alexis Mac Allister,,,alexis-mac-allister,A. Mac Allister,M,10,74068,M,Macca10,895324,"{'nameTranslation': {'ar': 'أليكسيس ماك أليستر', 'bn': 'অ্যালেক্সিস ম্যাক অ্যালিস্টার', 'hi': 'एलेक्सिस मैक एलिस्टर'}, 'shortNameTranslation': {'ar': 'أ. ماك أليستر', 'bn': 'এ. ম্যাক অ্যালিস্টার', 'hi': 'ए. मैक एलिस्टर'}}",59.717391304348,54.365217391304,92,Liverpool FC,1741723200_liverpool_fc_vs_paris_saint_germain
Lucas Beraldo,Lucas Beraldo,,lucas-beraldo,L. Beraldo,D,4,19883,M,lberaldo,1108441,"{'nameTranslation': {'ar': 'لوكاس بيرالدو', 'bn': 'লুকাস বেরালদো', 'hi': 'लुकास बेराल्डो'}, 'shortNameTranslation': {'ar': 'ل. بيرالدو', 'bn': 'লুকাস বেরালদো', 'hi': 'लुकास बेराल्डो'}}",36.642424242424,26.487878787879,33,Paris Saint-Germain,1741723200_liverpool_fc_vs_paris_saint_germain
Bradley Barcola,,,barcola-bradley,B. Barcola,F,29,41386,M,bradley_b,996952,"{'nameTranslation': {'ar': 'برادلي باركولا', 'bn': 'বারকোলা, ব্র্যাডলি', 'hi': 'बारकोला, ब्रैडली'}, 'shortNameTranslation': {'ar': 'ب. باركولا', 'bn': 'বি. বারকোলা', 'hi': 'बी. बारकोला'}}",51.580952380952,37.914285714286,21,Paris Saint-Germain,1741723200_liverpool_fc_vs_paris_saint_germain
Désiré Doué,Désiré Doué,,desire-doue,D. Doué,F,14,103643,M,DD14,1154605,"{'nameTranslation': {'ar': 'ديزيري دويه', 'bn': 'ডিজায়ার ডুয়ে', 'hi': 'डेसिरे डौए'}, 'shortNameTranslation': {'ar': 'ديزيري دويه', 'bn': 'ডি. ডুয়ে', 'hi': 'डी. डौए'}}",59.878378378378,53.905405405405,37,Paris Saint-Germain,1741723200_liverpool_fc_vs_paris_saint_germain
Kang-in Lee,,,kang-in-lee,K. Lee,M,19,20651,M,kanginlee,917087,"{'nameTranslation': {'ar': 'كانغ إن لي', 'bn': 'ক্যাং-ইন লি', 'hi': 'कांग-इन ली'}, 'shortNameTranslation': {'ar': 'ك. لي', 'bn': 'কে. লি', 'hi': 'के. ली'}}",72.994444444444,25.166666666667,18,Paris Saint-Germain,1741723200_liverpool_fc_vs_paris_saint_germain
Warren Zaïre-Emery,,,warren-zaire-emery,W. Zaïre-Emery,M,33,18568,M,wzairemery6,1142672,"{'nameTranslation': {'ar': 'وارن زائير إيمري', 'bn': 'ওয়ারেন জায়ার-এমেরি', 'hi': 'वॉरेन ज़ैरे-एमरी'}, 'shortNameTranslation': {'ar': 'و. زير إيمري', 'bn': 'ডব্লিউ. জাইরে-এমেরি', 'hi': 'डब्लू. ज़ैरे-एमरी'}}",50.558333333333,51.511111111111,36,Paris Saint-Germain,1741723200_liverpool_fc_vs_paris_saint_germain
Achraf Hakimi,Achraf,Hakimi,achraf-hakimi,A. Hakimi,D,2,141997,M,AHakimi,814594,"{'nameTranslation': {'ar': 'أشرف حكيمي', 'bn': 'হাকিমি, আছরাফ', 'hi': 'हकीमी, अशरफ'}, 'shortNameTranslation': {'ar': 'أ. حكيمي', 'bn': 'এ. হাকিমি', 'hi': 'ए. अशरफ'}}",41.761538461538,18.053146853147,143,Paris Saint-Germain,1741723200_liverpool_fc_vs_paris_saint_germain
João Neves,Joao,Neves,joao-neves,J. Neves,M,87,42754,M,joao_neves,1190933,"{'nameTranslation': {'ar': 'جواو نيفيس', 'bn': 'জোয়াও নেভেস', 'hi': 'जोआओ नेवेस'}, 'shortNameTranslation': {'ar': 'ج. نيفيس', 'bn': 'জে. নেভেস', 'hi': 'जे. नेवेस'}}",44.902941176471,42.413725490196,102,Paris Saint-Germain,1741723200_liverpool_fc_vs_paris_saint_germain
Nuno Mendes,,,nuno-mendes,N. Mendes,D,25,43820,M,nunomendes_5,989768,"{'nameTranslation': {'ar': 'نونو مينديش', 'bn': 'নুনো মেন্ডেস', 'hi': 'नूनो मेंडेस'}, 'shortNameTranslation': {'ar': 'ن. مينديش', 'bn': 'এন. মেন্ডেস', 'hi': 'एन. मेंडेस'}}",37.112096774194,79.921774193548,124,Paris Saint-Germain,1741723200_liverpool_fc_vs_paris_saint_germain
Ousmane Dembélé,Ousmane,Dembele,ousmane-dembele,O. Dembélé,F,10,277793,M,ODembélé,818244,"{'nameTranslation': {'ar': 'عثمان ديمبيلي', 'bn': 'উসমান ডেম্বেলে', 'hi': 'उस्मान डेम्बेले'}, 'shortNameTranslation': {'ar': 'ع. ديمبيلي', 'bn': 'ও. ডেম্বেলে', 'hi': 'ओ. डेम्बेले'}}",60.977333333333,42.728,75,Paris Saint-Germain,1741723200_liverpool_fc_vs_paris_saint_germain
Gianluigi Donnarumma,,,gianluigi-donnarumma,G. Donnarumma,G,25,72812,M,donnarumma,824509,"{'nameTranslation': {'ar': 'جيانلويجي دوناروما', 'bn': 'জিয়ানলুইগি ডোনারুম্মা', 'hi': 'जियानलुइगी डोनारुम्मा'}, 'shortNameTranslation': {'ar': 'ج. دوناروما', 'bn': 'জি. ডোনারুম্মা', 'hi': 'जी. डोनारुम्मा'}}",7.2636363636364,49.851948051948,77,Paris Saint-Germain,1741723200_liverpool_fc_vs_paris_saint_germain
Vitinha,Vitor,Vitinha,vitinha,Vitinha,M,17,63534,M,vitinha,902029,"{'nameTranslation': {'ar': 'فيتينيا', 'bn': 'বিতিনহা', 'hi': 'वितिन्हा'}, 'shortNameTranslation': {'ar': 'فيتينيا', 'bn': 'বিতিনহা', 'hi': 'वितिन्हा'}}",42.214569536424,49.591390728477,151,Paris Saint-Germain,1741723200_liverpool_fc_vs_paris_saint_germain
Willian Pacho,Willian,Pacho,willian-pacho,W. Pacho,D,51,30963,M,pachowilliam,979480,"{'nameTranslation': {'ar': 'ويليان باتشو', 'bn': 'উইলিয়ান পাচো', 'hi': 'विलीयन पाचो'}, 'shortNameTranslation': {'ar': 'و. باتشو', 'bn': 'ডব্লিউ. পাচো', 'hi': 'डब्लू. पाचो'}}",26.373626373626,56.086813186813,91,Paris Saint-Germain,1741723200_liverpool_fc_vs_paris_saint_germain
Khvicha Kvaratskhelia,Khvicha,Kvaratskhelia,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,137338,M,Kvaradona,889259,"{'nameTranslation': {'ar': 'خفيتشا كفاراتسخيليا', 'bn': 'খাভিচা কভারাটশেলিয়া', 'hi': 'ख़विचा क्वारत्सखेलिया'}, 'shortNameTranslation': {'ar': 'خ. كفاراتسخيليا', 'bn': 'কে. কভারাটশেলিয়া', 'hi': 'के. क्वारत्सखेलिया'}}",55.055223880597,68.479104477612,67,Paris Saint-Germain,1741723200_liverpool_fc_vs_paris_saint_germain
Marquinhos,Marcos,Marquinhos,marquinhos,Marquinhos,D,5,39545,M,marquinhosm5,155995,"{'nameTranslation': {'ar': 'ماركينيوس', 'bn': 'মারকুইনহোস', 'hi': 'मार्क्विन्होस'}, 'shortNameTranslation': {'ar': 'ماركينيوس', 'bn': 'মারকুইনহোস', 'hi': 'मार्क्विन्होस'}}",26.265168539326,31.813483146067,89,Paris Saint-Germain,1741723200_liverpool_fc_vs_paris_saint_germain
Fabián Ruiz,Fabian,Ruiz,fabian-ruiz,F. Ruiz,M,8,23485,M,fabianruiz52,784655,"{'nameTranslation': {'ar': 'فابيان رويز', 'bn': 'ফ্যাবিয়ান রুইজ', 'hi': 'फ़ेबियान रुइज़'}, 'shortNameTranslation': {'ar': 'ف. رويز', 'bn': 'এফ. রুইজ', 'hi': 'एफ. रुइज़'}}",45.5,59.728985507246,69,Paris Saint-Germain,1741723200_liverpool_fc_vs_paris_saint_germain
