name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Eric García,Eric,Garcia,eric-garcia,E. García,D,24,65228,M,ericgm3,876214,"{'nameTranslation': {'ar': 'إيريك غارسيا', 'bn': 'এরিক গার্সিয়া', 'hi': 'एरिक गार्सिया'}, 'shortNameTranslation': {'ar': 'إ. غارسيا', 'bn': 'ই. গার্সিয়া', 'hi': 'ई. गार्सिया'}}",37.2125,64.0125,8,FC Barcelona,1741715100_fc_barcelona_vs_benfica
Fermín López,Fermín López,,fermin-lopez,F. López,M,16,195088,M,FermínLópez,1153270,"{'nameTranslation': {'ar': 'فرمين لوبيز', 'bn': 'ফার্মিন লোপেজ', 'hi': 'फ़र्मिन लोपेज़'}, 'shortNameTranslation': {'ar': 'ف. لوبيز', 'bn': 'এফ. লোপেজ', 'hi': 'एफ. लोपेज़'}}",67.8,81.266666666667,3,FC Barcelona,1741715100_fc_barcelona_vs_benfica
Wojciech Szczęsny,,,wojciech-szczesny,W. Szczęsny,G,25,98838,M,wojciech.szczesny1,50490,"{'nameTranslation': {'ar': 'فويتشيك شتشسني', 'bn': 'ওজসিচ স্\u200cজ্\u200cসনি', 'hi': 'वोज्शिएक स्ज़ेसनी'}, 'shortNameTranslation': {'ar': 'ف. شتشسني', 'bn': 'ডব্লিউ. স্\u200cজ্\u200cসনি', 'hi': 'डब्लू. स्ज़ेसनी'}}",11.028,49.306,50,FC Barcelona,1741715100_fc_barcelona_vs_benfica
Robert Lewandowski,,,robert-lewandowski,R. Lewandowski,F,9,625357,M,Lewa,41789,"{'nameTranslation': {'ar': 'روبرت ليفاندوفسكي', 'bn': 'রবার্ট লেভান্ডোস্কি', 'hi': 'रॉबर्ट लेवानडॉस्की'}, 'shortNameTranslation': {'ar': 'ر. ليفاندوفسكي', 'bn': 'আর. লেভান্ডোস্কি', 'hi': 'आर. लेवानडॉस्की'}}",60.525714285714,64.154285714286,35,FC Barcelona,1741715100_fc_barcelona_vs_benfica
Marc Casadó,,,marc-casado,M. Casadó,M,17,68486,M,marccasado,1000483,"{'nameTranslation': {'ar': 'مارك كاسادو', 'bn': 'মার্ক কাসাডো', 'hi': 'मार्क कैसाडो'}, 'shortNameTranslation': {'ar': 'م. كاسادو', 'bn': 'এম. কাসাডো', 'hi': 'एम. कैसाडो'}}",48.85,41.666666666667,6,FC Barcelona,1741715100_fc_barcelona_vs_benfica
Pedri,,,pedri,Pedri,M,8,737331,M,Pedri,992587,"{'nameTranslation': {'ar': 'بيدري', 'bn': 'পেদ্রি', 'hi': 'पेड्री'}, 'shortNameTranslation': {'ar': 'بيدري', 'bn': 'পেদ্রি', 'hi': 'पेड्री'}}",54.231666666667,64.540833333333,120,FC Barcelona,1741715100_fc_barcelona_vs_benfica
Alejandro Balde,,,alejandro-balde,A. Balde,D,3,142275,M,AlejandroBalde,997035,"{'nameTranslation': {'ar': 'أليخاندرو بالدي', 'bn': 'আলেজান্দ্রো বালদে', 'hi': 'एलेजांद्रो बाल्डे'}, 'shortNameTranslation': {'ar': 'أ. بالدي', 'bn': 'এ. বালদে', 'hi': 'ए. बाल्डे'}}",49.457943925234,86.147663551402,107,FC Barcelona,1741715100_fc_barcelona_vs_benfica
Pablo Gavi,,,gavi,Gavi,M,6,281982,M,Gavi,1103693,"{'nameTranslation': {'ar': 'غافي', 'bn': 'গাভি', 'hi': 'गवी'}, 'shortNameTranslation': {'ar': 'غافي', 'bn': 'গাভি', 'hi': 'गवी'}}",49.41875,57.38125,16,FC Barcelona,1741715100_fc_barcelona_vs_benfica
Iñigo Martínez,,,inigo-martinez,I. Martínez,D,26,65268,M,IñigoMartínez,173883,"{'nameTranslation': {'ar': 'إينيغو مارتينيز', 'bn': 'ইনিগো মার্টিনেজ', 'hi': 'इनिगो मार्टिनेज'}, 'shortNameTranslation': {'ar': 'إ. مارتينيز', 'bn': 'আই. মার্টিনেজ', 'hi': 'आई. मार्टिनेज'}}",35.727118644068,77.316949152542,118,FC Barcelona,1741715100_fc_barcelona_vs_benfica
Ferran Torres,Ferran,Torres,ferran-torres,F. Torres,F,7,158420,M,FerranTorres,855833,"{'nameTranslation': {'ar': 'فيرران توريس', 'bn': 'ফেরান টরেস', 'hi': 'फ़ेरैन टोरेस'}, 'shortNameTranslation': {'ar': 'ف. توريس', 'bn': 'এফ. টরেস', 'hi': 'एफ. टोरेस'}}",54.392307692308,62.953846153846,13,FC Barcelona,1741715100_fc_barcelona_vs_benfica
