season,tracked_team,match_date,competition,opponent_team,original_file,Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,shirtnumber,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,shots,shots_on_target,CrdY,CrdR,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded
2022-2023,Chelsea 2022 2023,2022-08-06,Premier League,Everton,2022-08-06_premier_league_everton_player_stats.csv,3a917cee,https://fbref.com/en/matches/3a917cee/Everton-Chelsea-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Everton,W,2022-08-06_premier_league_everton,Chelsea,Reece James,24,eng ENG,RM,22-241,90,0,0,0,0,2,0,1,0,1,0,0,17,1,1,0,,
2022-2023,Chelsea 2022 2023,2022-08-06,Premier League,Everton,2022-08-06_premier_league_everton_player_stats.csv,3a917cee,https://fbref.com/en/matches/3a917cee/Everton-Chelsea-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Everton,W,2022-08-06_premier_league_everton,Chelsea,Kalidou Koulibaly,26,sn SEN,CB,31-047,74,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,,
2022-2023,Chelsea 2022 2023,2022-08-06,Premier League,Everton,2022-08-06_premier_league_everton_player_stats.csv,3a917cee,https://fbref.com/en/matches/3a917cee/Everton-Chelsea-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Everton,W,2022-08-06_premier_league_everton,Chelsea,Marc Cucurella,32,es ESP,"DF,MF",24-015,16,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-06,Premier League,Everton,2022-08-06_premier_league_everton_player_stats.csv,3a917cee,https://fbref.com/en/matches/3a917cee/Everton-Chelsea-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Everton,W,2022-08-06_premier_league_everton,Chelsea,Thiago Silva,6,br BRA,CB,37-318,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,
2022-2023,Chelsea 2022 2023,2022-08-06,Premier League,Everton,2022-08-06_premier_league_everton_player_stats.csv,3a917cee,https://fbref.com/en/matches/3a917cee/Everton-Chelsea-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Everton,W,2022-08-06_premier_league_everton,Chelsea,César Azpilicueta,28,es ESP,CB,32-343,90,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,
2022-2023,Chelsea 2022 2023,2022-08-06,Premier League,Everton,2022-08-06_premier_league_everton_player_stats.csv,3a917cee,https://fbref.com/en/matches/3a917cee/Everton-Chelsea-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Everton,W,2022-08-06_premier_league_everton,Chelsea,Edouard Mendy,16,sn SEN,GK,30-158,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-14,Premier League,Tottenham Hotspur,2022-08-14_premier_league_tottenham_hotspur_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Home,Tottenham Hotspur,D,2022-08-14_premier_league_tottenham_hotspur,Chelsea,Raheem Sterling,17,eng ENG,FW,27-249,83,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-14,Premier League,Tottenham Hotspur,2022-08-14_premier_league_tottenham_hotspur_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Home,Tottenham Hotspur,D,2022-08-14_premier_league_tottenham_hotspur,Chelsea,Christian Pulisic,10,us USA,"FW,MF",23-330,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-14,Premier League,Tottenham Hotspur,2022-08-14_premier_league_tottenham_hotspur_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Home,Tottenham Hotspur,D,2022-08-14_premier_league_tottenham_hotspur,Chelsea,Mason Mount,19,eng ENG,AM,23-216,90,0,0,0,0,2,0,0,0,1,2,0,6,4,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-14,Premier League,Tottenham Hotspur,2022-08-14_premier_league_tottenham_hotspur_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Home,Tottenham Hotspur,D,2022-08-14_premier_league_tottenham_hotspur,Chelsea,Kai Havertz,29,de GER,AM,23-064,89,0,0,0,0,2,1,1,0,2,0,1,1,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-14,Premier League,Tottenham Hotspur,2022-08-14_premier_league_tottenham_hotspur_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Home,Tottenham Hotspur,D,2022-08-14_premier_league_tottenham_hotspur,Chelsea,Armando Broja,18,al ALB,FW,20-338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-14,Premier League,Tottenham Hotspur,2022-08-14_premier_league_tottenham_hotspur_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Home,Tottenham Hotspur,D,2022-08-14_premier_league_tottenham_hotspur,Chelsea,Marc Cucurella,32,es ESP,DM,24-023,90,0,1,0,0,2,0,0,0,1,0,0,7,1,1,0,,
2022-2023,Chelsea 2022 2023,2022-08-14,Premier League,Tottenham Hotspur,2022-08-14_premier_league_tottenham_hotspur_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Home,Tottenham Hotspur,D,2022-08-14_premier_league_tottenham_hotspur,Chelsea,Jorginho,5,it ITA,DM,30-237,72,0,0,0,0,1,0,0,0,0,3,0,0,1,1,0,,
2022-2023,Chelsea 2022 2023,2022-08-14,Premier League,Tottenham Hotspur,2022-08-14_premier_league_tottenham_hotspur_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Home,Tottenham Hotspur,D,2022-08-14_premier_league_tottenham_hotspur,Chelsea,César Azpilicueta,28,es ESP,"DF,MF",32-351,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-14,Premier League,Tottenham Hotspur,2022-08-14_premier_league_tottenham_hotspur_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Home,Tottenham Hotspur,D,2022-08-14_premier_league_tottenham_hotspur,Chelsea,N'Golo Kanté,7,fr FRA,DM,31-138,84,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,,
2022-2023,Chelsea 2022 2023,2022-08-14,Premier League,Tottenham Hotspur,2022-08-14_premier_league_tottenham_hotspur_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Home,Tottenham Hotspur,D,2022-08-14_premier_league_tottenham_hotspur,Chelsea,Conor Gallagher,23,eng ENG,MF,22-189,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-14,Premier League,Tottenham Hotspur,2022-08-14_premier_league_tottenham_hotspur_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Home,Tottenham Hotspur,D,2022-08-14_premier_league_tottenham_hotspur,Chelsea,Ruben Loftus-Cheek,12,eng ENG,DM,26-203,90,0,0,0,0,1,0,0,0,0,3,1,1,1,1,0,,
2022-2023,Chelsea 2022 2023,2022-08-14,Premier League,Tottenham Hotspur,2022-08-14_premier_league_tottenham_hotspur_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Home,Tottenham Hotspur,D,2022-08-14_premier_league_tottenham_hotspur,Chelsea,Kalidou Koulibaly,26,sn SEN,CB,31-055,90,1,0,0,0,3,1,0,0,1,0,0,0,4,1,0,,
2022-2023,Chelsea 2022 2023,2022-08-14,Premier League,Tottenham Hotspur,2022-08-14_premier_league_tottenham_hotspur_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Home,Tottenham Hotspur,D,2022-08-14_premier_league_tottenham_hotspur,Chelsea,Thiago Silva,6,br BRA,CB,37-326,90,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-14,Premier League,Tottenham Hotspur,2022-08-14_premier_league_tottenham_hotspur_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Home,Tottenham Hotspur,D,2022-08-14_premier_league_tottenham_hotspur,Chelsea,Reece James,24,eng ENG,CB,22-249,90,1,0,0,0,2,1,1,0,2,1,0,5,3,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-14,Premier League,Tottenham Hotspur,2022-08-14_premier_league_tottenham_hotspur_player_stats.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Home,Tottenham Hotspur,D,2022-08-14_premier_league_tottenham_hotspur,Chelsea,Edouard Mendy,16,sn SEN,GK,30-166,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-21,Premier League,Leeds United,2022-08-21_premier_league_leeds_united_player_stats.csv,a5632124,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,2022-08-21,Premier League,Matchweek 3,Away,Leeds United,L,2022-08-21_premier_league_leeds_united,Chelsea,Raheem Sterling,17,eng ENG,FW,27-256,86,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-21,Premier League,Leeds United,2022-08-21_premier_league_leeds_united_player_stats.csv,a5632124,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,2022-08-21,Premier League,Matchweek 3,Away,Leeds United,L,2022-08-21_premier_league_leeds_united,Chelsea,César Azpilicueta,28,es ESP,"DF,MF",32-358,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-21,Premier League,Leeds United,2022-08-21_premier_league_leeds_united_player_stats.csv,a5632124,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,2022-08-21,Premier League,Matchweek 3,Away,Leeds United,L,2022-08-21_premier_league_leeds_united,Chelsea,Kai Havertz,29,de GER,FW,23-071,90,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-21,Premier League,Leeds United,2022-08-21_premier_league_leeds_united_player_stats.csv,a5632124,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,2022-08-21,Premier League,Matchweek 3,Away,Leeds United,L,2022-08-21_premier_league_leeds_united,Chelsea,Marc Cucurella,32,es ESP,LM,24-030,90,0,0,0,0,2,0,0,0,2,2,1,3,0,1,0,,
2022-2023,Chelsea 2022 2023,2022-08-21,Premier League,Leeds United,2022-08-21_premier_league_leeds_united_player_stats.csv,a5632124,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,2022-08-21,Premier League,Matchweek 3,Away,Leeds United,L,2022-08-21_premier_league_leeds_united,Chelsea,Conor Gallagher,23,eng ENG,CM,22-196,63,0,0,0,0,1,0,0,0,0,2,0,3,1,3,0,,
2022-2023,Chelsea 2022 2023,2022-08-21,Premier League,Leeds United,2022-08-21_premier_league_leeds_united_player_stats.csv,a5632124,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,2022-08-21,Premier League,Matchweek 3,Away,Leeds United,L,2022-08-21_premier_league_leeds_united,Chelsea,Christian Pulisic,10,us USA,"FW,MF",23-337,27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-21,Premier League,Leeds United,2022-08-21_premier_league_leeds_united_player_stats.csv,a5632124,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,2022-08-21,Premier League,Matchweek 3,Away,Leeds United,L,2022-08-21_premier_league_leeds_united,Chelsea,Mason Mount,19,eng ENG,CM,23-223,76,0,0,0,0,3,1,0,0,1,0,0,7,2,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-21,Premier League,Leeds United,2022-08-21_premier_league_leeds_united_player_stats.csv,a5632124,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,2022-08-21,Premier League,Matchweek 3,Away,Leeds United,L,2022-08-21_premier_league_leeds_united,Chelsea,Ben Chilwell,21,eng ENG,"DF,MF",25-243,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-21,Premier League,Leeds United,2022-08-21_premier_league_leeds_united_player_stats.csv,a5632124,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,2022-08-21,Premier League,Matchweek 3,Away,Leeds United,L,2022-08-21_premier_league_leeds_united,Chelsea,Jorginho,5,it ITA,CM,30-244,63,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,,
2022-2023,Chelsea 2022 2023,2022-08-21,Premier League,Leeds United,2022-08-21_premier_league_leeds_united_player_stats.csv,a5632124,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,2022-08-21,Premier League,Matchweek 3,Away,Leeds United,L,2022-08-21_premier_league_leeds_united,Chelsea,Hakim Ziyech,22,ma MAR,"FW,MF",29-155,27,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-21,Premier League,Leeds United,2022-08-21_premier_league_leeds_united_player_stats.csv,a5632124,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,2022-08-21,Premier League,Matchweek 3,Away,Leeds United,L,2022-08-21_premier_league_leeds_united,Chelsea,Ruben Loftus-Cheek,12,eng ENG,RM,26-210,90,0,0,0,0,2,0,0,0,1,3,0,1,2,2,0,,
2022-2023,Chelsea 2022 2023,2022-08-21,Premier League,Leeds United,2022-08-21_premier_league_leeds_united_player_stats.csv,a5632124,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,2022-08-21,Premier League,Matchweek 3,Away,Leeds United,L,2022-08-21_premier_league_leeds_united,Chelsea,Kalidou Koulibaly,26,sn SEN,CB,31-062,83,0,0,0,0,1,1,2,1,3,1,0,0,2,4,0,,
2022-2023,Chelsea 2022 2023,2022-08-21,Premier League,Leeds United,2022-08-21_premier_league_leeds_united_player_stats.csv,a5632124,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,2022-08-21,Premier League,Matchweek 3,Away,Leeds United,L,2022-08-21_premier_league_leeds_united,Chelsea,Thiago Silva,6,br BRA,CB,37-333,90,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,,
2022-2023,Chelsea 2022 2023,2022-08-21,Premier League,Leeds United,2022-08-21_premier_league_leeds_united_player_stats.csv,a5632124,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,2022-08-21,Premier League,Matchweek 3,Away,Leeds United,L,2022-08-21_premier_league_leeds_united,Chelsea,Reece James,24,eng ENG,CB,22-256,90,0,0,0,0,1,1,0,0,0,1,2,2,2,3,0,,
2022-2023,Chelsea 2022 2023,2022-08-21,Premier League,Leeds United,2022-08-21_premier_league_leeds_united_player_stats.csv,a5632124,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,2022-08-21,Premier League,Matchweek 3,Away,Leeds United,L,2022-08-21_premier_league_leeds_united,Chelsea,Edouard Mendy,16,sn SEN,GK,30-173,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-27,Premier League,Leicester City,2022-08-27_premier_league_leicester_city_player_stats.csv,b737a3a7,https://fbref.com/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League,2022-08-27,Premier League,Matchweek 4,Home,Leicester City,W,2022-08-27_premier_league_leicester_city,Chelsea,Raheem Sterling,17,eng ENG,FW,27-262,74,2,0,0,0,3,2,0,0,1,2,0,1,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-27,Premier League,Leicester City,2022-08-27_premier_league_leicester_city_player_stats.csv,b737a3a7,https://fbref.com/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League,2022-08-27,Premier League,Matchweek 4,Home,Leicester City,W,2022-08-27_premier_league_leicester_city,Chelsea,Christian Pulisic,10,us USA,"FW,MF",23-343,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-27,Premier League,Leicester City,2022-08-27_premier_league_leicester_city_player_stats.csv,b737a3a7,https://fbref.com/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League,2022-08-27,Premier League,Matchweek 4,Home,Leicester City,W,2022-08-27_premier_league_leicester_city,Chelsea,Kai Havertz,29,de GER,FW,23-077,90,0,0,0,0,0,0,1,0,4,2,3,0,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-27,Premier League,Leicester City,2022-08-27_premier_league_leicester_city_player_stats.csv,b737a3a7,https://fbref.com/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League,2022-08-27,Premier League,Matchweek 4,Home,Leicester City,W,2022-08-27_premier_league_leicester_city,Chelsea,Mason Mount,19,eng ENG,LM,23-229,45,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,
2022-2023,Chelsea 2022 2023,2022-08-27,Premier League,Leicester City,2022-08-27_premier_league_leicester_city_player_stats.csv,b737a3a7,https://fbref.com/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League,2022-08-27,Premier League,Matchweek 4,Home,Leicester City,W,2022-08-27_premier_league_leicester_city,Chelsea,César Azpilicueta,28,es ESP,"DF,MF",32-364,45,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,,
2022-2023,Chelsea 2022 2023,2022-08-27,Premier League,Leicester City,2022-08-27_premier_league_leicester_city_player_stats.csv,b737a3a7,https://fbref.com/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League,2022-08-27,Premier League,Matchweek 4,Home,Leicester City,W,2022-08-27_premier_league_leicester_city,Chelsea,Conor Gallagher,23,eng ENG,CM,22-202,27,0,0,0,0,0,0,2,1,3,0,0,0,3,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-27,Premier League,Leicester City,2022-08-27_premier_league_leicester_city_player_stats.csv,b737a3a7,https://fbref.com/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League,2022-08-27,Premier League,Matchweek 4,Home,Leicester City,W,2022-08-27_premier_league_leicester_city,Chelsea,Jorginho,5,it ITA,CM,30-250,74,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-27,Premier League,Leicester City,2022-08-27_premier_league_leicester_city_player_stats.csv,b737a3a7,https://fbref.com/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League,2022-08-27,Premier League,Matchweek 4,Home,Leicester City,W,2022-08-27_premier_league_leicester_city,Chelsea,Mateo Kovačić,8,hr CRO,MF,28-113,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-27,Premier League,Leicester City,2022-08-27_premier_league_leicester_city_player_stats.csv,b737a3a7,https://fbref.com/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League,2022-08-27,Premier League,Matchweek 4,Home,Leicester City,W,2022-08-27_premier_league_leicester_city,Chelsea,Ruben Loftus-Cheek,12,eng ENG,RM,26-216,90,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-27,Premier League,Leicester City,2022-08-27_premier_league_leicester_city_player_stats.csv,b737a3a7,https://fbref.com/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League,2022-08-27,Premier League,Matchweek 4,Home,Leicester City,W,2022-08-27_premier_league_leicester_city,Chelsea,Marc Cucurella,32,es ESP,LB,24-036,89,0,1,0,0,0,0,0,0,0,1,0,4,1,1,0,,
2022-2023,Chelsea 2022 2023,2022-08-27,Premier League,Leicester City,2022-08-27_premier_league_leicester_city_player_stats.csv,b737a3a7,https://fbref.com/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League,2022-08-27,Premier League,Matchweek 4,Home,Leicester City,W,2022-08-27_premier_league_leicester_city,Chelsea,Ben Chilwell,21,eng ENG,"DF,MF",25-249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
2022-2023,Chelsea 2022 2023,2022-08-27,Premier League,Leicester City,2022-08-27_premier_league_leicester_city_player_stats.csv,b737a3a7,https://fbref.com/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League,2022-08-27,Premier League,Matchweek 4,Home,Leicester City,W,2022-08-27_premier_league_leicester_city,Chelsea,Thiago Silva,6,br BRA,CB,37-339,90,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,
2022-2023,Chelsea 2022 2023,2022-08-27,Premier League,Leicester City,2022-08-27_premier_league_leicester_city_player_stats.csv,b737a3a7,https://fbref.com/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League,2022-08-27,Premier League,Matchweek 4,Home,Leicester City,W,2022-08-27_premier_league_leicester_city,Chelsea,Trevoh Chalobah,14,eng ENG,CB,23-053,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
