Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,Nation,Age,Min,SoTA,GA,Saves,Save%
073227b6,https://fbref.com/en/matches/073227b6/Merseyside-Derby-Everton-Liverpool-September-3-2022-Premier-League,2022-09-03,Premier League,Matchweek 6,Away,Everton,D,2022-09-03_premier_league_everton,Liverpool,Alisson,br BRA,29-336,90,4,0,3,100.0
