season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2023-2024,19756,D. Potts,Luton,Missing Fixture,Ankle Injury,2023-08-12,,281
2023-2024,20206,G. Osho,Luton,Missing Fixture,Knee Injury,2023-08-12,,245
2023-2024,20189,J. Clark,Luton,Missing Fixture,Ankle Injury,2023-08-12,,70
2023-2024,19408,R. Burke,Luton,Missing Fixture,Injury,2023-08-12,,281
2023-2024,19756,D. Potts,Luton,Missing Fixture,Ankle Injury,2023-08-25,,281
2023-2024,20206,G. Osho,Luton,Missing Fixture,Knee Injury,2023-08-25,,245
2023-2024,20189,J. Clark,Luton,Missing Fixture,Ankle Injury,2023-08-25,,70
2023-2024,19756,D. Potts,Luton,Missing Fixture,Ankle Injury,2023-09-01,,281
2023-2024,20206,G. Osho,Luton,Missing Fixture,Knee Injury,2023-09-01,,245
2023-2024,20189,J. Clark,Luton,Missing Fixture,Ankle Injury,2023-09-01,,70
2023-2024,19756,D. Potts,Luton,Missing Fixture,Ankle Injury,2023-09-16,,281
2023-2024,20206,G. Osho,Luton,Missing Fixture,Knee Injury,2023-09-16,,245
2023-2024,20189,J. Clark,Luton,Missing Fixture,Ankle Injury,2023-09-16,,70
2023-2024,19756,D. Potts,Luton,Missing Fixture,Ankle Injury,2023-09-23,,281
2023-2024,20206,G. Osho,Luton,Missing Fixture,Knee Injury,2023-09-23,,245
2023-2024,20189,J. Clark,Luton,Missing Fixture,Ankle Injury,2023-09-23,,70
2023-2024,1427,A. S. Lokonga,Luton,Missing Fixture,Thigh Injury,2023-09-30,,196
2023-2024,19756,D. Potts,Luton,Missing Fixture,Ankle Injury,2023-09-30,,281
2023-2024,20206,G. Osho,Luton,Missing Fixture,Knee Injury,2023-09-30,,245
2023-2024,20189,J. Clark,Luton,Missing Fixture,Ankle Injury,2023-09-30,,70
2023-2024,1427,A. S. Lokonga,Luton,Missing Fixture,Thigh Injury,2023-10-03,,196
2023-2024,19756,D. Potts,Luton,Missing Fixture,Ankle Injury,2023-10-03,,281
2023-2024,20206,G. Osho,Luton,Missing Fixture,Knee Injury,2023-10-03,,245
