Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Harry Kane,engENG,FW,29,38,38,"3,405",37.8,30,3,33,25,5,6,6,0,0.79,0.08,0.87,0.66,0.74,Matches
Pierre Højbjerg,dkDEN,MF,26,35,35,"3,131",34.8,4,5,9,4,0,0,5,0,0.11,0.14,0.26,0.11,0.26,Matches
Son Heung-min,krKOR,"MF,FW",30,36,33,"2,888",32.1,10,6,16,10,0,0,2,0,0.31,0.19,0.50,0.31,0.50,Matches
Eric Dier,engENG,DF,28,33,31,"2,818",31.3,2,1,3,2,0,0,3,0,0.06,0.03,0.10,0.06,0.10,Matches
Cristian Romero,arARG,DF,24,27,26,"2,364",26.3,0,1,1,0,0,0,11,1,0.00,0.04,0.04,0.00,0.04,Matches
Ben Davies,wlsWAL,"DF,MF",29,31,26,"2,288",25.4,2,2,4,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16,Matches
Hugo Lloris,frFRA,GK,35,25,25,"2,205",24.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Clément Lenglet,frFRA,DF,27,26,24,"2,019",22.4,0,2,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches
Ivan Perišić,hrCRO,MF,33,34,23,"2,108",23.4,1,8,9,1,0,0,6,0,0.04,0.34,0.38,0.04,0.38,Matches
Dejan Kulusevski,seSWE,"MF,FW",22,30,23,"2,067",23.0,2,7,9,2,0,0,2,0,0.09,0.30,0.39,0.09,0.39,Matches
Emerson,brBRA,"MF,DF",23,26,20,"1,735",19.3,2,1,3,2,0,0,2,1,0.10,0.05,0.16,0.10,0.16,Matches
Oliver Skipp,engENG,MF,21,23,18,"1,491",16.6,1,0,1,1,0,0,7,0,0.06,0.00,0.06,0.06,0.06,Matches
Rodrigo Bentancur,uyURU,MF,25,18,17,"1,500",16.7,5,2,7,5,0,0,8,0,0.30,0.12,0.42,0.30,0.42,Matches
Fraser Forster,engENG,GK,34,14,13,"1,215",13.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Pedro Porro,esESP,MF,22,15,13,"1,131",12.6,3,3,6,3,0,0,0,0,0.24,0.24,0.48,0.24,0.48,Matches
Richarlison,brBRA,"MF,FW",25,27,12,"1,010",11.2,1,3,4,1,0,0,3,0,0.09,0.27,0.36,0.09,0.36,Matches
Yves Bissouma,mlMLI,MF,25,23,10,"1,010",11.2,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
Ryan Sessegnon,engENG,"MF,DF",22,17,9,813,9.0,2,0,2,2,0,0,4,0,0.22,0.00,0.22,0.22,0.22,Matches
Davinson Sánchez,coCOL,DF,26,18,8,858,9.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Matt Doherty,ieIRL,MF,30,12,7,667,7.4,1,0,1,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,Matches
Pape Matar Sarr,snSEN,MF,19,11,2,218,2.4,0,1,1,0,0,0,1,0,0.00,0.41,0.41,0.00,0.41,Matches
Bryan Gil,esESP,"MF,FW",21,4,2,148,1.6,0,1,1,0,0,0,1,0,0.00,0.61,0.61,0.00,0.61,Matches
Japhet Tanganga,engENG,DF,23,4,2,146,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Arnaut Danjuma,nlNED,MF,25,9,1,169,1.9,1,0,1,1,0,0,0,0,0.53,0.00,0.53,0.53,0.53,Matches
Lucas Moura,brBRA,"FW,MF",29,15,0,153,1.7,1,0,1,1,0,0,0,1,0.59,0.00,0.59,0.59,0.59,Matches
Matthew Craig,sctSCO,MF,19,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Djed Spence,engENG,"DF,MF",21,4,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Harvey White,engENG,MF,20,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
George Abbott,engENG,MF,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Brandon Austin,engENG,GK,23,0,0,,,,,,,,,,,,,,,,Matches
Alfie Devine,engENG,MF,17,0,0,,,,,,,,,,,,,,,,Matches
Romaine Mundle,engENG,MF,19,0,0,,,,,,,,,,,,,,,,Matches
Yago Santiago,esESP,"FW,MF",19,0,0,,,,,,,,,,,,,,,,Matches
