Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Bruno Fernandes,ptPOR,"MF,FW",28,6,6,600,6.7,3,3,6,2,1,1,1,0,0.45,0.45,0.90,0.30,0.75,Matches
Diogo Dalot,ptPOR,DF,24,6,6,592,6.6,1,2,3,1,0,0,0,0,0.15,0.30,0.46,0.15,0.46,Matches
Alejandro Garnacho,arARG,MF,19,6,6,540,6.0,1,1,2,1,0,0,0,0,0.17,0.17,0.33,0.17,0.33,Matches
André Onana,cmCMR,GK,27,5,5,510,5.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Scott McTominay,sctSCO,"MF,FW",26,6,5,500,5.6,2,1,3,2,0,0,1,0,0.36,0.18,0.54,0.36,0.54,Matches
Marcus Rashford,engENG,"MF,FW",25,5,5,461,5.1,1,1,2,1,0,0,0,0,0.20,0.20,0.39,0.20,0.39,Matches
Raphaël Varane,frFRA,DF,30,5,5,443,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kobbie Mainoo,engENG,MF,18,6,5,421,4.7,2,0,2,2,0,0,1,0,0.43,0.00,0.43,0.43,0.43,Matches
Rasmus Højlund,dkDEN,FW,20,5,4,386,4.3,1,0,1,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches
Aaron Wan-Bissaka,cdCOD,DF,25,4,4,370,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Casemiro,brBRA,"MF,DF",31,3,3,290,3.2,1,0,1,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31,Matches
Antony,brBRA,MF,23,4,2,264,2.9,2,1,3,2,0,0,0,0,0.68,0.34,1.02,0.68,1.02,Matches
Victor Lindelöf,seSWE,DF,29,3,2,195,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Sofyan Amrabat,maMAR,"MF,DF",26,2,2,179,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Lisandro Martínez,arARG,DF,25,2,2,160,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Harry Maguire,engENG,DF,30,3,1,172,1.9,1,0,1,1,0,0,0,0,0.52,0.00,0.52,0.52,0.52,Matches
Jonny Evans,nirNIR,DF,35,4,1,110,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Altay Bayındır,trTUR,GK,25,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Luke Shaw,engENG,DF,28,1,1,81,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Christian Eriksen,dkDEN,MF,31,2,0,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Amad Diallo,ciCIV,"FW,MF",21,3,0,84,0.9,1,0,1,1,0,0,2,1,1.07,0.00,1.07,1.07,1.07,Matches
Omari Forson,engENG,MF,19,3,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Willy Kambwala,frFRA,DF,18,2,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Mason Mount,engENG,MF,24,2,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Facundo Pellistri,uyURU,"FW,MF",21,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Hannibal Mejbri,tnTUN,MF,20,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Harry Amass,engENG,MF,16,0,0,,,,,,,,,,,,,,,,Matches
Rhys Bennett,engENG,DF,19,0,0,,,,,,,,,,,,,,,,Matches
Toby Collyer,engENG,MF,19,0,0,,,,,,,,,,,,,,,,Matches
Tom Heaton,engENG,GK,37,0,0,,,,,,,,,,,,,,,,Matches
Joe Hugill,engENG,FW,19,0,0,,,,,,,,,,,,,,,,Matches
Louis Jackson,sctSCO,DF,17,0,0,,,,,,,,,,,,,,,,Matches
Habeeb Ogunneye,engENG,DF,18,0,0,,,,,,,,,,,,,,,,Matches
Shola Shoretire,engENG,"FW,MF",19,0,0,,,,,,,,,,,,,,,,Matches
Ethan Wheatley,engENG,FW,17,0,0,,,,,,,,,,,,,,,,Matches
