Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Harry Maguire,engENG,DF,30,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
André Onana,cmCMR,GK,27,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Alejandro Garnacho,arARG,MF,19,2,2,154,1.7,1,0,1,1,0,0,0,0,0.58,0.00,0.58,0.58,0.58,Matches
Anthony Martial,frFRA,FW,27,2,2,137,1.5,1,0,1,1,0,0,0,0,0.66,0.00,0.66,0.66,0.66,Matches
Casemiro,brBRA,MF,31,2,2,135,1.5,1,1,2,1,0,0,1,0,0.67,0.67,1.33,0.67,1.33,Matches
Diogo Dalot,ptPOR,DF,24,2,2,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Mason Mount,engENG,MF,24,2,2,135,1.5,0,1,1,0,0,0,0,0,0.00,0.67,0.67,0.00,0.67,Matches
Hannibal Mejbri,tnTUN,MF,20,2,2,134,1.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Victor Lindelöf,seSWE,DF,29,2,1,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Sofyan Amrabat,maMAR,DF,26,2,1,105,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Antony,brBRA,MF,23,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Facundo Pellistri,uyURU,MF,21,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Sergio Reguilón,esESP,DF,26,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Raphaël Varane,frFRA,DF,30,1,1,60,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Aaron Wan-Bissaka,cdCOD,"DF,MF",25,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rasmus Højlund,dkDEN,FW,20,2,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jonny Evans,nirNIR,DF,35,1,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Daniel Gore,engENG,MF,18,1,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Bruno Fernandes,ptPOR,"FW,MF",28,1,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Marcus Rashford,engENG,"FW,MF",25,1,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Donny van de Beek,nlNED,MF,26,1,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Altay Bayındır,trTUR,GK,25,0,0,,,,,,,,,,,,,,,,Matches
Christian Eriksen,dkDEN,MF,31,0,0,,,,,,,,,,,,,,,,Matches
Tom Heaton,engENG,GK,37,0,0,,,,,,,,,,,,,,,,Matches
Scott McTominay,sctSCO,MF,26,0,0,,,,,,,,,,,,,,,,Matches
