Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Bruno Fernandes,ptPOR,"MF,FW",28,6,6,540,6.0,2,2,4,1,1,1,2,0,0.33,0.33,0.67,0.17,0.50,Matches
André Onana,cmCMR,GK,27,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rasmus Højlund,dkDEN,FW,20,6,6,485,5.4,5,0,5,5,0,0,0,0,0.93,0.00,0.93,0.93,0.93,Matches
Diogo Dalot,ptPOR,DF,24,6,5,463,5.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Scott McTominay,sctSCO,MF,26,5,4,382,4.2,1,1,2,1,0,0,1,0,0.24,0.24,0.47,0.24,0.47,Matches
Sofyan Amrabat,maMAR,"MF,DF",26,5,4,325,3.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Harry Maguire,engENG,DF,30,4,4,309,3.4,1,0,1,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29,Matches
Marcus Rashford,engENG,"MF,FW",25,4,4,288,3.2,0,2,2,0,0,0,0,1,0.00,0.62,0.62,0.00,0.62,Matches
Raphaël Varane,frFRA,DF,30,4,3,334,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Alejandro Garnacho,arARG,MF,19,6,3,301,3.3,1,0,1,1,0,0,0,0,0.30,0.00,0.30,0.30,0.30,Matches
Victor Lindelöf,seSWE,DF,29,4,3,298,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Antony,brBRA,MF,23,4,3,232,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Aaron Wan-Bissaka,cdCOD,DF,25,3,2,212,2.4,0,1,1,0,0,0,1,0,0.00,0.42,0.42,0.00,0.42,Matches
Christian Eriksen,dkDEN,MF,31,4,2,203,2.3,0,1,1,0,0,0,0,0,0.00,0.44,0.44,0.00,0.44,Matches
Casemiro,brBRA,MF,31,2,2,166,1.8,2,0,2,2,0,0,2,1,1.08,0.00,1.08,1.08,1.08,Matches
Sergio Reguilón,esESP,DF,26,2,2,152,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Luke Shaw,engENG,DF,28,2,2,135,1.5,0,1,1,0,0,0,1,0,0.00,0.67,0.67,0.00,0.67,Matches
Facundo Pellistri,uyURU,MF,21,3,1,109,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Mason Mount,engENG,MF,24,2,1,91,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Lisandro Martínez,arARG,DF,25,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Jonny Evans,nirNIR,DF,35,2,1,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Hannibal Mejbri,tnTUN,MF,20,2,1,62,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Anthony Martial,frFRA,"FW,MF",27,4,0,50,0.6,0,1,1,0,0,0,0,0,0.00,1.80,1.80,0.00,1.80,Matches
Kobbie Mainoo,engENG,MF,18,2,0,44,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Altay Bayındır,trTUR,GK,25,0,0,,,,,,,,,,,,,,,,Matches
Omari Forson,engENG,MF,19,0,0,,,,,,,,,,,,,,,,Matches
Daniel Gore,engENG,MF,18,0,0,,,,,,,,,,,,,,,,Matches
Tom Heaton,engENG,GK,37,0,0,,,,,,,,,,,,,,,,Matches
Joe Hugill,engENG,FW,19,0,0,,,,,,,,,,,,,,,,Matches
Radek Vítek,,GK,19,0,0,,,,,,,,,,,,,,,,Matches
