season,tracked_team,match_date,competition,opponent_team,original_file,Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,shirtnumber,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,shots,shots_on_target,CrdY,CrdR,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded
2022-2023,Liverpool 2022 2023,2022-07-30,Community Shield,Manchester City,2022-07-30_community_shield_manchester_city_player_stats.csv,341bf7a1,https://fbref.com/en/matches/341bf7a1/Liverpool-Manchester-City-July-30-2022-FA-Community-Shield,2022-07-30,Community Shield,FA Community Shield,Neutral,Manchester City,W,2022-07-30_community_shield_manchester_city,Liverpool,Harvey Elliott,19,eng ENG,"FW,MF",19-117,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2022-2023,Liverpool 2022 2023,2022-07-30,Community Shield,Manchester City,2022-07-30_community_shield_manchester_city_player_stats.csv,341bf7a1,https://fbref.com/en/matches/341bf7a1/Liverpool-Manchester-City-July-30-2022-FA-Community-Shield,2022-07-30,Community Shield,FA Community Shield,Neutral,Manchester City,W,2022-07-30_community_shield_manchester_city,Liverpool,Andrew Robertson,26,sct SCO,LB,28-141,90,0,1,0,0,2,0,0,0,1,0,0,5,0,0,,,
2022-2023,Liverpool 2022 2023,2022-07-30,Community Shield,Manchester City,2022-07-30_community_shield_manchester_city_player_stats.csv,341bf7a1,https://fbref.com/en/matches/341bf7a1/Liverpool-Manchester-City-July-30-2022-FA-Community-Shield,2022-07-30,Community Shield,FA Community Shield,Neutral,Manchester City,W,2022-07-30_community_shield_manchester_city,Liverpool,Virgil van Dijk,4,nl NED,CB,31-022,90,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,,
2022-2023,Liverpool 2022 2023,2022-07-30,Community Shield,Manchester City,2022-07-30_community_shield_manchester_city_player_stats.csv,341bf7a1,https://fbref.com/en/matches/341bf7a1/Liverpool-Manchester-City-July-30-2022-FA-Community-Shield,2022-07-30,Community Shield,FA Community Shield,Neutral,Manchester City,W,2022-07-30_community_shield_manchester_city,Liverpool,Joël Matip,32,cm CMR,CB,30-356,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,
2022-2023,Liverpool 2022 2023,2022-07-30,Community Shield,Manchester City,2022-07-30_community_shield_manchester_city_player_stats.csv,341bf7a1,https://fbref.com/en/matches/341bf7a1/Liverpool-Manchester-City-July-30-2022-FA-Community-Shield,2022-07-30,Community Shield,FA Community Shield,Neutral,Manchester City,W,2022-07-30_community_shield_manchester_city,Liverpool,Trent Alexander-Arnold,66,eng ENG,RB,23-296,73,1,0,0,0,2,1,0,0,0,0,0,2,0,0,,,
2022-2023,Liverpool 2022 2023,2022-07-30,Community Shield,Manchester City,2022-07-30_community_shield_manchester_city_player_stats.csv,341bf7a1,https://fbref.com/en/matches/341bf7a1/Liverpool-Manchester-City-July-30-2022-FA-Community-Shield,2022-07-30,Community Shield,FA Community Shield,Neutral,Manchester City,W,2022-07-30_community_shield_manchester_city,Liverpool,James Milner,7,eng ENG,"DF,MF",36-207,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
2022-2023,Liverpool 2022 2023,2022-07-30,Community Shield,Manchester City,2022-07-30_community_shield_manchester_city_player_stats.csv,341bf7a1,https://fbref.com/en/matches/341bf7a1/Liverpool-Manchester-City-July-30-2022-FA-Community-Shield,2022-07-30,Community Shield,FA Community Shield,Neutral,Manchester City,W,2022-07-30_community_shield_manchester_city,Liverpool,Adrián,13,es ESP,GK,35-208,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2022-2023,Liverpool 2022 2023,2022-08-06,Premier League,Fulham,2022-08-06_premier_league_fulham_player_stats.csv,6713c1dc,https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Fulham,D,2022-08-06_premier_league_fulham,Liverpool,Luis Díaz,23,co COL,FW,25-205,77,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-06,Premier League,Fulham,2022-08-06_premier_league_fulham_player_stats.csv,6713c1dc,https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Fulham,D,2022-08-06_premier_league_fulham,Liverpool,Fabio Carvalho,28,pt POR,"FW,MF",19-341,13,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-06,Premier League,Fulham,2022-08-06_premier_league_fulham_player_stats.csv,6713c1dc,https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Fulham,D,2022-08-06_premier_league_fulham,Liverpool,Roberto Firmino,9,br BRA,FW,30-308,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-06,Premier League,Fulham,2022-08-06_premier_league_fulham_player_stats.csv,6713c1dc,https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Fulham,D,2022-08-06_premier_league_fulham,Liverpool,Darwin Núñez,27,uy URU,FW,23-043,40,1,1,0,0,4,3,0,0,0,0,1,0,0,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-06,Premier League,Fulham,2022-08-06_premier_league_fulham_player_stats.csv,6713c1dc,https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Fulham,D,2022-08-06_premier_league_fulham,Liverpool,Mohamed Salah,11,eg EGY,FW,30-052,90,1,0,0,0,2,1,0,0,0,0,2,1,0,1,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-06,Premier League,Fulham,2022-08-06_premier_league_fulham_player_stats.csv,6713c1dc,https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Fulham,D,2022-08-06_premier_league_fulham,Liverpool,Thiago Alcántara,6,es ESP,CM,31-117,50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-06,Premier League,Fulham,2022-08-06_premier_league_fulham_player_stats.csv,6713c1dc,https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Fulham,D,2022-08-06_premier_league_fulham,Liverpool,Harvey Elliott,19,eng ENG,"FW,MF",19-124,40,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-06,Premier League,Fulham,2022-08-06_premier_league_fulham_player_stats.csv,6713c1dc,https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Fulham,D,2022-08-06_premier_league_fulham,Liverpool,Fabinho,3,br BRA,CM,28-287,58,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-06,Premier League,Fulham,2022-08-06_premier_league_fulham_player_stats.csv,6713c1dc,https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Fulham,D,2022-08-06_premier_league_fulham,Liverpool,James Milner,7,eng ENG,"DF,MF",36-214,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-06,Premier League,Fulham,2022-08-06_premier_league_fulham_player_stats.csv,6713c1dc,https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Fulham,D,2022-08-06_premier_league_fulham,Liverpool,Jordan Henderson,14,eng ENG,CM,32-050,90,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-06,Premier League,Fulham,2022-08-06_premier_league_fulham_player_stats.csv,6713c1dc,https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Fulham,D,2022-08-06_premier_league_fulham,Liverpool,Andrew Robertson,26,sct SCO,LB,28-148,90,0,0,0,0,0,0,0,0,2,1,1,4,1,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-06,Premier League,Fulham,2022-08-06_premier_league_fulham_player_stats.csv,6713c1dc,https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Fulham,D,2022-08-06_premier_league_fulham,Liverpool,Virgil van Dijk,4,nl NED,CB,31-029,90,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-06,Premier League,Fulham,2022-08-06_premier_league_fulham_player_stats.csv,6713c1dc,https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Fulham,D,2022-08-06_premier_league_fulham,Liverpool,Joël Matip,32,cm CMR,CB,30-363,90,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-06,Premier League,Fulham,2022-08-06_premier_league_fulham_player_stats.csv,6713c1dc,https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Fulham,D,2022-08-06_premier_league_fulham,Liverpool,Trent Alexander-Arnold,66,eng ENG,RB,23-303,90,0,0,0,0,0,0,0,0,2,0,0,9,2,1,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-06,Premier League,Fulham,2022-08-06_premier_league_fulham_player_stats.csv,6713c1dc,https://fbref.com/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Away,Fulham,D,2022-08-06_premier_league_fulham,Liverpool,Alisson,1,br BRA,GK,29-308,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-15,Premier League,Crystal Palace,2022-08-15_premier_league_crystal_palace_player_stats.csv,b3c6f709,https://fbref.com/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,2022-08-15,Premier League,Matchweek 2,Home,Crystal Palace,D,2022-08-15_premier_league_crystal_palace,Liverpool,Luis Díaz,23,co COL,FW,25-214,90,1,0,0,0,3,2,1,0,1,3,0,0,5,1,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-15,Premier League,Crystal Palace,2022-08-15_premier_league_crystal_palace_player_stats.csv,b3c6f709,https://fbref.com/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,2022-08-15,Premier League,Matchweek 2,Home,Crystal Palace,D,2022-08-15_premier_league_crystal_palace,Liverpool,Darwin Núñez,27,uy URU,FW,23-052,56,0,0,0,0,5,0,0,1,1,1,0,2,0,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-15,Premier League,Crystal Palace,2022-08-15_premier_league_crystal_palace_player_stats.csv,b3c6f709,https://fbref.com/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,2022-08-15,Premier League,Matchweek 2,Home,Crystal Palace,D,2022-08-15_premier_league_crystal_palace,Liverpool,Mohamed Salah,11,eg EGY,FW,30-061,90,0,0,0,0,3,1,0,0,1,0,2,3,0,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-15,Premier League,Crystal Palace,2022-08-15_premier_league_crystal_palace_player_stats.csv,b3c6f709,https://fbref.com/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,2022-08-15,Premier League,Matchweek 2,Home,Crystal Palace,D,2022-08-15_premier_league_crystal_palace,Liverpool,James Milner,7,eng ENG,CM,36-223,62,0,1,0,0,1,0,0,0,0,0,0,3,1,2,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-15,Premier League,Crystal Palace,2022-08-15_premier_league_crystal_palace_player_stats.csv,b3c6f709,https://fbref.com/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,2022-08-15,Premier League,Matchweek 2,Home,Crystal Palace,D,2022-08-15_premier_league_crystal_palace,Liverpool,Jordan Henderson,14,eng ENG,MF,32-059,28,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-15,Premier League,Crystal Palace,2022-08-15_premier_league_crystal_palace_player_stats.csv,b3c6f709,https://fbref.com/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,2022-08-15,Premier League,Matchweek 2,Home,Crystal Palace,D,2022-08-15_premier_league_crystal_palace,Liverpool,Fabinho,3,br BRA,CM,28-296,90,0,0,0,0,0,0,0,0,2,1,0,1,3,2,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-15,Premier League,Crystal Palace,2022-08-15_premier_league_crystal_palace_player_stats.csv,b3c6f709,https://fbref.com/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,2022-08-15,Premier League,Matchweek 2,Home,Crystal Palace,D,2022-08-15_premier_league_crystal_palace,Liverpool,Harvey Elliott,19,eng ENG,CM,19-133,78,0,0,0,0,3,1,0,0,1,0,0,0,4,2,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-15,Premier League,Crystal Palace,2022-08-15_premier_league_crystal_palace_player_stats.csv,b3c6f709,https://fbref.com/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,2022-08-15,Premier League,Matchweek 2,Home,Crystal Palace,D,2022-08-15_premier_league_crystal_palace,Liverpool,Fabio Carvalho,28,pt POR,"FW,MF",19-350,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-15,Premier League,Crystal Palace,2022-08-15_premier_league_crystal_palace_player_stats.csv,b3c6f709,https://fbref.com/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,2022-08-15,Premier League,Matchweek 2,Home,Crystal Palace,D,2022-08-15_premier_league_crystal_palace,Liverpool,Andrew Robertson,26,sct SCO,LB,28-157,62,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-15,Premier League,Crystal Palace,2022-08-15_premier_league_crystal_palace_player_stats.csv,b3c6f709,https://fbref.com/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,2022-08-15,Premier League,Matchweek 2,Home,Crystal Palace,D,2022-08-15_premier_league_crystal_palace,Liverpool,Kostas Tsimikas,21,gr GRE,DF,26-095,28,0,0,0,0,1,0,1,0,0,1,0,6,2,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-15,Premier League,Crystal Palace,2022-08-15_premier_league_crystal_palace_player_stats.csv,b3c6f709,https://fbref.com/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,2022-08-15,Premier League,Matchweek 2,Home,Crystal Palace,D,2022-08-15_premier_league_crystal_palace,Liverpool,Virgil van Dijk,4,nl NED,CB,31-038,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-15,Premier League,Crystal Palace,2022-08-15_premier_league_crystal_palace_player_stats.csv,b3c6f709,https://fbref.com/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,2022-08-15,Premier League,Matchweek 2,Home,Crystal Palace,D,2022-08-15_premier_league_crystal_palace,Liverpool,Nathaniel Phillips,47,eng ENG,CB,25-147,62,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-15,Premier League,Crystal Palace,2022-08-15_premier_league_crystal_palace_player_stats.csv,b3c6f709,https://fbref.com/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,2022-08-15,Premier League,Matchweek 2,Home,Crystal Palace,D,2022-08-15_premier_league_crystal_palace,Liverpool,Joe Gomez,2,eng ENG,DF,25-084,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-15,Premier League,Crystal Palace,2022-08-15_premier_league_crystal_palace_player_stats.csv,b3c6f709,https://fbref.com/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,2022-08-15,Premier League,Matchweek 2,Home,Crystal Palace,D,2022-08-15_premier_league_crystal_palace,Liverpool,Trent Alexander-Arnold,66,eng ENG,RB,23-312,90,0,0,0,0,4,0,0,0,0,0,1,10,1,1,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-15,Premier League,Crystal Palace,2022-08-15_premier_league_crystal_palace_player_stats.csv,b3c6f709,https://fbref.com/en/matches/b3c6f709/Liverpool-Crystal-Palace-August-15-2022-Premier-League,2022-08-15,Premier League,Matchweek 2,Home,Crystal Palace,D,2022-08-15_premier_league_crystal_palace,Liverpool,Alisson,1,br BRA,GK,29-317,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-22,Premier League,Manchester Utd,2022-08-22_premier_league_manchester_utd_player_stats.csv,3c9a8f71,https://fbref.com/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League,2022-08-22,Premier League,Matchweek 3,Away,Manchester Utd,L,2022-08-22_premier_league_manchester_utd,Liverpool,Luis Díaz,23,co COL,FW,25-221,90,0,0,0,0,2,1,0,0,2,3,0,1,1,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-22,Premier League,Manchester Utd,2022-08-22_premier_league_manchester_utd_player_stats.csv,3c9a8f71,https://fbref.com/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League,2022-08-22,Premier League,Matchweek 3,Away,Manchester Utd,L,2022-08-22_premier_league_manchester_utd,Liverpool,Roberto Firmino,9,br BRA,FW,30-324,90,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-22,Premier League,Manchester Utd,2022-08-22_premier_league_manchester_utd_player_stats.csv,3c9a8f71,https://fbref.com/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League,2022-08-22,Premier League,Matchweek 3,Away,Manchester Utd,L,2022-08-22_premier_league_manchester_utd,Liverpool,Mohamed Salah,11,eg EGY,FW,30-068,90,1,0,0,0,3,1,0,0,0,1,1,1,1,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-22,Premier League,Manchester Utd,2022-08-22_premier_league_manchester_utd_player_stats.csv,3c9a8f71,https://fbref.com/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League,2022-08-22,Premier League,Matchweek 3,Away,Manchester Utd,L,2022-08-22_premier_league_manchester_utd,Liverpool,James Milner,7,eng ENG,CM,36-230,72,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-22,Premier League,Manchester Utd,2022-08-22_premier_league_manchester_utd_player_stats.csv,3c9a8f71,https://fbref.com/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League,2022-08-22,Premier League,Matchweek 3,Away,Manchester Utd,L,2022-08-22_premier_league_manchester_utd,Liverpool,Fabio Carvalho,28,pt POR,"FW,MF",19-357,18,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-22,Premier League,Manchester Utd,2022-08-22_premier_league_manchester_utd_player_stats.csv,3c9a8f71,https://fbref.com/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League,2022-08-22,Premier League,Matchweek 3,Away,Manchester Utd,L,2022-08-22_premier_league_manchester_utd,Liverpool,Jordan Henderson,14,eng ENG,CM,32-066,58,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-22,Premier League,Manchester Utd,2022-08-22_premier_league_manchester_utd_player_stats.csv,3c9a8f71,https://fbref.com/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League,2022-08-22,Premier League,Matchweek 3,Away,Manchester Utd,L,2022-08-22_premier_league_manchester_utd,Liverpool,Fabinho,3,br BRA,"DF,MF",28-303,32,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-22,Premier League,Manchester Utd,2022-08-22_premier_league_manchester_utd_player_stats.csv,3c9a8f71,https://fbref.com/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League,2022-08-22,Premier League,Matchweek 3,Away,Manchester Utd,L,2022-08-22_premier_league_manchester_utd,Liverpool,Harvey Elliott,19,eng ENG,CM,19-140,90,0,0,0,0,4,0,0,0,1,1,1,1,0,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-22,Premier League,Manchester Utd,2022-08-22_premier_league_manchester_utd_player_stats.csv,3c9a8f71,https://fbref.com/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League,2022-08-22,Premier League,Matchweek 3,Away,Manchester Utd,L,2022-08-22_premier_league_manchester_utd,Liverpool,Andrew Robertson,26,sct SCO,LB,28-164,84,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-22,Premier League,Manchester Utd,2022-08-22_premier_league_manchester_utd_player_stats.csv,3c9a8f71,https://fbref.com/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League,2022-08-22,Premier League,Matchweek 3,Away,Manchester Utd,L,2022-08-22_premier_league_manchester_utd,Liverpool,Kostas Tsimikas,21,gr GRE,DF,26-102,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,,
2022-2023,Liverpool 2022 2023,2022-08-22,Premier League,Manchester Utd,2022-08-22_premier_league_manchester_utd_player_stats.csv,3c9a8f71,https://fbref.com/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League,2022-08-22,Premier League,Matchweek 3,Away,Manchester Utd,L,2022-08-22_premier_league_manchester_utd,Liverpool,Virgil van Dijk,4,nl NED,CB,31-045,90,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.0,,
