season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2022-2023,297,A. Oxlade-Chamberlain,Liverpool,Missing Fixture,Muscle Injury,2022-08-06,,71
2022-2023,293,C. Jones,Liverpool,Missing Fixture,Calf Injury,2022-08-06,,146
2022-2023,281,C. Kelleher,Liverpool,Missing Fixture,Muscle Injury,2022-08-06,,32
2022-2023,2678,Diogo Jota,Liverpool,Missing Fixture,Muscle Injury,2022-08-06,,182
2022-2023,1145,I. Konate,Liverpool,Missing Fixture,Injury,2022-08-06,,199
2022-2023,297,A. Oxlade-Chamberlain,Liverpool,Missing Fixture,Muscle Injury,2022-08-15,,71
2022-2023,293,C. Jones,Liverpool,Missing Fixture,Calf Injury,2022-08-15,,146
2022-2023,281,C. Kelleher,Liverpool,Missing Fixture,Muscle Injury,2022-08-15,,32
2022-2023,1145,I. Konate,Liverpool,Missing Fixture,Injury,2022-08-15,,199
2022-2023,507,Thiago,Liverpool,Missing Fixture,Hamstring Injury,2022-08-15,,285
2022-2023,297,A. Oxlade-Chamberlain,Liverpool,Missing Fixture,Muscle Injury,2022-08-22,,71
2022-2023,293,C. Jones,Liverpool,Missing Fixture,Calf Injury,2022-08-22,,146
2022-2023,135525,C. Ramsay,Liverpool,Missing Fixture,Injury,2022-08-22,,278
2022-2023,51617,D. Nunez,Liverpool,Missing Fixture,Red Card,2022-08-22,,270
2022-2023,2678,Diogo Jota,Liverpool,Missing Fixture,Muscle Injury,2022-08-22,,182
2022-2023,1145,I. Konate,Liverpool,Missing Fixture,Injury,2022-08-22,,199
2022-2023,286,J. Matip,Liverpool,Missing Fixture,Groin Injury,2022-08-22,,81
2022-2023,507,Thiago,Liverpool,Missing Fixture,Hamstring Injury,2022-08-22,,285
2022-2023,297,A. Oxlade-Chamberlain,Liverpool,Missing Fixture,Muscle Injury,2022-08-27,,71
2022-2023,135525,C. Ramsay,Liverpool,Missing Fixture,Injury,2022-08-27,,278
2022-2023,51617,D. Nunez,Liverpool,Missing Fixture,Red Card,2022-08-27,,270
2022-2023,2678,Diogo Jota,Liverpool,Missing Fixture,Muscle Injury,2022-08-27,,182
2022-2023,1145,I. Konate,Liverpool,Missing Fixture,Injury,2022-08-27,,199
2022-2023,286,J. Matip,Liverpool,Missing Fixture,Groin Injury,2022-08-27,,81
2022-2023,294,N. Keita,Liverpool,Missing Fixture,Lacking Match Fitness,2022-08-27,,274
2022-2023,297,A. Oxlade-Chamberlain,Liverpool,Missing Fixture,Muscle Injury,2022-08-31,,71
2022-2023,135525,C. Ramsay,Liverpool,Missing Fixture,Injury,2022-08-31,,278
2022-2023,51617,D. Nunez,Liverpool,Missing Fixture,Red Card,2022-08-31,,270
2022-2023,2678,Diogo Jota,Liverpool,Missing Fixture,Muscle Injury,2022-08-31,,182
2022-2023,1145,I. Konate,Liverpool,Missing Fixture,Injury,2022-08-31,,199
2022-2023,294,N. Keita,Liverpool,Missing Fixture,Lacking Match Fitness,2022-08-31,,274
2022-2023,297,A. Oxlade-Chamberlain,Liverpool,Missing Fixture,Muscle Injury,2022-09-03,,71
2022-2023,135525,C. Ramsay,Liverpool,Missing Fixture,Injury,2022-09-03,,278
2022-2023,1145,I. Konate,Liverpool,Missing Fixture,Injury,2022-09-03,,199
2022-2023,292,J. Henderson,Liverpool,Missing Fixture,Thigh Injury,2022-09-03,,193
2022-2023,294,N. Keita,Liverpool,Missing Fixture,Lacking Match Fitness,2022-09-03,,274
2022-2023,297,A. Oxlade-Chamberlain,Liverpool,Missing Fixture,Muscle Injury,2022-09-07,,71
2022-2023,293,C. Jones,Liverpool,Missing Fixture,Leg Injury,2022-09-07,,146
2022-2023,281,C. Kelleher,Liverpool,Missing Fixture,Muscle Injury,2022-09-07,,32
2022-2023,135525,C. Ramsay,Liverpool,Missing Fixture,Injury,2022-09-07,,278
2022-2023,153066,F. Carvalho,Liverpool,Missing Fixture,Thigh Injury,2022-09-07,,0
2022-2023,1145,I. Konate,Liverpool,Missing Fixture,Knee Injury,2022-09-07,,199
2022-2023,292,J. Henderson,Liverpool,Missing Fixture,Thigh Injury,2022-09-07,,193
2022-2023,294,N. Keita,Liverpool,Missing Fixture,Lacking Match Fitness,2022-09-07,,274
2022-2023,297,A. Oxlade-Chamberlain,Liverpool,Missing Fixture,Muscle Injury,2022-09-13,,71
2022-2023,289,A. Robertson,Liverpool,Missing Fixture,Knee Injury,2022-09-13,,0
2022-2023,293,C. Jones,Liverpool,Missing Fixture,Leg Injury,2022-09-13,,146
2022-2023,135525,C. Ramsay,Liverpool,Missing Fixture,Injury,2022-09-13,,278
2022-2023,1145,I. Konate,Liverpool,Missing Fixture,Knee Injury,2022-09-13,,199
2022-2023,292,J. Henderson,Liverpool,Missing Fixture,Thigh Injury,2022-09-13,,193
2022-2023,294,N. Keita,Liverpool,Missing Fixture,Lacking Match Fitness,2022-09-13,,274
2022-2023,297,A. Oxlade-Chamberlain,Liverpool,Missing Fixture,Muscle Injury,2022-10-01,,71
2022-2023,293,C. Jones,Liverpool,Missing Fixture,Leg Injury,2022-10-01,,146
