team,appearances,minutesPlayed,tackles,interceptions,clearances,aerialDuelsWon,groundDuelsWon,blockedShots,errorLeadToGoal,rating
Bologna,8,619,15,9,1,5,45,8,0,7.05
Liverpool FC,9,643,9,3,5,3,19,2,0,7.04
Atalanta,9,739,3,6,7,7,28,6,1,7.04
Borussia Dortmund,12,957,33,6,19,7,58,1,0,7.04
FK Crvena zvezda,8,667,12,11,10,12,24,1,1,7.04
Borussia Dortmund,14,850,11,4,6,3,49,7,0,7.04
Benfica,9,547,5,1,1,1,23,8,0,7.03
Manchester City,10,527,2,3,3,1,8,6,0,7.03
Shakhtar Donetsk,8,702,7,2,4,2,28,2,0,7.03
Inter,13,856,29,7,18,6,50,4,0,7.02
SK Sturm Graz,7,607,18,11,11,8,22,2,0,7.01
Shakhtar Donetsk,8,544,9,4,4,1,19,2,0,7.01
Bayer 04 Leverkusen,10,367,6,3,8,1,8,2,0,7.01
RB Leipzig,8,593,21,10,16,5,24,0,0,7.01
Real Madrid,9,497,26,9,18,7,40,1,0,7.01
Atalanta,10,874,20,11,17,12,26,1,0,7.01
Liverpool FC,5,174,0,3,2,0,2,1,0,7.0
FC Bayern München,12,845,21,11,6,17,25,4,0,7.0
Milan,10,800,14,11,4,5,33,4,0,7.0
RB Leipzig,7,405,15,4,7,6,18,0,0,7.0
Real Madrid,11,487,8,6,1,1,34,1,0,6.99
Aston Villa,10,398,4,4,1,1,20,0,0,6.99
Manchester City,9,577,7,3,0,1,31,9,0,6.99
ŠK Slovan Bratislava,8,552,4,0,1,9,27,4,0,6.99
Liverpool FC,8,354,6,2,1,1,18,3,0,6.99
Inter,13,994,18,7,3,2,42,3,0,6.98
Real Madrid,10,575,13,9,11,1,25,3,1,6.98
Bologna,5,249,8,6,1,2,12,0,0,6.98
Juventus,4,211,3,2,5,1,9,1,0,6.98
Club Brugge KV,11,951,18,6,21,1,35,1,0,6.97
Atalanta,10,605,7,4,5,8,13,1,0,6.97
Manchester City,6,354,3,1,2,2,16,5,0,6.97
Benfica,12,990,21,7,11,9,33,6,0,6.97
AS Monaco,9,575,9,2,1,2,30,2,0,6.97
Sporting CP,10,730,7,3,5,3,31,2,0,6.96
AS Monaco,9,568,6,1,6,4,13,5,0,6.96
Sporting CP,9,765,23,10,10,3,41,2,0,6.96
GNK Dinamo Zagreb,6,481,11,9,11,1,14,2,0,6.95
Girona FC,6,446,22,4,6,8,26,0,0,6.95
Lille,9,467,4,4,4,2,26,2,0,6.94
AS Monaco,9,610,19,14,9,6,42,3,0,6.94
Arsenal,12,899,19,12,13,7,31,1,0,6.94
Celtic,10,900,13,14,15,3,24,0,0,6.94
Sporting CP,8,504,8,4,3,1,38,2,0,6.94
Benfica,9,717,38,21,20,6,45,0,0,6.93
Manchester City,7,404,6,0,1,0,9,5,0,6.93
FC Bayern München,11,464,10,1,5,3,29,1,0,6.93
Aston Villa,8,266,4,1,2,1,7,3,0,6.93
AC Sparta Praha,8,605,16,8,13,5,31,4,0,6.93
Aston Villa,5,272,7,1,5,4,13,1,0,6.92
RB Leipzig,5,261,7,2,5,3,11,0,0,6.92
AS Monaco,7,615,8,16,11,4,15,4,0,6.91
Juventus,9,555,15,5,8,6,29,1,0,6.91
Lille,9,810,15,11,21,28,29,1,0,6.91
Atlético Madrid,10,416,16,1,2,2,31,3,0,6.91
FC Barcelona,11,450,8,1,4,0,23,1,0,6.91
FC Bayern München,12,548,5,5,2,1,17,3,0,6.91
FC Bayern München,13,633,14,3,0,4,29,11,0,6.9
Feyenoord,7,597,12,8,3,4,35,1,0,6.9
Celtic,4,60,3,0,1,1,5,1,0,6.9
Real Madrid,9,405,16,2,7,0,24,0,0,6.9
Girona FC,6,453,11,4,1,1,35,1,0,6.9
Atalanta,8,468,6,5,2,5,16,1,0,6.89
Juventus,9,555,9,4,4,4,15,1,0,6.88
Paris Saint-Germain,4,47,1,0,0,0,3,0,0,6.88
VfB Stuttgart,4,137,2,1,1,7,10,1,0,6.88
Shakhtar Donetsk,4,205,3,2,1,2,12,2,0,6.88
Atlético Madrid,7,401,11,2,2,1,13,0,1,6.87
Stade Brestois,10,712,21,9,7,3,38,2,0,6.87
Inter,10,586,8,3,1,0,23,4,0,6.87
Juventus,9,654,17,2,7,9,23,0,0,6.87
BSC Young Boys,7,598,10,5,6,1,20,0,0,6.86
Juventus,7,563,9,2,5,0,19,0,0,6.86
Bologna,7,506,15,5,7,7,20,0,0,6.86
Lille,8,566,7,4,5,5,15,0,0,6.85
Sporting CP,5,234,3,5,5,2,8,1,0,6.85
Benfica,5,109,2,0,2,1,6,0,0,6.85
Lille,2,82,3,1,0,0,7,1,0,6.85
Juventus,7,228,7,2,2,0,14,0,0,6.84
Borussia Dortmund,11,846,14,12,19,11,21,5,0,6.84
Bologna,6,325,7,1,4,6,22,4,0,6.83
Bologna,7,386,5,5,2,2,10,2,0,6.83
Paris Saint-Germain,13,602,13,3,6,4,26,3,0,6.83
Red Bull Salzburg,8,679,7,2,3,0,38,6,0,6.83
FC Barcelona,13,801,19,12,10,9,29,3,0,6.83
AS Monaco,4,211,7,3,8,3,13,0,0,6.83
Girona FC,5,330,1,2,5,4,9,1,0,6.82
Girona FC,5,343,5,6,2,5,17,4,0,6.82
Manchester City,6,307,5,1,2,0,11,1,1,6.82
Real Madrid,7,147,2,1,1,1,8,2,0,6.82
Feyenoord,7,569,14,7,9,5,19,3,0,6.81
Manchester City,9,766,12,3,4,0,21,3,0,6.81
RB Leipzig,8,482,17,2,2,5,23,3,0,6.8
Aston Villa,8,530,5,0,2,1,20,2,0,6.8
BSC Young Boys,5,309,3,1,1,4,14,1,0,6.8
Aston Villa,6,109,3,1,4,1,4,0,0,6.8
Liverpool FC,1,90,4,3,1,1,6,0,0,6.8
FK Crvena zvezda,1,14,1,0,0,0,2,0,0,6.8
Club Brugge KV,6,369,3,3,5,0,11,3,0,6.8
FC Bayern München,5,181,10,4,0,2,13,2,0,6.8
Borussia Dortmund,3,86,3,3,0,0,4,1,0,6.8
Stade Brestois,7,316,10,3,0,4,23,1,0,6.8
GNK Dinamo Zagreb,1,16,0,0,0,1,0,0,0,6.8
Sporting CP,1,45,0,2,0,0,1,0,0,6.8
Arsenal,6,329,6,2,3,2,8,0,1,6.78
AC Sparta Praha,6,309,8,6,7,0,15,0,1,6.78
Atlético Madrid,5,143,3,0,3,0,5,2,0,6.78
Aston Villa,10,701,17,13,9,14,31,0,0,6.78
Atlético Madrid,9,468,12,11,4,4,23,1,0,6.78
ŠK Slovan Bratislava,8,604,16,14,10,5,35,0,0,6.78
SK Sturm Graz,8,621,20,7,2,3,46,3,0,6.78
Inter,8,354,4,3,7,0,12,1,0,6.78
Feyenoord,11,785,6,1,5,5,24,4,0,6.77
PSV Eindhoven,4,114,1,1,0,0,2,1,0,6.77
AC Sparta Praha,3,30,4,0,0,1,4,0,0,6.77
Juventus,9,485,4,6,14,4,13,0,0,6.77
AC Sparta Praha,3,270,6,6,11,3,11,0,0,6.77
Aston Villa,3,124,8,3,2,0,11,0,0,6.77
FK Crvena zvezda,5,175,4,3,0,1,14,3,0,6.76
Sporting CP,8,315,5,1,1,3,18,2,0,6.75
Girona FC,6,242,5,1,1,0,19,1,0,6.75
Girona FC,7,454,9,1,5,3,11,1,0,6.74
AS Monaco,7,284,7,5,7,6,10,0,0,6.74
Inter,10,550,10,6,22,4,12,0,0,6.74
Inter,13,497,8,7,6,1,22,4,0,6.74
PSV Eindhoven,12,774,10,4,9,11,18,5,0,6.73
Juventus,6,308,7,2,2,4,13,2,0,6.73
ŠK Slovan Bratislava,7,459,9,2,3,4,24,0,0,6.73
PSV Eindhoven,7,567,11,8,7,4,23,0,0,6.73
Club Brugge KV,11,554,5,5,2,1,10,2,0,6.73
Benfica,6,96,2,0,0,0,4,0,0,6.73
Club Brugge KV,6,146,8,1,2,1,10,1,0,6.72
FK Crvena zvezda,5,140,3,2,2,3,12,1,0,6.72
GNK Dinamo Zagreb,6,289,3,4,5,8,9,1,0,6.72
BSC Young Boys,7,444,7,5,6,3,9,1,0,6.71
Club Brugge KV,11,939,23,4,11,2,41,3,0,6.71
AC Sparta Praha,8,714,8,6,12,7,10,2,1,6.7
Manchester City,5,105,5,0,0,0,9,2,0,6.7
Feyenoord,3,80,2,3,3,0,4,0,0,6.7
Aston Villa,4,146,7,1,2,1,8,0,0,6.7
Bologna,5,289,3,1,1,1,12,1,0,6.7
Borussia Dortmund,9,282,3,1,1,2,10,4,0,6.69
Girona FC,5,95,5,0,2,1,7,0,0,6.68
Lille,4,168,2,2,1,0,7,0,0,6.68
Club Brugge KV,5,118,2,2,0,1,5,0,0,6.68
RB Leipzig,7,351,6,5,3,1,7,0,0,6.67
Bologna,7,497,1,2,2,3,16,1,0,6.67
FC Barcelona,10,303,10,0,2,6,14,1,0,6.67
BSC Young Boys,8,627,19,4,7,11,46,2,2,6.66
Benfica,9,275,11,8,6,5,12,1,0,6.66
Shakhtar Donetsk,7,295,11,5,6,0,18,0,1,6.66
FK Crvena zvezda,8,624,10,5,4,2,35,3,0,6.65
Lille,2,25,1,0,0,1,2,0,0,6.65
Borussia Dortmund,3,34,2,0,1,2,2,0,0,6.65
Milan,6,283,4,0,2,5,11,0,0,6.65
Bologna,4,211,3,0,2,3,8,1,0,6.65
Celtic,8,236,7,1,4,1,15,0,0,6.65
GNK Dinamo Zagreb,7,362,5,2,3,3,18,0,0,6.64
Red Bull Salzburg,7,365,14,5,10,6,19,0,0,6.64
Stade Brestois,10,659,15,7,8,2,16,2,0,6.64
Stade Brestois,5,76,3,0,2,1,5,0,0,6.64
Atalanta,6,140,2,0,0,1,6,0,0,6.63
ŠK Slovan Bratislava,3,114,5,5,8,0,5,0,0,6.63
Atlético Madrid,4,271,3,3,9,4,4,0,0,6.63
ŠK Slovan Bratislava,4,34,2,1,1,0,5,0,0,6.63
ŠK Slovan Bratislava,3,251,6,9,7,3,13,0,1,6.63
Stade Brestois,10,697,13,6,13,2,22,2,0,6.63
PSV Eindhoven,11,582,9,7,14,3,16,1,0,6.63
VfB Stuttgart,4,149,2,3,0,1,3,3,0,6.63
Bologna,5,128,2,0,0,4,5,1,0,6.63
Stade Brestois,8,310,5,2,0,0,23,0,0,6.63
Red Bull Salzburg,5,335,7,4,4,0,10,1,0,6.62
Girona FC,7,332,8,4,4,1,12,3,0,6.61
FK Crvena zvezda,7,419,4,1,1,1,13,2,0,6.61
ŠK Slovan Bratislava,8,330,3,3,7,0,13,2,0,6.61
BSC Young Boys,7,297,3,0,2,0,12,1,0,6.6
Inter,1,10,0,0,0,0,0,0,0,6.6
BSC Young Boys,7,289,10,2,4,1,16,2,0,6.6
GNK Dinamo Zagreb,6,265,12,3,4,2,24,4,0,6.6
AS Monaco,3,31,1,0,1,1,1,0,0,6.6
FK Crvena zvezda,5,179,4,1,0,3,9,1,0,6.6
Feyenoord,4,184,5,1,0,3,11,1,0,6.6
Sporting CP,7,371,11,6,10,6,14,0,1,6.59
SK Sturm Graz,6,136,0,1,1,1,6,1,0,6.58
Shakhtar Donetsk,8,673,10,7,11,3,17,1,1,6.58
Benfica,4,150,4,0,1,2,5,2,0,6.58
AC Sparta Praha,7,526,16,4,11,3,20,2,0,6.57
Red Bull Salzburg,3,49,4,1,0,2,4,0,0,6.57
Bayer 04 Leverkusen,6,138,4,3,0,0,7,0,0,6.57
Atlético Madrid,6,434,10,10,12,2,13,0,0,6.57
Celtic,3,51,0,0,1,1,0,0,0,6.57
Milan,7,412,7,2,7,6,18,1,1,6.56
Liverpool FC,6,139,5,3,3,2,10,0,1,6.55
Red Bull Salzburg,6,301,9,4,6,1,24,0,0,6.55
BSC Young Boys,5,341,9,5,6,2,19,1,0,6.54
Lille,9,622,10,9,7,3,18,0,1,6.53
Red Bull Salzburg,6,327,10,2,2,2,15,0,0,6.53
FK Crvena zvezda,3,240,7,1,8,2,15,1,0,6.53
Stade Brestois,10,444,14,5,2,4,21,4,0,6.53
Liverpool FC,1,26,0,0,0,0,0,0,0,6.5
GNK Dinamo Zagreb,1,73,3,0,1,0,4,0,0,6.5
RB Leipzig,1,10,0,0,0,0,0,0,0,6.5
VfB Stuttgart,1,11,0,0,0,0,0,0,0,6.5
Girona FC,1,79,1,0,2,0,2,0,0,6.5
GNK Dinamo Zagreb,2,18,0,0,1,0,0,0,0,6.5
SK Sturm Graz,5,364,14,5,20,9,18,0,0,6.5
ŠK Slovan Bratislava,3,149,5,1,0,0,12,1,0,6.5
Atlético Madrid,1,9,0,0,0,0,0,1,0,6.5
SK Sturm Graz,7,195,5,2,3,0,9,1,0,6.5
Feyenoord,1,63,0,0,0,0,0,0,0,6.5
VfB Stuttgart,3,36,0,0,0,1,0,0,0,6.5
Feyenoord,2,53,1,0,0,0,2,0,0,6.5
Red Bull Salzburg,6,202,4,2,3,0,11,1,0,6.5
Shakhtar Donetsk,8,473,10,4,3,1,20,2,1,6.49
AC Sparta Praha,7,506,10,5,20,2,11,1,0,6.48
Borussia Dortmund,8,240,5,1,2,1,9,0,0,6.48
Shakhtar Donetsk,4,92,2,1,2,0,5,0,0,6.48
AC Sparta Praha,3,52,1,0,1,0,3,0,0,6.47
Feyenoord,3,91,2,1,3,1,4,0,0,6.47
FK Crvena zvezda,5,90,1,0,0,0,2,0,0,6.46
Club Brugge KV,7,188,0,0,1,1,3,1,0,6.45
FK Crvena zvezda,2,24,0,0,0,0,0,0,0,6.45
BSC Young Boys,2,39,1,0,2,2,1,0,0,6.45
FC Barcelona,2,26,1,1,0,0,1,0,0,6.45
Feyenoord,4,111,4,1,2,1,4,0,1,6.45
ŠK Slovan Bratislava,4,22,1,0,0,0,2,0,0,6.45
Bayer 04 Leverkusen,5,106,2,1,4,2,4,1,0,6.45
SK Sturm Graz,6,42,1,1,0,1,2,0,0,6.45
RB Leipzig,3,46,1,1,0,0,3,0,0,6.43
GNK Dinamo Zagreb,6,214,5,1,2,2,11,0,0,6.43
ŠK Slovan Bratislava,7,204,0,0,4,0,3,2,0,6.42
Juventus,1,22,0,0,0,0,0,0,0,6.4
Borussia Dortmund,1,13,0,0,0,0,0,0,0,6.4
Bayer 04 Leverkusen,1,14,0,0,0,0,0,0,0,6.4
PSV Eindhoven,1,90,2,0,1,0,3,0,0,6.4
BSC Young Boys,1,27,0,0,0,0,0,0,0,6.4
Shakhtar Donetsk,6,119,3,1,2,2,5,0,0,6.4
AC Sparta Praha,4,89,1,2,0,3,2,0,0,6.4
Atalanta,3,71,1,1,1,0,4,0,0,6.37
Benfica,2,98,4,0,2,3,6,0,0,6.35
Celtic,2,33,0,0,0,1,0,0,0,6.35
AC Sparta Praha,7,157,4,2,1,0,8,0,0,6.33
Red Bull Salzburg,6,343,5,1,1,2,13,4,0,6.33
Bologna,1,29,0,0,0,0,0,0,0,6.3
Atlético Madrid,1,45,1,0,0,0,2,0,0,6.3
ŠK Slovan Bratislava,5,331,9,0,5,3,11,0,0,6.28
RB Leipzig,2,23,0,0,0,1,1,0,0,6.2
Inter,2,37,1,0,0,0,3,1,0,6.2
AC Sparta Praha,2,130,1,0,0,0,2,0,0,6.15
AS Monaco,1,52,3,1,0,1,3,0,0,5.8
FC Bayern München,1,2,0,0,0,0,0,0,0,0.0
Borussia Dortmund,1,1,1,0,0,0,1,0,0,0.0
Bologna,1,1,0,0,2,0,0,0,0,0.0
AC Sparta Praha,1,1,0,0,0,0,0,0,0,0.0
Atlético Madrid,10,732,13,7,5,9,27,2,0,7.76
FC Bayern München,13,1119,7,9,6,17,33,8,0,7.7
Atalanta,7,483,5,0,0,1,26,9,0,7.69
Paris Saint-Germain,15,1162,7,2,3,2,44,22,0,7.63
Atalanta,10,702,13,0,2,11,40,1,0,7.62
Paris Saint-Germain,9,735,18,4,7,2,51,11,0,7.59
Arsenal,9,763,15,7,3,0,46,6,0,7.58
Atlético Madrid,10,790,12,6,3,1,30,5,0,7.53
Real Madrid,12,881,18,4,7,5,45,11,0,7.51
Real Madrid,12,1104,14,4,0,1,63,10,0,7.49
Borussia Dortmund,14,1083,2,0,8,33,26,2,0,7.44
Manchester City,9,771,4,4,3,11,11,9,0,7.41
FC Barcelona,13,983,5,2,8,24,25,6,0,7.41
Borussia Dortmund,10,691,16,8,1,8,38,3,0,7.4
Paris Saint-Germain,16,741,20,6,4,5,55,7,0,7.37
Sporting CP,8,606,0,0,3,4,19,5,0,7.36
Milan,2,180,7,2,1,3,12,2,0,7.35
Arsenal,8,560,6,1,3,17,17,3,0,7.34
Inter,14,857,9,5,11,12,36,3,0,7.31
GNK Dinamo Zagreb,3,192,3,0,5,16,10,1,0,7.3
Milan,7,449,1,1,5,10,10,3,0,7.29
Real Madrid,14,1132,7,1,1,3,42,11,0,7.28
Milan,9,631,10,2,2,2,31,4,0,7.22
Lille,10,746,3,2,3,2,21,3,0,7.21
Liverpool FC,3,106,4,0,0,0,11,0,0,7.2
PSV Eindhoven,12,859,11,4,3,4,39,7,0,7.19
PSV Eindhoven,7,171,2,0,0,1,5,2,0,7.18
Juventus,9,605,19,1,4,3,54,7,0,7.18
Atlético Madrid,8,270,4,0,4,0,12,2,0,7.18
Aston Villa,4,309,2,0,2,1,10,0,0,7.18
Milan,10,798,6,4,3,6,56,3,0,7.17
Paris Saint-Germain,17,1096,14,10,6,6,50,3,0,7.13
PSV Eindhoven,12,907,14,2,13,69,28,6,0,7.12
Celtic,10,792,19,8,7,1,40,2,0,7.1
Borussia Dortmund,13,881,13,10,2,5,23,5,1,7.08
FC Bayern München,3,97,2,0,1,1,5,3,0,7.07
Borussia Dortmund,5,238,0,2,2,3,9,1,0,7.06
Inter,12,714,11,2,13,10,27,4,0,7.06
Benfica,12,905,12,5,4,15,36,8,0,7.05
Stade Brestois,8,644,3,1,3,35,15,2,0,7.05
Benfica,12,852,9,13,9,6,19,6,0,7.03
Arsenal,13,940,10,1,5,7,40,4,0,7.03
AS Monaco,10,750,8,3,5,24,39,3,0,7.03
Girona FC,7,386,1,1,3,1,17,5,0,7.03
Milan,9,310,3,2,3,9,18,1,0,7.02
PSV Eindhoven,10,686,12,4,8,3,36,5,0,7.02
Inter,14,952,6,4,10,22,44,5,0,7.01
Juventus,9,548,1,1,0,6,9,4,0,7.01
Aston Villa,7,237,3,2,2,11,10,6,0,7.0
FC Barcelona,11,420,1,1,4,4,9,3,0,6.95
Stade Brestois,9,510,7,3,2,21,15,7,0,6.94
Milan,7,276,4,4,0,5,18,5,0,6.94
AC Sparta Praha,6,265,5,3,1,0,19,0,0,6.93
AS Monaco,3,93,0,0,2,1,5,2,0,6.93
Juventus,10,668,13,8,2,4,45,7,0,6.92
Milan,7,395,9,1,4,7,20,2,0,6.91
RB Leipzig,8,522,3,1,9,14,12,2,0,6.91
Bayer 04 Leverkusen,4,243,2,0,1,3,10,4,0,6.9
GNK Dinamo Zagreb,5,185,3,2,2,1,8,0,0,6.9
Club Brugge KV,12,857,8,2,4,15,17,2,0,6.89
GNK Dinamo Zagreb,7,495,8,2,12,18,14,1,0,6.89
VfB Stuttgart,6,426,1,1,0,3,8,7,0,6.88
FK Crvena zvezda,8,571,3,1,3,15,35,3,0,6.86
Atalanta,10,575,5,2,1,13,21,6,0,6.86
Lille,5,360,8,0,0,0,28,2,0,6.86
Paris Saint-Germain,12,211,1,1,2,5,5,0,0,6.86
Arsenal,14,665,2,3,3,4,19,5,0,6.84
AS Monaco,6,109,0,0,0,2,3,0,0,6.84
Red Bull Salzburg,8,484,12,3,2,2,32,2,0,6.84
Feyenoord,7,263,6,3,3,3,15,0,0,6.83
RB Leipzig,8,683,3,3,7,3,18,7,0,6.83
Borussia Dortmund,9,300,7,2,3,1,23,0,0,6.82
PSV Eindhoven,5,153,0,2,2,1,1,1,0,6.82
Shakhtar Donetsk,5,221,7,1,3,4,11,1,0,6.82
Milan,5,108,2,1,1,2,10,0,0,6.82
Aston Villa,12,697,1,3,4,12,13,2,0,6.82
Bayer 04 Leverkusen,7,329,4,2,1,1,8,4,0,6.82
Arsenal,6,296,3,2,1,0,19,1,0,6.82
Celtic,10,337,3,0,7,4,6,2,0,6.8
Sporting CP,9,332,3,1,5,7,20,5,0,6.8
PSV Eindhoven,1,10,1,0,0,0,2,0,0,6.8
PSV Eindhoven,2,33,0,0,0,0,2,3,0,6.8
Celtic,2,85,1,1,1,0,5,0,0,6.8
Celtic,9,761,13,8,5,1,24,0,1,6.79
AC Sparta Praha,8,423,0,1,7,13,16,3,0,6.79
Benfica,7,414,8,1,4,2,16,4,0,6.79
Red Bull Salzburg,5,318,1,1,1,4,9,4,0,6.78
Lille,7,266,6,0,0,4,16,1,0,6.77
AC Sparta Praha,6,494,6,7,10,5,16,5,0,6.77
SK Sturm Graz,8,669,11,4,3,1,24,2,0,6.76
Real Madrid,9,134,2,2,0,0,5,1,0,6.76
Benfica,11,243,3,0,2,12,11,5,0,6.75
Arsenal,5,260,7,2,1,5,12,4,0,6.74
Celtic,6,152,1,1,1,0,6,1,0,6.74
VfB Stuttgart,8,403,2,2,1,5,14,5,0,6.74
RB Leipzig,6,161,3,0,5,12,3,1,0,6.73
Borussia Dortmund,12,617,13,4,1,2,21,1,0,6.73
Red Bull Salzburg,7,393,8,6,3,1,18,3,0,6.73
Red Bull Salzburg,4,93,1,0,2,2,2,1,0,6.73
Bayer 04 Leverkusen,5,210,3,0,3,9,9,0,0,6.72
Liverpool FC,9,466,9,1,6,6,16,2,0,6.71
AS Monaco,10,547,8,3,1,2,29,2,0,6.7
Bayer 04 Leverkusen,8,407,5,2,4,14,10,3,0,6.7
Bologna,8,410,6,1,8,7,12,2,0,6.7
Sporting CP,1,9,0,0,0,0,1,0,0,6.7
BSC Young Boys,7,306,4,3,2,1,15,1,0,6.7
Inter,1,14,0,0,0,0,0,0,0,6.7
ŠK Slovan Bratislava,8,674,4,3,9,12,15,2,1,6.69
RB Leipzig,8,516,10,2,2,4,34,4,0,6.69
Benfica,6,86,2,0,1,4,3,3,0,6.68
Bayer 04 Leverkusen,4,130,0,0,0,0,1,0,0,6.67
Lille,3,138,0,0,0,5,3,0,0,6.67
Bologna,8,352,8,1,3,1,19,2,0,6.66
Atalanta,7,131,1,0,1,0,5,1,0,6.66
AS Monaco,8,556,1,3,7,8,10,2,0,6.65
Bayer 04 Leverkusen,4,108,2,1,0,0,4,0,0,6.65
SK Sturm Graz,4,131,1,1,0,1,6,1,0,6.65
Stade Brestois,9,378,11,6,8,7,21,2,0,6.64
Club Brugge KV,7,185,3,1,0,7,8,0,0,6.64
Stade Brestois,9,452,7,7,4,15,22,3,0,6.63
Girona FC,3,146,2,0,2,1,2,0,0,6.63
Shakhtar Donetsk,7,408,6,0,5,9,15,3,0,6.63
Milan,4,52,0,0,0,2,1,0,0,6.63
AC Sparta Praha,6,327,4,1,1,6,10,1,0,6.62
BSC Young Boys,7,244,1,0,4,14,2,3,0,6.61
SK Sturm Graz,8,388,4,1,3,6,15,0,0,6.61
Feyenoord,8,388,0,0,2,4,6,3,0,6.6
BSC Young Boys,8,489,1,1,9,19,6,4,0,6.6
ŠK Slovan Bratislava,7,160,0,2,0,2,8,0,0,6.6
Girona FC,1,11,1,0,0,0,5,0,0,6.6
Sporting CP,1,68,1,0,0,0,2,0,0,6.6
Sporting CP,1,34,0,0,0,0,1,0,0,6.6
Benfica,4,65,1,0,1,0,1,0,0,6.58
Girona FC,4,275,1,0,2,5,7,0,0,6.58
Feyenoord,7,316,2,1,0,2,15,0,0,6.57
Shakhtar Donetsk,6,148,1,0,3,6,2,1,0,6.57
FC Barcelona,4,51,1,0,0,0,2,0,0,6.55
Manchester City,2,100,2,0,1,1,3,1,0,6.55
Inter,7,207,1,0,0,4,5,0,0,6.54
FK Crvena zvezda,7,161,2,0,1,4,3,2,0,6.53
Celtic,7,467,3,1,8,0,9,2,0,6.53
FC Barcelona,6,52,2,0,1,0,2,0,0,6.53
RB Leipzig,4,92,1,1,1,1,2,1,0,6.53
Girona FC,5,94,2,0,0,2,4,0,0,6.52
Sporting CP,2,73,0,2,0,0,3,0,0,6.5
Bayer 04 Leverkusen,2,18,0,0,0,1,0,0,0,6.5
AS Monaco,3,47,0,2,0,0,2,0,0,6.5
Feyenoord,2,79,1,0,0,1,2,0,0,6.5
Stade Brestois,6,79,1,1,0,0,3,2,0,6.5
Bologna,7,336,2,1,3,3,5,2,0,6.49
BSC Young Boys,5,138,0,0,1,0,3,1,0,6.48
Club Brugge KV,5,57,1,0,1,0,2,1,0,6.48
SK Sturm Graz,5,96,0,0,3,6,0,0,0,6.46
Girona FC,8,278,1,2,6,4,7,1,0,6.45
GNK Dinamo Zagreb,5,60,1,2,0,0,5,2,0,6.45
Juventus,6,270,4,1,2,3,12,2,0,6.43
Celtic,1,11,0,0,0,0,0,0,0,6.4
Lille,1,23,0,0,0,0,0,0,0,6.4
Atlético Madrid,8,290,2,2,2,6,9,2,0,6.39
Benfica,4,42,4,1,0,0,4,2,0,6.37
AC Sparta Praha,2,41,0,0,0,0,0,0,0,6.3
Liverpool FC,4,237,2,0,0,1,5,1,0,6.3
Girona FC,1,11,0,0,0,0,0,0,0,6.1
Liverpool FC,1,83,0,0,1,0,2,1,0,6.1
Arsenal,1,1,0,0,0,0,0,0,0,0.0
SK Sturm Graz,1,1,0,0,0,0,0,0,0,0.0
Lille,1,1,0,0,0,0,0,0,0,0.0
