fixture_id,date,competition,season,round,home_team,away_team,player_team,player_id,player_name,player_number,player_position,minutes_played,rating,is_captain,is_substitute,shots_total,shots_on_target,goals,assists,passes_total,passes_key,passes_accuracy,dribbles_attempts,dribbles_success,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,fouls_drawn,fouls_committed,cards_yellow,cards_red
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,18603,William Mannion,25,G,90,7.2,False,False,0,0,0,0,44,0,20.0,0,0,0,0,0,1,1,1,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,17430,George Williams,2,D,45,6.9,False,False,0,0,0,0,14,0,11.0,0,0,1,0,1,4,3,1,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,266839,Zeno Ibsen Rossi,16,D,90,7.2,False,False,0,0,0,0,38,0,32.0,0,0,1,1,1,13,9,2,1,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,17949,Greg Taylor,5,D,90,7.5,True,False,0,0,0,0,38,0,25.0,0,0,0,2,1,10,6,4,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,19853,Brandon Haunstrup,3,D,90,7.3,False,False,1,0,0,0,30,0,20.0,0,0,1,0,3,8,6,2,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,17947,Liam O'Neil,8,M,75,7.3,False,False,1,1,1,0,38,1,33.0,0,0,1,1,0,7,3,1,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,154803,Lewis Simper,22,M,75,6.9,False,False,1,0,0,0,32,1,26.0,0,0,1,0,0,7,5,2,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,138892,Shilow Tracey,18,M,68,6.6,False,False,0,0,0,0,18,0,14.0,3,3,0,0,0,7,4,1,1,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,19746,Jack Lankester,14,M,90,6.3,False,False,0,0,0,1,20,1,17.0,0,0,0,0,0,10,2,2,2,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,118365,Saikou Janneh,17,M,90,6.5,False,False,0,0,0,0,15,1,10.0,1,0,3,0,1,15,3,0,2,1,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,107787,Joe Ironside,9,F,64,6.5,False,False,0,0,0,0,11,0,3.0,0,0,0,0,0,16,5,0,1,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,298138,James Holden,13,G,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,138891,Jubril Okedina,15,D,45,6.9,False,True,1,0,0,0,19,0,15.0,0,0,1,0,1,5,3,1,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,20389,Lloyd Jones,6,D,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,18076,James Brophy,7,M,22,6.6,False,True,0,0,0,0,8,1,5.0,0,0,0,0,0,4,1,1,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,17958,Ben Worman,27,M,15,6.7,False,True,0,0,0,0,8,1,4.0,0,0,0,0,1,5,2,0,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,17481,Paul Digby,4,M,15,6.6,False,True,1,1,0,0,6,0,4.0,0,0,0,0,0,4,2,0,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Cambridge United,20316,Sam Smith,10,F,26,6.2,False,True,1,0,0,0,5,0,3.0,3,1,0,0,0,8,2,1,2,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,19406,George Long,1,G,90,6.2,False,False,0,0,0,0,27,0,12.0,0,0,0,0,0,0,0,0,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,19641,Danny McNamara,2,D,90,7.3,False,False,0,0,0,0,30,0,22.0,2,2,5,0,0,15,11,0,3,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,19639,Ryan Leonard,18,D,64,6.7,False,False,1,0,0,0,28,0,15.0,0,0,1,0,1,9,5,1,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,19632,Shaun Hutchinson,4,D,90,7,True,False,1,0,0,0,53,0,31.0,0,0,1,1,0,16,13,0,1,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,278392,Charlie Cresswell,15,D,90,7,False,False,1,0,0,0,51,1,39.0,0,0,0,0,1,9,8,3,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,19636,Murray Wallace,3,D,64,6.3,False,False,1,0,0,0,13,0,8.0,0,0,0,0,0,7,4,1,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,19903,George Honeyman,39,M,61,6.2,False,False,0,0,0,0,12,2,6.0,1,1,1,0,0,9,4,1,2,2,1
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,19213,George Evans,6,M,90,6.2,False,False,0,0,0,0,31,0,21.0,1,0,2,0,0,15,6,0,2,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,19244,George Saville,23,M,90,7.2,False,False,1,0,0,0,47,4,33.0,1,0,1,0,1,7,3,0,1,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,19649,Tom Bradshaw,9,F,4,0,False,False,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,19223,Mason Bennett,20,F,90,6.3,False,False,1,0,0,0,21,2,14.0,2,1,1,0,1,22,6,1,5,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,19717,Bartosz Białkowski,33,G,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,19631,Jake Cooper,5,D,1,0,False,True,0,0,0,0,1,0,0.0,0,0,0,0,0,2,1,0,1,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,350321,Besart Topalloj,40,D,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,19642,Billy Mitchell,8,M,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,19131,Jamie Shackleton,16,M,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,19208,Scott Malone,11,D,26,6.9,False,True,0,0,0,0,5,1,4.0,0,0,0,0,1,0,0,0,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,20377,Tyler Burey,14,M,26,6.7,False,True,0,0,0,0,5,0,4.0,1,1,0,0,0,4,2,1,1,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,3032,Benik Afobe,7,F,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877940,2022-08-02T18:45:00+00:00,League Cup,2022,1st Round,Cambridge United,Millwall,Millwall,200254,Isaac Olaofe,25,F,85,6.3,False,True,3,1,0,0,13,1,10.0,0,0,0,0,0,9,4,1,3,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,19921,Marko Maroši,1,G,90,6.5,False,False,0,0,0,0,39,0,22.0,0,0,0,0,0,0,0,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,19728,Matthew Pennington,5,D,90,6.9,False,False,3,3,0,0,57,0,45.0,0,0,2,0,3,12,6,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,19542,Cheyenne Dunkley,22,D,90,8.3,False,False,2,1,1,0,36,1,26.0,1,1,1,3,5,6,3,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,19887,Tom Flanagan,33,D,90,6.9,False,False,2,1,0,0,43,1,33.0,2,1,1,1,2,10,6,1,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,20254,Rekeil Pyke,15,M,84,6.9,False,False,1,1,0,0,21,2,13.0,4,1,1,0,1,13,7,1,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,19993,Tom Bayliss,20,M,90,7,False,False,1,0,0,0,40,3,29.0,0,0,3,0,0,5,4,1,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,20428,Luke Leahy,3,M,90,8,True,False,2,2,1,0,46,5,37.0,1,1,1,0,1,7,3,1,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,20331,Taylor Moore,6,M,45,6.3,False,False,1,0,0,0,31,0,23.0,0,0,1,0,0,7,3,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,19998,Jordan Shipley,26,M,90,6.9,False,False,1,0,0,0,30,2,21.0,1,1,1,0,0,5,4,0,1,1,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,280678,Tom Bloxham,18,F,45,6.2,False,False,0,0,0,0,9,0,5.0,0,0,0,0,0,5,1,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,82208,Daniel Udoh,11,F,85,7.3,False,False,2,1,1,0,25,1,13.0,0,0,1,0,0,19,9,2,2,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,308965,Jaden Bevan,31,G,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,45310,Harry Burgoyne,13,G,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,20803,Julien Da Costa,29,D,45,7,False,True,0,0,0,1,6,2,2.0,2,1,0,0,0,3,1,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,347263,Kade Craig,27,D,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,118471,George Nurse,23,D,45,6.7,False,True,0,0,0,0,13,0,9.0,0,0,1,0,1,4,2,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,180559,Charlie Caton,19,F,13,7.3,False,True,0,0,0,1,3,2,2.0,0,0,0,0,0,1,0,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,364734,Josh Barlow,30,M,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Shrewsbury,17614,Ryan Bowman,9,F,13,6.7,False,True,0,0,0,0,7,0,4.0,0,0,0,0,0,2,1,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,20132,Tomáš Holý,1,G,90,7.2,False,False,0,0,0,0,34,0,13.0,0,0,0,0,0,0,0,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,325851,Fin Back,25,D,76,6.2,False,False,0,0,0,0,20,0,13.0,0,0,0,0,1,6,2,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,18002,Ben Barclay,26,D,90,6.7,False,False,1,0,0,0,32,0,21.0,1,1,1,2,1,11,6,0,1,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,82061,Corey Whelan,17,D,90,6.6,True,False,1,0,0,0,26,0,21.0,1,1,0,2,1,12,7,0,1,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,18288,Jon Mellish,22,D,90,6.3,False,False,0,0,0,0,33,0,20.0,0,0,1,1,1,9,5,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,129722,Jack Armer,3,D,90,6.6,False,False,0,0,0,0,28,0,13.0,1,0,4,1,2,13,8,0,1,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,153067,Sonny Hilton,12,M,76,7.3,False,False,0,0,0,1,16,3,9.0,2,1,2,0,0,9,4,0,1,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,20053,Callum Anthony Guy,8,M,90,6.6,False,False,0,0,0,0,39,5,28.0,0,0,0,0,1,7,3,2,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,153402,Jayden Harris,29,M,60,6.7,False,False,0,0,0,0,12,0,8.0,2,0,0,1,3,4,1,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,19137,Ryan Edmondson,9,F,36,7.2,False,False,1,1,1,0,9,0,2.0,0,0,0,0,0,6,3,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,20504,Omari Patrick,10,F,60,6.9,False,False,1,1,0,0,17,1,12.0,4,2,1,0,0,9,4,0,1,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,129641,Michael Kelly,30,G,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,338910,Jack Ellis,20,D,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,17662,Jamie Devitt,28,M,14,6.2,False,True,0,0,0,0,11,0,9.0,1,0,0,0,0,2,1,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,98067,Owen Moxon,4,M,30,7.2,False,True,0,0,0,1,16,2,10.0,1,1,1,0,0,6,4,0,1,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,17644,Jordan Gibson,7,M,14,6.3,False,True,0,0,0,0,10,0,9.0,0,0,0,0,0,1,0,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,366629,Ryan Carr,31,M,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,17849,Kristian Dennis,14,F,54,7,False,True,2,1,1,0,7,0,4.0,0,0,0,0,0,3,0,0,0,0,0
877922,2022-08-09T18:30:00+00:00,League Cup,2022,1st Round,Shrewsbury,Carlisle,Carlisle,161640,Jack Stretton,32,F,30,6.3,False,True,1,0,0,0,1,0,1.0,0,0,0,0,0,1,1,0,0,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,17419,Lee Nicholls,21,G,90,5.7,False,False,0,0,0,0,18,0,14.0,0,0,0,0,0,1,1,0,0,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,200116,Brodie Spencer,34,D,90,5.9,False,False,0,0,0,0,26,0,19.0,0,0,4,0,0,14,10,2,1,1,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,19378,Tom Lees,32,D,75,6,True,False,0,0,0,0,68,0,61.0,0,0,1,0,2,3,2,0,1,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,17800,William Boyle,12,D,90,6.3,False,False,0,0,0,0,45,0,39.0,0,0,1,0,3,7,4,0,1,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,36920,Yuta Nakayama,33,D,90,5.9,False,False,0,0,0,0,45,0,41.0,0,0,0,0,3,7,2,0,1,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,19214,Duane Holmes,19,M,54,6.2,False,False,0,0,0,0,18,0,12.0,3,2,2,0,0,11,5,0,2,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,152946,Jon Russell,5,M,54,6.3,False,False,0,0,0,0,27,0,25.0,0,0,1,0,0,7,4,1,2,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,297139,Etienne Camara,24,M,90,6.5,False,False,0,0,0,0,60,1,55.0,4,2,2,0,1,13,8,1,1,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,19531,Connor Mahoney,11,M,84,6.2,False,False,0,0,0,0,26,0,22.0,0,0,2,0,0,2,2,0,1,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,19086,Jordan Rhodes,9,F,90,7,False,False,1,1,1,0,26,0,16.0,0,0,1,0,0,13,5,1,0,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,18080,Josh Koroma,10,F,55,6.2,False,False,0,0,0,0,12,0,8.0,2,0,0,0,0,6,1,0,1,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,236367,Nicholas Bilokapic,41,G,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,20048,Oliver Turton,2,D,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,127119,Ben Jackson,30,D,10,6.7,False,True,0,0,0,0,2,1,1.0,0,0,0,0,0,1,0,0,0,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,129726,Rarmani Edmonds-Green,23,D,15,6.7,False,True,0,0,0,0,12,0,8.0,0,0,0,0,0,0,0,0,0,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,18599,Sorba Thomas,7,M,35,6.6,False,True,1,1,0,0,10,1,9.0,1,0,0,0,0,2,0,0,1,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,20372,Jack Rudoni,22,M,36,7,False,True,1,1,0,0,27,0,24.0,2,1,0,0,0,2,1,0,0,0,0
877921,2022-08-09T18:45:00+00:00,League Cup,2022,1st Round,Huddersfield,Preston,Huddersfield,20119,Josh Ruffels,14,D,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
