Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,Nation,Age,Min,SoTA,GA,Saves,Save%
737af5bf,https://fbref.com/en/matches/737af5bf/Liverpool-Aston-Villa-November-9-2024-Premier-League,2024-11-09,Premier League,Matchweek 11,Away,Liverpool,L,2024-11-09_premier_league_liverpool,Aston Villa,Emiliano Martínez,ar ARG,32-068,90,5,2,3,60.0
