name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team,match
Yankuba Minteh,Yankuba,Minteh,yankuba-minteh,Y. Minteh,M,11,7891,M,minteh01,1400106,"{'nameTranslation': {'ar': 'مينتيه، يانكوبا', 'bn': 'মিন্টেহ, ইয়ানকুবা', 'hi': 'मिंतेह, यानकूबा'}, 'shortNameTranslation': {'ar': 'ي. مينتيه', 'bn': 'ওয়াই. মিন্টেহ', 'hi': 'वाई. मिंतेह'}}",79.580952380952,38.971428571429,21,Brighton & Hove Albion,1745676000_brighton_hove_albion_vs_west_ham_united
Bart Verbruggen,,,bart-verbruggen,B. Verbruggen,G,1,4860,M,,994363,"{'nameTranslation': {'ar': 'بارت فيربروغين', 'bn': 'বার্ট ভারব্রুগেন', 'hi': 'बार्ट वर्ब्रुगेन'}, 'shortNameTranslation': {'ar': 'ب. فيربروغين', 'bn': 'বি. ভারব্রুগেন', 'hi': 'बी. वर्ब्रुगेन'}}",11.361111111111,50.083333333333,36,Brighton & Hove Albion,1745676000_brighton_hove_albion_vs_west_ham_united
Carlos Baleba,Carlos,Baleba,carlos-baleba,C. Baleba,M,17,29289,M,carlos_baleba,1199043,"{'nameTranslation': {'ar': 'باليبا، كارلوس', 'bn': 'বালেবা, কার্লোস', 'hi': 'बलेबा, कार्लोस'}, 'shortNameTranslation': {'ar': 'ك. باليبا', 'bn': 'সি. বালেবা', 'hi': 'सी. बलेबा'}}",39.873076923077,64.2125,104,Brighton & Hove Albion,1745676000_brighton_hove_albion_vs_west_ham_united
Pervis Estupiñán,Pervis,Estupinan,pervis-estupinan,P. Estupiñán,M,2,16387,M,pervisestupinan,805465,"{'nameTranslation': {'ar': 'بيرفيس إستوبينيان', 'bn': 'পারভিস এস্তুপিনান', 'hi': 'परविस एस्टुपिनान'}, 'shortNameTranslation': {'ar': 'ب. إستوبينيان', 'bn': 'পি. এস্তুপিনান', 'hi': 'पी. एस्टुपिनान'}}",52.713725490196,81.348039215686,102,Brighton & Hove Albion,1745676000_brighton_hove_albion_vs_west_ham_united
Danny Welbeck,,,danny-welbeck,D. Welbeck,F,18,6619,M,,33902,"{'nameTranslation': {'ar': 'داني ويلبيك', 'bn': 'ড্যানি ওয়েলবেক', 'hi': 'डैनी वेल्बेक'}, 'shortNameTranslation': {'ar': 'د. ويلبيك', 'bn': 'ডি. ওয়েলবেক', 'hi': 'डी. वेल्बेक'}}",61.954545454545,40.584848484848,33,Brighton & Hove Albion,1745676000_brighton_hove_albion_vs_west_ham_united
Brajan Gruda,Brajan Gruda,,gruda-brajan,B. Gruda,M,10,3242,M,,1198075,"{'nameTranslation': {'ar': 'غرودا، برايان', 'bn': 'গ্রুডা, ব্রজান', 'hi': 'ग्रुडा, ब्रजन'}, 'shortNameTranslation': {'ar': 'ب. غرودا', 'bn': 'বি. গ্রুডা', 'hi': 'बी. ग्रुडा'}}",73.08,26.73,10,Brighton & Hove Albion,1745676000_brighton_hove_albion_vs_west_ham_united
Simon Adingra,,,simon-adingra,S. Adingra,M,24,63627,M,simon.adingra,1110842,"{'nameTranslation': {'ar': 'سيمون أدينغرا', 'bn': 'সাইমন আদিংরা', 'hi': 'साइमन एडिंगरा'}, 'shortNameTranslation': {'ar': 'س. أدينغرا', 'bn': 'এস. আদিংরা', 'hi': 'एस. एडिंगरा'}}",63.19756097561,83.012195121951,41,Brighton & Hove Albion,1745676000_brighton_hove_albion_vs_west_ham_united
Solly March,Solly,March,solly-march,S. March,M,7,1285,M,,301288,"{'nameTranslation': {'ar': 'سولي مارتش', 'bn': 'সলি মার্চ', 'hi': 'सोली मार्च'}, 'shortNameTranslation': {'ar': 'س. مارتش', 'bn': 'এস. মার্চ', 'hi': 'एस. मार्च'}}",59.804255319149,23.457446808511,47,Brighton & Hove Albion,1745676000_brighton_hove_albion_vs_west_ham_united
Matt O'Riley,Matt,O'Riley,matt-oriley,M. O'Riley,M,33,4966,M,,891829,"{'nameTranslation': {'ar': 'مات أورايلي', 'bn': ""ম্যাট ও'রিলে"", 'hi': ""मैट ओ'रिली""}, 'shortNameTranslation': {'ar': 'م. أورايلي', 'bn': ""এম. ও'রিলে"", 'hi': ""एम. ओ'रिली""}}",63.36976744186,28.955813953488,43,Brighton & Hove Albion,1745676000_brighton_hove_albion_vs_west_ham_united
Jack Hinshelwood,Jack Hinshelwood,,jack-hinshelwood,J. Hinshelwood,M,13,1804,M,,1142315,"{'nameTranslation': {'ar': 'جاك هينشلوود', 'bn': 'জ্যাক হিনশেলউড', 'hi': 'जैक हिन्शेलवुड'}, 'shortNameTranslation': {'ar': 'ج. هينشلوود', 'bn': 'জে. হিনশেলউড', 'hi': 'जे. हिन्शेलवुड'}}",53.112162162162,48.959459459459,74,Brighton & Hove Albion,1745676000_brighton_hove_albion_vs_west_ham_united
