season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2023-2024,2028,I. Coulibaly,Sheffield Utd,Missing Fixture,Knee Injury,2023-08-12,,6
2023-2024,19201,J. Bogle,Sheffield Utd,Missing Fixture,Knee Injury,2023-08-12,,136
2023-2024,19102,J. Fleck,Sheffield Utd,Missing Fixture,Calf Injury,2023-08-12,,43
2023-2024,303,R. Brewster,Sheffield Utd,Missing Fixture,Muscle Injury,2023-08-12,,245
2023-2024,18331,R. Norrington-Davies,Sheffield Utd,Missing Fixture,Muscle Injury,2023-08-12,,281
2023-2024,2028,I. Coulibaly,Sheffield Utd,Missing Fixture,Knee Injury,2023-08-18,,6
2023-2024,19102,J. Fleck,Sheffield Utd,Missing Fixture,Calf Injury,2023-08-18,,43
2023-2024,303,R. Brewster,Sheffield Utd,Missing Fixture,Muscle Injury,2023-08-18,,245
2023-2024,18331,R. Norrington-Davies,Sheffield Utd,Missing Fixture,Muscle Injury,2023-08-18,,281
2023-2024,296458,D. Jebbison,Sheffield Utd,Missing Fixture,Muscle Injury,2023-08-27,,258
2023-2024,19102,J. Fleck,Sheffield Utd,Missing Fixture,Calf Injury,2023-08-27,,43
2023-2024,44809,M. Lowe,Sheffield Utd,Missing Fixture,Ankle Injury,2023-08-27,,251
2023-2024,303,R. Brewster,Sheffield Utd,Missing Fixture,Muscle Injury,2023-08-27,,245
2023-2024,18331,R. Norrington-Davies,Sheffield Utd,Missing Fixture,Muscle Injury,2023-08-27,,281
2023-2024,19302,B. Osborn,Sheffield Utd,Missing Fixture,Groin Injury,2023-09-02,,35
2023-2024,296458,D. Jebbison,Sheffield Utd,Missing Fixture,Muscle Injury,2023-09-02,,258
2023-2024,19102,J. Fleck,Sheffield Utd,Missing Fixture,Calf Injury,2023-09-02,,43
2023-2024,44809,M. Lowe,Sheffield Utd,Missing Fixture,Ankle Injury,2023-09-02,,251
2023-2024,303,R. Brewster,Sheffield Utd,Missing Fixture,Muscle Injury,2023-09-02,,245
