Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Rico Lewis,engENG,DF,19,2,2,180,2.0,0,1,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50,Matches
James Mcatee,engENG,MF,21,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Matheus Nunes,ptPOR,MF,25,2,2,180,2.0,2,0,2,2,0,0,0,0,1.00,0.00,1.00,1.00,1.00,Matches
Stefan Ortega,deGER,GK,31,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
John Stones,engENG,"MF,DF",30,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Nico O’Reilly,engENG,"MF,DF",19,2,2,162,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Phil Foden,engENG,"MF,FW",24,2,2,147,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Sávio,brBRA,MF,20,2,1,107,1.2,0,1,1,0,0,0,0,0,0.00,0.84,0.84,0.00,0.84,Matches
Jack Grealish,engENG,FW,28,1,1,90,1.0,0,1,1,0,0,0,0,0,0.00,1.00,1.00,0.00,1.00,Matches
Kyle Walker,engENG,MF,34,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kaden Braithwaite,engENG,DF,16,1,1,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Nathan Aké,nlNED,DF,29,1,1,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rúben Dias,ptPOR,DF,27,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jeremy Doku,beBEL,MF,22,1,1,45,0.5,1,0,1,1,0,0,0,0,2.00,0.00,2.00,2.00,2.00,Matches
İlkay Gündoğan,deGER,MF,33,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Joško Gvardiol,hrCRO,DF,22,2,0,60,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jacob Wright,engENG,MF,18,2,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Mateo Kovačić,hrCRO,MF,30,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Bernardo Silva,ptPOR,"FW,MF",29,1,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jahmai Simpson-Pusey,engENG,DF,18,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Manuel Akanji,chSUI,"DF,MF",29,0,0,,,,,,,,,,,,,,,,Matches
Farid Alfa-Ruprecht,deGER,MF,18,0,0,,,,,,,,,,,,,,,,Matches
Ederson,brBRA,GK,30,0,0,,,,,,,,,,,,,,,,Matches
Erling Haaland,noNOR,"FW,MF",24,0,0,,,,,,,,,,,,,,,,Matches
