Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Manuel Akanji,chSUI,DF,29,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rúben Dias,ptPOR,DF,27,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ederson,brBRA,GK,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Erling Haaland,noNOR,FW,24,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Mateo Kovačić,hrCRO,MF,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rico Lewis,engENG,DF,19,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Oscar Bobb,noNOR,FW,21,1,1,89,1.0,0,1,1,0,0,0,0,0,0.00,1.01,1.01,0.00,1.01,Matches
Joško Gvardiol,hrCRO,DF,22,1,1,89,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
James Mcatee,engENG,MF,21,1,1,79,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jeremy Doku,beBEL,FW,22,1,1,62,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Nico O’Reilly,engENG,MF,19,1,1,62,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Matheus Nunes,ptPOR,"DF,MF",25,1,0,28,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Sávio,brBRA,"FW,MF",20,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Bernardo Silva,ptPOR,"FW,MF",29,1,0,11,0.1,1,0,1,1,0,0,1,0,8.18,0.00,8.18,8.18,8.18,Matches
Nathan Aké,nlNED,"DF,MF",29,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kevin De Bruyne,beBEL,"FW,MF",33,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Scott Carson,engENG,GK,38,0,0,,,,,,,,,,,,,,,,Matches
Issa Kaboré,bfBFA,"DF,MF",23,0,0,,,,,,,,,,,,,,,,Matches
Stefan Ortega,deGER,GK,31,0,0,,,,,,,,,,,,,,,,Matches
Kalvin Phillips,engENG,"DF,MF",28,0,0,,,,,,,,,,,,,,,,Matches
