Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Joško Gvardiol,hrCRO,DF,22,53,49,"4,510",50.1,6,1,7,6,0,0,2,0,0.12,0.02,0.14,0.12,0.14,Matches
Bernardo Silva,ptPOR,MF,29,49,42,"3,903",43.4,5,4,9,5,0,0,10,0,0.12,0.09,0.21,0.12,0.21,Matches
Erling Haaland,noNOR,"FW,MF",24,44,43,"3,777",42.0,31,4,35,26,5,8,2,0,0.74,0.10,0.83,0.62,0.71,Matches
Ederson,brBRA,GK,30,37,37,"3,310",36.8,0,4,4,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches
Rúben Dias,ptPOR,"DF,MF",27,41,36,"3,219",35.8,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
İlkay Gündoğan,deGER,"MF,FW",33,50,36,"3,166",35.2,3,6,9,3,0,0,2,0,0.09,0.17,0.26,0.09,0.26,Matches
Rico Lewis,engENG,DF,19,43,33,"3,073",34.1,2,5,7,2,0,0,5,1,0.06,0.15,0.21,0.06,0.21,Matches
Manuel Akanji,chSUI,"DF,MF",29,37,33,"2,883",32.0,0,1,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches
Phil Foden,engENG,MF,24,45,31,"2,841",31.6,10,5,15,10,0,0,2,0,0.32,0.16,0.48,0.32,0.48,Matches
Mateo Kovačić,hrCRO,MF,30,42,31,"2,828",31.4,7,3,10,7,0,0,6,1,0.22,0.10,0.32,0.22,0.32,Matches
Sávio,brBRA,"MF,FW",20,45,33,"2,776",30.8,2,10,12,2,0,0,4,0,0.06,0.32,0.39,0.06,0.39,Matches
Matheus Nunes,ptPOR,"MF,DF",25,39,30,"2,683",29.8,4,10,14,3,1,1,7,0,0.13,0.34,0.47,0.10,0.44,Matches
Kevin De Bruyne,beBEL,MF,33,40,27,"2,389",26.5,6,8,14,6,0,0,3,0,0.23,0.30,0.53,0.23,0.53,Matches
Jeremy Doku,beBEL,MF,22,38,22,"1,989",22.1,6,9,15,5,1,1,1,0,0.27,0.41,0.68,0.23,0.63,Matches
Stefan Ortega,deGER,GK,31,21,20,"1,820",20.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Omar Marmoush,egEGY,FW,25,22,18,"1,547",17.2,8,1,9,8,0,1,0,0,0.47,0.06,0.52,0.47,0.52,Matches
Jack Grealish,engENG,"MF,FW",28,32,16,"1,526",17.0,3,5,8,2,1,1,5,0,0.18,0.29,0.47,0.12,0.41,Matches
Nico O’Reilly,engENG,"DF,MF",19,19,14,"1,238",13.8,5,2,7,5,0,0,2,0,0.36,0.15,0.51,0.36,0.51,Matches
Kyle Walker,engENG,DF,34,18,11,"1,163",12.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
John Stones,engENG,"DF,MF",30,20,13,"1,136",12.6,3,2,5,3,0,0,2,0,0.24,0.16,0.40,0.24,0.40,Matches
Nathan Aké,nlNED,DF,29,18,14,"1,126",12.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
James Mcatee,engENG,MF,21,27,9,945,10.5,7,0,7,7,0,0,4,0,0.67,0.00,0.67,0.67,0.67,Matches
Nicolás González,esESP,MF,22,16,11,889,9.9,2,0,2,2,0,0,4,0,0.20,0.00,0.20,0.20,0.20,Matches
Abdukodir Khusanov,uzUZB,DF,20,9,8,683,7.6,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches
Jahmai Simpson-Pusey,engENG,DF,18,6,3,315,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Rodri,esESP,DF,28,4,2,163,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Vitor Reis,brBRA,DF,18,3,2,136,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Divin Mubama,engENG,FW,19,2,1,118,1.3,1,0,1,1,0,0,0,0,0.76,0.00,0.76,0.76,0.76,Matches
Oscar Bobb,noNOR,"FW,MF",21,4,1,105,1.2,0,1,1,0,0,0,0,0,0.00,0.86,0.86,0.00,0.86,Matches
Kaden Braithwaite,engENG,DF,16,1,1,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jacob Wright,engENG,MF,18,2,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Claudio Echeverri,arARG,MF,18,2,0,21,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Scott Carson,engENG,GK,38,0,0,,,,,,,,,,,,,,,,Matches
Farid Alfa-Ruprecht,deGER,MF,18,0,0,,,,,,,,,,,,,,,,Matches
Kalvin Phillips,engENG,"DF,MF",28,0,0,,,,,,,,,,,,,,,,Matches
Thorsten Brits,engENG,GK,17,0,0,,,,,,,,,,,,,,,,Matches
Issa Kaboré,bfBFA,"DF,MF",23,0,0,,,,,,,,,,,,,,,,Matches
Josh Wilson-Esbrand,engENG,DF,21,0,0,,,,,,,,,,,,,,,,Matches
Max Alleyne,engENG,DF,19,0,0,,,,,,,,,,,,,,,,Matches
Max Hudson,wlsWAL,GK,16,0,0,,,,,,,,,,,,,,,,Matches
