Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Joško Gvardiol,hrCRO,DF,22,10,9,814,9.0,0,1,1,0,0,0,0,0,0.00,0.11,0.11,0.00,0.11,Matches
Erling Haaland,noNOR,"FW,MF",24,9,9,769,8.5,8,0,8,6,2,3,0,0,0.94,0.00,0.94,0.70,0.70,Matches
Bernardo Silva,ptPOR,MF,29,9,9,763,8.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Ederson,brBRA,GK,30,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Manuel Akanji,chSUI,"DF,MF",29,8,8,644,7.2,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches
Phil Foden,engENG,MF,24,9,7,687,7.6,3,1,4,3,0,0,0,0,0.39,0.13,0.52,0.39,0.52,Matches
Sávio,brBRA,"MF,FW",20,9,7,576,6.4,1,1,2,1,0,0,1,0,0.16,0.16,0.31,0.16,0.31,Matches
Rico Lewis,engENG,DF,19,9,6,640,7.1,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches
Matheus Nunes,ptPOR,"MF,DF",25,7,6,531,5.9,1,3,4,0,1,1,1,0,0.17,0.51,0.68,0.00,0.51,Matches
İlkay Gündoğan,deGER,"MF,FW",33,10,6,523,5.8,2,0,2,2,0,0,1,0,0.34,0.00,0.34,0.34,0.34,Matches
Rúben Dias,ptPOR,"DF,MF",27,7,5,453,5.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Kevin De Bruyne,beBEL,MF,33,7,5,397,4.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
John Stones,engENG,"DF,MF",30,6,5,363,4.0,1,2,3,1,0,0,1,0,0.25,0.50,0.74,0.25,0.74,Matches
Jack Grealish,engENG,"MF,FW",28,6,4,353,3.9,1,0,1,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches
Mateo Kovačić,hrCRO,MF,30,6,3,308,3.4,1,0,1,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29,Matches
Nathan Aké,nlNED,DF,29,4,3,284,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jeremy Doku,beBEL,MF,22,4,2,193,2.1,0,1,1,0,0,0,0,0,0.00,0.47,0.47,0.00,0.47,Matches
Stefan Ortega,deGER,GK,31,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jahmai Simpson-Pusey,engENG,DF,18,2,1,112,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kyle Walker,engENG,DF,34,2,1,103,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Omar Marmoush,egEGY,FW,25,2,1,97,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Nicolás González,esESP,MF,22,1,1,90,1.0,1,0,1,1,0,0,1,0,1.00,0.00,1.00,1.00,1.00,Matches
Abdukodir Khusanov,uzUZB,DF,20,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rodri,esESP,DF,28,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
James Mcatee,engENG,MF,21,5,0,110,1.2,1,0,1,1,0,0,1,0,0.82,0.00,0.82,0.82,0.82,Matches
Nico O’Reilly,engENG,"DF,MF",19,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Max Alleyne,engENG,DF,19,0,0,,,,,,,,,,,,,,,,Matches
Scott Carson,engENG,GK,38,0,0,,,,,,,,,,,,,,,,Matches
Max Hudson,wlsWAL,GK,16,0,0,,,,,,,,,,,,,,,,Matches
Josh Wilson-Esbrand,engENG,DF,21,0,0,,,,,,,,,,,,,,,,Matches
Jacob Wright,engENG,MF,18,0,0,,,,,,,,,,,,,,,,Matches
