Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Joško Gvardiol,hrCRO,DF,22,37,36,"3,277",36.4,5,0,5,5,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches
Erling Haaland,noNOR,FW,24,31,31,"2,736",30.4,22,3,25,19,3,4,2,0,0.72,0.10,0.82,0.62,0.72,Matches
Bernardo Silva,ptPOR,MF,29,33,29,"2,670",29.7,4,4,8,4,0,0,7,0,0.13,0.13,0.27,0.13,0.27,Matches
Ederson,brBRA,GK,30,26,26,"2,320",25.8,0,4,4,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,Matches
Rúben Dias,ptPOR,"DF,MF",27,27,25,"2,271",25.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
İlkay Gündoğan,deGER,MF,33,33,25,"2,223",24.7,1,6,7,1,0,0,1,0,0.04,0.24,0.28,0.04,0.28,Matches
Mateo Kovačić,hrCRO,"MF,DF",30,31,25,"2,198",24.4,6,2,8,6,0,0,5,1,0.25,0.08,0.33,0.25,0.33,Matches
Manuel Akanji,chSUI,"DF,MF",29,26,23,"2,014",22.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Rico Lewis,engENG,"DF,MF",19,28,21,"1,893",21.0,1,2,3,1,0,0,5,1,0.05,0.10,0.14,0.05,0.14,Matches
Sávio,brBRA,"MF,FW",20,29,21,"1,766",19.6,1,8,9,1,0,0,3,0,0.05,0.41,0.46,0.05,0.46,Matches
Phil Foden,engENG,"MF,FW",24,28,20,"1,777",19.7,7,2,9,7,0,0,2,0,0.35,0.10,0.46,0.35,0.46,Matches
Kevin De Bruyne,beBEL,"MF,FW",33,28,19,"1,702",18.9,4,7,11,4,0,0,2,0,0.21,0.37,0.58,0.21,0.58,Matches
Matheus Nunes,ptPOR,"DF,MF",25,26,19,"1,674",18.6,1,6,7,1,0,0,4,0,0.05,0.32,0.38,0.05,0.38,Matches
Jeremy Doku,beBEL,"MF,FW",22,29,16,"1,516",16.8,3,6,9,3,0,0,1,0,0.18,0.36,0.53,0.18,0.53,Matches
Omar Marmoush,egEGY,"MF,FW",25,16,14,"1,175",13.1,7,0,7,7,0,0,0,0,0.54,0.00,0.54,0.54,0.54,Matches
Stefan Ortega,deGER,GK,31,13,12,"1,100",12.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Kyle Walker,engENG,DF,34,15,9,970,10.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Nicolás González,esESP,MF,22,11,9,760,8.4,1,0,1,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,Matches
Nathan Aké,nlNED,DF,29,10,8,678,7.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jack Grealish,engENG,"MF,FW",28,20,7,721,8.0,1,1,2,1,0,0,3,0,0.12,0.12,0.25,0.12,0.25,Matches
John Stones,engENG,DF,30,11,6,548,6.1,2,0,2,2,0,0,1,0,0.33,0.00,0.33,0.33,0.33,Matches
Nico O’Reilly,engENG,DF,19,9,6,528,5.9,2,0,2,2,0,0,0,0,0.34,0.00,0.34,0.34,0.34,Matches
Abdukodir Khusanov,uzUZB,DF,20,6,6,503,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
James Mcatee,engENG,MF,21,15,3,349,3.9,3,0,3,3,0,0,1,0,0.77,0.00,0.77,0.77,0.77,Matches
Jahmai Simpson-Pusey,engENG,DF,18,2,1,96,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Rodri,esESP,MF,28,3,1,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Divin Mubama,engENG,FW,19,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Oscar Bobb,noNOR,"FW,MF",21,3,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Claudio Echeverri,arARG,MF,18,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Vitor Reis,brBRA,DF,18,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Max Alleyne,engENG,DF,19,0,0,,,,,,,,,,,,,,,,Matches
Thorsten Brits,engENG,GK,17,0,0,,,,,,,,,,,,,,,,Matches
Scott Carson,engENG,GK,38,0,0,,,,,,,,,,,,,,,,Matches
Issa Kaboré,bfBFA,"DF,MF",23,0,0,,,,,,,,,,,,,,,,Matches
Josh Wilson-Esbrand,engENG,DF,21,0,0,,,,,,,,,,,,,,,,Matches
Jacob Wright,engENG,MF,18,0,0,,,,,,,,,,,,,,,,Matches
