season,player_id,player_name,team_name,injury_type,reason,fixture_date,days_out
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2022-09-03,295
2022-2023,19127,A. Forshaw,Leeds,Questionable,Ankle Injury,2022-10-02,0
2022-2023,328089,A. Gray,Leeds,Missing Fixture,Foot Injury,2022-10-02,6
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2022-10-02,295
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Ankle Injury,2022-10-09,34
2022-2023,328089,A. Gray,Leeds,Missing Fixture,Foot Injury,2022-10-09,6
2022-2023,37161,L. Sinisterra,Leeds,Missing Fixture,Red Card,2022-10-09,63
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2022-10-09,295
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Ankle Injury,2022-10-16,34
2022-2023,328089,A. Gray,Leeds,Questionable,Foot Injury,2022-10-16,0
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2022-10-16,295
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Ankle Injury,2022-10-20,34
2022-2023,328089,A. Gray,Leeds,Questionable,Foot Injury,2022-10-20,0
2022-2023,64003,P. Struijk,Leeds,Missing Fixture,Injury,2022-10-20,114
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2022-10-20,295
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Ankle Injury,2022-10-23,34
2022-2023,328089,A. Gray,Leeds,Questionable,Foot Injury,2022-10-23,0
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2022-10-23,295
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Ankle Injury,2022-10-29,34
2022-2023,328089,A. Gray,Leeds,Questionable,Foot Injury,2022-10-29,0
2022-2023,37161,L. Sinisterra,Leeds,Questionable,Foot Injury,2022-10-29,0
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2022-10-29,295
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Ankle Injury,2022-11-05,34
2022-2023,328089,A. Gray,Leeds,Questionable,Foot Injury,2022-11-05,0
2022-2023,37161,L. Sinisterra,Leeds,Missing Fixture,Foot Injury,2022-11-05,69
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2022-11-05,295
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Ankle Injury,2022-11-12,34
2022-2023,328089,A. Gray,Leeds,Questionable,Foot Injury,2022-11-12,0
2022-2023,19128,J. Harrison,Leeds,Questionable,Muscle Injury,2022-11-12,0
2022-2023,37161,L. Sinisterra,Leeds,Missing Fixture,Foot Injury,2022-11-12,69
2022-2023,3008,M. Klich,Leeds,Missing Fixture,Knee Injury,2022-11-12,0
2022-2023,19134,P. Bamford,Leeds,Missing Fixture,Muscle Injury,2022-11-12,0
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2022-11-12,295
2022-2023,328089,A. Gray,Leeds,Missing Fixture,Foot Injury,2022-12-28,16
2022-2023,37161,L. Sinisterra,Leeds,Missing Fixture,Foot Injury,2022-12-28,69
2022-2023,19134,P. Bamford,Leeds,Questionable,Muscle Injury,2022-12-28,0
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2022-12-28,295
2022-2023,1150,T. Adams,Leeds,Missing Fixture,Red Card,2022-12-28,150
2022-2023,328089,A. Gray,Leeds,Missing Fixture,Foot Injury,2022-12-31,16
2022-2023,37161,L. Sinisterra,Leeds,Missing Fixture,Foot Injury,2022-12-31,69
2022-2023,19134,P. Bamford,Leeds,Questionable,Muscle Injury,2022-12-31,0
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2022-12-31,295
2022-2023,328089,A. Gray,Leeds,Missing Fixture,Foot Injury,2023-01-04,16
2022-2023,37161,L. Sinisterra,Leeds,Missing Fixture,Foot Injury,2023-01-04,69
2022-2023,19134,P. Bamford,Leeds,Questionable,Muscle Injury,2023-01-04,0
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-01-04,295
2022-2023,19127,A. Forshaw,Leeds,Questionable,Muscle Injury,2023-01-13,0
2022-2023,328089,A. Gray,Leeds,Missing Fixture,Foot Injury,2023-01-13,16
2022-2023,37724,C. Summerville,Leeds,Missing Fixture,Ankle Injury,2023-01-13,8
2022-2023,37161,L. Sinisterra,Leeds,Missing Fixture,Foot Injury,2023-01-13,69
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-01-13,295
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Muscle Injury,2023-01-22,72
2022-2023,328089,A. Gray,Leeds,Questionable,Foot Injury,2023-01-22,0
2022-2023,37724,C. Summerville,Leeds,Missing Fixture,Ankle Injury,2023-01-22,8
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-01-22,295
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Muscle Injury,2023-02-05,72
2022-2023,328089,A. Gray,Leeds,Missing Fixture,Foot Injury,2023-02-05,20
2022-2023,26238,R. Koch,Leeds,Missing Fixture,Yellow Cards,2023-02-05,0
2022-2023,935,Rodrigo,Leeds,Missing Fixture,Knee Injury,2023-02-05,182
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-02-05,295
2022-2023,284408,S. Perkins,Leeds,Questionable,Ankle Injury,2023-02-05,0
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Muscle Injury,2023-02-08,72
2022-2023,328089,A. Gray,Leeds,Missing Fixture,Foot Injury,2023-02-08,20
2022-2023,935,Rodrigo,Leeds,Missing Fixture,Knee Injury,2023-02-08,182
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-02-08,295
2022-2023,284408,S. Perkins,Leeds,Questionable,Ankle Injury,2023-02-08,0
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Muscle Injury,2023-02-12,72
2022-2023,328089,A. Gray,Leeds,Missing Fixture,Foot Injury,2023-02-12,20
2022-2023,19118,L. Cooper,Leeds,Questionable,Injury,2023-02-12,0
2022-2023,37161,L. Sinisterra,Leeds,Questionable,Thigh Injury,2023-02-12,0
2022-2023,47341,M. Roca,Leeds,Questionable,Injury,2023-02-12,0
2022-2023,64003,P. Struijk,Leeds,Missing Fixture,Head Injury,2023-02-12,114
2022-2023,935,Rodrigo,Leeds,Missing Fixture,Knee Injury,2023-02-12,182
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-02-12,295
2022-2023,284408,S. Perkins,Leeds,Questionable,Ankle Injury,2023-02-12,0
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Muscle Injury,2023-02-18,72
2022-2023,328089,A. Gray,Leeds,Missing Fixture,Foot Injury,2023-02-18,20
2022-2023,37161,L. Sinisterra,Leeds,Questionable,Thigh Injury,2023-02-18,0
2022-2023,47341,M. Roca,Leeds,Questionable,Injury,2023-02-18,0
2022-2023,935,Rodrigo,Leeds,Missing Fixture,Knee Injury,2023-02-18,182
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-02-18,295
2022-2023,284408,S. Perkins,Leeds,Questionable,Ankle Injury,2023-02-18,0
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Muscle Injury,2023-02-25,72
2022-2023,328089,A. Gray,Leeds,Missing Fixture,Foot Injury,2023-02-25,20
2022-2023,37161,L. Sinisterra,Leeds,Questionable,Thigh Injury,2023-02-25,0
2022-2023,935,Rodrigo,Leeds,Missing Fixture,Knee Injury,2023-02-25,182
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-02-25,295
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Muscle Injury,2023-03-04,72
2022-2023,19118,L. Cooper,Leeds,Questionable,Muscle Injury,2023-03-04,0
2022-2023,37161,L. Sinisterra,Leeds,Questionable,Thigh Injury,2023-03-04,0
2022-2023,935,Rodrigo,Leeds,Missing Fixture,Knee Injury,2023-03-04,182
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-03-04,295
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Muscle Injury,2023-03-11,72
2022-2023,19118,L. Cooper,Leeds,Questionable,Muscle Injury,2023-03-11,0
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-03-11,295
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Muscle Injury,2023-03-18,72
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-03-18,295
2022-2023,1150,T. Adams,Leeds,Missing Fixture,Thigh Injury,2023-03-18,150
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Muscle Injury,2023-04-01,72
2022-2023,2048,M. Wober,Leeds,Missing Fixture,Muscle Injury,2023-04-01,7
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-04-01,295
2022-2023,1150,T. Adams,Leeds,Missing Fixture,Thigh Injury,2023-04-01,150
2022-2023,162128,W. Gnonto,Leeds,Missing Fixture,Ankle Injury,2023-04-01,0
2022-2023,19127,A. Forshaw,Leeds,Missing Fixture,Muscle Injury,2023-04-04,72
2022-2023,2048,M. Wober,Leeds,Missing Fixture,Muscle Injury,2023-04-04,7
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-04-04,295
2022-2023,1150,T. Adams,Leeds,Missing Fixture,Thigh Injury,2023-04-04,150
2022-2023,2048,M. Wober,Leeds,Missing Fixture,Muscle Injury,2023-04-09,7
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-04-09,295
2022-2023,1150,T. Adams,Leeds,Missing Fixture,Thigh Injury,2023-04-09,150
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-04-17,295
2022-2023,1150,T. Adams,Leeds,Missing Fixture,Thigh Injury,2023-04-17,150
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-04-22,295
2022-2023,1150,T. Adams,Leeds,Missing Fixture,Thigh Injury,2023-04-22,150
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-04-25,295
2022-2023,1150,T. Adams,Leeds,Missing Fixture,Thigh Injury,2023-04-25,150
2022-2023,37161,L. Sinisterra,Leeds,Missing Fixture,Thigh Injury,2023-04-30,28
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-04-30,295
2022-2023,1150,T. Adams,Leeds,Missing Fixture,Thigh Injury,2023-04-30,150
2022-2023,19118,L. Cooper,Leeds,Missing Fixture,Muscle Injury,2023-05-06,0
2022-2023,37161,L. Sinisterra,Leeds,Missing Fixture,Thigh Injury,2023-05-06,28
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-05-06,295
2022-2023,1150,T. Adams,Leeds,Missing Fixture,Thigh Injury,2023-05-06,150
2022-2023,19118,L. Cooper,Leeds,Questionable,Muscle Injury,2023-05-13,0
2022-2023,37161,L. Sinisterra,Leeds,Missing Fixture,Thigh Injury,2023-05-13,28
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-05-13,295
2022-2023,1150,T. Adams,Leeds,Missing Fixture,Thigh Injury,2023-05-13,150
2022-2023,1564,J. Firpo,Leeds,Missing Fixture,Red Card,2023-05-21,0
2022-2023,37161,L. Sinisterra,Leeds,Missing Fixture,Thigh Injury,2023-05-21,28
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-05-21,295
2022-2023,1150,T. Adams,Leeds,Missing Fixture,Thigh Injury,2023-05-21,150
2022-2023,37161,L. Sinisterra,Leeds,Missing Fixture,Thigh Injury,2023-05-28,28
2022-2023,19134,P. Bamford,Leeds,Questionable,Thigh Injury,2023-05-28,0
2022-2023,19126,S. Dallas,Leeds,Missing Fixture,Broken Leg,2023-05-28,295
2022-2023,1150,T. Adams,Leeds,Missing Fixture,Thigh Injury,2023-05-28,150
