Date,start_time,Competition,Round,Day,Venue,Result,goals_for,goals_against,Opponent,possession,attendance,captain,formation,opp_formation,referee,Match_Report_URL,Match_Report,notes
2025-01-11,12:15(13:15),FA Cup,Third round proper,Sat,Home,W,4,0,Accrington Stanley,,"60,261",Trent Alexander-Arnold,4-3-3,4-3-1-2,Lewis Smith,https://fbref.com/en/matches/71f78ca3/Liverpool-Accrington-Stanley-January-11-2025-FA-Cup,Match Report,
2025-02-09,15:00(16:00),FA Cup,Fourth round proper,Sun,Away,L,0,1,Plymouth Argyle,75,"16,724",Joe Gomez,4-3-3,3-4-3,Samuel Barrott,https://fbref.com/en/matches/d5000032/Plymouth-Argyle-Liverpool-February-9-2025-FA-Cup,Match Report,
