fixture_id,date,competition,season,round,home_team,away_team,player_team,player_id,player_name,player_number,player_position,minutes_played,rating,is_captain,is_substitute,shots_total,shots_on_target,goals,assists,passes_total,passes_key,passes_accuracy,dribbles_attempts,dribbles_success,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,fouls_drawn,fouls_committed,cards_yellow,cards_red
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,19088,Dean Henderson,30,G,90,7.3,False,False,0,0,0,0,31,0,24.0,0,0,0,0,0,0,0,0,0,0,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,18862,Nathaniel Clyne,17,D,85,6.7,False,False,0,0,0,0,30,0,18.0,0,0,0,0,1,4,2,2,0,0,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,2729,Joachim Andersen,16,D,90,7.9,False,False,0,0,0,0,71,1,62.0,0,0,1,1,2,5,4,0,0,0,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,67971,Marc Guéhi,6,D,90,7.3,True,False,0,0,0,0,95,0,77.0,0,0,1,0,0,10,7,2,0,0,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,182201,Tyrick Mitchell,3,D,90,7.2,False,False,0,0,0,0,44,0,30.0,0,0,1,1,1,3,3,1,0,0,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,126949,Chris Richards,26,M,90,7,False,False,0,0,0,0,37,0,31.0,0,0,1,1,2,8,3,0,0,0,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,2490,Jefferson Lerma,8,M,84,7.2,False,False,2,1,0,0,36,1,32.0,2,1,1,0,2,6,3,1,1,0,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,311157,Matheus França,11,M,71,6.9,False,False,0,0,0,0,15,1,9.0,1,1,1,0,0,9,5,3,1,0,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,19586,Eberechi Eze,10,M,90,7.2,False,False,3,2,0,0,35,2,29.0,2,0,0,0,0,6,2,1,2,1,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,18843,Jeffrey Schlupp,15,M,71,6.7,False,False,1,0,0,0,21,0,12.0,2,1,0,0,0,6,3,1,0,0,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,25927,Jean-Philippe Mateta,14,F,90,7.2,False,False,0,0,0,0,13,2,9.0,2,2,0,0,0,8,5,1,0,1,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,152418,Naouirou Ahamada,29,M,19,6.9,False,True,1,0,0,0,13,0,10.0,1,0,1,0,0,2,1,0,0,0,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,18806,Will Hughes,19,M,19,6.3,False,True,0,0,0,0,14,0,10.0,0,0,0,0,0,4,0,0,2,0,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,1135,Odsonne Édouard,22,F,16,6.7,False,True,0,0,0,0,3,1,2.0,0,0,0,0,0,0,0,0,0,0,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,304320,David Ozoh,52,M,15,6.5,False,True,0,0,0,0,5,0,4.0,0,0,0,0,0,1,0,0,0,0,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,19684,Remi Matthews,31,G,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,18844,James Tomkins,5,D,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
1145560,2024-01-04T20:00:00+00:00,FA Cup,2023,3rd Round,Crystal Palace,Everton,Crystal Palace,284493,Tayo Adaramola,45,D,0,0,False,True,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
