Date,start_time,Competition,Round,Day,Venue,Result,goals_for,goals_against,Opponent,possession,attendance,captain,formation,opp_formation,referee,Match_Report_URL,Match_Report,notes
2023-09-27,20:00(21:00),EFL Cup,Third round,Wed,Home,W,1,0,Manchester City,33,"51,692",Jamaal Lascelles,4-3-3,3-2-4-1,Chris Kavanagh,https://fbref.com/en/matches/ea61505c/Newcastle-United-Manchester-City-September-27-2023-EFL-Cup,Match Report,
2023-11-01,20:15(21:15),EFL Cup,Fourth round,Wed,Away,W,3,0,Manchester Utd,38,"72,484",Sean Longstaff,4-3-3,4-2-3-1,Robert Jones,https://fbref.com/en/matches/7ce66c13/Manchester-United-Newcastle-United-November-1-2023-EFL-Cup,Match Report,
2023-12-19,20:00(21:00),EFL Cup,Quarter-finals,Tue,Away,D,1(2),1(4),Chelsea,22,"38,058",Jamaal Lascelles,4-3-3,4-2-3-1,Jarred Gillett,https://fbref.com/en/matches/093e5e55/Chelsea-Newcastle-United-December-19-2023-EFL-Cup,Match Report,Chelsea won on penalty kicks following extra time
