Date,start_time,Competition,Round,Day,Venue,Result,goals_for,goals_against,Opponent,possession,attendance,captain,formation,opp_formation,referee,Match_Report_URL,Match_Report,notes
2023-09-19,18:45,Champions Lg,Group stage,Tue,Away,D,0,0,itMilan,48,"65,695",Kieran Trippier,4-3-3,4-3-3,José Sánchez,https://fbref.com/en/matches/19789895/Milan-Newcastle-United-September-19-2023-Champions-League,Match Report,
2023-10-04,20:00(21:00),Champions Lg,Group stage,Wed,Home,W,4,1,frParis Saint-Germain,27,"52,009",Jamaal Lascelles,4-3-3,4-2-3-1,István Kovács,https://fbref.com/en/matches/4d5a6bf1/Newcastle-United-Paris-Saint-Germain-October-4-2023-Champions-League,Match Report,
2023-10-25,20:00(21:00),Champions Lg,Group stage,Wed,Home,L,0,1,deDortmund,60,"52,024",Jamaal Lascelles,4-3-3,4-3-3,Artur Soares Dias,https://fbref.com/en/matches/ab67c6cc/Newcastle-United-Dortmund-October-25-2023-Champions-League,Match Report,
2023-11-07,18:45,Champions Lg,Group stage,Tue,Away,L,0,2,deDortmund,54,"81,365",Jamaal Lascelles,4-3-3,4-2-3-1,Alejandro Hernández,https://fbref.com/en/matches/12af2c2a/Dortmund-Newcastle-United-November-7-2023-Champions-League,Match Report,
2023-11-28,21:00,Champions Lg,Group stage,Tue,Away,D,1,1,frParis Saint-Germain,28,"46,435",Jamaal Lascelles,4-3-3,4-3-3,Szymon Marciniak,https://fbref.com/en/matches/9ee809ff/Paris-Saint-Germain-Newcastle-United-November-28-2023-Champions-League,Match Report,
2023-12-13,20:00(21:00),Champions Lg,Group stage,Wed,Home,L,1,2,itMilan,58,"52,037",Jamaal Lascelles,4-3-3,4-2-3-1,Danny Makkelie,https://fbref.com/en/matches/49e9dcae/Newcastle-United-Milan-December-13-2023-Champions-League,Match Report,
