team,appearances,minutesPlayed,assists,keyPasses,bigChancesCreated,accuratePasses,accurateLongBalls,successfulDribbles,tackles,interceptions,ballRecovery,goals,rating
FC Bayern München,12,866,3,28,8,373,4,23,21,6,40,3,7.57
Liverpool FC,8,674,0,16,5,300,12,4,19,8,34,2,7.54
Paris Saint-Germain,17,1448,2,25,6,1294,86,22,17,21,86,2,7.5
Liverpool FC,1,38,0,0,0,14,1,1,1,0,3,0,7.5
Sporting CP,2,163,0,3,0,84,6,1,3,1,12,1,7.45
Liverpool FC,9,808,4,15,5,210,11,7,5,2,26,3,7.43
FC Barcelona,14,1117,2,25,3,807,51,17,37,9,80,0,7.43
VfB Stuttgart,8,695,0,16,3,607,23,3,12,7,44,1,7.43
Sporting CP,3,200,2,7,3,42,3,3,7,1,6,0,7.4
VfB Stuttgart,5,412,1,6,1,114,1,6,6,4,20,2,7.38
Real Madrid,13,1136,3,23,4,544,28,26,28,11,59,3,7.37
Atalanta,9,698,5,19,6,334,3,7,7,2,33,0,7.37
FK Crvena zvezda,5,346,1,6,2,98,5,7,4,5,19,1,7.36
Paris Saint-Germain,17,1435,1,22,3,937,36,15,57,11,88,1,7.36
Aston Villa,12,1046,3,13,3,554,18,5,20,11,46,2,7.34
Arsenal,11,798,1,19,2,339,9,8,7,3,30,3,7.34
Juventus,9,671,0,9,1,449,43,3,27,5,55,0,7.33
Arsenal,13,1005,2,10,4,438,16,6,20,15,45,4,7.33
FK Crvena zvezda,4,157,0,4,0,35,2,5,0,0,4,3,7.33
Atalanta,8,316,1,10,5,149,6,10,9,6,16,0,7.31
Liverpool FC,9,634,0,6,2,200,16,20,9,2,27,3,7.3
Manchester City,1,90,0,0,0,71,0,0,2,0,6,1,7.3
FK Crvena zvezda,8,720,2,19,1,285,27,8,23,6,37,0,7.29
VfB Stuttgart,8,690,3,18,5,304,5,13,7,6,37,2,7.28
Feyenoord,4,360,0,5,0,141,8,2,10,5,21,1,7.28
Feyenoord,11,921,4,20,4,151,4,11,17,7,34,2,7.27
Celtic,10,788,2,9,4,326,21,9,16,5,38,1,7.25
Stade Brestois,5,374,0,4,0,187,17,7,13,7,39,1,7.24
Bayer 04 Leverkusen,10,664,0,7,1,530,12,4,24,13,58,0,7.24
Atlético Madrid,10,748,1,16,2,504,26,6,19,9,47,0,7.23
Manchester City,4,192,1,7,1,90,1,9,3,0,4,0,7.23
Real Madrid,14,1236,3,18,4,708,49,4,25,27,49,0,7.22
Liverpool FC,8,367,1,8,4,89,3,6,4,2,14,3,7.21
Borussia Dortmund,13,917,2,25,6,583,38,2,18,10,49,1,7.2
PSV Eindhoven,8,546,3,21,1,294,31,2,12,4,34,0,7.2
Benfica,12,996,0,16,4,398,36,7,15,4,54,4,7.19
Inter,12,974,3,9,3,216,10,11,22,7,50,2,7.18
Paris Saint-Germain,17,1151,4,28,6,600,25,3,28,13,70,1,7.17
FC Barcelona,9,443,1,12,2,176,9,9,7,1,28,2,7.17
GNK Dinamo Zagreb,8,625,1,12,2,199,7,20,12,4,46,2,7.16
Arsenal,12,817,3,9,2,219,5,6,21,6,32,2,7.16
Juventus,6,364,1,6,0,106,5,7,3,1,11,1,7.15
Celtic,2,115,0,0,0,43,4,0,7,7,8,0,7.15
Milan,10,870,0,11,0,378,18,9,9,7,33,3,7.14
GNK Dinamo Zagreb,3,265,0,3,0,70,4,4,7,2,20,2,7.13
SK Sturm Graz,7,616,0,6,1,238,11,6,17,5,35,1,7.13
Inter,12,835,2,15,4,415,22,2,7,21,55,4,7.13
FC Bayern München,5,298,0,4,0,316,16,1,6,4,20,0,7.12
RB Leipzig,5,337,0,7,4,125,7,7,8,1,17,0,7.12
GNK Dinamo Zagreb,6,344,3,8,2,76,0,2,4,9,19,1,7.12
Bayer 04 Leverkusen,10,819,0,9,1,661,29,1,19,7,58,0,7.11
Real Madrid,11,805,0,6,0,505,19,4,23,13,37,0,7.11
Arsenal,7,222,0,2,1,50,0,7,6,0,9,2,7.1
Club Brugge KV,12,939,2,27,4,272,10,11,15,3,32,1,7.1
FC Barcelona,10,632,2,9,1,459,18,2,33,3,30,0,7.1
VfB Stuttgart,7,555,0,10,0,422,3,5,16,5,44,0,7.1
Inter,10,570,1,18,4,245,9,1,12,7,30,0,7.09
Lille,7,388,1,7,0,182,1,6,11,2,22,1,7.09
Real Madrid,14,655,3,17,3,588,32,6,11,11,35,0,7.09
Paris Saint-Germain,11,462,0,18,3,277,12,8,9,1,18,0,7.08
Aston Villa,10,740,2,6,1,236,6,8,10,5,29,3,7.08
PSV Eindhoven,10,727,1,13,1,237,13,8,30,3,44,3,7.08
Atlético Madrid,9,571,2,7,2,177,0,7,8,6,22,1,7.08
Sporting CP,9,791,1,12,1,193,8,12,12,3,34,0,7.08
Liverpool FC,9,784,0,6,1,373,8,5,22,20,46,0,7.08
Aston Villa,12,1026,2,15,5,237,3,31,9,3,45,4,7.08
Borussia Dortmund,4,352,0,7,0,144,7,2,12,4,9,0,7.08
AS Monaco,10,807,2,13,4,284,15,13,13,10,46,2,7.07
Celtic,10,729,3,18,3,224,11,4,20,4,36,1,7.07
Feyenoord,9,764,1,5,2,146,12,8,12,5,25,3,7.07
Lille,6,310,0,5,1,121,6,8,6,1,16,2,7.07
Club Brugge KV,12,1080,1,15,3,591,33,6,14,6,73,1,7.07
VfB Stuttgart,8,244,3,9,0,79,5,5,9,1,11,1,7.06
Shakhtar Donetsk,7,460,0,5,1,88,6,26,12,7,30,2,7.06
VfB Stuttgart,7,506,0,9,3,210,2,10,11,2,13,1,7.06
Borussia Dortmund,9,618,1,8,0,290,12,8,19,8,30,1,7.06
FC Bayern München,12,384,1,10,2,123,3,1,8,3,13,3,7.05
Bologna,8,619,0,11,2,131,6,9,15,9,47,0,7.05
Liverpool FC,9,643,1,9,0,242,7,7,9,3,33,1,7.04
Atalanta,9,739,0,6,2,408,13,11,3,6,44,1,7.04
Borussia Dortmund,12,957,0,18,4,374,13,18,33,6,65,0,7.04
FK Crvena zvezda,8,667,2,8,2,267,11,7,12,11,29,1,7.04
Borussia Dortmund,14,850,0,10,3,197,5,27,11,4,45,4,7.04
Benfica,9,547,2,16,7,143,18,7,5,1,25,1,7.03
Manchester City,10,527,0,9,1,468,8,3,2,3,22,2,7.03
Shakhtar Donetsk,8,702,1,11,1,300,16,10,7,2,37,2,7.03
Inter,13,856,0,12,3,420,21,9,29,7,53,0,7.02
SK Sturm Graz,7,607,1,4,1,239,2,1,18,11,42,0,7.01
Shakhtar Donetsk,8,544,1,8,3,133,9,6,9,4,29,2,7.01
Bayer 04 Leverkusen,10,367,0,3,0,247,27,0,6,3,18,1,7.01
RB Leipzig,8,593,0,5,1,272,8,1,21,10,34,0,7.01
Real Madrid,9,497,0,4,1,270,24,3,26,9,27,0,7.01
Atalanta,10,874,1,9,1,532,24,4,20,11,42,0,7.01
Liverpool FC,5,174,0,1,0,78,2,1,0,3,13,3,7.0
FC Bayern München,12,845,1,11,1,522,12,1,21,11,42,1,7.0
Milan,10,800,2,9,2,390,19,9,14,11,52,0,7.0
RB Leipzig,7,405,1,9,3,188,10,1,15,4,19,0,7.0
Real Madrid,11,487,1,7,2,215,5,13,8,6,28,2,6.99
Aston Villa,10,398,2,10,2,133,2,6,4,4,19,1,6.99
Manchester City,9,577,1,10,1,196,3,18,7,3,25,1,6.99
ŠK Slovan Bratislava,8,552,2,10,2,132,14,8,4,0,33,1,6.99
Liverpool FC,8,354,2,7,3,191,6,9,6,2,23,0,6.99
Inter,13,994,2,14,3,430,28,15,18,7,62,0,6.98
Real Madrid,10,575,1,9,3,312,7,4,13,9,20,1,6.98
Bologna,5,249,0,0,0,64,4,2,8,6,12,1,6.98
Juventus,4,211,1,8,1,118,7,6,3,2,11,0,6.98
Club Brugge KV,11,951,0,7,2,490,24,8,18,6,65,0,6.97
Atalanta,10,605,1,7,1,277,16,3,7,4,29,3,6.97
Manchester City,6,354,0,8,0,142,1,1,3,1,9,1,6.97
Benfica,12,990,1,11,1,368,29,9,21,7,60,0,6.97
AS Monaco,9,575,1,14,2,225,12,12,9,2,36,0,6.97
Sporting CP,10,730,1,12,4,214,12,12,7,3,24,0,6.96
AS Monaco,9,568,1,8,3,118,1,2,6,1,22,3,6.96
Sporting CP,9,765,0,6,0,358,9,2,23,10,41,0,6.96
GNK Dinamo Zagreb,6,481,1,3,2,211,21,0,11,9,31,0,6.95
Girona FC,6,446,0,4,1,219,13,0,22,4,28,0,6.95
Lille,9,467,1,5,1,151,3,13,4,4,24,2,6.94
AS Monaco,9,610,0,8,0,302,18,2,19,14,48,0,6.94
Arsenal,12,899,0,9,0,474,13,4,19,12,43,0,6.94
Celtic,10,900,0,5,0,584,9,8,13,14,47,0,6.94
Sporting CP,8,504,0,7,0,134,2,14,8,4,24,1,6.94
Benfica,9,717,0,3,0,274,16,4,38,21,46,0,6.93
Manchester City,7,404,0,11,3,186,4,2,6,0,16,0,6.93
FC Bayern München,11,464,0,11,2,198,3,10,10,1,27,1,6.93
Aston Villa,8,266,0,3,1,69,1,1,4,1,4,3,6.93
AC Sparta Praha,8,605,0,2,2,201,18,9,16,8,30,1,6.93
Aston Villa,5,272,0,2,0,95,6,2,7,1,14,1,6.92
RB Leipzig,5,261,0,5,1,161,2,4,7,2,13,0,6.92
AS Monaco,7,615,0,3,0,255,5,5,8,16,34,1,6.91
Juventus,9,555,1,9,2,193,4,5,15,5,25,1,6.91
Lille,9,810,0,2,0,422,13,5,15,11,58,0,6.91
Atlético Madrid,10,416,3,8,3,184,3,3,16,1,25,0,6.91
FC Barcelona,11,450,3,6,3,163,3,7,8,1,22,1,6.91
FC Bayern München,12,548,2,10,3,258,7,9,5,5,19,0,6.91
FC Bayern München,13,633,0,10,0,311,2,10,14,3,33,1,6.9
Feyenoord,7,597,1,6,1,160,2,13,12,8,31,0,6.9
Celtic,4,60,1,1,1,26,0,0,3,0,2,0,6.9
Real Madrid,9,405,1,6,1,320,13,1,16,2,33,0,6.9
Girona FC,6,453,0,8,2,155,2,13,11,4,25,0,6.9
Atalanta,8,468,0,4,1,170,4,7,6,5,24,1,6.89
Juventus,9,555,0,10,2,198,5,5,9,4,24,3,6.88
Paris Saint-Germain,4,47,0,0,0,17,0,1,1,0,3,2,6.88
VfB Stuttgart,4,137,0,0,0,29,0,2,2,1,3,1,6.88
Shakhtar Donetsk,4,205,0,1,0,87,8,4,3,2,9,0,6.88
Atlético Madrid,7,401,1,7,1,307,18,0,11,2,26,0,6.87
Stade Brestois,10,712,0,5,0,187,4,9,21,9,29,1,6.87
Inter,10,586,1,9,2,290,3,7,8,3,32,0,6.87
Juventus,9,654,0,13,3,169,4,2,17,2,13,0,6.87
BSC Young Boys,7,598,1,12,2,235,8,7,10,5,36,0,6.86
Juventus,7,563,1,4,1,313,17,7,9,2,36,0,6.86
Bologna,7,506,0,4,2,229,17,1,15,5,20,0,6.86
Lille,8,566,0,3,0,236,8,6,7,4,23,2,6.85
Sporting CP,5,234,1,3,1,124,0,2,3,5,11,0,6.85
Benfica,5,109,1,2,1,37,0,0,2,0,5,0,6.85
Lille,2,82,0,1,0,26,0,3,3,1,4,0,6.85
Juventus,7,228,0,2,2,61,1,5,7,2,8,1,6.84
Borussia Dortmund,11,846,0,9,1,347,10,1,14,12,37,0,6.84
Bologna,6,325,0,4,0,70,9,6,7,1,14,0,6.83
Bologna,7,386,0,8,1,141,14,1,5,5,27,0,6.83
Paris Saint-Germain,13,602,0,10,0,320,11,6,13,3,39,1,6.83
Red Bull Salzburg,8,679,2,12,1,295,6,24,7,2,38,0,6.83
FC Barcelona,13,801,0,7,0,665,23,1,19,12,39,0,6.83
AS Monaco,4,211,0,2,0,77,3,3,7,3,7,0,6.83
Girona FC,5,330,0,8,0,92,3,4,1,2,11,0,6.82
Girona FC,5,343,0,1,1,149,10,3,5,6,20,0,6.82
Manchester City,6,307,0,2,0,278,7,3,5,1,11,1,6.82
Real Madrid,7,147,0,6,2,89,3,2,2,1,12,0,6.82
Feyenoord,7,569,0,4,2,256,13,1,14,7,32,0,6.81
Manchester City,9,766,0,12,0,393,5,6,12,3,19,0,6.81
RB Leipzig,8,482,0,3,2,85,5,2,17,2,16,2,6.8
Aston Villa,8,530,1,12,4,114,0,7,5,0,24,1,6.8
BSC Young Boys,5,309,0,5,1,69,6,3,3,1,13,1,6.8
Aston Villa,6,109,0,1,0,40,2,1,3,1,14,1,6.8
Liverpool FC,1,90,0,0,0,35,0,1,4,3,3,0,6.8
FK Crvena zvezda,1,14,0,0,0,0,0,1,1,0,0,0,6.8
Club Brugge KV,6,369,0,6,0,104,7,6,3,3,12,0,6.8
FC Bayern München,5,181,0,1,0,135,3,2,10,4,11,0,6.8
Borussia Dortmund,3,86,0,2,1,35,0,1,3,3,6,0,6.8
Stade Brestois,7,316,0,9,2,115,5,8,10,3,24,0,6.8
GNK Dinamo Zagreb,1,16,0,0,0,3,1,0,0,0,1,0,6.8
Sporting CP,1,45,0,0,0,18,0,1,0,2,4,0,6.8
Arsenal,6,329,0,2,0,203,10,0,6,2,13,1,6.78
AC Sparta Praha,6,309,1,3,1,65,2,3,8,6,12,0,6.78
Atlético Madrid,5,143,0,5,0,63,1,2,3,0,8,0,6.78
Aston Villa,10,701,0,5,1,337,7,5,17,13,46,0,6.78
Atlético Madrid,9,468,1,2,0,195,3,5,12,11,19,1,6.78
ŠK Slovan Bratislava,8,604,1,3,2,212,6,4,16,14,39,0,6.78
SK Sturm Graz,8,621,0,7,0,213,8,6,20,7,34,0,6.78
Inter,8,354,0,3,0,271,20,1,4,3,14,0,6.78
Feyenoord,11,785,0,10,1,163,17,9,6,1,34,3,6.77
PSV Eindhoven,4,114,1,3,1,47,1,0,1,1,7,0,6.77
AC Sparta Praha,3,30,0,0,0,12,1,0,4,0,2,0,6.77
Juventus,9,485,0,1,0,203,9,5,4,6,15,0,6.77
AC Sparta Praha,3,270,0,5,1,29,2,4,6,6,21,0,6.77
Aston Villa,3,124,0,1,0,16,0,1,8,3,6,0,6.77
FK Crvena zvezda,5,175,0,1,0,29,1,2,4,3,14,2,6.76
Sporting CP,8,315,2,7,1,131,7,1,5,1,9,1,6.75
Girona FC,6,242,0,5,0,66,7,10,5,1,14,0,6.75
Girona FC,7,454,0,5,1,124,2,1,9,1,17,1,6.74
AS Monaco,7,284,0,2,0,143,11,1,7,5,23,1,6.74
Inter,10,550,0,2,1,100,4,0,10,6,11,0,6.74
Inter,13,497,0,3,0,83,2,4,8,7,17,2,6.74
PSV Eindhoven,12,774,2,7,3,187,1,2,10,4,21,0,6.73
Juventus,6,308,0,2,0,185,7,2,7,2,17,0,6.73
ŠK Slovan Bratislava,7,459,1,8,1,194,16,10,9,2,24,1,6.73
PSV Eindhoven,7,567,0,3,0,265,11,4,11,8,38,1,6.73
Club Brugge KV,11,554,1,3,1,137,9,1,5,5,24,2,6.73
Benfica,6,96,0,4,0,46,1,1,2,0,8,0,6.73
Club Brugge KV,6,146,0,0,0,17,1,0,8,1,2,1,6.72
FK Crvena zvezda,5,140,0,0,0,73,6,1,3,2,12,1,6.72
GNK Dinamo Zagreb,6,289,0,2,1,84,2,3,3,4,5,0,6.72
BSC Young Boys,7,444,0,4,1,150,15,0,7,5,31,1,6.71
Club Brugge KV,11,939,1,7,0,419,20,4,23,4,40,1,6.71
AC Sparta Praha,8,714,0,6,0,242,13,1,8,6,37,2,6.7
Manchester City,5,105,0,1,0,34,1,2,5,0,5,1,6.7
Feyenoord,3,80,0,0,0,17,2,1,2,3,8,0,6.7
Aston Villa,4,146,0,0,0,52,2,0,7,1,7,0,6.7
Bologna,5,289,0,3,0,133,4,3,3,1,16,0,6.7
Borussia Dortmund,9,282,1,3,1,110,8,3,3,1,15,0,6.69
Girona FC,5,95,0,0,0,37,1,0,5,0,9,0,6.68
Lille,4,168,0,2,1,66,7,1,2,2,1,1,6.68
Club Brugge KV,5,118,0,3,1,26,1,0,2,2,7,0,6.68
RB Leipzig,7,351,0,1,0,200,7,1,6,5,22,0,6.67
Bologna,7,497,0,0,0,71,3,4,1,2,15,0,6.67
FC Barcelona,10,303,0,5,0,147,5,0,10,0,11,0,6.67
BSC Young Boys,8,627,0,3,0,87,8,19,19,4,35,0,6.66
Benfica,9,275,0,5,1,93,3,0,11,8,11,0,6.66
Shakhtar Donetsk,7,295,0,1,0,158,8,5,11,5,21,1,6.66
FK Crvena zvezda,8,624,0,6,1,87,6,17,10,5,26,2,6.65
Lille,2,25,0,0,0,13,1,1,1,0,0,0,6.65
Borussia Dortmund,3,34,0,0,0,16,1,0,2,0,3,0,6.65
Milan,6,283,0,0,0,91,4,2,4,0,8,0,6.65
Bologna,4,211,0,0,0,71,5,3,3,0,10,0,6.65
Celtic,8,236,0,3,0,91,3,5,7,1,9,0,6.65
GNK Dinamo Zagreb,7,362,1,5,0,98,0,8,5,2,22,0,6.64
Red Bull Salzburg,7,365,0,1,0,168,5,1,14,5,16,0,6.64
Stade Brestois,10,659,0,2,0,247,15,0,15,7,29,1,6.64
Stade Brestois,5,76,0,0,0,46,3,1,3,0,3,0,6.64
Atalanta,6,140,0,1,0,37,1,2,2,0,4,1,6.63
ŠK Slovan Bratislava,3,114,0,0,0,12,0,0,5,5,1,0,6.63
Atlético Madrid,4,271,0,0,0,146,5,0,3,3,10,0,6.63
ŠK Slovan Bratislava,4,34,0,1,0,28,1,0,2,1,4,0,6.63
ŠK Slovan Bratislava,3,251,0,2,0,80,3,4,6,9,14,0,6.63
Stade Brestois,10,697,0,8,0,203,10,3,13,6,41,1,6.63
PSV Eindhoven,11,582,0,6,1,339,16,3,9,7,26,0,6.63
VfB Stuttgart,4,149,0,0,0,59,3,0,2,3,8,1,6.63
Bologna,5,128,1,2,1,27,4,1,2,0,6,0,6.63
Stade Brestois,8,310,0,5,0,96,1,13,5,2,21,0,6.63
Red Bull Salzburg,5,335,0,2,1,80,2,1,7,4,21,1,6.62
Girona FC,7,332,0,1,0,152,5,0,8,4,15,0,6.61
FK Crvena zvezda,7,419,0,3,1,133,3,2,4,1,19,0,6.61
ŠK Slovan Bratislava,8,330,0,4,0,66,4,7,3,3,13,1,6.61
BSC Young Boys,7,297,1,4,0,43,1,6,3,0,8,0,6.6
Inter,1,10,0,0,0,9,0,0,0,0,1,0,6.6
BSC Young Boys,7,289,0,2,0,67,5,1,10,2,15,0,6.6
GNK Dinamo Zagreb,6,265,0,3,0,77,7,5,12,3,11,0,6.6
AS Monaco,3,31,0,0,0,8,1,0,1,0,4,0,6.6
FK Crvena zvezda,5,179,0,2,0,56,2,3,4,1,7,0,6.6
Feyenoord,4,184,0,3,0,52,1,3,5,1,6,0,6.6
Sporting CP,7,371,0,1,1,132,7,1,11,6,24,0,6.59
SK Sturm Graz,6,136,0,3,0,36,1,4,0,1,5,0,6.58
Shakhtar Donetsk,8,673,0,5,1,265,8,1,10,7,28,0,6.58
Benfica,4,150,0,0,0,54,4,1,4,0,11,0,6.58
AC Sparta Praha,7,526,0,5,1,126,3,2,16,4,41,0,6.57
Red Bull Salzburg,3,49,0,0,0,18,2,0,4,1,2,0,6.57
Bayer 04 Leverkusen,6,138,0,1,0,46,2,2,4,3,5,0,6.57
Atlético Madrid,6,434,0,4,1,288,8,2,10,10,29,0,6.57
Celtic,3,51,0,0,0,19,1,0,0,0,5,0,6.57
Milan,7,412,0,6,0,133,6,8,7,2,20,0,6.56
Liverpool FC,6,139,0,0,0,76,6,0,5,3,6,0,6.55
Red Bull Salzburg,6,301,0,0,0,166,3,1,9,4,28,0,6.55
BSC Young Boys,5,341,1,1,0,141,10,4,9,5,15,0,6.54
Lille,9,622,1,3,0,263,9,5,10,9,28,0,6.53
Red Bull Salzburg,6,327,0,6,0,125,1,2,10,2,17,0,6.53
FK Crvena zvezda,3,240,0,1,0,53,5,4,7,1,10,0,6.53
Stade Brestois,10,444,0,8,1,135,4,5,14,5,27,0,6.53
Liverpool FC,1,26,0,0,0,5,0,0,0,0,1,0,6.5
GNK Dinamo Zagreb,1,73,0,0,0,18,0,1,3,0,4,0,6.5
RB Leipzig,1,10,0,0,0,2,0,0,0,0,0,0,6.5
VfB Stuttgart,1,11,0,0,0,2,0,0,0,0,1,0,6.5
Girona FC,1,79,0,0,0,24,0,1,1,0,2,0,6.5
GNK Dinamo Zagreb,2,18,0,0,0,3,0,0,0,0,0,0,6.5
SK Sturm Graz,5,364,0,0,0,97,2,1,14,5,21,0,6.5
ŠK Slovan Bratislava,3,149,0,1,0,47,2,3,5,1,12,0,6.5
Atlético Madrid,1,9,0,0,0,7,0,0,0,0,0,0,6.5
SK Sturm Graz,7,195,0,3,0,54,7,1,5,2,14,0,6.5
Feyenoord,1,63,0,0,0,10,0,0,0,0,1,0,6.5
VfB Stuttgart,3,36,0,0,0,8,1,0,0,0,1,0,6.5
Feyenoord,2,53,0,1,0,21,1,0,1,0,3,0,6.5
Red Bull Salzburg,6,202,0,4,0,127,7,4,4,2,12,0,6.5
Shakhtar Donetsk,8,473,0,1,0,185,4,3,10,4,29,0,6.49
AC Sparta Praha,7,506,0,4,0,134,9,1,10,5,21,0,6.48
Borussia Dortmund,8,240,0,2,0,108,2,1,5,1,14,0,6.48
Shakhtar Donetsk,4,92,0,0,0,17,0,2,2,1,9,0,6.48
AC Sparta Praha,3,52,0,0,0,11,0,2,1,0,1,0,6.47
Feyenoord,3,91,0,0,0,13,0,1,2,1,4,0,6.47
FK Crvena zvezda,5,90,0,0,0,27,1,1,1,0,4,0,6.46
Club Brugge KV,7,188,1,2,0,33,4,1,0,0,2,0,6.45
FK Crvena zvezda,2,24,0,0,0,4,0,0,0,0,0,0,6.45
BSC Young Boys,2,39,0,0,0,18,4,0,1,0,6,0,6.45
FC Barcelona,2,26,0,0,0,12,0,0,1,1,1,0,6.45
Feyenoord,4,111,0,0,0,44,2,0,4,1,5,0,6.45
ŠK Slovan Bratislava,4,22,0,2,0,15,1,1,1,0,3,0,6.45
Bayer 04 Leverkusen,5,106,0,1,0,26,0,1,2,1,3,0,6.45
SK Sturm Graz,6,42,0,0,0,14,0,0,1,1,0,0,6.45
RB Leipzig,3,46,0,1,0,14,0,0,1,1,1,0,6.43
GNK Dinamo Zagreb,6,214,0,4,0,62,0,2,5,1,14,0,6.43
ŠK Slovan Bratislava,7,204,0,0,0,41,3,2,0,0,7,0,6.42
Juventus,1,22,0,0,0,8,1,0,0,0,0,0,6.4
Borussia Dortmund,1,13,0,0,0,0,0,0,0,0,0,0,6.4
Bayer 04 Leverkusen,1,14,0,0,0,6,0,0,0,0,1,0,6.4
PSV Eindhoven,1,90,0,0,0,35,0,0,2,0,4,0,6.4
BSC Young Boys,1,27,0,0,0,4,0,0,0,0,1,0,6.4
Shakhtar Donetsk,6,119,0,1,0,27,1,0,3,1,3,0,6.4
AC Sparta Praha,4,89,0,1,0,21,2,0,1,2,4,0,6.4
Atalanta,3,71,0,0,0,26,1,1,1,1,6,0,6.37
Benfica,2,98,0,0,0,16,0,2,4,0,4,0,6.35
Celtic,2,33,0,0,0,3,0,0,0,0,0,0,6.35
AC Sparta Praha,7,157,0,1,0,16,0,1,4,2,5,0,6.33
Red Bull Salzburg,6,343,0,2,0,77,2,4,5,1,17,0,6.33
Bologna,1,29,0,0,0,10,1,0,0,0,3,0,6.3
Atlético Madrid,1,45,0,0,0,27,0,0,1,0,3,0,6.3
ŠK Slovan Bratislava,5,331,0,1,0,111,9,0,9,0,15,0,6.28
RB Leipzig,2,23,0,0,0,3,0,1,0,0,1,0,6.2
Inter,2,37,0,0,0,8,0,2,1,0,6,0,6.2
AC Sparta Praha,2,130,0,0,0,11,0,0,1,0,4,0,6.15
AS Monaco,1,52,0,0,0,30,1,0,3,1,3,0,5.8
FC Bayern München,1,2,0,0,0,0,0,0,0,0,0,0,0.0
Borussia Dortmund,1,1,0,0,0,0,0,0,1,0,0,0,0.0
Bologna,1,1,0,0,0,1,0,0,0,0,0,0,0.0
AC Sparta Praha,1,1,0,0,0,0,0,0,0,0,0,0,0.0
Atlético Madrid,10,732,2,11,4,373,16,8,13,7,35,6,7.76
FC Bayern München,13,1119,2,23,3,224,21,8,7,9,25,11,7.7
Atalanta,7,483,1,14,3,158,2,15,5,0,16,5,7.69
Paris Saint-Germain,15,1162,6,39,4,482,21,24,7,2,35,8,7.63
Atalanta,10,702,5,18,7,220,5,18,13,0,30,4,7.62
Paris Saint-Germain,9,735,2,15,2,265,6,16,18,4,31,3,7.59
Arsenal,9,763,2,10,5,193,3,14,15,7,32,6,7.58
Atlético Madrid,10,790,1,13,2,197,6,10,12,6,29,7,7.53
Real Madrid,12,881,2,16,2,391,5,18,18,4,25,5,7.51
Real Madrid,12,1104,2,23,5,254,12,28,14,4,42,8,7.49
Borussia Dortmund,14,1083,4,12,4,210,5,5,2,0,18,13,7.44
Manchester City,9,771,0,5,0,67,1,3,4,4,13,8,7.41
FC Barcelona,13,983,0,11,2,154,2,3,5,2,23,11,7.41
Borussia Dortmund,10,691,1,10,3,140,6,16,16,8,33,5,7.4
Paris Saint-Germain,16,741,3,17,6,277,5,22,20,6,35,5,7.37
Sporting CP,8,606,1,17,4,115,5,8,0,0,7,6,7.36
Milan,2,180,0,3,0,45,0,3,7,2,9,0,7.35
Arsenal,8,560,1,13,1,148,0,4,6,1,15,4,7.34
Inter,14,857,0,7,2,160,10,10,9,5,23,9,7.31
GNK Dinamo Zagreb,3,192,0,0,0,54,4,1,3,0,8,2,7.3
Milan,7,449,1,6,0,45,2,3,1,1,13,6,7.29
Real Madrid,14,1132,1,15,1,273,12,24,7,1,17,7,7.28
Milan,9,631,1,18,0,223,8,9,10,2,20,4,7.22
Lille,10,746,2,7,4,182,2,8,3,2,24,7,7.21
Liverpool FC,3,106,0,0,0,17,0,3,4,0,7,0,7.2
PSV Eindhoven,12,859,1,18,2,310,4,19,11,4,33,2,7.19
PSV Eindhoven,7,171,1,5,0,34,1,3,2,0,2,2,7.18
Juventus,9,605,1,6,2,164,7,23,19,1,29,1,7.18
Atlético Madrid,8,270,1,3,2,66,3,4,4,0,18,3,7.18
Aston Villa,4,309,2,7,3,97,1,7,2,0,9,0,7.18
Milan,10,798,1,10,2,211,10,39,6,4,25,3,7.17
Paris Saint-Germain,17,1096,4,25,6,321,6,29,14,10,30,3,7.13
PSV Eindhoven,12,907,1,17,4,183,2,1,14,2,31,2,7.12
Celtic,10,792,1,15,5,186,7,17,19,8,42,3,7.1
Borussia Dortmund,13,881,5,18,3,361,14,9,13,10,48,0,7.08
FC Bayern München,3,97,0,1,0,37,4,2,2,0,2,0,7.07
Borussia Dortmund,5,238,1,3,1,47,0,3,0,2,9,2,7.06
Inter,12,714,3,10,4,122,2,6,11,2,21,1,7.06
Benfica,12,905,2,14,2,172,12,11,12,5,23,7,7.05
Stade Brestois,8,644,2,14,4,114,7,3,3,1,9,0,7.05
Benfica,12,852,0,16,1,157,5,3,9,13,41,4,7.03
Arsenal,13,940,1,17,5,155,1,20,10,1,33,2,7.03
AS Monaco,10,750,3,13,4,128,2,9,8,3,20,1,7.03
Girona FC,7,386,2,6,2,87,1,14,1,1,8,1,7.03
Milan,9,310,1,4,1,33,1,4,3,2,12,2,7.02
PSV Eindhoven,10,686,2,15,3,215,8,13,12,4,37,2,7.02
Inter,14,952,1,11,1,169,3,12,6,4,27,4,7.01
Juventus,9,548,1,8,2,67,4,2,1,1,9,4,7.01
Aston Villa,7,237,0,2,0,34,1,3,3,2,5,3,7.0
FC Barcelona,11,420,1,4,1,65,4,3,1,1,8,3,6.95
Stade Brestois,9,510,0,3,2,71,1,1,7,3,25,3,6.94
Milan,7,276,1,9,0,110,1,11,4,4,13,0,6.94
AC Sparta Praha,6,265,0,4,0,35,3,4,5,3,18,0,6.93
AS Monaco,3,93,0,2,0,22,1,3,0,0,3,0,6.93
