Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,Nation,Age,Min,SoTA,GA,Saves,Save%
d2f2263d,https://fbref.com/en/matches/d2f2263d/Manchester-United-Chelsea-May-25-2023-Premier-League,2023-05-25,Premier League,Matchweek 32,Away,Manchester Utd,L,2023-05-25_premier_league_manchester_utd,Chelsea,Kepa Arrizabalaga,es ESP,28-234,90,8,4,5,62.5
