accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,player,team,player id,team id,position_group
22,0,0.0,1,38,58.46,10,187,197,87.17,1,100.0,0,8,0,0,0,0,52,0,0,0,2,7,8,1,0,0,0,0,0,0,0.0,,0,0,0.0,65,0,0,13,12,1,0,0,-1.57,1,100.0,0,3,0,29,0,0,0,8,720,0,,1,0,0,0,0,0,0,0,0,30,0,3,7.29,0,0,4,20,13,33,0,7,0.0,0,0,0,0,0,0,0,0.0,4,0,0,0.0,0,31,0,0,2,100.0,65,32,194,226,58.3,0,1,312,2,0,0,Alex Meret,SSC Napoli,592794,2714,Goalkeepers
17,0,0.0,12,47,58.02,24,94,118,77.12,2,100.0,0,6,0,0,0,0,52,0,0,0,1,10,6,0,0,0,0,0,0,0,0.05,,0,0,0.0,37,0,0,8,7,1,0,0,-1.17,3,100.0,0,4,0,35,0,0,0,6,531,0,,0,0,0,0,0,1,0,0,0,37,0,6,7.27,0,0,3,9,9,18,0,2,0.0,0,0,0,0,0,0,0,0.0,3,0,0,0.0,0,29,0,0,5,100.0,81,52,101,153,43.6,0,0,221,3,1,0,Mike Maignan,Milan,191210,2692,Goalkeepers
18,0,0.0,2,44,36.97,22,134,156,67.24,2,100.0,0,10,0,0,0,0,77,0,0,0,2,6,10,0,0,0,0,0,0,1,0.0,,0,0,0.0,64,0,0,13,13,0,0,0,-0.61,1,100.0,0,11,0,76,0,0,0,10,930,0,,0,0,0,0,0,0,0,0,0,77,0,5,7.24,0,0,4,21,16,38,1,6,0.0,0,0,0,0,0,0,0,0.0,4,0,0,0.0,0,35,0,0,3,100.0,119,80,152,232,72.4,0,0,335,1,0,0,Jan Oblak,Atlético Madrid,69768,2836,Goalkeepers
26,0,0.0,0,39,49.37,22,98,120,74.53,0,0.0,1,6,0,0,0,0,33,0,0,0,0,6,6,0,0,0,1,2,2,1,0.0,,0,0,0.0,53,0,0,15,13,2,0,0,0.74,1,50.0,0,1,0,41,0,0,0,6,540,0,,0,0,0,0,0,2,0,0,0,41,0,3,7.17,0,0,1,19,12,31,0,12,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,46,0,0,1,33.33,79,42,119,161,43.0,0,0,216,0,0,0,Omri Glazer,FK Crvena zvezda,797083,5149,Goalkeepers
28,0,0.0,18,49,42.98,35,151,186,73.23,2,66.67,1,9,0,0,0,0,77,0,0,0,4,5,9,0,0,0,0,1,1,0,0.03,,0,0,0.0,33,0,0,7,6,1,0,0,-1.03,0,0.0,0,13,0,68,0,0,0,9,840,0,,0,0,0,0,0,1,0,0,0,70,0,1,7.17,0,0,4,8,8,17,0,4,0.0,0,0,0,0,0,0,0,0.0,4,0,0,0.0,0,63,0,0,2,66.67,114,85,169,254,64.5,0,0,337,0,0,0,David Raya,Arsenal,581310,42,Goalkeepers
15,0,0.0,3,29,45.31,19,112,131,76.61,2,66.67,1,6,0,0,0,0,41,0,0,0,0,8,6,0,0,0,1,2,0,0,0.0,,1,0,0.0,52,0,0,11,10,1,0,0,3.64,1,50.0,0,2,0,40,0,0,0,6,540,0,,0,0,0,1,0,4,0,0,0,40,0,6,7.12,0,0,3,18,5,24,0,3,0.0,0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,27,0,0,3,60.0,64,49,122,171,42.7,0,0,233,2,1,0,Anatoliy Trubin,Benfica,966616,3006,Goalkeepers
5,0,0.0,1,9,22.5,4,17,21,40.38,0,0.0,0,1,0,0,0,0,12,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,,0,0,0.0,12,0,0,2,2,0,0,0,0.11,0,0.0,0,1,0,31,0,1,0,1,90,0,,0,0,0,0,0,1,0,0,0,32,0,0,7.1,0,0,0,4,0,4,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,13,0,0,0,0.0,40,29,23,52,7.1,0,0,62,0,0,0,Senne Lammens,Royal Antwerp FC,964753,2889,Goalkeepers
11,0,0.0,4,33,34.74,22,83,105,62.87,1,100.0,0,6,0,0,0,0,48,0,0,0,0,8,6,1,0,0,0,0,0,0,0.01,,0,0,0.0,44,0,0,10,8,2,0,0,0.49,1,100.0,0,7,0,62,0,0,0,6,540,0,,0,0,0,0,0,1,0,1,0,62,0,6,7.1,0,0,0,13,6,19,0,3,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,30,0,0,2,100.0,95,78,89,167,42.6,0,0,235,1,0,0,Frederik Rønnow,1. FC Union Berlin,137692,2547,Goalkeepers
47,0,0.0,5,54,51.43,29,100,129,70.49,0,0.0,0,6,0,0,0,0,55,0,0,0,0,3,6,0,0,0,0,0,1,0,0.01,,1,0,0.0,28,0,0,11,10,1,0,0,-0.94,2,100.0,0,6,0,54,0,0,0,6,540,0,,0,0,0,0,0,2,0,0,0,56,0,2,7.08,0,0,2,14,7,23,0,3,0.0,0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,74,0,0,2,100.0,105,67,116,183,42.5,0,0,251,2,1,0,Brice Samba,RC Lens,164055,1648,Goalkeepers
16,0,0.0,2,37,42.53,21,113,134,72.04,2,100.0,0,6,0,0,0,0,54,0,0,0,0,3,6,0,0,0,0,0,0,0,0.01,,0,0,0.0,40,0,0,12,11,1,0,0,-1.42,1,100.0,0,1,0,52,0,0,0,6,540,0,,0,0,0,0,0,0,0,0,0,52,0,2,7.08,0,0,3,16,6,22,1,7,0.0,0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,31,0,0,3,100.0,87,55,131,186,42.5,0,0,244,1,0,0,Matheus,Sporting Braga,603946,2999,Goalkeepers
20,0,0.0,3,33,49.25,11,165,176,82.63,4,100.0,0,8,0,0,0,0,45,0,0,0,3,3,8,0,0,0,0,0,0,0,0.0,0.47,0,0,100.0,39,1,1,10,9,1,1,0,1.8,0,0.0,1,3,0,37,0,0,0,8,720,0,,0,0,0,0,0,0,0,0,0,39,0,2,7.08,0,0,2,13,8,21,0,6,720.0,0,0,1,0,0,1,0,0.0,1,0,0,0.0,0,30,0,0,4,100.0,67,33,180,213,56.6,1,0,277,2,0,0,Ivan Provedel,Lazio,308182,2699,Goalkeepers
29,0,0.0,17,69,42.33,45,110,155,61.75,1,100.0,0,8,0,0,0,0,43,0,0,0,4,6,8,0,0,0,0,0,0,0,0.01,,0,0,0.0,30,0,0,6,6,0,0,0,2.22,1,100.0,0,2,0,96,0,0,0,8,720,0,,0,0,0,0,0,0,0,0,0,102,0,3,7.06,0,0,2,14,5,19,0,2,0.0,0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,66,0,0,2,100.0,163,125,126,251,56.5,0,0,292,1,0,0,Álex Remiro,Real Sociedad,791773,2824,Goalkeepers
34,0,0.0,4,56,50.91,22,185,207,78.71,1,100.0,0,8,0,0,0,0,64,0,0,0,2,2,8,0,0,0,0,0,0,0,0.01,,0,0,0.0,32,0,0,10,9,1,0,0,0.44,1,100.0,0,5,0,56,0,0,0,8,720,0,,0,0,0,0,0,1,0,0,0,56,0,1,7.04,0,0,3,14,7,21,0,4,0.0,0,0,0,0,0,0,1,100.0,3,0,0,0.0,0,58,1,0,2,100.0,110,51,212,263,56.3,0,1,324,0,0,0,Marc-André Ter Stegen,FC Barcelona,88625,2817,Goalkeepers
26,0,0.0,11,55,38.46,35,122,157,63.56,3,100.0,0,8,0,0,0,0,69,0,0,0,2,6,8,0,0,0,0,0,1,0,0.01,,0,0,0.0,64,0,0,14,13,1,0,0,0.3,0,0.0,0,6,0,90,0,0,0,8,720,0,,0,0,0,0,0,1,0,0,0,93,0,6,7.04,0,0,2,16,14,30,0,5,0.0,0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,50,0,0,3,100.0,143,107,140,247,56.3,0,0,333,1,0,0,Kamil Grabara,FC København,902080,1284,Goalkeepers
30,0,0.0,0,49,51.58,10,251,261,84.47,3,75.0,1,12,0,0,0,0,73,0,0,0,3,10,12,0,0,0,0,1,1,2,0.0,,0,0,0.0,71,0,0,15,14,1,0,0,0.2,2,100.0,0,2,0,48,0,0,0,12,1080,0,,0,0,0,0,0,0,0,0,0,50,0,3,7.03,0,0,4,21,16,38,1,8,0.0,0,0,0,0,0,0,0,0.0,3,1,1,100.0,0,43,0,0,5,83.33,95,37,272,309,84.4,0,0,411,1,2,0,Gianluigi Donnarumma,Paris Saint-Germain,824509,1644,Goalkeepers
5,0,0.0,1,15,51.72,7,95,102,87.93,2,100.0,0,4,0,0,0,0,40,0,0,0,1,1,4,1,0,0,0,0,0,0,0.0,,0,0,0.0,19,0,0,5,4,1,0,0,-0.73,1,100.0,0,3,0,14,0,0,0,4,360,0,,0,0,0,0,0,1,0,0,0,14,0,1,7.03,0,0,0,6,4,10,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,11,0,0,3,100.0,29,19,97,116,28.1,0,0,158,1,1,0,Kepa Arrizabalaga,Real Madrid,232422,2829,Goalkeepers
30,0,0.0,7,58,54.72,18,246,264,84.62,3,100.0,0,9,0,0,0,0,49,0,0,0,4,6,9,0,0,0,0,0,1,0,0.01,,0,0,0.0,31,0,0,8,8,0,0,0,3.1,3,100.0,0,2,0,48,0,0,0,9,810,0,,0,0,0,0,0,2,0,0,0,49,0,2,7.02,0,0,5,16,4,20,0,4,0.0,0,0,0,0,0,0,1,100.0,4,0,0,0.0,0,35,1,0,6,100.0,106,37,275,312,63.2,0,0,379,2,0,0,Manuel Neuer,FC Bayern München,8959,2672,Goalkeepers
11,0,0.0,0,17,45.95,4,184,188,90.38,2,100.0,0,6,0,0,0,0,40,0,0,0,0,9,6,0,0,0,0,0,0,0,0.0,,0,0,0.0,52,0,0,15,12,3,0,0,-0.32,0,0.0,0,0,0,20,0,0,0,6,540,0,,0,0,0,0,0,2,0,2,0,20,0,4,7.02,0,0,0,13,10,23,0,4,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,17,0,0,2,100.0,37,18,190,208,42.1,0,0,280,1,0,0,Joe Hart,Celtic,16817,2352,Goalkeepers
0,0,0.0,2,3,33.33,3,26,29,82.86,0,0.0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,,0,0,0.0,8,0,0,1,1,0,0,0,0.25,0,0.0,0,0,0,6,0,0,0,1,90,0,,0,0,0,0,0,0,0,0,0,6,0,0,7.0,0,0,0,2,2,4,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,9,8,27,35,7.0,0,0,43,0,0,0,Aaron Ramsdale,Arsenal,839410,42,Goalkeepers
7,0,0.0,2,10,58.82,5,52,57,87.69,1,100.0,0,2,0,0,0,0,11,0,0,0,0,3,2,0,0,0,0,0,0,0,0.0,,0,0,0.0,12,0,0,4,4,0,0,0,-0.05,0,0.0,0,0,0,8,0,0,0,2,180,0,,0,0,0,0,0,0,0,0,0,8,0,1,7.0,0,0,0,6,0,6,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,9,0,0,1,100.0,17,10,55,65,14.0,0,0,82,0,0,0,Iñaki Peña,FC Barcelona,794949,2817,Goalkeepers
29,0,0.0,8,69,45.39,17,231,248,73.59,3,100.0,0,8,0,0,0,0,63,0,0,0,2,9,8,0,0,0,0,0,0,1,0.01,,0,0,0.0,52,0,0,9,9,0,0,0,-2.87,0,0.0,0,7,0,89,0,0,0,8,750,0,,0,0,0,0,0,0,0,0,0,90,0,3,6.94,0,0,7,15,5,20,0,1,0.0,0,0,0,0,0,0,0,0.0,7,0,0,0.0,0,53,0,0,3,100.0,152,85,252,337,55.5,0,0,413,0,0,0,Diogo Costa,FC Porto,843115,3002,Goalkeepers
2,0,0.0,0,2,66.67,2,2,4,80.0,0,0.0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,,0,0,0.0,2,0,0,0,0,0,0,0,0.07,0,0.0,0,0,0,1,0,0,0,0,9,0,,0,0,0,0,0,0,0,0,0,1,0,0,6.9,0,0,0,0,1,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,2,0,0,0,0.0,3,2,3,5,6.9,0,0,9,0,0,0,Marco Sportiello,Milan,176301,2692,Goalkeepers
23,0,0.0,4,39,58.21,19,176,195,87.05,1,100.0,0,5,1,0,0,0,26,1,0,0,0,4,5,0,0,0,0,0,0,0,0.01,,0,0,0.0,41,0,1,9,9,0,0,0,-0.91,0,0.0,0,0,0,29,0,1,0,5,450,0,,0,0,0,0,0,0,0,0,0,30,0,2,6.88,0,0,2,11,2,13,0,3,0.0,0,0,0,0,0,0,0,0.0,2,0,0,0.0,1,32,0,0,1,100.0,67,37,187,224,34.4,0,0,259,0,0,0,Janis Blaswich,RB Leipzig,96832,36360,Goalkeepers
27,0,0.0,15,46,44.66,32,110,142,69.95,0,0.0,0,6,0,0,0,0,49,0,0,0,1,5,6,0,0,0,0,0,2,2,0.03,,0,0,0.0,19,0,0,15,12,3,0,0,-1.54,0,0.0,0,2,0,61,1,0,0,6,540,0,,0,0,0,0,0,4,0,1,0,64,0,3,6.87,0,0,1,8,12,20,3,7,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,58,0,0,0,0.0,103,78,125,203,41.2,0,1,264,0,0,0,André Onana,Manchester United,787498,35,Goalkeepers
34,0,0.0,4,48,52.75,20,148,168,78.87,2,100.0,0,6,0,0,0,0,59,0,0,0,0,10,6,0,0,0,0,0,0,0,0.01,,0,0,0.0,37,0,0,13,12,1,0,0,-1.27,4,100.0,0,3,0,45,0,0,0,6,540,0,,0,0,0,0,0,0,0,0,0,46,0,1,6.87,0,0,11,8,4,13,0,1,0.0,0,0,0,0,0,0,0,0.0,11,2,0,0.0,0,50,0,0,6,100.0,91,52,161,213,41.2,0,0,278,1,0,0,Fernando Muslera,Galatasaray,28381,3061,Goalkeepers
16,0,0.0,3,44,41.9,26,153,179,73.66,2,100.0,0,8,0,0,0,0,51,1,0,0,1,4,8,0,0,0,0,0,0,0,0.01,,0,0,0.0,50,0,0,13,10,3,0,0,-1.85,0,0.0,0,1,0,64,0,1,0,8,720,0,,0,0,0,0,0,0,0,0,0,65,0,2,6.86,0,0,1,16,5,21,0,8,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,1,33,0,0,2,100.0,105,70,173,243,54.9,0,0,300,2,0,0,Walter Benítez,PSV Eindhoven,249859,2952,Goalkeepers
13,0,0.0,3,37,78.72,11,196,207,94.09,0,0.0,0,7,0,0,0,0,39,0,0,0,1,2,7,0,0,0,0,1,1,0,0.01,,0,0,0.0,23,0,0,6,4,2,0,0,-0.09,0,0.0,0,3,0,13,0,0,0,7,660,0,,0,0,0,0,0,0,0,0,0,14,0,1,6.83,0,0,3,5,2,7,0,1,0.0,0,0,0,0,0,0,0,0.0,3,0,0,0.0,0,18,1,0,0,0.0,47,18,202,220,47.8,0,0,265,0,0,0,Ederson,Manchester City,254491,17,Goalkeepers
6,0,0.0,1,11,34.38,4,138,142,86.59,2,100.0,0,4,0,0,0,0,29,0,0,0,0,4,4,1,0,0,1,1,0,0,0.0,,0,0,0.0,12,0,0,7,7,0,0,0,0.01,1,50.0,0,1,0,22,0,0,0,4,360,0,,0,0,0,0,0,2,0,0,0,23,0,1,6.78,0,0,6,9,1,10,0,0,0.0,0,0,0,0,0,0,1,100.0,6,0,0,0.0,0,9,1,0,3,75.0,32,15,149,164,27.1,0,0,196,1,0,0,Justin Bijlow,Feyenoord,556696,2959,Goalkeepers
4,0,0.0,2,5,45.45,2,55,57,89.06,1,100.0,0,2,0,0,0,0,10,0,0,0,1,1,2,0,0,0,0,0,0,0,0.0,,0,0,0.0,9,0,0,3,3,0,0,0,-0.52,0,0.0,0,0,0,7,0,0,0,2,180,0,,0,0,0,0,0,0,0,0,0,7,0,1,6.75,0,0,0,0,3,3,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,7,0,0,1,100.0,11,8,56,64,13.5,0,0,77,1,0,0,Timon Wellenreuther,Feyenoord,253875,2959,Goalkeepers
9,0,0.0,6,28,33.33,21,60,81,59.12,2,100.0,0,4,0,0,0,0,21,0,0,0,0,8,4,0,0,0,0,0,0,0,0.01,,0,0,0.0,38,0,0,8,7,1,0,0,-1.31,0,0.0,0,6,0,56,0,0,0,4,360,0,,0,0,0,0,0,1,0,0,0,57,0,5,6.73,0,0,2,5,3,8,1,2,0.0,0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,28,0,0,2,100.0,84,66,71,137,26.9,0,0,170,0,0,0,Marko Dmitrović,Sevilla,94527,2833,Goalkeepers
17,0,0.0,1,24,48.0,11,114,125,81.17,0,0.0,0,3,0,0,0,0,28,0,0,0,0,2,3,0,0,0,0,0,0,0,0.0,,0,0,0.0,13,0,0,7,6,1,0,0,-2.64,1,100.0,0,0,0,29,0,0,0,3,270,0,,0,0,0,0,0,0,0,0,0,30,0,1,6.67,0,0,5,4,4,8,0,1,0.0,0,0,0,0,0,0,1,100.0,5,0,0,0.0,0,25,1,0,1,100.0,50,27,127,154,20.0,0,0,184,0,0,0,Stefan Ortega,Manchester City,125274,17,Goalkeepers
17,0,0.0,4,17,37.78,7,88,95,77.24,1,100.0,0,3,0,0,0,0,20,0,0,0,0,3,3,0,0,0,0,0,0,1,0.01,,0,0,0.0,19,0,0,5,5,0,0,0,0.95,0,0.0,0,1,0,28,0,0,0,3,270,0,,0,0,0,0,0,1,0,0,0,28,0,1,6.67,0,0,1,7,0,7,0,2,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,32,0,0,1,100.0,45,20,103,123,20.0,0,0,149,0,1,0,Sven Ulreich,FC Bayern München,26768,2672,Goalkeepers
1,0,0.0,0,4,22.22,1,77,78,83.87,0,0.0,0,3,0,0,0,0,12,0,0,0,0,2,3,0,0,0,0,0,0,0,0.0,,0,0,0.0,22,0,0,3,3,0,0,0,-0.41,0,0.0,0,0,0,15,0,0,0,3,270,0,,0,0,0,0,0,0,0,0,0,15,0,1,6.67,0,0,1,4,2,7,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,2,0,0,0,0.0,18,8,85,93,20.0,0,0,111,0,0,0,Péter Gulácsi,RB Leipzig,37096,36360,Goalkeepers
