season,tracked_team,match_date,competition,opponent_team,original_file,Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,shirtnumber,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,shots,shots_on_target,CrdY,CrdR,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,pens_conceded
2024-2025,Aston Villa 2024 2025,2024-08-17,Premier League,West Ham United,2024-08-17_premier_league_west_ham_united_player_stats.csv,eac7c00b,https://fbref.com/en/matches/eac7c00b/West-Ham-United-Aston-Villa-August-17-2024-Premier-League,2024-08-17,Premier League,Matchweek 1,Away,West Ham United,W,2024-08-17_premier_league_west_ham_united,Aston Villa,Ezri Konsa,4,eng ENG,CB,26-299,90,0,0,0,0,1.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,2.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-17,Premier League,West Ham United,2024-08-17_premier_league_west_ham_united_player_stats.csv,eac7c00b,https://fbref.com/en/matches/eac7c00b/West-Ham-United-Aston-Villa-August-17-2024-Premier-League,2024-08-17,Premier League,Matchweek 1,Away,West Ham United,W,2024-08-17_premier_league_west_ham_united,Aston Villa,Matty Cash,2,pl POL,RB,27-010,81,0,0,0,0,0.0,0.0,0,0,3.0,1.0,0.0,1.0,1.0,1.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-17,Premier League,West Ham United,2024-08-17_premier_league_west_ham_united_player_stats.csv,eac7c00b,https://fbref.com/en/matches/eac7c00b/West-Ham-United-Aston-Villa-August-17-2024-Premier-League,2024-08-17,Premier League,Matchweek 1,Away,West Ham United,W,2024-08-17_premier_league_west_ham_united,Aston Villa,Kosta Nedeljković,20,rs SRB,DF,18-245,9,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-17,Premier League,West Ham United,2024-08-17_premier_league_west_ham_united_player_stats.csv,eac7c00b,https://fbref.com/en/matches/eac7c00b/West-Ham-United-Aston-Villa-August-17-2024-Premier-League,2024-08-17,Premier League,Matchweek 1,Away,West Ham United,W,2024-08-17_premier_league_west_ham_united,Aston Villa,Emiliano Martínez,23,ar ARG,GK,31-350,90,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-24,Premier League,Arsenal,2024-08-24_premier_league_arsenal_player_stats.csv,4692171a,https://fbref.com/en/matches/4692171a/Aston-Villa-Arsenal-August-24-2024-Premier-League,2024-08-24,Premier League,Matchweek 2,Home,Arsenal,L,2024-08-24_premier_league_arsenal,Aston Villa,Ollie Watkins,11,eng ENG,FW,28-238,64,0,0,0,0,2.0,1.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-24,Premier League,Arsenal,2024-08-24_premier_league_arsenal_player_stats.csv,4692171a,https://fbref.com/en/matches/4692171a/Aston-Villa-Arsenal-August-24-2024-Premier-League,2024-08-24,Premier League,Matchweek 2,Home,Arsenal,L,2024-08-24_premier_league_arsenal,Aston Villa,Jáder Durán,9,co COL,FW,20-255,26,0,0,0,0,1.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-24,Premier League,Arsenal,2024-08-24_premier_league_arsenal_player_stats.csv,4692171a,https://fbref.com/en/matches/4692171a/Aston-Villa-Arsenal-August-24-2024-Premier-League,2024-08-24,Premier League,Matchweek 2,Home,Arsenal,L,2024-08-24_premier_league_arsenal,Aston Villa,Morgan Rogers,27,eng ENG,FW,22-029,90,0,0,0,0,3.0,0.0,0,0,0.0,1.0,0.0,1.0,1.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-24,Premier League,Arsenal,2024-08-24_premier_league_arsenal_player_stats.csv,4692171a,https://fbref.com/en/matches/4692171a/Aston-Villa-Arsenal-August-24-2024-Premier-League,2024-08-24,Premier League,Matchweek 2,Home,Arsenal,L,2024-08-24_premier_league_arsenal,Aston Villa,John McGinn,7,sct SCO,LM,29-311,64,0,0,0,0,0.0,0.0,0,0,0.0,4.0,0.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-24,Premier League,Arsenal,2024-08-24_premier_league_arsenal_player_stats.csv,4692171a,https://fbref.com/en/matches/4692171a/Aston-Villa-Arsenal-August-24-2024-Premier-League,2024-08-24,Premier League,Matchweek 2,Home,Arsenal,L,2024-08-24_premier_league_arsenal,Aston Villa,Jacob Ramsey,41,eng ENG,MF,23-088,26,0,0,0,0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-24,Premier League,Arsenal,2024-08-24_premier_league_arsenal_player_stats.csv,4692171a,https://fbref.com/en/matches/4692171a/Aston-Villa-Arsenal-August-24-2024-Premier-League,2024-08-24,Premier League,Matchweek 2,Home,Arsenal,L,2024-08-24_premier_league_arsenal,Aston Villa,Youri Tielemans,8,be BEL,CM,27-109,90,0,0,0,0,0.0,0.0,0,0,2.0,1.0,0.0,4.0,2.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-24,Premier League,Arsenal,2024-08-24_premier_league_arsenal_player_stats.csv,4692171a,https://fbref.com/en/matches/4692171a/Aston-Villa-Arsenal-August-24-2024-Premier-League,2024-08-24,Premier League,Matchweek 2,Home,Arsenal,L,2024-08-24_premier_league_arsenal,Aston Villa,Amadou Onana,24,be BEL,CM,23-008,75,0,0,0,0,2.0,0.0,1,0,2.0,2.0,0.0,0.0,0.0,1.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-24,Premier League,Arsenal,2024-08-24_premier_league_arsenal_player_stats.csv,4692171a,https://fbref.com/en/matches/4692171a/Aston-Villa-Arsenal-August-24-2024-Premier-League,2024-08-24,Premier League,Matchweek 2,Home,Arsenal,L,2024-08-24_premier_league_arsenal,Aston Villa,Ross Barkley,6,eng ENG,MF,30-263,15,0,0,0,0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-24,Premier League,Arsenal,2024-08-24_premier_league_arsenal_player_stats.csv,4692171a,https://fbref.com/en/matches/4692171a/Aston-Villa-Arsenal-August-24-2024-Premier-League,2024-08-24,Premier League,Matchweek 2,Home,Arsenal,L,2024-08-24_premier_league_arsenal,Aston Villa,Leon Bailey,31,jm JAM,RM,27-015,90,0,0,0,0,1.0,1.0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-24,Premier League,Arsenal,2024-08-24_premier_league_arsenal_player_stats.csv,4692171a,https://fbref.com/en/matches/4692171a/Aston-Villa-Arsenal-August-24-2024-Premier-League,2024-08-24,Premier League,Matchweek 2,Home,Arsenal,L,2024-08-24_premier_league_arsenal,Aston Villa,Lucas Digne,12,fr FRA,LB,31-035,75,0,0,0,0,0.0,0.0,0,0,1.0,0.0,0.0,1.0,3.0,2.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-24,Premier League,Arsenal,2024-08-24_premier_league_arsenal_player_stats.csv,4692171a,https://fbref.com/en/matches/4692171a/Aston-Villa-Arsenal-August-24-2024-Premier-League,2024-08-24,Premier League,Matchweek 2,Home,Arsenal,L,2024-08-24_premier_league_arsenal,Aston Villa,Ian Maatsen,22,nl NED,"DF,MF",22-167,15,0,0,0,0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-24,Premier League,Arsenal,2024-08-24_premier_league_arsenal_player_stats.csv,4692171a,https://fbref.com/en/matches/4692171a/Aston-Villa-Arsenal-August-24-2024-Premier-League,2024-08-24,Premier League,Matchweek 2,Home,Arsenal,L,2024-08-24_premier_league_arsenal,Aston Villa,Pau Torres,14,es ESP,CB,27-221,90,0,0,0,0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-24,Premier League,Arsenal,2024-08-24_premier_league_arsenal_player_stats.csv,4692171a,https://fbref.com/en/matches/4692171a/Aston-Villa-Arsenal-August-24-2024-Premier-League,2024-08-24,Premier League,Matchweek 2,Home,Arsenal,L,2024-08-24_premier_league_arsenal,Aston Villa,Ezri Konsa,4,eng ENG,CB,26-306,90,0,0,0,0,0.0,0.0,0,0,0.0,2.0,0.0,0.0,1.0,1.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-24,Premier League,Arsenal,2024-08-24_premier_league_arsenal_player_stats.csv,4692171a,https://fbref.com/en/matches/4692171a/Aston-Villa-Arsenal-August-24-2024-Premier-League,2024-08-24,Premier League,Matchweek 2,Home,Arsenal,L,2024-08-24_premier_league_arsenal,Aston Villa,Matty Cash,2,pl POL,RB,27-017,15,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-24,Premier League,Arsenal,2024-08-24_premier_league_arsenal_player_stats.csv,4692171a,https://fbref.com/en/matches/4692171a/Aston-Villa-Arsenal-August-24-2024-Premier-League,2024-08-24,Premier League,Matchweek 2,Home,Arsenal,L,2024-08-24_premier_league_arsenal,Aston Villa,Kosta Nedeljković,20,rs SRB,DF,18-252,75,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,2.0,1.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-24,Premier League,Arsenal,2024-08-24_premier_league_arsenal_player_stats.csv,4692171a,https://fbref.com/en/matches/4692171a/Aston-Villa-Arsenal-August-24-2024-Premier-League,2024-08-24,Premier League,Matchweek 2,Home,Arsenal,L,2024-08-24_premier_league_arsenal,Aston Villa,Emiliano Martínez,23,ar ARG,GK,31-357,90,0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-31,Premier League,Leicester City,2024-08-31_premier_league_leicester_city_player_stats.csv,5af68b76,https://fbref.com/en/matches/5af68b76/Leicester-City-Aston-Villa-August-31-2024-Premier-League,2024-08-31,Premier League,Matchweek 3,Away,Leicester City,W,2024-08-31_premier_league_leicester_city,Aston Villa,Ollie Watkins,11,eng ENG,FW,28-245,60,0,1,0,0,2.0,1.0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-31,Premier League,Leicester City,2024-08-31_premier_league_leicester_city_player_stats.csv,5af68b76,https://fbref.com/en/matches/5af68b76/Leicester-City-Aston-Villa-August-31-2024-Premier-League,2024-08-31,Premier League,Matchweek 3,Away,Leicester City,W,2024-08-31_premier_league_leicester_city,Aston Villa,Jáder Durán,9,co COL,FW,20-262,30,1,0,0,0,2.0,2.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-31,Premier League,Leicester City,2024-08-31_premier_league_leicester_city_player_stats.csv,5af68b76,https://fbref.com/en/matches/5af68b76/Leicester-City-Aston-Villa-August-31-2024-Premier-League,2024-08-31,Premier League,Matchweek 3,Away,Leicester City,W,2024-08-31_premier_league_leicester_city,Aston Villa,Morgan Rogers,27,eng ENG,FW,22-036,90,0,0,0,0,0.0,0.0,0,0,1.0,2.0,0.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-31,Premier League,Leicester City,2024-08-31_premier_league_leicester_city_player_stats.csv,5af68b76,https://fbref.com/en/matches/5af68b76/Leicester-City-Aston-Villa-August-31-2024-Premier-League,2024-08-31,Premier League,Matchweek 3,Away,Leicester City,W,2024-08-31_premier_league_leicester_city,Aston Villa,John McGinn,7,sct SCO,LM,29-318,90,0,0,0,0,1.0,0.0,1,0,2.0,2.0,0.0,3.0,1.0,1.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-31,Premier League,Leicester City,2024-08-31_premier_league_leicester_city_player_stats.csv,5af68b76,https://fbref.com/en/matches/5af68b76/Leicester-City-Aston-Villa-August-31-2024-Premier-League,2024-08-31,Premier League,Matchweek 3,Away,Leicester City,W,2024-08-31_premier_league_leicester_city,Aston Villa,Youri Tielemans,8,be BEL,CM,27-116,90,0,0,0,0,0.0,0.0,1,0,1.0,2.0,0.0,0.0,2.0,1.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-31,Premier League,Leicester City,2024-08-31_premier_league_leicester_city_player_stats.csv,5af68b76,https://fbref.com/en/matches/5af68b76/Leicester-City-Aston-Villa-August-31-2024-Premier-League,2024-08-31,Premier League,Matchweek 3,Away,Leicester City,W,2024-08-31_premier_league_leicester_city,Aston Villa,Amadou Onana,24,be BEL,CM,23-015,60,1,0,0,0,3.0,1.0,1,0,4.0,0.0,0.0,1.0,0.0,2.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-31,Premier League,Leicester City,2024-08-31_premier_league_leicester_city_player_stats.csv,5af68b76,https://fbref.com/en/matches/5af68b76/Leicester-City-Aston-Villa-August-31-2024-Premier-League,2024-08-31,Premier League,Matchweek 3,Away,Leicester City,W,2024-08-31_premier_league_leicester_city,Aston Villa,Ross Barkley,6,eng ENG,MF,30-270,30,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-31,Premier League,Leicester City,2024-08-31_premier_league_leicester_city_player_stats.csv,5af68b76,https://fbref.com/en/matches/5af68b76/Leicester-City-Aston-Villa-August-31-2024-Premier-League,2024-08-31,Premier League,Matchweek 3,Away,Leicester City,W,2024-08-31_premier_league_leicester_city,Aston Villa,Leon Bailey,31,jm JAM,RM,27-022,15,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-31,Premier League,Leicester City,2024-08-31_premier_league_leicester_city_player_stats.csv,5af68b76,https://fbref.com/en/matches/5af68b76/Leicester-City-Aston-Villa-August-31-2024-Premier-League,2024-08-31,Premier League,Matchweek 3,Away,Leicester City,W,2024-08-31_premier_league_leicester_city,Aston Villa,Jacob Ramsey,41,eng ENG,MF,23-095,63,0,0,0,0,1.0,1.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-31,Premier League,Leicester City,2024-08-31_premier_league_leicester_city_player_stats.csv,5af68b76,https://fbref.com/en/matches/5af68b76/Leicester-City-Aston-Villa-August-31-2024-Premier-League,2024-08-31,Premier League,Matchweek 3,Away,Leicester City,W,2024-08-31_premier_league_leicester_city,Aston Villa,Ian Maatsen,22,nl NED,"DF,MF",22-174,12,0,0,0,0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-31,Premier League,Leicester City,2024-08-31_premier_league_leicester_city_player_stats.csv,5af68b76,https://fbref.com/en/matches/5af68b76/Leicester-City-Aston-Villa-August-31-2024-Premier-League,2024-08-31,Premier League,Matchweek 3,Away,Leicester City,W,2024-08-31_premier_league_leicester_city,Aston Villa,Lucas Digne,12,fr FRA,LB,31-042,90,0,1,0,0,0.0,0.0,0,0,2.0,1.0,0.0,6.0,3.0,2.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-31,Premier League,Leicester City,2024-08-31_premier_league_leicester_city_player_stats.csv,5af68b76,https://fbref.com/en/matches/5af68b76/Leicester-City-Aston-Villa-August-31-2024-Premier-League,2024-08-31,Premier League,Matchweek 3,Away,Leicester City,W,2024-08-31_premier_league_leicester_city,Aston Villa,Pau Torres,14,es ESP,CB,27-228,90,0,0,0,0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-31,Premier League,Leicester City,2024-08-31_premier_league_leicester_city_player_stats.csv,5af68b76,https://fbref.com/en/matches/5af68b76/Leicester-City-Aston-Villa-August-31-2024-Premier-League,2024-08-31,Premier League,Matchweek 3,Away,Leicester City,W,2024-08-31_premier_league_leicester_city,Aston Villa,Ezri Konsa,4,eng ENG,CB,26-313,90,0,0,0,0,0.0,0.0,0,0,1.0,2.0,0.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-31,Premier League,Leicester City,2024-08-31_premier_league_leicester_city_player_stats.csv,5af68b76,https://fbref.com/en/matches/5af68b76/Leicester-City-Aston-Villa-August-31-2024-Premier-League,2024-08-31,Premier League,Matchweek 3,Away,Leicester City,W,2024-08-31_premier_league_leicester_city,Aston Villa,Lamare Bogarde,26,nl NED,RB,20-239,78,0,0,0,0,0.0,0.0,1,0,3.0,2.0,0.0,0.0,1.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-31,Premier League,Leicester City,2024-08-31_premier_league_leicester_city_player_stats.csv,5af68b76,https://fbref.com/en/matches/5af68b76/Leicester-City-Aston-Villa-August-31-2024-Premier-League,2024-08-31,Premier League,Matchweek 3,Away,Leicester City,W,2024-08-31_premier_league_leicester_city,Aston Villa,Kosta Nedeljković,20,rs SRB,DF,18-259,12,0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-08-31,Premier League,Leicester City,2024-08-31_premier_league_leicester_city_player_stats.csv,5af68b76,https://fbref.com/en/matches/5af68b76/Leicester-City-Aston-Villa-August-31-2024-Premier-League,2024-08-31,Premier League,Matchweek 3,Away,Leicester City,W,2024-08-31_premier_league_leicester_city,Aston Villa,Emiliano Martínez,23,ar ARG,GK,31-364,90,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-09-14,Premier League,Everton,2024-09-14_premier_league_everton_player_stats.csv,cdb4c33b,https://fbref.com/en/matches/cdb4c33b/Aston-Villa-Everton-September-14-2024-Premier-League,2024-09-14,Premier League,Matchweek 4,Home,Everton,W,2024-09-14_premier_league_everton,Aston Villa,Ollie Watkins,11,eng ENG,FW,28-259,83,2,0,0,0,6.0,4.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-09-14,Premier League,Everton,2024-09-14_premier_league_everton_player_stats.csv,cdb4c33b,https://fbref.com/en/matches/cdb4c33b/Aston-Villa-Everton-September-14-2024-Premier-League,2024-09-14,Premier League,Matchweek 4,Home,Everton,W,2024-09-14_premier_league_everton,Aston Villa,Emi Buendía,10,ar ARG,"FW,MF",27-264,7,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-09-14,Premier League,Everton,2024-09-14_premier_league_everton_player_stats.csv,cdb4c33b,https://fbref.com/en/matches/cdb4c33b/Aston-Villa-Everton-September-14-2024-Premier-League,2024-09-14,Premier League,Matchweek 4,Home,Everton,W,2024-09-14_premier_league_everton,Aston Villa,Jacob Ramsey,41,eng ENG,AM,23-109,68,0,0,0,0,2.0,0.0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-09-14,Premier League,Everton,2024-09-14_premier_league_everton_player_stats.csv,cdb4c33b,https://fbref.com/en/matches/cdb4c33b/Aston-Villa-Everton-September-14-2024-Premier-League,2024-09-14,Premier League,Matchweek 4,Home,Everton,W,2024-09-14_premier_league_everton,Aston Villa,Jáder Durán,9,co COL,FW,20-276,22,1,0,0,0,3.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-09-14,Premier League,Everton,2024-09-14_premier_league_everton_player_stats.csv,cdb4c33b,https://fbref.com/en/matches/cdb4c33b/Aston-Villa-Everton-September-14-2024-Premier-League,2024-09-14,Premier League,Matchweek 4,Home,Everton,W,2024-09-14_premier_league_everton,Aston Villa,Morgan Rogers,27,eng ENG,AM,22-050,90,0,0,0,0,4.0,3.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-09-14,Premier League,Everton,2024-09-14_premier_league_everton_player_stats.csv,cdb4c33b,https://fbref.com/en/matches/cdb4c33b/Aston-Villa-Everton-September-14-2024-Premier-League,2024-09-14,Premier League,Matchweek 4,Home,Everton,W,2024-09-14_premier_league_everton,Aston Villa,John McGinn,7,sct SCO,AM,29-332,89,0,0,0,0,1.0,0.0,0,0,0.0,2.0,1.0,6.0,1.0,0.0,0,,
2024-2025,Aston Villa 2024 2025,2024-09-14,Premier League,Everton,2024-09-14_premier_league_everton_player_stats.csv,cdb4c33b,https://fbref.com/en/matches/cdb4c33b/Aston-Villa-Everton-September-14-2024-Premier-League,2024-09-14,Premier League,Matchweek 4,Home,Everton,W,2024-09-14_premier_league_everton,Aston Villa,Jaden Philogene Bidace,19,eng ENG,"FW,MF",22-219,1,0,0,0,0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0,,
