season,player_id,player_name,team_name,injury_type,reason,fixture_date,end_date,days_out
2024-2025,18870,D. Brooks,Bournemouth,Missing Fixture,Shoulder Injury,2024-08-17,,7
2024-2025,47499,E. Unal,Bournemouth,Missing Fixture,Ankle Injury,2024-08-17,,281
2024-2025,1150,T. Adams,Bournemouth,Missing Fixture,Back Injury,2024-08-17,,44
2024-2025,18870,D. Brooks,Bournemouth,Missing Fixture,Shoulder Injury,2024-08-25,,7
2024-2025,47499,E. Unal,Bournemouth,Missing Fixture,Ankle Injury,2024-08-25,,281
2024-2025,1150,T. Adams,Bournemouth,Missing Fixture,Back Injury,2024-08-25,,44
2024-2025,47499,E. Unal,Bournemouth,Missing Fixture,Ankle Injury,2024-08-31,,281
2024-2025,1150,T. Adams,Bournemouth,Missing Fixture,Back Injury,2024-08-31,,44
2024-2025,284797,D. Ouattara,Bournemouth,Missing Fixture,Ankle Injury,2024-09-14,,252
2024-2025,2273,K. Arrizabalaga,Bournemouth,Missing Fixture,Loan agreement,2024-09-14,,122
2024-2025,1150,T. Adams,Bournemouth,Missing Fixture,Back Injury,2024-09-14,,44
2024-2025,1150,T. Adams,Bournemouth,Missing Fixture,Back Injury,2024-09-21,,44
2024-2025,1150,T. Adams,Bournemouth,Missing Fixture,Back Injury,2024-09-30,,44
2024-2025,304853,A. Scott,Bournemouth,Missing Fixture,Knee Injury,2024-10-26,,206
2024-2025,304853,A. Scott,Bournemouth,Missing Fixture,Knee Injury,2024-11-02,,206
2024-2025,2273,K. Arrizabalaga,Bournemouth,Missing Fixture,Groin Injury,2024-11-02,,122
2024-2025,37161,L. Sinisterra,Bournemouth,Missing Fixture,Injury,2024-11-02,,204
2024-2025,304853,A. Scott,Bournemouth,Missing Fixture,Knee Injury,2024-11-09,,206
2024-2025,284797,D. Ouattara,Bournemouth,Missing Fixture,Injury,2024-11-09,,252
2024-2025,37161,L. Sinisterra,Bournemouth,Missing Fixture,Injury,2024-11-09,,204
2024-2025,304853,A. Scott,Bournemouth,Missing Fixture,Knee Injury,2024-11-23,,206
2024-2025,51051,J. Araujo,Bournemouth,Missing Fixture,Thigh Injury,2024-11-23,,112
2024-2025,37161,L. Sinisterra,Bournemouth,Missing Fixture,Injury,2024-11-23,,204
2024-2025,1125,R. Christie,Bournemouth,Missing Fixture,Yellow Cards,2024-11-23,,183
2024-2025,304853,A. Scott,Bournemouth,Missing Fixture,Knee Injury,2024-11-30,,206
2024-2025,19281,A. Semenyo,Bournemouth,Missing Fixture,Yellow Cards,2024-11-30,,0
2024-2025,51051,J. Araujo,Bournemouth,Missing Fixture,Thigh Injury,2024-11-30,,112
2024-2025,37161,L. Sinisterra,Bournemouth,Missing Fixture,Injury,2024-11-30,,204
2024-2025,304853,A. Scott,Bournemouth,Missing Fixture,Knee Injury,2024-12-05,,206
2024-2025,51051,J. Araujo,Bournemouth,Missing Fixture,Thigh Injury,2024-12-05,,112
2024-2025,37161,L. Sinisterra,Bournemouth,Missing Fixture,Thigh Injury,2024-12-05,,204
2024-2025,304853,A. Scott,Bournemouth,Missing Fixture,Knee Injury,2024-12-08,,206
2024-2025,51051,J. Araujo,Bournemouth,Missing Fixture,Thigh Injury,2024-12-08,,112
2024-2025,37161,L. Sinisterra,Bournemouth,Missing Fixture,Thigh Injury,2024-12-08,,204
2024-2025,6610,M. Senesi,Bournemouth,Missing Fixture,Thigh Injury,2024-12-08,,97
2024-2025,304853,A. Scott,Bournemouth,Missing Fixture,Knee Injury,2024-12-16,,206
2024-2025,51051,J. Araujo,Bournemouth,Missing Fixture,Thigh Injury,2024-12-16,,112
2024-2025,37161,L. Sinisterra,Bournemouth,Missing Fixture,Thigh Injury,2024-12-16,,204
2024-2025,6610,M. Senesi,Bournemouth,Missing Fixture,Thigh Injury,2024-12-16,,97
2024-2025,19245,M. Tavernier,Bournemouth,Missing Fixture,Thigh Injury,2024-12-16,,109
2024-2025,304853,A. Scott,Bournemouth,Missing Fixture,Knee Injury,2024-12-22,,206
2024-2025,51051,J. Araujo,Bournemouth,Missing Fixture,Thigh Injury,2024-12-22,,112
2024-2025,37161,L. Sinisterra,Bournemouth,Missing Fixture,Thigh Injury,2024-12-22,,204
2024-2025,6610,M. Senesi,Bournemouth,Missing Fixture,Thigh Injury,2024-12-22,,97
2024-2025,19245,M. Tavernier,Bournemouth,Missing Fixture,Thigh Injury,2024-12-22,,109
2024-2025,304853,A. Scott,Bournemouth,Missing Fixture,Knee Injury,2024-12-26,,206
2024-2025,51051,J. Araujo,Bournemouth,Missing Fixture,Thigh Injury,2024-12-26,,112
2024-2025,37161,L. Sinisterra,Bournemouth,Missing Fixture,Thigh Injury,2024-12-26,,204
2024-2025,6610,M. Senesi,Bournemouth,Missing Fixture,Thigh Injury,2024-12-26,,97
2024-2025,19245,M. Tavernier,Bournemouth,Missing Fixture,Thigh Injury,2024-12-26,,109
2024-2025,304853,A. Scott,Bournemouth,Missing Fixture,Knee Injury,2024-12-29,,206
2024-2025,18869,A. Smith,Bournemouth,Missing Fixture,Leg Injury,2024-12-29,,76
2024-2025,51051,J. Araujo,Bournemouth,Missing Fixture,Thigh Injury,2024-12-29,,112
2024-2025,792,J. Kluivert,Bournemouth,Missing Fixture,Yellow Cards,2024-12-29,,94
2024-2025,37161,L. Sinisterra,Bournemouth,Missing Fixture,Thigh Injury,2024-12-29,,204
2024-2025,6610,M. Senesi,Bournemouth,Missing Fixture,Thigh Injury,2024-12-29,,97
2024-2025,19245,M. Tavernier,Bournemouth,Missing Fixture,Thigh Injury,2024-12-29,,109
2024-2025,304853,A. Scott,Bournemouth,Missing Fixture,Knee Injury,2025-01-04,,206
2024-2025,18869,A. Smith,Bournemouth,Missing Fixture,Leg Injury,2025-01-04,,76
2024-2025,51051,J. Araujo,Bournemouth,Missing Fixture,Thigh Injury,2025-01-04,,112
