Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,Matches
Bruno Guimarães,brBRA,MF,25,50,48,"4,385",48.7,7,10,17,7,0,0,14,0,0.14,0.21,0.35,0.14,0.35,Matches
Fabian Schär,chSUI,DF,31,47,45,"3,984",44.3,5,1,6,5,0,0,9,0,0.11,0.02,0.14,0.11,0.14,Matches
Anthony Gordon,engENG,FW,22,48,45,"3,845",42.7,12,10,22,11,1,1,14,1,0.28,0.23,0.51,0.26,0.49,Matches
Sean Longstaff,engENG,MF,25,46,40,"3,672",40.8,8,2,10,8,0,0,8,0,0.20,0.05,0.25,0.20,0.25,Matches
Dan Burn,engENG,DF,31,43,39,"3,455",38.4,4,2,6,4,0,0,4,0,0.10,0.05,0.16,0.10,0.16,Matches
Kieran Trippier,engENG,DF,32,39,35,"3,104",34.5,1,11,12,1,0,0,5,0,0.03,0.32,0.35,0.03,0.35,Matches
Alexander Isak,seSWE,FW,23,40,36,"2,959",32.9,25,2,27,19,6,7,1,0,0.76,0.06,0.82,0.58,0.64,Matches
Miguel Almirón,pyPAR,FW,29,45,29,"2,762",30.7,5,4,9,5,0,0,4,0,0.16,0.13,0.29,0.16,0.29,Matches
Martin Dúbravka,skSVK,GK,34,30,29,"2,675",29.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Jamaal Lascelles,engENG,DF,29,26,22,"1,951",21.7,1,0,1,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,Matches
Valentino Livramento,engENG,"DF,FW",20,35,18,"1,931",21.5,1,1,2,1,0,0,1,0,0.05,0.05,0.09,0.05,0.09,Matches
Nick Pope,engENG,GK,31,21,21,"1,885",20.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Joelinton,brBRA,"MF,FW",26,27,22,"1,839",20.4,3,3,6,3,0,0,9,0,0.15,0.15,0.29,0.15,0.29,Matches
Sven Botman,nlNED,DF,23,22,20,"1,774",19.7,2,2,4,2,0,0,2,0,0.10,0.10,0.20,0.10,0.20,Matches
Lewis Miley,engENG,MF,17,26,19,"1,754",19.5,1,4,5,1,0,0,1,0,0.05,0.21,0.26,0.05,0.26,Matches
Jacob Murphy,engENG,FW,28,28,19,"1,591",17.7,3,8,11,3,0,0,1,0,0.17,0.45,0.62,0.17,0.62,Matches
Callum Wilson,engENG,FW,31,26,12,"1,377",15.3,10,1,11,8,2,2,4,0,0.65,0.07,0.72,0.52,0.59,Matches
Elliot Anderson,engENG,MF,20,26,10,"1,107",12.3,0,2,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,Matches
Emil Krafth,seSWE,DF,28,21,10,"1,061",11.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Lewis Hall,engENG,DF,18,22,11,973,10.8,2,0,2,2,0,0,3,0,0.18,0.00,0.18,0.18,0.18,Matches
Harvey Barnes,engENG,"FW,MF",25,23,7,862,9.6,5,3,8,5,0,0,2,0,0.52,0.31,0.84,0.52,0.84,Matches
Joe Willock,engENG,MF,23,14,9,705,7.8,2,0,2,2,0,0,1,0,0.26,0.00,0.26,0.26,0.26,Matches
Sandro Tonali,itITA,MF,23,12,8,688,7.6,1,0,1,1,0,0,3,0,0.13,0.00,0.13,0.13,0.13,Matches
Matt Ritchie,sctSCO,"DF,MF",33,17,1,273,3.0,1,0,1,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33,Matches
Paul Dummett,wlsWAL,DF,31,8,2,200,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Matt Targett,engENG,"DF,MF",27,7,3,194,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Loris Karius,deGER,GK,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ben Parkinson,engENG,FW,18,1,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Joe White,engENG,MF,20,4,0,13,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Alex Murphy,ieIRL,DF,19,2,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Michael Ndiweni,engENG,MF,19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Amadou Diallo,engENG,FW,20,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
James Huntley,engENG,MF,19,0,0,,,,,,,,,,,,,,,,Matches
Lucas De Bolle,engENG,MF,20,0,0,,,,,,,,,,,,,,,,Matches
Adam Harrison,engENG,GK,16,0,0,,,,,,,,,,,,,,,,Matches
Javier Manquillo,esESP,DF,29,0,0,,,,,,,,,,,,,,,,Matches
Mark Gillespie,engENG,GK,31,0,0,,,,,,,,,,,,,,,,Matches
Travis Hearnes,noNOR,MF,17,0,0,,,,,,,,,,,,,,,,Matches
Aidan Harris,engENG,GK,16,0,0,,,,,,,,,,,,,,,,Matches
